vrai_hop;rdrg;N;moy_gemid
0;463;16410;6.46
0;464;1777;26.89
0;465;10296;42.02
0;466;2405;24.34
0;467;2872;5.01
0;468;6061;27.7
0;480;4434;262.91
0;481;1193;340.81
0;482;8485;20.47
0;483;3144;21.32
0;484;2018;12.38
0;500;971;23.65
0;501;3627;4.35
0;510;2028;174.83
0;511;469;95.97
0;512;765;136.19
0;513;21232;121.13
0;514;8754;304.15
0;515;1618;35.52
0;516;1253;51.85
0;517;1277;13.87
0;518;891;98.39
0;530;1040;41.22
0;531;902;1.21
0;532;1876;27.86
0;540;23390;4.27
0;541;357;11.73
0;542;462;13.36
0;543;424;197.31
0;544;1910;2.9
0;560;95508;0.1
0;561;1444;5.09
0;562;1386;130.89
0;563;6476;0.18
0;564;1044;2.51
0;565;859;0
0;566;11149;4.06
0;580;250;14.67
0;581;30;0
0;582;1;2416.73
0;583;6;1874.13
0;590;19;153.13
0;591;81;28.69
0;592;26;236.26
0;593;159;7.43
0;600;29;290.45
0;601;162;12.53
0;602;253;22.55
0;603;300;2.36
0;610;34;331.1
0;611;169;5.84
0;612;244;7
0;613;47;3.89
0;614;648;1.94
0;620;39;636.49
0;621;128;5.67
0;622;165;5.61
0;623;48;3.01
0;624;399;0.36
0;625;145;3
0;626;181;0.28
0;630;99;1170.77
0;631;153;273.86
0;632;191;40.37
0;633;450;7.62
0;634;250;8.22
0;635;13;0
0;636;350;0.48
0;637;1575;1.84
0;638;2156;0.46
0;639;215;2.32
0;640;213;4.51
0;650;219;323.5
0;651;783;50.27
0;660;3;0
0;661;1437;8.6
0;662;419;1.7
0;663;9303;12.15
0;664;4316;7.66
0;680;402;326.95
0;681;1095;150.14
0;682;1294;104.69
0;683;996;119.81
0;690;1093;39.92
0;691;2980;39.78
0;692;856;13.84
0;693;27987;31.52
0;694;1908;36.21
0;710;1011;391.26
0;711;1443;73.15
0;720;7380;27.33
0;721;2919;9.59
0;722;2877;2.82
0;723;7409;0.64
0;724;2297;8.82
0;740;424;489.01
0;750;394;0.75
0;751;4135;1.35
0;752;687;0.64
0;753;761;0.92
0;754;4664;1.84
0;755;1375;0.88
0;756;2718;1.55
0;757;4576;2.85
0;758;982;1.1
0;759;396;3.07
0;760;4036;0.76
0;770;902;1.19
0;771;1107;3.87
0;772;281;1.17
0;773;422;0.39
0;774;155;0.09
0;775;8982;2.75
0;776;1219;0.58
0;790;1164;41.32
0;791;3944;389.61
0;792;1045;182.74
0;810;1275;4.49
0;811;1004;1.07
0;812;12092;1.93
0;813;4948;72.61
0;814;451;1.54
0;815;1870;3.05
0;830;40;104.09
0;831;6;99.2
0;832;197;18.49
0;833;44;7.65
0;840;659;6.36
0;850;3610;1593.47
0;860;4511;15.92
0;861;8068;5.18
0;862;31338;16.77
0;870;6;230.75
0;871;14;382.32
0;872;58;321.08
0;873;83;156.67
0;890;37;21.06
0;891;205;18.44
0;892;104;2.38
0;893;329;3.4
0;894;174;7.01
0;910;609;1029.06
0;911;483;367.51
0;930;661;34.4
0;931;111;13.82
0;950;7121;830.98
0;951;546;31.2
0;952;3819;64.23
0;955;105;17.74
0;956;5835;4.22
