vrai_hop;rdrg;mean;p5;p25;p50;p75;p95
0;001;34;10;16;22;41;97
0;002;45;17;23;32;50;117
0;003;27;3;19;24;32;62
0;004;64;12;32;52;80;161
0;005;30;5;13;21;36;83
0;020;21;2;6;12;26;74
0;021;17;3;6;10;18;59
0;022;14;2;5;8;16;53
0;023;13;2;3;6;11;54
0;024;8;2;3;4;6;25
0;025;3;1;1;2;3;7
0;026;15;1;2;4;14;67
0;040;13;1;2;5;13;50
0;041;14;2;4;9;17;41
0;042;20;2;7;14;24;57
0;043;7;1;2;4;7;20
0;044;16;1;2;8;19;62
0;045;19;2;6;10;20;68
0;046;10;1;3;6;12;35
0;047;8;1;3;6;9;22
0;048;8;1;2;4;9;25
0;049;17;2;7;11;18;53
0;050;13;1;4;8;15;39
0;051;4;1;2;3;5;11
0;052;9;1;2;5;11;32
0;053;5;1;1;3;6;19
0;054;3;1;1;2;4;10
0;055;12;1;3;7;14;39
0;056;7;1;2;3;8;26
0;057;2;1;1;1;2;5
0;058;4;1;1;1;3;19
0;070;4;1;2;2;5;12
0;071;2;1;1;2;2;4
0;072;2;1;1;2;2;6
0;073;2;1;1;1;2;2
0;080;5;1;3;4;6;11
0;081;5;1;2;4;6;13
0;082;6;1;2;4;8;20
0;090;19;1;2;15;23;66
0;091;8;2;3;4;10;26
0;092;3;1;2;2;3;5
0;093;2;1;1;2;2;4
0;094;4;1;1;2;3;11
0;095;3;1;2;2;3;5
0;096;3;1;2;2;3;5
0;097;2;1;1;2;2;4
0;098;2;1;1;2;2;4
0;110;9;1;2;4;9;34
0;111;6;1;2;4;7;17
0;112;4;1;1;3;5;12
0;113;4;1;2;3;4;8
0;114;4;1;1;2;4;14
0;115;1;1;1;1;1;3
0;120;15;6;9;11;16;34
0;121;13;2;5;9;16;39
0;122;19;1;3;9;21;72
0;130;24;5;11;19;30;60
0;131;9;1;3;9;14;18
0;132;9;1;2;5;12;30
0;133;10;1;2;7;13;30
0;134;11;2;6;9;13;28
0;135;10;1;3;6;13;31
0;136;10;1;3;6;13;33
0;137;16;3;7;12;20;41
0;138;5;2;3;5;6;10
0;139;10;2;4;7;12;28
0;140;12;2;6;9;14;30
0;141;5;1;2;4;6;11
0;142;10;1;3;7;13;31
0;143;9;1;4;6;10;24
0;144;6;1;2;3;7;20
0;160;15;6;8;11;16;40
0;161;8;2;3;4;9;26
0;162;25;8;13;19;30;56
0;163;16;7;9;12;16;43
0;165;18;8;11;14;19;40
0;166;12;7;9;10;13;25
0;167;6;1;2;2;9;21
0;168;12;2;5;8;14;37
0;169;16;3;8;11;17;46
0;170;15;2;5;12;20;42
0;171;8;2;3;5;9;22
0;172;48;7;17;32;60;153
0;173;7;1;2;3;8;24
0;174;5;1;2;4;6;14
0;175;3;1;1;2;3;9
0;176;3;1;2;2;3;8
0;177;5;1;2;3;5;16
0;178;14;2;4;8;17;56
0;179;2;1;1;2;2;4
0;180;17;1;3;9;22;56
0;190;8;1;2;5;9;24
0;191;5;1;2;2;6;17
0;192;2;1;1;2;2;6
0;193;25;2;9;25;36;55
0;194;13;2;6;9;16;35
0;195;10;2;5;7;12;26
0;196;4;1;1;1;2;15
0;197;8;1;2;4;9;26
0;198;5;1;1;3;6;16
0;199;6;1;3;5;8;17
0;200;8;1;2;4;11;27
0;201;6;1;2;3;7;19
0;202;5;1;1;3;6;15
0;203;3;1;1;2;4;10
0;204;5;1;1;3;6;18
0;205;8;1;2;6;10;28
0;206;9;1;2;6;11;30
0;207;7;1;2;4;8;20
0;220;12;2;4;7;14;40
0;221;16;5;8;11;19;45
0;222;8;1;3;4;7;29
0;223;10;2;5;7;12;29
0;224;9;1;3;6;11;28
0;225;4;1;2;3;4;9
0;226;3;1;1;2;3;8
0;227;4;1;2;3;5;11
0;228;3;1;2;2;3;5
0;229;12;1;3;7;14;41
0;240;10;1;3;5;11;32
0;241;7;1;2;5;8;20
0;242;8;1;2;5;9;23
0;243;5;1;2;3;6;17
0;244;6;1;3;5;7;15
0;245;7;1;3;5;9;20
0;246;9;1;3;7;11;27
0;247;7;1;3;5;9;22
0;248;10;1;5;8;11;27
0;249;4;1;2;3;4;11
0;250;6;1;2;3;6;18
0;260;16;2;7;11;19;48
0;261;16;2;6;12;21;44
0;262;13;2;5;8;14;37
0;263;4;1;2;3;4;10
0;264;12;1;3;7;15;42
0;280;13;1;4;9;16;37
0;281;10;1;3;6;13;30
0;282;8;1;4;6;10;22
0;283;8;1;2;5;10;28
0;284;7;1;3;5;9;20
0;300;29;6;9;14;37;100
0;301;23;6;10;15;29;67
0;302;12;5;7;9;12;31
0;303;12;5;7;9;13;34
0;304;9;4;5;7;9;21
0;305;39;4;10;25;50;124
0;306;12;3;4;6;10;45
0;307;6;1;2;5;7;17
0;308;23;4;9;14;28;72
0;309;14;1;2;6;15;54
0;310;6;2;3;4;6;14
0;311;6;1;1;2;4;46
0;312;25;1;4;13;31;97
0;313;5;1;2;2;4;16
0;314;3;1;2;2;3;6
0;315;4;1;1;2;3;10
0;316;2;1;1;2;2;5
0;317;4;1;2;2;3;10
0;318;4;1;2;2;3;11
0;319;4;1;2;2;3;13
0;320;7;1;2;3;6;27
0;340;16;1;4;10;21;49
0;341;20;2;7;14;27;54
0;342;7;1;1;2;6;35
0;343;16;2;6;11;20;44
0;344;16;2;6;11;19;47
0;345;12;2;4;8;16;32
0;346;9;1;3;5;11;28
0;347;8;1;2;5;9;28
0;348;11;1;3;7;14;34
0;349;8;1;2;4;9;29
0;350;9;1;2;5;11;29
0;351;8;1;2;4;10;29
0;360;28;2;8;18;39;82
0;361;7;1;2;3;6;28
0;362;7;2;4;6;7;12
0;363;3;1;2;3;4;7
0;364;5;1;1;2;4;15
0;380;20;2;8;14;25;66
0;381;9;1;4;6;11;26
0;382;12;1;3;7;15;39
0;383;8;1;3;5;9;24
