vrai_hop;rdrg;SI;total;p5;p25;p50;p75;p95
0;001;1;16952;7876.56;7876.56;8475.78;9075.01;9075.01
0;001;2;179432;3922.76;5158.55;6987.24;8100.23;12310.94
0;001;3;375002;1027.02;4610.91;6093.13;7734.72;15075
0;001;4;1617431;4034.21;6154.84;9962.85;17732.27;38364.28
0;002;2;108667;4056.32;5461.44;6596.38;8966.01;12947.44
0;002;3;308719;4727.83;7533.19;8693.75;9923.7;27226.01
0;002;4;1088717;6846.82;8367.13;10060.7;16401.55;35431.17
0;003;1;444134;671.4;1753.76;5512.85;7487.67;10500.2
0;003;2;597967;1939.97;4940.26;6428.98;8043.74;11458.77
0;003;3;1350559;4280.82;5706.42;7676.34;9592.8;14556.87
0;003;4;2165624;3909.36;6455.07;9136.34;13548.9;23318.64
0;004;1;169999;696.23;2090.18;3985.93;6830.47;18551.71
0;004;2;729821;671.62;3473.88;5903.47;10415.98;18132.82
0;004;3;3729241;1066.64;5383.05;9596.34;15964.48;29586.09
0;004;4;26683732;3910.69;8756.71;14005.04;22583.21;43262.81
0;005;1;544467;1474.27;3827.36;6170.76;8696.36;12273.01
0;005;2;1081125;826.38;3941.06;6117.6;8732.89;14991.55
0;005;3;1045531;1398.99;4280.48;7261.59;10586.94;18551.75
0;005;4;1682139;3033.13;6101.45;10297.75;15598.3;26590.36
0;020;1;521922;777.89;1671.34;2374.33;3595.87;7245.71
0;020;2;552955;527.88;2343.93;3180.05;5021.68;11990.57
0;020;3;914146;217.67;1333.3;3748.85;7080.36;17809.82
0;020;4;1858816;430.3;2329.58;6486.3;11461.31;28920.04
0;021;1;4448115;724.8;1860.54;2954.5;4104.21;8005.8
0;021;2;5225583;829.65;2123.15;3575.42;5515.73;11804.79
0;021;3;5244525;765.49;3063.37;5183.55;9111.9;21161.01
0;021;4;5467015;685.22;3385.68;8005.8;13900.61;27163.67
0;022;1;602205;559.59;1240.36;1957.14;2905.33;5822.48
0;022;2;1201412;755.43;1743.93;2820.05;5194.84;10977.09
0;022;3;809362;645.4;2612.77;5644.78;9747.74;20474.67
0;022;4;668670;781.38;2546.86;6069.33;15256.9;28220.82
0;023;1;1273033;404.78;703.59;1158.76;2074.32;4473.19
0;023;2;1435805;550.68;1531.69;2991.22;5084.54;11692.77
0;023;3;1186669;1018.95;2068.4;4799.72;8885.47;18439.85
0;023;4;396483;665.29;4722.54;7755.08;11165.76;36912.21
0;024;1;1799884;445.76;869.21;1176.64;1608.94;3101.89
0;024;2;3935740;730.48;1117.46;1615.47;2568.57;5266.25
0;024;3;2715111;767.1;1515.27;3140.33;6085.28;15722.61
0;024;4;968585;964.2;2745.66;6692.01;13659.76;29910.26
0;025;1;2327559;207.13;385.32;484.48;694.86;1613.27
0;025;2;289702;229.2;569.12;1032.72;2015.99;4940.61
0;025;3;127313;418.8;560.5;2164.74;5148.25;9508.33
0;025;4;69729;353.44;1756.88;3744.18;5977.72;27316.9
0;026;1;965067;225.31;630.49;1011.48;1586.04;4493.76
0;026;2;1452900;520.94;1038.84;2194.29;4348.39;11709.49
0;026;3;1676022;1026.05;3221.13;5560.28;10801.5;22112.7
0;026;4;881352;1399.85;4692.13;9029.44;14684.91;33990.08
0;040;1;387852;266.53;554.14;1006.02;1786.42;5908.99
0;040;2;662204;265;767.1;1720.17;3288.31;9969.21
0;040;3;740085;373.25;1547.84;3355.86;6872.6;18007.68
0;040;4;249167;517.31;1688.48;4370.4;9561.98;18675.55
0;041;1;1105994;295.51;692.56;1265.05;2423.97;6084.51
0;041;2;3969830;415.89;1267.68;2392.57;4329.21;10067.74
0;041;3;3751068;786.32;2309.8;4032.08;7064.13;13662.91
0;041;4;1124952;909.39;2854.15;5612.76;9304.74;17874.03
0;042;1;6477719;251.86;746.92;1701.63;3370.9;8626.07
0;042;2;13621136;569.21;1616.76;2935.94;4966.25;11404.28
0;042;3;8212726;994.95;2639.32;4506.09;7283.48;14996.86
