vrai_hop;rmdc;rdrg;SI;ATC1;ATC4;Nfarm;Sum
0;12;480;1;A;A02BA;745;1886.84
0;12;480;1;A;A02BC;1013;3377.96
0;12;480;1;A;A03AA;1;0.64
0;12;480;1;A;A03AB;6;12.04
0;12;480;1;A;A03FA;1299;1803.32
0;12;480;1;A;A04AA;61;445
0;12;480;1;A;A05AA;2;7.16
0;12;480;1;A;A06AD;1;4.12
0;12;480;1;A;A07AA;2;3.76
0;12;480;1;A;A07DA;7;0.8
0;12;480;1;A;A07EC;4;12.24
0;12;480;1;A;A09AA;2;21.04
0;12;480;1;A;A10AB;93;504.96
0;12;480;1;A;A10AC;1;12.24
0;12;480;1;A;A10AD;3;34.2
0;12;480;1;A;A10AE;8;109.12
0;12;480;1;A;A10BA;155;37.6
0;12;480;1;A;A10BB;50;33.36
0;12;480;1;A;A10BD;1;9.32
0;12;480;1;A;A10BH;12;59.28
0;12;480;1;A;A10BX;9;8.84
0;12;480;1;A;A12AA;1;1.72
0;12;480;1;B;B01AA;7;1.28
0;12;480;1;B;B01AB;2691;41793.04
0;12;480;1;B;B01AC;148;27.76
0;12;480;1;B;B01AE;1;13.8
0;12;480;1;B;B01AF;4;34
0;12;480;1;B;B01AX;1;4.52
0;12;480;1;B;B02AA;289;1245.04
0;12;480;1;B;B02BB;1;418.7
0;12;480;1;B;B02BC;833;295941.4
0;12;480;1;B;B03AC;10;767.44
0;12;480;1;B;B03XA;1;60.44
0;12;480;1;B;B05AA;988;19941.8
0;12;480;1;B;B05BA;744;4931.76
0;12;480;1;B;B05BB;2893;74617.8
0;12;480;1;B;B05BC;7;41.4
0;12;480;1;B;B05CA;6;37.44
0;12;480;1;B;B05CB;1150;130402.4
0;12;480;1;B;B05CX;64;1512.69
0;12;480;1;B;B05XA;19;83.88
0;12;480;1;C;C01AA;9;1.52
0;12;480;1;C;C01BC;17;40.56
0;12;480;1;C;C01BD;27;26.68
0;12;480;1;C;C01BG;2;3.84
0;12;480;1;C;C01CA;10;33.6
0;12;480;1;C;C01DA;12;33.36
0;12;480;1;C;C01DX;24;236.24
0;12;480;1;C;C01EA;2;442.96
0;12;480;1;C;C02AC;710;484.48
0;12;480;1;C;C02CA;37;184.04
0;12;480;1;C;C03BA;18;6.12
0;12;480;1;C;C03CA;654;277.64
0;12;480;1;C;C03DA;20;9.52
0;12;480;1;C;C03EA;19;8.52
0;12;480;1;C;C03EB;1;0.4
0;12;480;1;C;C07AA;33;14.56
0;12;480;1;C;C07AB;320;177.24
0;12;480;1;C;C07AG;39;69.36
0;12;480;1;C;C07BB;46;33.8
0;12;480;1;C;C07CB;3;2.96
0;12;480;1;C;C07FB;3;2.96
0;12;480;1;C;C08CA;305;1084
0;12;480;1;C;C08DA;3;3.56
0;12;480;1;C;C08DB;21;25.48
0;12;480;1;C;C09AA;208;241.2
0;12;480;1;C;C09BA;38;41.84
0;12;480;1;C;C09BB;37;139
0;12;480;1;C;C09CA;87;143.92
0;12;480;1;C;C09DA;40;70.32
0;12;480;1;C;C09DB;12;88.56
0;12;480;1;C;C09DX;9;40.84
0;12;480;1;C;C09XA;4;19.2
0;12;480;1;C;C10AA;553;987
0;12;480;1;C;C10AB;33;22.04
0;12;480;1;C;C10AX;18;97.88
0;12;480;1;C;C10BA;12;110.88
0;12;480;1;D;D01AC;1;2.04
0;12;480;1;D;D01BA;5;26.4
0;12;480;1;D;D07AC;5;12.6
0;12;480;1;D;D07AD;2;6.48
0;12;480;1;G;G04BD;461;1189.08
0;12;480;1;G;G04CA;16;36.56
0;12;480;1;H;H01BA;2;11.84
0;12;480;1;H;H01CB;1;285.09
0;12;480;1;H;H02AB;643;1381.64
0;12;480;1;H;H03AA;57;14.16
0;12;480;1;H;H03BB;2;0.92
0;12;480;1;J;J01CA;52;13154.72
0;12;480;1;J;J01CF;1;24.08
0;12;480;1;J;J01CR;130;3689.24
0;12;480;1;J;J01DB;2249;13207.88
0;12;480;1;J;J01DC;123;1681.2
0;12;480;1;J;J01DD;5;235.08
0;12;480;1;J;J01DF;2;43.11
0;12;480;1;J;J01DH;5;831.52
0;12;480;1;J;J01EE;95;46.92
0;12;480;1;J;J01FA;9;134.76
0;12;480;1;J;J01FF;41;363.48
0;12;480;1;J;J01GB;59;1177.52
0;12;480;1;J;J01MA;678;12257.16
0;12;480;1;J;J01XA;5;483.4
0;12;480;1;J;J01XD;14;136
0;12;480;1;J;J01XE;453;342.2
0;12;480;1;J;J01XX;90;391.4
0;12;480;1;J;J02AC;3;35.28
0;12;480;1;J;J04AB;18;35.28
0;12;480;1;J;J05AB;1;11.93
0;12;480;1;L;L01BA;6;6.5
0;12;480;1;L;L01DC;1;66.95
