vrai_hop;rdrg;SI;cat;NAB;totalEUR;p5;p25;p50;p75;p95
0;001;2;B-106;1;101;101;101;101;101;101
0;001;2;B-107a;16;198;3;6;10;18;24
0;001;2;B-107b;7;144;3;5;17;36;49
0;001;2;B-108b;12;1147;17;43;107;136;187
0;001;2;B-110;12;126;5;6;9;16;18
0;001;2;B-111;2;28;10;10;14;18;18
0;001;2;B-112ap;19;838;24;32;39;47;87
0;001;2;B-114;1;202;202;202;202;202;202
0;001;2;B-116p;7;40;3;3;5;7;12
0;001;2;B-119a;1;17;17;17;17;17;17
0;001;2;B-121;1;19;19;19;19;19;19
0;001;2;B-124p;1;70;70;70;70;70;70
0;001;2;B-125o;2;17;4;4;8;13;13
0;001;2;B-125p;1;12;12;12;12;12;12
0;001;2;B-131;20;21;0;1;1;1;2
0;001;2;B-132;1;34;34;34;34;34;34
0;001;2;B-134o;16;215;2;5;13;21;26
0;001;2;B-134p;3;60;14;14;15;31;31
0;001;2;B-259;1;136;136;136;136;136;136
0;001;3;B-106;2;39;12;12;19;26;26
0;001;3;B-107a;39;509;3;9;11;18;27
0;001;3;B-107b;11;83;2;2;5;10;25
0;001;3;B-108b;34;5948;23;55;147;236;454
0;001;3;B-109;2;201;54;54;101;147;147
0;001;3;B-110;33;202;1;1;3;6;21
0;001;3;B-111;22;602;5;19;22;32;74
0;001;3;B-112ap;40;1510;9;29;34;40;66
0;001;3;B-112b;7;1867;34;68;134;287;1060
0;001;3;B-114;5;1709;10;44;55;81;1519
0;001;3;B-116o;1;2;2;2;2;2;2
0;001;3;B-116p;28;684;2;3;4;6;12
0;001;3;B-118;3;330;1;1;36;293;293
0;001;3;B-119a;2;30;1;1;15;29;29
0;001;3;B-119b;1;21;21;21;21;21;21
0;001;3;B-120;1;0;0;0;0;0;0
0;001;3;B-121;9;216;9;9;9;19;103
0;001;3;B-123;1;4;4;4;4;4;4
0;001;3;B-124p;20;3357;18;59;120;246;469
0;001;3;B-125o;12;73;1;2;6;9;12
0;001;3;B-125p;7;398;7;23;25;141;141
0;001;3;B-126b;3;5;1;1;1;3;3
0;001;3;B-131;50;67;0;1;1;1;3
0;001;3;B-132;13;109;0;2;3;10;47
0;001;3;B-134o;61;1277;6;10;15;22;65
0;001;3;B-134p;40;3175;7;14;15;41;133
0;001;3;B-259;3;1739;173;173;494;1071;1071
0;001;4;B-105;3;7;1;1;2;3;3
0;001;4;B-106;9;1446;3;6;87;263;573
0;001;4;B-107a;47;687;3;7;13;20;37
0;001;4;B-107b;29;703;2;3;6;36;101
0;001;4;B-108b;63;19991;9;76;174;359;1207
0;001;4;B-109;14;4730;36;130;267;389;1332
0;001;4;B-110;31;287;1;2;3;7;40
0;001;4;B-111;26;1113;2;14;25;44;85
0;001;4;B-112ap;47;2406;8;24;37;55;159
0;001;4;B-112b;26;36768;23;81;196;260;7749
0;001;4;B-112c;1;11;11;11;11;11;11
0;001;4;B-114;47;17798;20;110;241;424;1258
0;001;4;B-115;3;2032;155;155;671;1206;1206
0;001;4;B-116o;2;5;2;2;3;3;3
0;001;4;B-116p;39;939;3;5;11;21;167
0;001;4;B-118;8;3749;1;238;373;721;1085
0;001;4;B-119a;16;871;7;11;28;40;277
0;001;4;B-119b;3;47;4;4;18;25;25
0;001;4;B-120;2;278;1;1;139;278;278
0;001;4;B-121;14;3120;9;19;28;122;1804
0;001;4;B-123;3;20;4;4;8;8;8
0;001;4;B-124p;50;19117;29;94;186;417;1626
0;001;4;B-125bis;1;116;116;116;116;116;116
0;001;4;B-125o;17;195;1;4;9;14;32
0;001;4;B-125p;27;2854;12;12;45;137;364
0;001;4;B-126b;11;24;0;0;1;3;6
0;001;4;B-127;1;2;2;2;2;2;2
0;001;4;B-131;56;1147;0;1;2;4;127
0;001;4;B-132;24;1002;2;4;13;37;216
0;001;4;B-134o;69;3997;5;17;26;53;217
0;001;4;B-134p;55;69300;14;31;64;258;8512
0;001;4;B-259;12;6366;51;181;408;612;1591
0;002;1;B-110;1;7;7;7;7;7;7
0;002;1;B-111;1;28;28;28;28;28;28
0;002;1;B-131;1;1;1;1;1;1;1
0;002;1;B-134o;1;7;7;7;7;7;7
0;002;2;B-107b;3;3;1;1;1;2;2
0;002;2;B-108b;3;735;48;48;215;472;472
0;002;2;B-110;4;91;18;20;23;26;27
0;002;2;B-112b;3;45;11;11;11;23;23
0;002;2;B-114;1;823;823;823;823;823;823
0;002;2;B-116p;5;184;20;27;34;51;53
0;002;2;B-119a;5;77;12;13;13;17;23
0;002;2;B-121;2;56;9;9;28;47;47
0;002;2;B-124p;1;155;155;155;155;155;155
0;002;2;B-131;5;12;1;1;2;2;6
0;002;2;B-132;1;2;2;2;2;2;2
0;002;2;B-134o;4;371;29;29;39;156;264
0;002;3;B-106;4;447;48;83;128;140;143
0;002;3;B-107a;1;4;4;4;4;4;4
0;002;3;B-107b;12;104;1;1;2;14;39
0;002;3;B-108b;23;4719;8;55;178;314;501
0;002;3;B-110;52;919;3;10;16;24;31
0;002;3;B-111;13;291;3;10;13;27;91
0;002;3;B-112ap;4;103;3;4;11;48;79
0;002;3;B-112b;7;1961;11;21;204;481;975
0;002;3;B-112c;1;45;45;45;45;45;45
0;002;3;B-114;6;3330;192;303;543;637;1112
0;002;3;B-115;3;464;17;17;120;327;327
0;002;3;B-116p;33;981;5;11;26;43;81
0;002;3;B-119a;21;328;7;13;15;17;22
0;002;3;B-119b;3;22;4;4;4;14;14
0;002;3;B-120;3;9;2;2;3;4;4
0;002;3;B-121;5;1240;9;9;19;451;752
0;002;3;B-123;2;8;4;4;4;4;4
0;002;3;B-124p;6;283;14;14;31;75;117
0;002;3;B-125o;5;20;1;2;2;2;12
0;002;3;B-125p;1;37;37;37;37;37;37
0;002;3;B-131;67;150;0;1;2;2;4
0;002;3;B-132;1;10;10;10;10;10;10
0;002;3;B-134o;50;4890;2;9;27;49;68
0;002;3;B-134p;8;2960;23;76;312;690;781
0;002;3;B-259;2;839;273;273;419;566;566
0;002;4;B-105;1;2;2;2;2;2;2
0;002;4;B-106;7;1754;3;6;195;501;560
0;002;4;B-107a;5;102;4;6;21;32;39
0;002;4;B-107b;42;789;1;1;4;31;85
0;002;4;B-108b;80;28361;20;125;248;522;1027
0;002;4;B-109;5;4001;233;432;842;1036;1458
0;002;4;B-110;70;2371;3;14;20;25;69
0;002;4;B-111;30;900;2;6;13;38;108
0;002;4;B-112ap;4;219;3;10;40;99;135
0;002;4;B-112b;29;66021;11;32;81;321;14676
0;002;4;B-112c;11;2170;11;75;146;212;898
0;002;4;B-114;55;36173;141;303;494;814;2175
0;002;4;B-115;5;5504;69;258;275;2030;2873
0;002;4;B-116p;71;6689;9;18;38;109;382
0;002;4;B-117;2;370;114;114;185;256;256
0;002;4;B-118;7;561;1;2;7;155;379
0;002;4;B-119a;63;1858;7;15;22;30;77
0;002;4;B-119b;7;105;4;4;4;27;39
0;002;4;B-120;13;86;3;3;4;6;28
0;002;4;B-121;37;22178;9;47;160;630;2970
0;002;4;B-124p;46;9637;8;40;141;236;804
0;002;4;B-125bis;1;12;12;12;12;12;12
0;002;4;B-125o;16;157;2;3;6;8;48
0;002;4;B-125p;12;2514;25;105;170;332;434
0;002;4;B-131;100;1367;1;1;2;4;9
0;002;4;B-132;10;165;2;5;9;16;68
0;002;4;B-134o;94;27026;5;16;46;107;1798
0;002;4;B-134p;47;241626;21;146;1995;4515;21279
