vrai_hop;rdrg;mean;p5;p25;p50;p75;p95
0;001;31;11;15;21;36;91
0;002;47;16;23;35;50;143
0;003;27;4;19;24;31;54
0;004;62;13;32;52;80;147
0;005;29;6;15;21;36;79
0;020;22;2;7;13;27;73
0;021;18;3;6;10;20;59
0;022;16;2;5;8;17;57
0;023;13;2;3;6;13;52
0;024;8;2;3;5;7;25
0;025;3;1;1;2;3;8
0;026;13;1;2;5;14;54
0;040;13;1;2;6;14;45
0;041;14;2;5;9;18;46
0;042;19;2;7;13;24;57
0;043;7;1;2;4;7;21
0;044;17;1;2;9;19;63
0;045;20;2;6;11;22;69
0;046;12;1;4;7;13;38
0;047;9;1;4;6;10;24
0;048;8;1;3;5;9;24
0;049;16;2;6;10;17;53
0;050;13;1;4;8;14;39
0;051;4;1;2;3;5;10
0;052;9;1;2;5;11;32
0;053;6;1;1;3;6;20
0;054;3;1;1;2;4;9
0;055;12;1;3;7;13;41
0;056;7;1;2;3;8;25
0;057;2;1;1;1;2;5
0;058;4;1;1;1;2;16
0;070;4;1;2;2;5;11
0;071;2;1;2;2;3;5
0;072;2;1;1;2;2;5
0;073;2;1;1;2;2;3
0;080;6;2;3;5;7;14
0;081;5;1;2;4;6;12
0;082;7;1;2;5;8;20
0;090;18;1;2;15;22;64
0;091;8;2;3;4;10;27
0;092;3;1;2;2;3;5
0;093;2;1;1;2;2;4
0;094;4;1;1;2;4;11
0;095;3;1;2;2;3;5
0;096;3;1;2;3;4;5
0;097;2;1;1;2;2;4
0;098;2;1;1;2;2;5
0;110;9;1;2;4;9;33
0;111;6;1;2;4;7;15
0;112;4;1;1;3;4;10
0;113;4;1;2;3;4;8
0;114;4;1;1;2;4;12
0;115;2;1;1;1;2;7
0;120;15;5;9;11;16;34
0;121;13;2;4;9;16;37
0;122;16;1;3;8;19;57
0;130;24;5;11;18;29;61
0;131;9;2;3;8;14;20
0;132;8;1;4;6;11;22
0;133;11;1;3;8;14;32
0;134;12;2;7;9;14;29
0;135;10;1;3;6;13;34
0;136;11;1;3;7;13;33
0;137;16;3;8;12;20;42
0;138;6;2;3;5;7;12
0;139;10;2;4;7;12;28
0;140;12;2;6;9;14;32
0;141;5;1;3;4;6;12
0;142;10;1;4;8;13;30
0;143;8;1;3;6;10;24
0;144;6;1;2;4;8;20
0;160;14;6;9;12;16;40
0;161;9;2;3;4;11;28
0;162;25;9;13;18;29;62
0;163;16;8;10;12;18;39
0;165;18;8;11;14;19;39
0;166;13;7;9;11;13;26
0;167;8;1;2;5;10;26
0;168;14;2;5;9;15;41
0;169;17;2;9;12;18;45
0;170;17;3;8;13;20;46
0;171;8;2;3;5;9;23
0;172;49;7;20;37;64;136
0;173;8;1;2;4;9;28
0;174;6;1;2;4;7;14
0;175;3;1;2;2;3;9
0;176;4;1;2;2;3;10
0;177;5;1;2;3;5;18
0;178;16;2;4;10;20;54
0;179;2;1;1;2;2;4
0;180;19;1;4;10;25;65
0;190;8;1;3;5;10;26
0;191;5;1;2;2;6;16
0;192;3;1;2;2;2;7
0;193;27;2;8;23;42;64
0;194;13;2;6;10;16;34
0;195;11;2;5;8;14;27
0;196;4;1;1;1;3;18
0;197;8;1;2;4;9;27
0;198;5;1;2;3;6;16
0;199;7;1;3;5;8;17
0;200;8;1;2;5;10;26
0;201;6;1;2;4;7;19
0;202;5;1;2;3;6;13
0;203;3;1;1;2;4;9
0;204;5;1;1;3;7;17
0;205;8;1;3;6;10;25
0;206;9;1;2;5;10;31
0;207;6;1;2;4;8;20
0;220;13;2;4;7;15;42
0;221;18;5;9;12;20;47
0;222;7;1;3;5;8;21
0;223;11;2;5;8;12;29
0;224;10;2;3;6;12;29
0;225;4;1;2;3;4;9
0;226;3;1;2;2;3;8
0;227;5;1;2;3;5;11
0;228;3;1;2;2;3;6
0;229;12;1;3;7;14;38
0;240;10;1;3;5;12;32
0;241;7;1;3;5;9;21
0;242;8;1;2;5;9;22
0;243;5;1;2;3;6;17
0;244;7;1;3;5;8;16
0;245;7;1;3;5;9;20
0;246;10;1;4;7;12;28
0;247;8;1;3;5;9;23
0;248;10;2;5;8;12;24
0;249;4;1;2;3;5;11
0;250;6;1;2;3;6;18
0;260;18;3;7;11;21;54
0;261;17;2;6;12;21;49
0;262;14;3;6;9;16;38
0;263;4;1;2;3;4;11
0;264;13;1;3;8;16;41
0;280;13;1;5;9;16;38
0;281;10;1;3;7;13;30
0;282;9;2;4;7;11;22
0;283;8;1;2;5;10;27
0;284;8;1;3;6;10;21
