vrai_hop;rdrg;total;p5;p25;p50;p75;p95
0;001;1498626;643.78;2219.57;3950.61;7689.6;23688.23
0;002;1199355;1680.15;4132.37;6259.89;10789.9;26308.69
0;003;5518285;530.19;3967.71;6367.14;10586.6;25493.11
0;004;14552795;856.06;2964.33;5296.73;9160.28;18768.4
0;005;698314;110.89;454.04;874.28;1851.8;5341
0;020;722065;65.74;187.58;423.13;1222.93;4400.41
0;021;3867278;69.8;267.92;526.76;1024.03;3740.04
0;022;378182;34.99;76.55;145.21;429.8;2374.08
0;023;448276;16.18;69.33;139.5;377.01;1535.84
0;024;1048116;63.89;108.04;157.9;250.09;708.68
0;025;231151;2.14;15.84;37.82;62.82;169.39
0;026;497778;4.78;54.36;109.06;251.82;1478.45
0;040;146180;0;10.64;57.66;224.91;983.78
0;041;1288186;11.73;103.17;227.75;524.15;1781.96
0;042;1774854;0;18.09;68.75;169.16;711.61
0;043;569048;0;15.58;202.26;355.5;647.45
0;044;1197827;3.63;38.67;141.09;422.44;1704.81
0;045;3043595;12.07;60.94;139.41;323.88;1394.17
0;046;2159353;6.94;46.5;105.81;232.03;1046.87
0;047;1000138;2.42;21.26;58.97;122.87;408.8
0;048;1558139;0;11.1;41.01;117.43;1360.09
0;049;1508953;6.41;200.97;692.3;2750.97;7914.38
0;050;520994;0.35;55.72;233.67;810.39;2513.53
0;051;162898;0;18.69;70.05;166.65;635.85
0;052;484536;0;9.01;55.48;196.51;1141.01
0;053;1736337;0;3.89;23.84;87.12;474.04
0;054;199396;0;5.38;17.89;59.21;161.32
0;055;422633;0;20.44;79.71;238.58;1230.29
0;056;142839;0;1.81;19.99;84.02;384.77
0;057;163564;0;0;2.03;10.56;63.03
0;058;989287;0;0;0;4.48;220.41
0;070;76531;28.11;55.53;84.91;146.74;468.42
0;071;336179;9.66;33.42;56.11;76.11;132.92
0;072;190702;5.49;26.28;47.51;67.94;154.6
0;073;302696;6.11;13.15;23.39;44.35;77.8
0;080;50047;5.72;32.78;74.83;155.2;481.29
0;081;98929;0;13.34;80.51;203.35;505.11
0;082;350533;0;9.34;35.97;120.12;607.63
0;090;255506;39.41;122.19;427.23;979.32;2904.56
0;091;256221;66.25;134.9;204.36;362.18;1670.13
0;092;522382;47.49;86;132.09;205.96;374.05
0;093;785480;35.75;58.71;79.38;110.54;212.19
0;094;350009;24.69;48.71;69;118.78;366.99
0;095;44291;29.74;51.83;72.81;108.6;215.85
0;096;115163;32.27;52.39;75.25;110.46;234.89
0;097;609001;17.39;35.23;48.99;67.47;132.67
0;098;1355498;25.78;50.63;72.81;109.5;202.6
0;110;977476;4.25;61.5;142.91;440.12;2173.48
0;111;228787;0;7.53;24.95;74.19;183.29
0;112;107500;0;4.48;17.83;51.99;246.52
0;113;959044;0;6.92;28.68;83.93;261.85
0;114;620844;2.14;31.04;52.73;86.72;364.61
0;115;413881;0;0;16.23;65.25;252.72
0;120;1395220;134.51;275.16;468.1;906.57;3204.87
0;121;2637649;22.06;86.09;219.38;614.56;2688.6
0;122;647278;29.87;105.25;349.24;1232.51;4454.53
0;130;4318256;393.63;1070.85;2012.39;3393.97;6882.51
0;131;870995;8.4;332.69;883.48;2087.9;3876.22
0;132;1385;0;4.09;21.18;63.75;144.54
0;133;2009910;0;61.59;196.42;533.81;2076.06
0;134;2011021;38.42;118.18;209.22;417.35;1438.36
0;135;252204;2.45;21.28;65.52;161.44;589.96
0;136;5051589;3.66;83.44;233.77;650.05;2096.46
0;137;5664031;29.58;184.08;452.27;1114.78;2907.3
0;138;19604;2.94;20.35;42.24;76.57;143.85
0;139;11621724;20.16;81.34;211.47;457.92;1527.84
0;140;10648775;10.16;109.04;236.41;467.08;1539.4
0;141;1202356;1.67;13.35;38.15;93.88;343.34
0;142;455773;1.19;46.25;133.16;351.71;1600.04
0;143;711907;0.45;26.4;79.11;193.92;1015.12
0;144;4035251;0;4.35;43.17;149.28;701.54
0;160;78293;159.7;274.55;334.08;637.26;2355.54
0;161;298920;26.23;64.97;135.56;317.36;1676.04
0;162;1285264;500.1;794.25;1089.9;1751.43;5037.18
0;163;2808699;370.12;536.49;727.94;1077.37;2926.55
0;165;3745270;437.37;687.05;973.09;1480.84;3453.38
0;166;3871470;308.61;442.41;628.37;923.6;1978.94
0;167;369409;40.19;96.2;173.55;551.43;1636.47
0;168;2554897;82.06;214.35;394.74;782.11;3197.76
0;169;969162;189.02;342.15;500.18;1084.3;4811.26
0;170;205458;46.65;131.44;251.13;570.6;2176.81
0;171;765064;7.64;21.49;51.29;115.79;491.17
0;172;1705412;142.46;506.44;1154.76;2475.19;5843.56
0;173;6331972;47.03;97.14;165.71;341.75;1832.51
0;174;3465979;105.8;250.21;857.28;1195.55;2112.68
0;175;6049410;5.67;91.4;151.92;276.6;1190.52
0;176;147674;3.63;11.77;23.48;52.01;227
0;177;114967;4.19;14.47;32.4;79.34;548.5
0;178;388916;16.84;82.4;279.1;857.5;2612.24
0;179;484061;8.98;20.72;39.17;60.48;106.77
0;180;756536;18.42;89.42;235.24;745.04;3235.41
0;190;6371446;11.97;105.81;272.86;1026.87;1694.48
0;191;1832497;28.34;94.05;133.11;200.16;612.49
0;192;3417560;42.17;91.57;107.8;160.79;320.76
0;193;307742;85.37;530.67;1173.59;2161.12;5519.63
0;194;5053302;10.77;53.65;125.97;295.45;1117.12
0;195;384925;16.22;67.03;132.33;239.5;1108.75
0;196;401133;0;6.02;47.46;312.07;1434.73
0;197;2073521;2.92;55.67;101.33;184.1;999.57
0;198;736173;0.12;19.97;78.89;154.64;708.49
0;199;275964;0.38;10.19;35.08;95.8;250.63
0;200;243693;0;10.14;55.31;139.78;734.17
0;201;1864432;1.7;11.82;35.1;92.87;370.09
0;202;952894;1.87;23.27;67.65;144.8;641.45
0;203;278940;0;6.66;23.41;64.67;184.55
0;204;441979;0;4.04;15.09;54.18;205.04
0;205;122662;1.8;23.3;77.82;159.94;762.36
0;206;920157;4.84;71.75;220.26;849.46;2962.44
0;207;970292;0;14.01;51.34;150.37;990.59
0;220;5439120;64.27;110.89;243.08;1029.81;4847.68
0;221;15386599;163.74;321.2;570.56;1169.88;3987.65
0;222;234908;15.56;42.16;88.71;229.93;1784.07
0;223;862342;34.39;116.08;216.15;498.02;2121.99
0;224;884591;44.39;84.62;185.05;417.93;1653.87
0;225;2646745;39.78;69.28;109.95;208.12;574.75
0;226;961961;9.97;27.36;43.44;67.86;266.76
0;227;1135863;30.55;56.65;80.56;119.5;297.71
0;228;1505447;21.24;42.41;61.44;82.12;141
0;229;2006543;41.53;101.8;284.7;866.5;3611.46
0;240;3553792;2.81;51.88;131.39;493.73;2245.89
0;241;2047048;4.61;26.7;74.44;178.6;989.26
0;242;384156;5.46;30.75;102.93;368.48;2024.93
0;243;1040062;0;0.82;20.81;80.04;407.57
0;244;2377361;6.55;49.33;176.3;397.03;1101.13
0;245;1337298;4.61;42.78;156.42;520.49;2165.13
0;246;529773;9.3;75.61;201.93;522.18;1602.74
0;247;1922553;0;20.14;71.92;189.52;1235.52
0;248;424399;18.35;164.45;406.72;822.96;2216.64
0;249;2144821;0;5.38;16.63;58.53;293.43
0;250;4594135;0;8.89;28.9;100.39;582.63
0;260;3491049;91.23;293.96;685.08;2007.07;9252.72
0;261;984090;52.79;246.55;600.67;1399.01;4093.68
0;262;1014186;82.06;179.65;364.82;929.22;4098.77
0;263;3094450;48.46;71;95.93;160.11;595.48
0;264;1287721;13.35;91.45;341.43;1263.79;4707.54
0;280;2171227;2.1;38.86;132.17;463.37;2414.99
0;281;2091071;3.22;65.29;186.61;529.74;1976.03
0;282;2995197;15.22;82.5;174.01;535.86;2563.34
0;283;1338029;0;4.04;50.19;204.18;1395.54
0;284;2742957;7.5;58.99;178.46;437.59;1361.4
0;300;319198;148.75;228.29;395.2;831.96;3908.17
