vrai_hop;rdrg;SI;mean;p5;p25;p50;p75;p95
0;001;1;53;42;42;58;59;63
0;001;2;55;22;48;56;67;75
0;001;3;55;28;50;58;65;69
0;001;4;49;1;42;56;62;68
0;002;2;53;40;45;54;57;69
0;002;3;54;35;50;58;62;67
0;002;4;52;22;44;57;63;65
0;003;1;50;12;42;56;64;70
0;003;2;53;18;47;57;64;69
0;003;3;49;17;35;55;62;68
0;003;4;43;5;30;48;59;67
0;004;1;55;34;34;54;75;75
0;004;2;59;49;51;58;63;76
0;004;3;56;0;49;61;69;80
0;004;4;58;17;49;63;72;82
0;005;2;57;18;47;57;72;89
0;005;3;66;39;61;68;78;84
0;005;4;65;35;58;67;76;84
0;006;3;42;22;41;44;48;53
0;006;4;36;34;34;35;39;39
0;020;1;61;7;46;70;81;89
0;020;2;52;8;35;55;70;84
0;020;3;68;30;57;74;84;91
0;020;4;64;28;51;66;80;86
0;021;1;56;18;46;59;69;82
0;021;2;54;18;44;57;67;81
0;021;3;58;14;50;61;72;83
0;021;4;58;8;50;61;72;84
0;022;1;49;0;31;55;73;82
0;022;2;54;1;34;64;75;83
0;022;3;54;0;40;61;74;85
0;022;4;55;4;45;62;72;83
0;023;1;53;32;45;53;60;75
0;023;2;55;19;44;56;68;82
0;023;3;52;14;36;57;70;83
0;023;4;59;9;52;66;76;84
0;024;1;65;40;58;67;75;83
0;024;2;69;47;63;71;78;85
0;024;3;70;46;63;73;80;87
0;024;4;70;46;63;72;80;87
0;026;1;52;18;42;53;65;82
0;026;2;56;15;45;57;72;86
0;026;3;68;14;61;76;83;90
0;026;4;62;18;57;63;76;83
0;040;1;45;10;32;42;64;82
0;040;2;58;25;43;60;75;85
0;040;3;69;31;57;71;81;91
0;040;4;68;14;55;73;86;94
0;041;1;55;8;46;60;68;83
0;041;2;62;31;54;64;73;84
0;041;3;63;38;55;65;74;84
0;041;4;60;8;56;66;76;86
0;042;1;67;21;60;72;80;88
0;042;2;77;55;74;80;85;91
0;042;3;80;62;77;83;87;92
0;042;4;77;41;74;82;87;92
0;043;1;49;23;37;50;61;77
0;043;2;57;24;46;58;71;81
0;043;3;58;27;47;60;71;85
0;043;4;64;31;53;66;73;91
0;044;1;73;39;65;78;86;92
0;044;2;73;44;65;76;84;92
0;044;3;74;44;65;79;85;92
0;044;4;73;44;64;76;84;91
0;045;1;68;43;59;69;78;89
0;045;2;73;48;65;76;83;91
0;045;3;79;54;73;82;87;93
0;045;4;78;56;72;81;86;93
0;046;1;70;43;62;70;79;89
0;046;2;72;45;64;76;83;90
0;046;3;71;36;59;77;84;91
0;046;4;76;50;69;80;88;93
0;047;1;68;43;57;69;80;88
0;047;2;75;49;68;78;84;91
0;047;3;80;58;76;83;88;93
0;047;4;82;58;76;84;89;93
0;048;1;52;13;39;53;67;84
0;048;2;63;29;52;65;77;87
0;048;3;69;40;59;70;81;89
0;048;4;70;34;66;74;80;86
0;049;1;24;0;5;18;33;71
0;049;2;46;1;28;51;65;79
0;049;3;53;0;34;61;76;87
0;049;4;52;0;34;60;74;84
0;050;1;55;4;33;63;79;88
0;050;2;43;2;17;44;66;85
0;050;3;63;5;52;68;80;89
