vrai_hop;rdrg;SI;N;total;p5;p25;p50;p75;p95
0;001;1;2;1717;802.32;802.32;858.69;915.07;915.07
0;001;2;24;15715;384.51;479.87;594.32;727.97;1162.2
0;001;3;51;31883;234.36;416.83;506.65;602.85;1276.93
0;001;4;117;116997;382.4;528.07;679.13;1261.53;2725.36
0;002;2;15;9211;427.83;507.9;580.57;679.68;982.35
0;002;3;31;23595;469.66;560.46;634.17;840.31;1505.46
0;002;4;72;75360;469.66;599.33;811.33;1161.6;2542.52
0;003;1;84;36602;185.23;267.26;432.05;521.68;767.32
0;003;2;93;47849;237.33;372.11;501.32;642.88;785.93
0;003;3;164;97842;327.14;433.44;538.3;717.31;994.09
0;003;4;196;153656;310.32;524.54;679.88;953.51;1536.15
0;004;1;28;13297;198.09;266.87;316.12;560.04;1609.2
0;004;2;90;57043;172.43;328.77;448.61;794.8;1560.76
0;004;3;315;257896;197.59;411.64;668.33;981.49;2128.76
0;004;4;1525;1766871;322.75;608.04;926.49;1466.09;2744.02
0;005;1;82;47300;209.84;377.07;556.52;706.73;984.79
0;005;2;152;86762;195.59;349.91;541.96;741.32;1030.39
0;005;3;127;82595;220.72;356.54;564.48;780.34;1344.41
0;005;4;141;115519;279.26;475.4;709.35;1005.77;1875.52
0;020;1;166;54323;176.03;233.5;289.94;372.9;584.86
0;020;2;130;50182;181.2;257.73;327.66;435.78;801.62
0;020;3;173;77656;139.9;209.38;349.1;564.42;1235.02
0;020;4;211;140015;159.29;265.97;494.31;813.45;2024.64
0;021;1;1282;463154;179.43;251.61;323.14;412.09;691.46
0;021;2;1151;489781;192.25;272.76;361.74;485.83;902.77
0;021;3;681;415112;179.2;314.91;445.93;718.42;1452.66
0;021;4;537;407005;177.46;319.53;605.31;972.59;1868.95
0;022;1;250;74543;172.06;213.49;262.68;331.43;555.93
0;022;2;296;112405;170.89;245.9;315.6;452.42;704.31
0;022;3;109;64836;195.46;314.87;457.54;798.26;1527.02
0;022;4;67;52111;182.51;306.04;512.11;1158.95;1952.1
0;023;1;733;181813;148.79;177.48;211.13;272.9;428.86
0;023;2;326;134253;155.83;221.92;313.53;463.21;948.66
0;023;3;175;94463;153.25;206.51;404.74;670.31;1413.53
0;023;4;36;28551;267.18;448.09;637.45;898.06;2253.19
0;024;1;1296;285320;148.62;179.99;206.24;239.42;339.42
0;024;2;1792;482311;159.93;197.63;231.26;296.83;480.03
0;024;3;548;226490;165.35;219.12;310.35;492.33;985.88
0;024;4;104;69541;163.71;282.45;488.22;891.55;1948.08
0;025;1;3501;618570;127.11;150.89;167.18;187.56;256.92
0;025;2;182;44826;145.22;172.06;202.51;279.15;491.89
0;025;3;41;13568;157.69;182.21;262.14;438.1;631.46
0;025;4;9;5616;173.78;229.92;409.21;458.46;1694.03
0;026;1;678;157047;134.69;171.92;212.27;252.71;401.52
0;026;2;414;139640;157.29;203.5;270.42;395.47;798.3
0;026;3;214;122946;194.3;291.27;445.94;724.45;1477.1
0;026;4;74;53205;134.03;333.57;539.75;974.55;2097.87
0;040;1;226;54770;139.67;173.42;203.86;260.36;545.02
0;040;2;226;70840;144.11;185.07;246.59;332.78;585.53
0;040;3;123;58369;167.9;225.74;323.35;495.14;1161.59
0;040;4;40;19399;166.43;232.94;333.67;648.55;1378.74
0;041;1;525;139270;150.87;180.36;221.66;293.17;504.34
0;041;2;1115;369888;154.04;207.42;275.26;387.63;670.84
0;041;3;692;300335;182.08;258.56;358.87;505.82;914.87
0;041;4;156;83831;176.62;298.95;416.07;666.81;1211.02
0;042;1;2404;691465;146.59;181.87;231.99;326.27;603.06
0;042;2;3376;1223058;161.76;223.42;296.68;418.91;771.76
0;042;3;1447;643506;190.78;266.5;370.63;529.41;948.15
