vrai_hop;rdrg;SI;N;moy_gemid
0;001;1;1;1322
0;001;2;4;147.17
0;001;3;33;333.37
0;001;4;163;675.08
0;002;1;1;2788.62
0;002;2;5;15180.78
0;002;3;27;1813
0;002;4;80;4154.89
0;003;1;43;7.27
0;003;2;88;160.1
0;003;3;173;89.9
0;003;4;342;42.22
0;004;1;16;219.88
0;004;2;59;244.76
0;004;3;214;297.51
0;004;4;2034;924.07
0;005;1;37;112.09
0;005;2;126;143.4
0;005;3;130;137.36
0;005;4;175;226.12
0;020;1;111;155.06
0;020;2;151;137.69
0;020;3;184;209.27
0;020;4;249;218.42
0;021;1;1090;561.43
0;021;2;1395;1214.78
0;021;3;817;741.52
0;021;4;811;856.84
0;022;1;148;465.28
0;022;2;291;409.09
0;022;3;130;400.49
0;022;4;95;527.16
0;023;1;574;1140.75
0;023;2;351;1175.87
0;023;3;183;1320.87
0;023;4;65;1575.2
0;024;1;1040;277.49
0;024;2;2298;227.82
0;024;3;748;328.49
0;024;4;99;530.79
0;025;1;2422;188.08
0;025;2;236;728.63
0;025;3;56;37.99
0;025;4;12;119.46
0;026;1;668;457.99
0;026;2;459;2159.96
0;026;3;308;2358.88
0;026;4;94;1590.19
0;040;1;154;0.34
0;040;2;188;6.85
0;040;3;133;4.59
0;040;4;41;21.4
0;041;1;359;35.35
0;041;2;1240;4.72
0;041;3;1012;9.06
0;041;4;245;15.36
0;042;1;2029;0.62
0;042;2;5129;1.2
0;042;3;2929;5.64
0;042;4;442;13.27
0;043;1;1138;0.3
0;043;2;744;0.6
0;043;3;196;5.59
0;043;4;26;11.78
0;044;1;339;0.14
0;044;2;948;1.06
0;044;3;1211;1.89
0;044;4;525;36.82
0;045;1;896;0.24
0;045;2;6456;2.75
0;045;3;3720;4.29
0;045;4;1963;16.23
0;046;1;478;6.22
0;046;2;2072;6.1
0;046;3;817;4.44
0;046;4;285;10.81
0;047;1;1268;0
0;047;2;4596;0.32
0;047;3;1528;1.03
0;047;4;153;7.16
0;048;1;1418;5.26
0;048;2;2478;3.41
0;048;3;2056;1.28
0;048;4;101;16.73
0;049;1;108;0
0;049;2;337;0.93
0;049;3;153;5.28
0;049;4;126;15.27
0;050;1;215;0.1
0;050;2;283;1.26
0;050;3;142;10.93
0;050;4;66;7.06
0;051;1;743;0
0;051;2;230;0.01
0;051;3;33;0.05
0;051;4;12;21.73
0;052;1;596;0
0;052;2;585;0.67
0;052;3;585;3.17
0;052;4;237;13.77
0;053;1;5980;0.03
0;053;2;4595;0.53
0;053;3;2578;1.09
0;053;4;518;11.34
0;054;1;2724;0.06
0;054;2;1507;0.5
0;054;3;218;0.09
0;054;4;9;0.17
0;055;1;511;0.05
0;055;2;582;0.66
0;055;3;436;3.03
0;055;4;195;18.42
0;056;1;781;0.33
0;056;2;382;0.02
0;056;3;106;0.77
0;056;4;33;15.47
0;057;1;8348;0
0;057;2;1346;0.05
0;057;3;183;0.88
0;057;4;34;20.39
0;058;1;12001;1.64
0;058;2;7113;5.31
0;058;3;1627;23.38
0;058;4;234;15.12
0;070;1;328;26.28
0;070;2;169;63.72
0;070;3;25;128.98
0;070;4;4;10.46
0;071;1;2992;188.18
0;071;2;2084;182.97
0;071;3;77;151.13
0;071;4;9;519.73
0;072;1;1887;49.09
0;072;2;478;90.34
0;072;3;60;174.52
