vrai_hop;rdrg;total;p5;p25;p50;p75;p95
0;001;9315017;22545.28;28066.67;35215.9;48859.06;103210.86
0;002;5750187;25789.65;33118.87;39044.59;53946.35;111223.88
0;003;18103954;6459.28;15354.71;22076.09;32622.62;67903.95
0;004;85269997;8226.66;19763.5;30905.85;46466.59;83696.56
0;005;7907253;3110.54;9632.52;13616.08;20162.54;40793.52
0;020;8028649;2814.66;5273.21;8534.81;14183.37;29135.15
0;021;49407387;2817.91;6547.87;9280.6;14127.38;30561.46
0;022;5464759;2449.2;4140.99;5453.47;9294.05;22823.95
0;023;8747590;989.13;2505.84;4841.81;9174.8;21875.93
0;024;20466597;2283.47;2836.16;3398.43;4866.31;12076.17
0;025;5258529;741.06;959.48;1190.34;1606.99;6051.71
0;026;11976894;1093.64;2700.36;6188.71;10107.74;21763.18
0;040;2213172;687.52;1295.82;2489.79;5253.01;14674.95
0;041;17451289;904.06;2328.38;4290.76;7551.9;17457.47
0;042;61607053;891.61;2405.52;4350.16;7485.06;15694.87
0;043;6024159;631.55;1335.54;2169.14;3329.99;7716.2
0;044;17639091;638.12;1574.35;3601.73;7392.64;18767.19
0;045;86361784;1357.55;2802.19;4443.48;7652.77;19660.21
0;046;16260842;866.93;1929.25;3306.7;5266.02;12486.07
0;047;27108587;937.49;1853.29;2800.34;4208.29;8908.24
0;048;21387791;670.33;1543.57;2611.81;4385.37;9015.43
0;049;6000307;1133.95;3214.99;5717.18;10327.08;22574.34
0;050;4021774;779.19;1972.56;3478.39;7035.98;17707.05
0;051;2228824;816.48;1194.39;1647.18;2436.84;5240.14
0;052;7442346;610.63;1144;2247.15;4296.32;11738.28
0;053;35097529;562.12;881.62;1460.02;2865.5;7958.07
0;054;7485339;514.69;792.99;1193.93;2028.32;4138.34
0;055;8919609;746.56;1677.23;3370.25;6482.29;15288.85
0;056;3406924;554.79;943.72;1534.57;2874.01;7968.36
0;057;10150752;453.25;571.29;729.93;1026.72;2404.11
0;058;33839219;472.81;655.16;791.86;1217.41;6035.95
0;070;1580350;1022.4;1546.66;2088.77;3191.83;8755.15
0;071;14401034;1365.62;2107.74;2619.22;3124.75;4577.3
0;072;4492189;753.99;1076.33;1363.09;1966.89;4231.5
0;073;9935511;1182.29;1315.15;1498.13;1691.56;2727.85
0;080;829302;827.61;1443.5;2015.75;2899.43;5952.54
0;081;1636183;701.13;1354.59;1967.88;3177.19;6076.25
0;082;7865372;591.96;1235.34;2116.69;3510.52;7917.83
0;090;3323027;1066.37;2010.65;8375.48;13156.03;34554.38
0;091;6474959;1899.94;3369.16;7426.87;23293.31;24575.96
0;092;9034798;1076.82;1695.12;2355.8;3182.45;4715.28
0;093;15013409;1068.8;1485.69;1934.87;2341.24;3349.43
0;094;4024807;717.4;1058.7;1403.35;2093.32;5770.05
0;095;1045501;953.9;1274.46;1687.66;2371.08;4304.65
0;096;2190070;1053.47;1482.52;1872.68;2477.7;3735.8
0;097;9655813;671.46;814.64;1004.81;1232.17;2029.1
0;098;23367850;826.5;1105.32;1417.94;2006.58;3129.94
0;110;8356736;765.16;1494.06;2395.77;4516.6;14466.16
0;111;9979271;629.79;1226.96;1977.02;3065.89;6233.81
0;112;1749909;462.56;762.29;1193.15;1884.04;4296.3
0;113;19758818;526.94;882.29;1275;1861.69;3790.72
0;114;5655056;529.35;847.38;1260.23;2023.1;5941.95
0;115;7305754;446.97;631.9;799.49;1362.13;3472.26
0;120;15681132;4144.24;6399.96;7831.02;10222.49;19968.95
0;121;28407664;1159.33;2508.18;5096.4;8581.34;19002.62
0;122;5162428;1315.66;2234.77;5063.82;9519.69;26503.91
0;130;23647041;3668.67;7376.77;11370.17;17383.47;33103.06
0;131;3932297;1222.15;2209.62;4829.07;8121.64;12829.4
0;132;308073;673.79;1572.18;2778.89;4129.74;7650.2
0;133;19897861;551.81;1726.47;3591.45;6362.48;13653.93
0;134;21107027;1301.26;2885.38;4098.32;5972.94;12165.87
0;135;5784167;584.96;1242.21;2387.41;4676.1;11232.31
0;136;42442125;831.32;1703.25;2928.71;5478.85;12831.34
0;137;42585946;1272.25;3029.19;5037.5;8189.98;16146.54
0;138;1352317;865.25;1505.26;2048.33;2775.76;5696.47
0;139;127441494;991.32;1858.07;2928.41;4874.83;10597.53
0;140;115791210;919.7;2450.39;3740.65;5685.84;11554.69
0;141;31246443;630.75;1200.19;1782.4;2633.75;4916.34
0;142;6029911;831.14;1756.5;3093.1;5462.39;11675.65
0;143;10861452;771.62;1640.97;2587.58;4281.19;9798.37
0;144;63365942;588.91;912.01;1712.02;3226.51;7708.98
0;160;2370671;8951.89;11732.61;14810.08;19792.48;35759
0;161;11857540;1606.06;2805.11;7469.17;22551.76;34552.52
0;162;21741366;12793.38;16271.37;20381.9;26879.2;46564.79
0;163;49547376;11648.36;14121.54;16113.03;19590.06;31425.25
0;164;25884;25883.99;25883.99;25883.99;25883.99;25883.99
0;165;41003178;9704.17;11951.72;14256.5;17629.69;30929.92
0;166;51410048;8606.13;10104;11407.9;13115.16;20929.85
0;167;8889397;3992.51;8456.14;9631.32;12487.37;23004.57
0;168;36236588;2885.72;5547.35;8146.11;11765.14;25645.1
0;169;8423241;4575.69;7091.2;9048.79;12793.36;28661.11
0;170;4853500;3957.83;8907.65;10931.15;13885.19;21799.59
0;171;54557027;3342.73;7392.69;8325.82;9924.73;15129.98
0;172;14627831;3251.19;7060.04;12898.79;21044.04;47357.25
0;173;94336304;2068.94;3088.19;4304.54;6645.95;15133.64
0;174;35575521;3908.52;5464.43;6834.25;8405.86;13169.01
0;175;108664489;1772.76;3717.73;4756.19;5704.33;8625.73
0;176;12415241;1171.63;4897.61;5874.72;6591.99;10992.55
0;177;3487512;1016.43;1846.88;4201.55;6066.56;10855.77
0;178;4184002;865.55;1904.2;4075.93;8325.04;19268.14
0;179;9838817;755.96;993.11;1149.65;1392.38;2168.22
0;180;7527047;949.81;2220.42;4615.43;9426.26;24654.27
0;190;39871974;766.14;1820.61;3100.06;5106.56;10657.89
0;191;27670236;1324.27;1755.47;2232.85;3738.07;8474.1
0;192;45339152;1260.46;1526.98;1788.89;2136.9;4471.07
0;193;2241286;1801.42;4590.42;8992.88;15450.15;26054.63
0;194;93766020;1060.45;2472.81;3881.77;6075.01;12623.48
0;195;3824740;933.34;2219.92;3345.12;5235.56;10701.75
0;196;2778599;437.67;606.26;1014.16;2902.87;9691.47
0;197;24413521;668.88;1135.31;2029.84;3934.84;10298.46
0;198;12257973;472.3;940.8;1732.56;3033.78;6495.98
0;199;9302041;637;1351.48;2171.06;3384.78;6352.39
0;200;4296100;599.61;1318.98;2438.1;4111;9134.14
0;201;46995663;588.28;962.67;1744.52;3115.34;7273.63
0;202;10860074;538.28;950.92;1617.87;2662.24;5590.97
0;203;8356439;550.71;733.42;1147.22;1962.23;4046.99
0;204;16990389;545.21;863.03;1517.46;2753.63;6733.78
0;205;2025608;605.44;1596.72;2568.85;4569.21;11349.61
0;206;5686294;700.26;1465.83;2846.46;5598.39;15797.62
0;207;15784843;563.69;1076.16;1893.66;3351.55;8000.44
0;220;37849013;1789.88;2496.11;4150.19;9532.33;24629.91
0;221;129074027;3559.06;5496.69;7163.69;10319.24;22078.51
0;222;2425240;1113.7;1702.38;2367;4251.67;12455.18
