vrai_hop;rdrg;SI;mean;p5;p25;p50;p75;p95
0;001;1;10;8;9;10;11;12
0;001;2;13.5;9;10;12.5;15;23
0;001;3;19.3;11;14;17;22;34
0;001;4;59.3;7;25;39.5;76;170
0;002;2;25.1;17;21;22.5;28;40
0;002;3;27.7;17;20;23;28;50
0;002;4;57.5;16;27;38;66;188
0;003;1;19;1;15;20;25;37
0;003;2;25.3;14;18;24;29;42
0;003;3;45.6;21;29;37;50;99
0;003;4;59.3;14;34;43;67;164
0;004;1;20;0;0;20;40;40
0;004;2;25.2;3;9;17.5;28;98
0;004;3;50.5;4;20;38;65;128
0;004;4;65.5;3;29;55;88;161
0;005;2;32.5;7;26;30;41;63
0;005;3;41.9;12;22;35;49;96
0;005;4;61.4;18;34;51;76;145
0;006;3;46;13;19;26;30;142
0;006;4;31;27;27;29;37;37
0;020;1;10.8;2;5;8;13;28
0;020;2;13.8;1;6;9;14.5;55
0;020;3;24.1;1;8;17;32;66
0;020;4;38.7;4;14;31;52;97
0;021;1;8.7;2;5;7;9;21
0;021;2;11.2;4;6;8;12;28
0;021;3;24.3;4;8;15;28;83
0;021;4;41.4;4;15;29;53;125
0;022;1;5.8;2;3;5;7;14
0;022;2;10.1;2;4;6;11;31
0;022;3;25.6;2;6;16;35;83
0;022;4;41.4;2;15;30.5;54;114
0;023;1;3.3;1;1;2;4;9
0;023;2;9.2;1;2;5;9;33
0;023;3;30.7;3;9;17;35.5;111
0;023;4;57.2;8;22;41;64.5;183
0;024;1;3.7;1;2;3;4;7
0;024;2;5.2;2;3;4;5;13
0;024;3;19.2;2;5;11;21;75
0;024;4;44.2;2;12;26;52;153
0;026;1;2.3;1;1;1;3;5
0;026;2;5.6;1;1;2;4;19
0;026;3;25.1;1.5;7;14;30;73.5
0;026;4;59.3;5;19;36.5;88;163.5
0;040;1;4.8;1;1;3;5;18
0;040;2;10.7;1;2;5;11;44
0;040;3;23.5;1;5;14;32;87
0;040;4;30;1;7;15;50;73
0;041;1;5.7;1;2;3;6;22
0;041;2;9;1;3;6;11;27
0;041;3;16;2;6;12;20;44
0;041;4;25;1;8.5;20;35.5;70
0;042;1;7.9;1;2;4;9;28
0;042;2;16;1;6;11;20;45
0;042;3;22.8;4;11;18;28;58
0;042;4;32.8;7;17;28;42;80
0;043;1;2.9;1;1;2;4;7
0;043;2;5.1;1;1;3;6;15
0;043;3;14.3;1;4;8;16;49
0;043;4;28.8;1;15.5;27;33;88
0;044;1;7.8;1;1;4;9;30
0;044;2;14.1;1;3;7;14;59
0;044;3;16.9;1;2;8;20;69
0;044;4;32.7;1;4;17.5;45.5;122
0;045;1;5.8;1;3;4;7;14
0;045;2;12.5;2;4;7;12;43
0;045;3;22.9;2;7;14;26;80
0;045;4;34.9;2;10;23;43;116
0;046;1;3.2;1;1;2;4;8
0;046;2;6.6;1;2;5;8;17
0;046;3;14.4;1;5;9;16;54
0;046;4;31.7;1;11;22;33;101
0;047;1;3.6;1;2;3;5;8
0;047;2;6.2;1;3;5;7;16
0;047;3;11.8;2;5;9;15;30
0;047;4;24.1;3;10;22;35;61
0;048;1;3.7;1;1;2;4;11
0;048;2;7.3;1;2;5;9;19
0;048;3;11.9;1;3;7;14;38
0;048;4;28.9;8;15;22;38;69
0;049;1;8.2;2;4;7;10;15
0;049;2;12.7;1;5;9;14;41
0;049;3;26.2;3;10;17;31;72
0;049;4;32.7;2;12;25;40.5;95
0;050;1;8.1;1;3;6;9;21
0;050;2;9.3;1;2;5;11;29
0;050;3;20.9;1;7;14;26;65
0;050;4;45.9;4;15;34;52;133
0;051;1;3.1;1;2;3;4;6
0;051;2;4.9;1;2;4;6;14
0;051;3;9;2;3;6;11;41
0;051;4;26.2;4;6;15;38;79
0;052;1;2.6;1;1;1;3;7
0;052;2;5.8;1;2;4;8;16
0;052;3;11.4;1;3;8;14;34
0;052;4;19.9;1;4;11;27;75
0;053;1;2.3;1;1;1;2;7
0;053;2;4.7;1;1;3;5;14
0;053;3;8.6;1;2;5;10;28
0;053;4;23.5;2;9;17;31;70
0;054;1;2.5;1;1;2;3;6
0;054;2;4.1;1;1;3;5;11
0;054;3;6.5;1;2;4;8;20
0;054;4;17.7;2;3.5;9;31.5;50
0;055;1;4.5;1;2;3;6;12
0;055;2;9.4;1;3;7;12;25
0;055;3;15.6;1;4;11;21;45
0;055;4;24.9;1;8;19;35;63
0;056;1;3.7;1;1;2;4;10
0;056;2;9.6;1;3;6;12;31
0;056;3;16.3;1;5;11;20;46
0;056;4;33.9;1;13.5;28;46;102
0;057;1;1.4;1;1;1;1;3
0;057;2;3.4;1;1;2;3;12
0;057;3;12.7;1;2;6;17;37
0;057;4;19.8;1;9;17;27;46
0;058;1;2;1;1;1;1;6
0;058;2;4.9;1;1;1;5;19
0;058;3;14.7;1;3;9;19;51
0;058;4;26.1;1;7;17;32;85
0;070;1;2.2;1;1;1;3;6
0;070;2;3.4;1;1;2;4;9
0;070;3;8.2;1;2;6;12;24
0;073;1;1.3;1;1;1;1;2
0;073;2;1.7;1;1;1;2;4
0;073;3;4.8;1;1;1;3;22
0;073;4;10.3;2;2;8;21;21
0;080;1;3.8;1;2;3;4;9
0;080;2;6.6;2;3;5;8;14
0;080;3;15.3;3;6;12.5;21;40
0;080;4;32.9;8;9;30;37;91
0;082;1;2.5;1;1;2;3;6
0;082;2;5.3;1;1;3;6;17
0;082;3;11.7;1;4;8;15;35
0;082;4;22.3;1;11;17;36;49
0;089;1;2;1;1;2;3;5
0;089;2;3.4;1;1;1;4;10
0;089;3;18.2;4;8;15;25;44
0;089;4;46.9;5;16;34;62;102
0;090;1;2.2;1;1;2;3;5
0;090;2;19.4;1;12;16;23;55
0;090;3;33.2;8;18.5;27.5;39.5;75
0;090;4;55.7;15;27.5;43;75.5;122
0;091;1;5.8;1;3;4;8;14
0;091;2;5;1;1;2;5;20
0;091;3;20.9;5;11.5;18;25.5;45
0;091;4;33.3;3;8;29;41;143
0;092;1;1.7;1;1;1;2;4
