vrai_hop;rdrg;N;NAB
0;470;3005;1029
0;480;3826;3650
0;481;1133;833
0;482;7984;6851
0;483;2294;870
0;484;1746;1593
0;500;1198;729
0;501;4861;3542
0;510;1028;956
0;511;661;532
0;512;1000;915
0;513;13970;9329
0;514;4232;3634
0;517;738;195
0;518;1985;1139
0;519;4994;4269
0;530;1153;529
0;531;836;662
0;532;1961;489
0;540;24365;20538
0;541;2559;2042
0;542;1451;647
0;544;1548;620
0;545;1278;437
0;546;551;281
0;560;87354;26135
0;561;1770;847
0;563;3883;873
0;564;837;171
0;565;1385;190
0;566;11722;2636
0;580;70;32
0;581;47;21
0;583;13;13
0;588;73;67
0;589;8;6
0;591;92;84
0;593;229;197
0;602;187;156
0;603;51;33
0;607;230;174
0;608;86;43
0;609;60;56
0;611;180;122
0;612;272;193
0;613;55;52
0;614;322;112
0;621;159;84
0;622;210;148
0;623;40;35
0;625;184;80
0;626;282;60
0;630;94;89
0;631;101;94
0;633;353;193
0;634;401;311
0;636;199;172
0;639;490;178
0;640;1392;162
0;650;195;181
0;651;814;401
0;660;3872;3171
0;661;1202;260
0;662;745;415
0;663;10030;2730
0;680;854;772
0;681;3393;1884
0;690;1136;880
0;691;3060;1614
0;692;677;118
0;694;2571;1007
0;695;1119;629
0;696;22894;4773
0;710;2521;2337
0;711;1991;1876
0;720;11225;10889
0;721;3534;3294
0;722;3452;2039
0;723;9672;2830
0;724;3139;2320
0;740;497;302
0;750;479;43
0;751;2754;360
0;752;433;32
0;753;1153;127
0;754;2843;359
0;755;2671;219
0;756;3635;411
0;757;4782;1689
0;758;568;59
0;759;294;29
0;760;4547;161
0;770;635;58
0;772;1610;167
0;773;549;86
0;774;364;24
0;775;8443;828
0;776;887;129
0;791;3780;2580
0;811;1272;153
0;812;10946;1573
0;813;4697;2083
0;815;2284;421
0;816;1699;213
0;841;11;9
0;842;293;168
0;843;14;5
0;844;714;172
0;850;9906;6367
0;860;2688;1045
0;861;35426;3821
0;862;14218;2433
0;863;867;64
0;890;114;98
0;892;261;194
0;893;60;48
0;894;276;152
0;910;184;181
0;911;166;148
0;912;1179;1108
0;930;1202;581
0;950;4925;3772
0;951;12457;9293
0;952;5636;3631
0;955;61;11
0;956;256;47
