vrai_hop;rdrg;total;p5;p25;p50;p75;p95
0;001;2091029;1183.84;2403.32;5476.68;12466.52;37026.26
0;002;1481039;3150.97;4649.67;6695.26;10066.59;23351.38
0;003;6773068;67.56;2651.05;4913.96;10088.94;31105.6
0;004;15754758;697.27;2832.26;5031.51;8611.46;20232.85
0;005;715094;148.64;400.81;813.73;1814.51;5051.28
0;020;732641;53.32;159.4;366.48;1075.16;3331.44
0;021;4393458;85.88;261.43;453.06;863.02;3107.55
0;022;372895;38.84;68.26;114.08;357.96;2297
0;023;512219;7.4;58.28;123.96;353.44;1557.6
0;024;866852;49.36;81.6;115.96;180.96;636.96
0;025;191150;2.88;17.32;36.62;56.08;157.18
0;026;497101;14.4;55.48;106.84;258.96;1608.33
0;040;194892;0;7.68;62.72;198.04;1208.88
0;041;1619101;13.56;89.85;186.8;452;2411.96
0;042;2164028;0.12;22.5;67.02;158.9;622.68
0;043;563418;0;59.16;189.64;341;811.32
0;044;1197106;2;34.76;127.24;380.09;1572.16
0;045;4274414;8.28;46.62;108.55;273.14;1157.56
0;046;198008;2.36;33.2;73.36;130;664
0;047;629366;1.88;14.08;41.92;90.28;252.92
0;048;5357240;0;16.84;67.76;569.36;6559.69
0;049;1614522;2.28;133.36;540.5;5071.74;8994
0;050;408903;3.46;71.68;227.94;751.63;2159.94
0;051;175643;4.16;17.92;49.04;97.32;510.6
0;052;433705;0;5.12;37.5;124.72;765.24
0;053;1853784;0;1.8;17.36;75.5;478.76
0;054;258852;0;4.2;17.16;54.72;160.68
0;055;692834;1.6;22.72;77.88;234.44;1303.71
0;056;232202;0;5.44;28.16;95.84;586.97
0;057;135546;0;0;0.48;8.84;59.84
0;058;902642;0;0;0;21.8;226.96
0;070;54468;16.12;44.28;66.84;105.6;291.16
0;071;334949;9.72;28.76;48.28;65.68;105.97
0;072;88341;2.72;20.4;39.56;58.28;122.24
0;073;167100;4;11.64;22.64;35.92;77.88
0;080;36088;4.44;18.46;41.24;101.38;375.2
0;081;87287;0;11.56;60;157.46;398.28
0;082;320138;0;7.72;33.88;108.04;491.88
0;090;282005;24.56;70.1;379.77;839.46;2751.17
0;091;185831;43.24;96.29;157.97;250.7;1002.16
0;092;555312;45.64;76.4;111.48;166.92;305.55
0;093;683154;30.24;47.6;63.84;87.08;173.63
0;094;248780;19.32;43.84;62.72;104.64;340.24
0;095;57294;26.2;44.18;61.8;88.69;165.48
0;096;84743;27.48;45.88;61.6;88.8;162.68
0;097;479612;18.28;33.96;45.36;60.24;123.72
0;098;1081513;24.44;44.32;60.08;88.59;172.72
0;110;686929;3;41.6;93.08;297;1972.64
0;111;256985;0;6.16;21.4;60.7;159.32
0;112;129143;0;5.34;21.73;60.68;592.56
0;113;843404;0;6.36;22.96;59.56;182.2
0;114;867470;0;18.76;45.28;94.76;778.62
0;115;347829;0;0;0;0;40.84
0;120;1180423;112.64;204.24;338.42;621;2164.2
0;121;2781837;26.72;86.1;181.03;473.68;2544.68
0;122;611818;14.04;54.96;167.4;639.08;3244.27
0;130;4376788;309.12;967.39;1792.78;3068.25;7184.57
0;131;912501;0.88;152.4;681.88;1577.24;3157.32
0;132;13840;0;12.8;33.44;66.4;722.96
0;133;456608;0;21.36;103.14;295.64;1311.77
0;134;1480603;33.48;94.42;153.6;266.39;1069.28
0;135;301141;3.68;26.4;72.68;162.88;547
0;136;4364352;3.44;60.8;169.88;512.07;2737.91
0;137;4070064;23.4;136.26;309.18;742.82;2062.32
0;138;41214;3;14.68;28;48.84;104.4
0;139;9924896;15.68;55.86;141.04;296.96;1072.94
0;140;8191779;12.96;99.44;185.68;343.32;1134.52
0;141;878755;0.08;7.4;21.4;53.76;206.92
0;142;437676;0.4;34.56;99.16;238.2;1092.22
0;143;903082;0.76;26.34;73.43;182.72;953.6
0;144;3520627;0;1.68;30.84;109.68;507.17
0;160;131342;112.12;240.27;387.92;1166.65;2782.27
0;161;371793;11.28;37.68;91.06;200.2;1131.66
0;162;1223846;284.52;547.19;822.06;1500.04;4196.48
0;163;3212452;264.71;399.11;569.24;855.09;2750.39
0;164;1574;737.17;737.17;786.88;836.6;836.6
0;165;2348623;364.24;561.52;753.9;1150.77;2800.83
0;166;2690252;248.79;383.67;516.27;730.39;1787.69
0;167;451146;14.12;56.48;102.44;328.46;1307.07
0;168;2282041;61.8;146.25;256.4;528.6;2584.64
0;169;853937;132.3;286.6;466.72;960.61;4151.22
0;170;152204;27.52;87.64;172.36;352.96;1273.47
0;171;824040;7.24;18.16;38.88;87.2;341.48
0;172;1208713;117.78;369;947.42;2210.52;5367.78
0;173;6011898;35.04;70.28;111.6;200.24;1450.33
0;174;3734257;74.72;160.72;308.66;998.56;1423.26
0;175;3817379;3.48;57.24;111.08;184.12;435
0;176;100956;4.12;9.72;17.6;33.56;100.08
0;177;125096;5.48;13.12;33.6;81.25;441.16
0;178;154960;14.36;44.56;118.8;333.92;1607.98
0;179;272460;7.6;17.44;32.56;49.68;87.84
0;180;569310;12.16;59.5;161.6;500.83;2966.8
0;190;2451694;4.72;36.4;112.5;269.63;1187.28
0;191;1709022;21.8;81.44;99.8;164.12;443.98
0;192;2545394;19.14;80.32;91.48;125.4;215.64
0;193;261380;21.44;324.27;762.02;1488.24;3255.44
0;194;4595663;9;42.84;98.76;213.44;852.8
0;195;314724;16.16;59.56;111.76;189.88;940.32
0;196;154034;0;1.8;20.06;175.32;1169.04
0;197;1579603;3.56;45.16;88.22;176.6;1222.76
0;198;304115;0;10.46;43.12;97.48;321.27
0;199;198279;0.2;7.92;29.76;77.04;225.04
0;200;176833;0;8.48;45;113.32;613.12
0;201;1740971;0.48;9.6;28.16;73.36;293.59
0;202;213443;0.72;11.6;35.16;85.68;340.24
0;203;294243;0;4.32;15.48;49.28;140.64
0;204;490671;0;2.88;12.72;47.96;181.48
0;205;60056;0;11.04;62.32;137.12;564.44
0;206;1254346;4.96;60.94;205.28;733.81;3278.81
0;207;893321;0;10.56;40.76;109.6;562.44
0;220;4651753;52.66;97.44;238.37;886.68;4018.83
0;221;14900794;111.8;216.2;394.52;934.12;3823.37
0;222;231269;16.24;40.36;73.33;156.12;1279.44
0;223;1232388;44.92;98.66;165.04;359.48;1844.23
0;224;926037;41.76;73.2;151.9;371.82;1546.72
