vrai_hop;rdrg;mean;p5;p25;p50;p75;p95
0;001;35;10;14;21;41;108
0;002;42;16;24;32;50;95
0;003;27;2;18;24;31;64
0;004;65;3;30;54;87;162
0;005;56;14;30;46;74;133
0;006;30;11;12;23;45;55
0;020;23;2;7;13;29;77
0;021;18;4;6;9;18;62
0;022;19;2;4;8;21;72
0;023;12;1;2;4;10;48
0;024;8;2;3;4;6;28
0;026;6;1;1;2;4;24
0;040;16;1;3;7;16;57
0;041;14;1;4;8;17;45
0;042;19;2;6;13;23;55
0;043;6;1;2;3;5;20
0;044;17;1;3;9;19;65
0;045;18;2;5;10;20;67
0;046;9;1;3;6;11;30
0;047;7;1;3;5;8;21
0;048;8;1;2;5;9;26
0;049;18;2;7;11;18;67
0;050;13;1;4;8;15;43
0;051;4;1;2;3;5;11
0;052;8;1;2;4;10;26
0;053;5;1;1;2;5;18
0;054;3;1;1;2;4;9
0;055;12;1;3;6;13;41
0;056;9;1;2;5;11;28
0;057;2;1;1;1;2;7
0;058;5;1;1;1;3;20
0;070;4;1;2;2;5;10
0;073;2;1;1;1;2;3
0;080;7;2;3;5;8;19
0;082;6;1;2;3;7;20
0;089;5;1;2;2;4;19
0;090;27;2;14;21;32;78
0;091;9;1;2;4;10;32
0;092;3;1;1;2;3;6
0;093;2;1;1;2;2;3
0;095;3;1;1;2;3;6
0;097;2;1;1;1;2;4
0;098;2;1;1;2;2;5
0;110;10;1;2;4;10;36
0;111;5;1;2;4;7;16
0;113;3;1;2;3;4;8
0;114;4;1;1;2;4;14
0;115;1;1;1;1;1;3
0;120;14;5;8;10;15;36
0;121;12;1;3;7;14;34
0;130;25;5;12;19;30;64
0;131;9;2;3;8;13;18
0;132;9;1;1;4;9;30
0;133;9;1;1;5;12;29
0;134;11;2;5;8;13;27
0;135;10;1;3;6;12;33
0;136;11;1;3;7;14;32
0;137;15;2;7;11;18;40
0;138;5;1;3;4;6;9
0;139;10;2;4;7;12;28
0;140;11;1;5;8;13;29
0;141;5;1;2;4;6;13
0;142;10;1;3;7;13;31
0;143;7;1;2;4;8;22
0;144;6;1;1;3;7;19
0;160;16;5;8;11;16;40
0;161;8;1;2;3;8;29
0;162;23;7;12;17;28;57
0;163;15;7;9;11;16;35
0;165;18;8;11;14;19;41
0;166;12;7;9;10;13;24
0;167;9;1;2;7;11;33
0;169;15;3;7;10;15;44
0;170;14;2;4;11;19;37
0;171;7;1;3;4;8;20
0;173;7;1;2;3;7;27
0;174;5;1;2;4;6;15
0;175;3;1;1;2;3;9
0;176;3;1;2;2;2;6
0;177;5;1;2;3;5;18
0;180;4;1;1;2;2;21
0;190;7;1;2;4;8;22
0;191;5;1;2;2;5;16
0;192;2;1;1;2;2;6
0;193;28;3;12;25;42;58
0;194;12;2;6;9;15;33
0;196;4;1;1;1;3;16
0;197;8;1;2;5;10;26
0;198;5;1;1;3;5;15
0;199;6;1;2;4;7;17
0;200;8;1;2;5;10;28
0;201;6;1;1;3;7;18
0;203;3;1;1;2;3;8
0;204;6;1;1;3;6;19
0;205;9;1;2;5;10;29
0;206;8;1;2;4;9;31
0;207;6;1;2;4;8;20
0;220;15;2;4;10;18;47
0;221;15;4;7;10;17;44
0;222;5;1;2;3;5;13
0;223;9;2;5;7;10;24
0;224;10;1;3;7;12;28
0;225;3;1;2;3;4;8
0;226;3;1;1;2;3;7
0;227;5;1;2;4;6;12
