vrai_hop;rdrg;SI;ntot;nfarm;Sum;p5;p25;p50;p75;p95
0;001;1;2;2;3202.17;1110.44;1110.44;1601.08;2091.73;2091.73
0;001;2;10;10;48694.06;780.39;1865.56;3641.53;7196.97;13514.3
0;001;3;39;39;176497.96;1147.1;1981.57;2673.56;5313.32;13598.22
0;001;4;173;173;1375784.29;1859.82;3080.79;5113.09;10469.9;23038.66
0;002;2;3;3;22360.16;3290.46;3290.46;4444.45;14625.25;14625.25
0;002;3;23;23;175457.3;1951.66;4548.08;6818.58;10680.85;14390.33
0;002;4;126;126;1485280.73;3222.08;6303.58;8188.73;12388.43;29095.97
0;003;1;40;40;103193.4;9.28;67.66;206.94;5142.34;8316.35
0;003;2;99;97;361469.93;26.28;210.94;3069.26;4921.49;10404.23
0;003;3;176;176;1195832.53;2127.15;3857.04;5325.83;9080.04;15238.55
0;003;4;425;425;4687464.09;2135.18;4007.76;7159.54;12597.66;33644.05
0;004;1;12;12;26390.49;38.64;115.42;406.02;2051.82;10909.02
0;004;2;43;43;31989.98;42.88;171.64;427.18;1104.05;2039.29
0;004;3;168;168;512089.71;175.32;1044.97;2222.02;3873.89;9081.03
0;004;4;2112;2112;16652684.01;1239.53;3284.53;5716.6;9717.26;22019.88
0;005;1;35;35;25325.65;69.08;273.68;383.56;661.5;2632.1
0;005;2;162;162;120231.27;98.4;347.2;567.71;941.19;1923.4
0;005;3;128;128;142459.04;96.64;393.94;714.7;1318.17;3422.9
0;005;4;159;159;532353.65;432.85;1171.08;1992.62;4236.95;10909.68
0;020;1;131;131;28927.13;37.84;86.52;157.46;274.6;724.34
0;020;2;173;173;76066.12;47.26;141.54;273.94;495.08;1102.64
0;020;3;177;177;109979.01;110.26;212.88;397.24;862.93;1986
0;020;4;312;312;695799;263.81;777.99;1835.24;3041.2;6203.51
0;021;1;1128;1123;372388.9;27.96;135.5;285.64;442.6;811.06
0;021;2;1575;1574;816464.19;67;224.09;398.04;601.2;1312.62
0;021;3;797;796;757421.26;195.56;448.78;673.72;1086.74;2616.34
0;021;4;802;802;2106917.58;310.56;930.81;1732.62;3299.76;7668.43
0;022;1;147;147;13218.87;34.16;54.8;72.44;97.12;209.4
0;022;2;350;348;57663.33;32.16;62.12;93.7;149.56;507.48
0;022;3;124;124;55205.59;43.32;117.42;219.71;486.29;1695.68
0;022;4;112;112;253729.81;262.95;635.29;1660.91;2785.31;6609.85
0;023;1;656;639;72936.67;8.68;43.04;71.72;125.92;336.94
0;023;2;386;385;123532.75;22.84;70;146.12;348.52;1147.78
0;023;3;216;215;185486.82;87.28;215.22;520.12;1069.56;2601.56
0;023;4;79;79;163996.49;299.58;907.44;1630.36;2664.45;5071.87
0;024;1;1052;1049;124278.03;44.84;79.16;103.94;136.34;248.32
0;024;2;2302;2300;366738.88;57.74;88.56;122.25;174.32;322.59
0;024;3;683;682;249587.51;78.32;139.56;235.42;392.58;1058.98
0;024;4;83;83;135523.55;202.32;440.39;1204.23;2036.06;4560.95
0;025;1;2124;2093;112680.4;3.92;17.08;35.56;55.08;118.26
0;025;2;266;262;25261.05;5.48;29.2;54.28;97.92;312.32
