vrai_hop;rmdc;rdrg;SI;ATC1;Nfarm;Sum;p5;p25;p50;p75;p95
0;-p;001;1;A;2;397.08;28.46;28.46;198.54;368.62;368.62
0;-p;001;1;B;2;13491.21;783.18;783.18;6745.6;12708.03;12708.03
0;-p;001;1;C;2;84.96;3.94;3.94;42.48;81.02;81.02
0;-p;001;1;D;1;2.03;2.03;2.03;2.03;2.03;2.03
0;-p;001;1;H;2;377.51;130.78;130.78;188.75;246.73;246.73
0;-p;001;1;J;1;647.28;647.28;647.28;647.28;647.28;647.28
0;-p;001;1;L;2;1300.17;322.55;322.55;650.08;977.62;977.62
0;-p;001;1;M;2;188.84;85.22;85.22;94.42;103.62;103.62
0;-p;001;1;N;2;831.34;374.38;374.38;415.67;456.96;456.96
0;-p;001;1;V;2;344.69;2.95;2.95;172.34;341.74;341.74
0;-p;001;2;A;24;1081.18;15.02;18.7;33.16;55.75;123.44
0;-p;001;2;B;24;20191.54;40.5;415.9;721.02;1069.11;2079.65
0;-p;001;2;C;22;837.94;5.1;7.63;12.78;37.28;216.32
0;-p;001;2;D;1;19.61;19.61;19.61;19.61;19.61;19.61
0;-p;001;2;G;4;17.64;0.89;2.97;5.45;5.85;5.85
0;-p;001;2;H;22;2616.28;20.41;62.82;84.48;129.17;403.98
0;-p;001;2;J;15;12527.86;1.19;102.44;385.43;501.59;7024.63
0;-p;001;2;L;18;9515.87;188.34;294.15;364.42;563.75;2175.45
0;-p;001;2;M;21;1054;11.75;28.02;53.82;66.55;102.75
0;-p;001;2;N;23;5682.32;61.71;123.37;161.66;374.92;554.85
0;-p;001;2;R;13;156.59;0.12;4.63;7.33;17.27;38.91
0;-p;001;2;V;11;1096.34;5.18;7.36;48.93;165.97;290.68
0;-p;001;3;A;51;2246.15;10.78;20.83;30.68;55.14;137.26
0;-p;001;3;B;51;54393.47;376.21;544.77;760.73;1152.55;2295.46
0;-p;001;3;C;51;5252.45;1.64;6.69;20;81.33;606.54
0;-p;001;3;D;21;161.79;0.2;4.46;7.23;9.03;18.79
0;-p;001;3;G;4;33.73;1.78;4.79;9.75;12.07;12.44
0;-p;001;3;H;48;7140.77;15.63;36.71;69.2;153.01;312.52
0;-p;001;3;J;48;118175.31;103.22;333.92;637.93;3592.56;9594.1
0;-p;001;3;L;45;24405.94;143.98;275.24;441.41;759.08;1162.77
0;-p;001;3;M;50;2201.47;8.97;18.69;28.46;57.2;120.04
0;-p;001;3;N;51;9925.74;39.19;97.76;137.92;234.33;573.99
0;-p;001;3;R;26;299.28;0.47;1.93;4.44;9.67;57.55
0;-p;001;3;S;3;9.53;2.11;2.11;3.07;4.35;4.35
0;-p;001;3;V;35;5926.17;2.65;15.97;140.06;276.4;535.99
0;-p;001;4;A;115;12370.3;12.98;35.78;60.75;125.76;388.4
0;-p;001;4;B;116;278480.19;453.34;909.87;1451.54;2660.78;7517.03
0;-p;001;4;C;109;18624.24;2.6;17.6;49.58;188.11;543.67
0;-p;001;4;D;76;1078.49;0.3;4.41;5.61;14.43;61.22
0;-p;001;4;G;2;8.91;2.69;2.69;4.45;6.22;6.22
0;-p;001;4;H;107;55235.47;13.02;31.73;84.14;210.83;1037.96
0;-p;001;4;J;114;341097.92;106.98;509.12;1119.4;3790.6;12544.08
0;-p;001;4;L;114;108184.14;121.54;281.11;578.57;962.86;3500.72
0;-p;001;4;M;113;5982.38;6.35;18.66;31.4;57.21;186.81
0;-p;001;4;N;116;32382.85;50.79;101.04;157.77;338.93;856.69
0;-p;001;4;P;10;756.44;22.76;22.76;59.69;136.56;182.1
0;-p;001;4;R;69;1711.17;0.69;3.1;7.51;20.04;136.44
0;-p;001;4;S;9;42.93;1.01;1.91;1.91;2.48;26.62
0;-p;001;4;V;103;22696.66;3.27;10.11;138.2;308.49;670.33
0;-p;002;2;A;15;743.82;12.83;26.46;39.32;81.73;119.34
0;-p;002;2;B;15;12313.34;253.77;449.27;664.74;953.62;2605.72
0;-p;002;2;C;15;1455.99;20.66;37.74;57.33;96.05;338.39
