vrai_hop;rdrg;mean;p5;p25;p50;p75;p95
0;001;51;3;46;57;63;70
0;002;48;16;41;52;58;66
0;003;48;13;40;53;61;68
0;004;64;33;55;67;76;84
0;005;58;36;52;58;65;81
0;020;58;13;42;63;77;86
0;021;55;17;45;57;70;82
0;022;53;1;32;61;75;83
0;023;52;19;42;52;64;78
0;024;71;54;65;73;78;85
0;025;56;24;43;55;70;84
0;026;58;13;44;61;77;87
0;040;45;2;20;48;68;85
0;041;62;34;53;64;74;83
0;042;76;49;73;79;84;90
0;043;46;22;36;46;56;72
0;044;72;44;64;77;83;90
0;045;75;50;68;78;84;91
0;046;74;52;68;77;83;90
0;047;74;48;67;77;84;90
0;048;61;29;49;63;75;85
0;049;42;1;19;45;63;83
0;050;51;3;32;55;75;86
0;051;21;0;5;17;33;58
0;052;62;8;51;67;79;88
0;053;38;1;11;39;59;82
0;054;38;10;23;38;50;76
0;055;58;4;41;65;80;89
0;056;42;1;14;43;70;86
0;057;24;1;5;15;37;77
0;058;52;2;43;54;64;81
0;070;54;15;37;55;73;85
0;071;62;27;53;66;75;84
0;072;57;5;47;63;75;86
0;073;76;54;72;78;83;89
0;080;26;1;2;8;54;82
0;081;54;17;39;56;73;84
0;082;54;2;34;60;77;88
0;090;61;37;54;62;69;80
0;091;50;2;42;56;66;80
0;092;31;14;18;26;43;63
0;093;43;16;31;43;56;72
0;094;48;11;35;50;62;80
0;095;26;0;1;29;44;58
0;096;54;21;44;56;67;79
0;097;22;3;10;22;31;46
0;098;37;8;23;37;51;70
0;110;61;46;54;60;68;81
0;111;64;30;51;67;78;87
0;112;69;23;61;74;81;89
0;113;16;0;1;4;25;70
0;114;32;1;11;26;52;79
0;115;45;1;29;50;63;81
0;120;62;35;55;64;72;79
0;121;59;19;50;63;73;82
0;122;62;25;54;64;75;86
0;130;66;26;59;71;79;86
0;131;21;2;13;21;27;41
0;132;2;0;0;1;2;6
0;133;69;12;63;75;83;90
0;134;68;34;58;73;81;89
0;135;66;30;52;71;81;90
0;136;68;49;61;69;77;85
0;137;68;13;59;75;83;92
0;138;4;0;0;1;2;15
0;139;54;1;15;67;81;91
0;140;70;47;62;72;80;87
0;141;13;0;0;1;8;74
0;142;64;28;54;70;79;86
0;143;55;19;34;59;75;87
0;144;46;0;4;53;76;89
0;160;9;0;0;1;6;54
0;161;63;37;56;66;74;81
0;162;71;48;65;74;79;86
0;163;67;38;61;71;77;84
0;164;79;79;79;79;79;79
0;165;68;50;61;70;76;83
0;166;68;50;61;69;75;82
0;167;48;1;36;52;65;78
0;168;66;40;59;69;77;84
0;169;71;53;64;72;78;85
0;170;78;57;72;80;85;91
0;171;77;57;72;78;84;89
0;172;74;52;67;76;83;90
0;173;69;48;61;70;78;86
0;174;65;43;55;64;75;85
0;175;64;37;56;66;75;83
0;176;77;53;72;79;85;91
0;177;73;46;68;76;82;89
0;178;72;49;64;74;81;87
0;179;56;31;45;56;67;78
0;180;71;43;63;74;82;88
0;190;71;47;62;74;82;90
0;191;66;41;58;68;76;84
0;192;66;47;58;67;74;82
0;193;66;24;55;72;80;86
0;194;79;58;74;81;86;93
0;195;64;28;50;68;80;88
0;196;70;35;61;76;83;91
0;197;69;39;60;72;81;89
0;198;70;49;61;71;79;87
0;199;67;38;57;70;80;88
0;200;68;1;62;76;83;91
0;201;70;38;62;74;81;88
0;202;69;44;58;71;80;89
0;203;60;31;48;60;74;85
0;204;64;12;54;73;82;89
0;205;66;27;55;70;80;88
0;206;63;23;54;67;77;85
0;207;63;22;50;67;79;88
0;220;55;25;42;56;70;84
0;221;65;36;56;68;77;86
0;222;43;0;10;47;66;85
0;223;59;18;50;62;74;84
0;224;57;23;43;58;73;85
0;225;29;8;15;24;40;65
0;226;50;25;39;49;61;79
0;227;57;30;47;58;69;81
0;228;58;15;47;61;73;84
0;229;56;20;42;58;72;84
0;240;70;49;62;72;80;88
0;241;60;11;46;65;79;88
0;242;60;18;45;62;78;89
0;243;44;0;2;52;73;86
0;244;66;40;54;68;79;88
0;245;44;15;27;42;60;82
0;246;73;43;65;77;84;92
0;247;59;3;45;68;81;90
0;248;53;12;40;55;69;84
0;249;30;0;2;21;56;84
0;250;52;2;28;60;77;87
0;260;61;35;53;63;72;80
0;261;65;34;55;68;78;88
0;262;67;38;59;70;78;87
0;263;55;26;42;55;69;82
0;264;63;38;54;65;75;84
0;280;59;39;50;58;67;81
0;281;70;48;62;72;79;87
0;282;54;26;42;52;66;84
0;283;55;17;44;57;69;82
0;284;66;29;54;70;81;89
0;300;73;54;66;75;81;89
0;301;80;60;76;82;87;94
0;302;68;48;61;70;77;84
0;303;28;12;14;16;43;70
0;304;53;31;43;52;63;77
0;305;64;33;54;67;76;87
0;306;71;49;65;73;79;86
0;307;31;0;15;28;47;72
0;308;77;42;73;82;87;94
