vrai_hop;rmdc;N;pdj_ldp;farma;prest;bioclin;reste
0;-p;3131;81920542;21012885;52318557;4621474;18366447
0;01;122004;501994060;40662681;127063712;6991488;80897397
0;03;129566;149557469;6716146;66919436;1587333;44428630
0;04;147759;628225914;37093073;119172514;11811539;68987546
0;05;201818;608700198;34770458;308266446;14717605;316965344
0;06;185684;498015067;38114870;147370199;8598535;106812833
0;07;56159;179474767;15953468;57900370;4136966;36302743
0;08;253478;883407067;37957008;307118307;7698500;315022654
0;09;60077;175071497;8572257;54994535;1943848;24966354
0;10;52316;144203707;8713999;47908114;2593174;36805982
0;11;86456;251562784;18116597;66679939;4414290;39428312
0;12;23753;54011578;4648769;25101705;588805;15113806
0;13;31032;50177480;3597147;28934615;492336;16768099
0;14;135368;252532324;7961784;102534921;2832075;40408615
0;15;6125;66328245;2996979;24181007;1026242;5449386
0;16;16930;62571501;9737631;11147204;1475377;12653769
0;17;33729;108405558;48198946;23202658;2885596;25588456
0;18;39434;185682784;16885645;35765982;4773044;22110728
0;19;23264;108201471;1464661;13028857;826143;10086795
0;20;11892;36108892;524078;4510982;461579;4130033
0;22;931;11677250;326176;991350;146138;718823
0;23;60788;162774033;5907653;32384502;1592983;31483934
0;24;741;4956836;1121075;806674;137847;558120
0;25;2727;30093634;1767390;8873503;640269;4728666
0;FF;23786;183203132;14664282;45705688;3872664;27118730
0;02;13951;19136063;863269;15493549;173716;7843146
0;21;25448;69630729;3374960;13373494;1276572;11162707
