vrai_hop;rdrg;SI;total;p5;p25;p50;p75;p95
0;001;1;18310;1798.18;1798.18;9154.78;16511.38;16511.38
0;001;2;87632;468.39;875.13;2117.44;2734.06;7066.98
0;001;3;410073;555.87;1424.14;3349.02;5364.32;14971.36
0;001;4;1154960;2256.64;3880.55;6267.74;10803.43;44586.12
0;002;2;30135;2750.17;2754.4;3827.41;5680.8;7106.03
0;002;3;253682;1549.95;3583.27;5204.34;6580.94;8948.4
0;002;4;1080574;3432.39;4959.76;7659.6;14182.92;48816.62
0;003;1;1588086;1569.76;2513.98;3843.15;10446;21986.4
0;003;2;3768743;1747.41;2836.01;4754.08;12011.87;19694.57
0;003;3;1731115;1815.41;3458.3;8030.25;15063.49;39074.65
0;003;4;2759910;5164.14;11277.07;18105.02;29734.3;56159.09
0;004;1;8992;0.04;57.02;164.85;742.02;7064.23
0;004;2;127054;177.2;492.18;906.58;2076.58;5663.88
0;004;3;970097;216.48;998.62;2401.6;4069.14;7941.24
0;004;4;9377729;789.08;2442.8;4657.68;8034.88;18271.92
0;005;1;9148;1391.36;1391.36;2747.28;5008.88;5008.88
0;005;2;101135;519.28;1991.98;3193.29;6181.01;15663.32
0;005;3;457874;770.08;2026.88;3084.18;5206.64;8962.64
0;005;4;2645078;1137.62;2681.8;4367.48;6935.8;14747.07
0;006;2;19915;7848.32;7848.32;9957.64;12066.96;12066.96
0;006;3;15122;4124.86;4124.86;7561.05;10997.25;10997.25
0;006;4;7773;2871.81;2871.81;3886.7;4901.6;4901.6
0;020;1;39766;30.52;74.44;145.09;278.86;928.32
0;020;2;37372;38.74;115.68;219.22;476.42;1462.55
0;020;3;151820;81.24;248;490.6;925.06;2355.66
0;020;4;245578;254.79;722.3;1445.8;2479.76;4512.72
0;021;1;255298;36.3;100;225.41;379.31;698.84
0;021;2;850590;70.48;204.31;359.54;539.9;1714.56
0;021;3;1158761;120.49;341.14;527.4;1027.96;2643.23
0;021;4;1385257;242.93;679;1373.4;2604.63;6035.74
0;022;1;11780;22.48;34.28;48.64;77.2;173.68
0;022;2;24531;26.04;50.84;81.12;160.68;513.2
0;022;3;53738;36.5;69.68;135.42;299.48;2621.92
0;022;4;38881;60.16;596.5;1225.34;2257;3407.82
0;023;1;77194;8.04;31.24;45.32;96.76;338.78
0;023;2;117788;7.26;56.72;148.64;321.79;1176.26
0;023;3;199748;58.36;192.72;415.15;919.3;4810.5
0;023;4;276845;200.16;781.73;1498.66;2972.59;40054.96
0;024;1;199770;28.68;52.68;82.8;162.8;353.04
0;024;2;228560;34.88;61.94;103.6;195.52;399.12
0;024;3;545731;49.76;110.2;213.12;486.84;1162.92
0;024;4;375393;78.36;289.92;696.48;1155.76;2628.44
0;026;1;94495;1.68;17.16;32.74;54.6;206.41
0;026;2;104152;6.3;26.44;51.96;123.08;453.56
0;026;3;182248;18.7;73.1;190.96;476.2;2260.54
0;026;4;126427;101.24;320.02;834.85;1515.51;7522.85
0;040;1;13456;0;8.04;33.86;75.84;324.82
0;040;2;67075;0;12.44;45.8;179.32;2440.27
0;040;3;42976;2.04;44.04;142.84;424.72;1626.72
0;040;4;16326;45.68;184.84;432.98;1154.96;8198.05
0;041;1;39606;0.44;28.8;60.28;114.08;375.7
0;041;2;369803;7.32;45.52;83.28;145.64;885.07
0;041;3;701461;21.76;68.96;130.92;284.32;3245.32
0;041;4;232958;19.82;110.6;262.06;789.58;5018.48
0;042;1;597520;0;0.76;10.05;36.28;253.49
0;042;2;1281747;0.56;10.92;31.54;70.92;256.16
0;042;3;803946;4.72;29.59;70.82;152.19;591.9
0;042;4;221564;19.8;110.92;289.85;722.72;2620.31
0;043;1;5261694;0;122.12;606.38;5001.21;10367.14
0;043;2;2928933;3.84;141.64;2623.61;5269.34;10240.59
0;043;3;444314;5.73;117.64;1217.81;4456.55;11114.16
0;043;4;34827;7.88;394.24;1859.4;4715.9;5998.99
0;044;1;37568;0;6.72;28.4;77.12;242.12
0;044;2;127114;0.16;14.32;49.86;126.14;585.84
0;044;3;357896;0.56;24.68;85.86;237.6;973.59
0;044;4;463453;0;21.52;146.99;608.4;2394.71
0;045;1;128136;0.88;9.48;30.26;57.6;587.6
0;045;2;1183970;3;23;48.92;104.84;829.16
0;045;3;1339156;13.24;51.48;109.88;310.92;1030.8
0;045;4;740077;19.2;132.04;370.48;873.16;2276.2
0;046;1;3938;0.04;3.26;25.22;41.06;116.52
0;046;2;18599;1.96;23.56;40.88;73.28;170.32
0;046;3;14103;5.84;37.48;61.76;117.44;479.72
0;046;4;4614;12.68;81.56;235.16;355.08;1678.28
0;047;1;64459;0.16;2.76;14.96;34.04;70.16
0;047;2;180540;0.84;8.2;26.24;52.6;128.82
0;047;3;124010;4.92;25.56;54.72;114;495.8
0;047;4;22845;12.8;67.26;211.88;470.09;1506.04
0;048;1;112230;0;3.08;18.36;44.64;205.56
0;048;2;1234399;0.39;18.16;52.2;1551.56;6663.68
0;048;3;702852;0.8;19.8;53.48;174.92;4445.97
0;048;4;60830;53.8;187.88;524.21;1154.43;4018.77
0;049;1;10362;5.68;63.2;172.22;434.67;957.56
0;049;2;1112506;1.04;124.04;3987.23;7064.32;10034.26
0;049;3;385957;10;129.48;876.72;6458.44;10901.48
0;049;4;297273;385.62;665.08;1543.44;3514.39;15710.42
0;050;1;33103;3.45;27.44;93.32;272.96;770.72
0;050;2;143906;0;48.16;174.4;409.22;1434.89
0;050;3;171992;49.48;184.6;430.48;894.14;3383.76
0;050;4;134878;142.56;464.88;858.05;2343.95;5357.9
0;051;1;13707;1.36;12.72;39.42;68.62;264.27
0;051;2;41927;4.64;44.58;164.48;377.2;867.75
0;051;3;18243;10.64;52.88;205.82;617.37;1182.47
0;051;4;10080;343.22;653.98;753.56;1874.8;6454.16
0;052;1;11334;0;0;1.6;15.08;56.96
0;052;2;26955;0;3.84;21.55;51.04;191.8
0;052;3;157425;0.76;31.96;76.45;211.92;858.14
0;052;4;130868;20.92;185.84;506.96;1191.68;3087.82
0;053;1;80661;0;0;1.36;13.24;58.32
0;053;2;304146;0;2.12;15.64;48.48;183.92
0;053;3;487898;0;6.2;39.52;133.28;632.44
0;053;4;468441;18.96;119.52;374.32;938.44;3571.56
0;054;1;94545;0;2.24;13.52;38.28;99.64
0;054;2;61360;0;4.84;22.32;48.36;130.12
0;054;3;21793;0.04;17.6;39.5;82.54;582.38
0;054;4;13713;0.12;69.32;237.22;980.23;4501.58
0;055;1;30303;0;4;14.96;39.64;127.4
0;055;2;150022;1.24;12.22;39.59;88.26;381.57
0;055;3;252501;3.56;32.4;99.21;261.44;999.83
0;055;4;122446;9.8;114.62;367.74;810.28;2729.96
0;056;1;1707;0;0;4.96;22.24;74.16
0;056;2;8099;0;6.32;21.18;76.28;242.28
0;056;3;7546;6.48;32.56;52.76;124;1143.6
