vrai_hop;rdrg;SI;cat;N;total;p5;p25;p50;p75;p95
0;001;1;1;2;30079;15039.4;15039.4;15039.4;15039.4;15039.4
0;001;1;2;2;2797;1396.97;1396.97;1398.63;1400.29;1400.29
0;001;1;3;2;1120;497.01;497.01;560.19;623.38;623.38
0;001;1;6;2;652;245.67;245.67;325.83;405.99;405.99
0;001;1;7;2;179;72.4;72.4;89.6;106.81;106.81
0;001;1;9;1;352;352.4;352.4;352.4;352.4;352.4
0;001;1;12;2;1165;514.77;514.77;582.58;650.4;650.4
0;001;2;1;33;478653;12205.59;14999.95;15039.4;15039.4;15421.34
0;001;2;2;33;46930;936.49;1396.97;1400.29;1400.29;1630.79
0;001;2;3;33;26268;357.01;589.84;662.8;1035.28;1419.18
0;001;2;4;2;628;74.3;74.3;314.14;553.98;553.98
0;001;2;6;33;10664;73.63;154.79;234.52;442.01;797.42
0;001;2;7;34;4951;72.4;90.12;113.41;153.62;366.19
0;001;2;9;30;10868;249.76;275.73;338.14;425.28;608.64
0;001;2;12;34;17505;109.03;208.71;379.27;774.72;1134.48
0;001;2;13;1;96;96.5;96.5;96.5;96.5;96.5
0;001;3;1;91;1441111;14817.15;15039.4;15039.4;15251.59;23300.34
0;001;3;2;91;147510;1222.92;1400.29;1400.29;1843.83;2614.23
0;001;3;3;91;109318;476.01;728.74;917.01;1446.08;2461.81
0;001;3;4;40;13206;68.6;111.83;250.61;442.47;1004.67
0;001;3;6;91;64191;123.19;319.2;598.79;998.79;1675.75
0;001;3;7;91;18138;67.56;123.9;173.64;253.4;377.25
0;001;3;9;85;34366;250.07;275.42;352.71;499.83;713.82
0;001;3;10;3;1937;232.59;232.59;536.58;1167.56;1167.56
0;001;3;12;91;68092;195.89;446.99;715.79;982.91;1551.34
0;001;3;13;12;1945;95.54;96.5;96.5;160.82;462
0;001;4;1;116;2162306;12919;15039.4;15421.34;21127.41;32895.6
0;001;4;2;116;234155;1319.03;1400.29;1715.16;2295.87;3834.57
0;001;4;3;115;593075;714.38;1372.39;3876.1;6947.85;17179.44
0;001;4;4;97;198545;102.89;314.94;929.62;2379.05;8126.96
0;001;4;6;116;224685;473.59;932.23;1473.62;2674.33;4515.42
0;001;4;7;115;104663;135.12;286.53;557.53;985.13;3172.02
0;001;4;9;115;72099;247.59;358;529.76;856.5;1419.35
0;001;4;10;9;3947;77.53;454.5;459.05;459.05;753.86
0;001;4;12;116;256266;527.03;1096.03;1590.08;2548;6698.75
0;001;4;13;31;4358;63.7;64.33;128.66;191.09;296.66
0;002;2;1;8;87841;9702.46;10615.5;10694.52;11486.56;12545.67
0;002;2;2;8;11508;1098.26;1389.94;1400.29;1609.84;1609.84
0;002;2;3;8;11748;590.95;853.83;1184.87;1738.06;3603.58
0;002;2;4;8;7640;337.61;481.63;756.94;1512.2;1800.44
0;002;2;6;8;5989;426.3;477.59;619.95;1010.12;1346.9
0;002;2;7;5;832;43.32;68.73;108.6;126.7;484.91
0;002;2;9;7;2791;207.37;247.59;398.33;508.76;562.78
0;002;2;12;8;9532;646.04;957.14;1074.11;1561.96;1699.95
0;002;2;13;1;96;96.5;96.5;96.5;96.5;96.5
0;002;3;1;66;847355;10694.52;10694.52;12462.78;13454.84;19243.96
0;002;3;2;66;100632;1178.62;1396.97;1400.29;1606.52;2029.86
0;002;3;3;66;130590;1036.38;1377.91;1722.38;2311.87;4052.28
0;002;3;4;66;35952;158.28;218.9;370.68;704.54;1557.58
0;002;3;6;66;57009;376.57;538;646.61;1113.41;1873.1
0;002;3;7;58;16036;20;121.85;231.5;425.55;689.09
