vrai_hop;rdrg;mean;p5;p25;p50;p75;p95
0;001;40;11;16;25;48;123
0;002;37;16;22;29;39;94
0;003;26;2;18;24;31;57
0;004;64;12;32;53;83;156
0;005;28;6;14;21;35;72
0;020;22;2;6;12;28;71
0;021;16;3;6;9;17;52
0;022;17;2;5;8;17;63
0;023;13;2;3;6;12;49
0;024;9;2;3;4;7;30
0;025;3;1;1;2;2;7
0;026;15;1;2;5;16;62
0;040;13;1;2;5;13;49
0;041;13;2;4;8;16;41
0;042;19;2;7;13;23;56
0;043;6;1;2;4;6;19
0;044;17;1;2;9;20;68
0;045;18;2;6;10;20;65
0;046;9;1;3;6;11;30
0;047;8;1;3;5;9;22
0;048;7;1;2;4;8;24
0;049;17;2;6;10;17;59
0;050;13;1;4;8;15;39
0;051;4;1;2;3;5;11
0;052;8;1;2;5;10;27
0;053;5;1;1;3;6;19
0;054;4;1;1;2;4;10
0;055;13;1;3;7;15;45
0;056;7;1;2;3;8;27
0;057;2;1;1;1;2;5
0;058;4;1;1;1;3;19
0;070;4;1;1;2;5;12
0;071;2;1;1;2;2;4
0;072;2;1;1;1;2;6
0;073;2;1;1;1;2;2
0;080;5;1;3;4;6;12
0;081;5;1;2;4;6;13
0;082;7;1;2;4;8;23
0;090;20;1;2;16;24;60
0;091;7;1;2;4;7;19
0;092;3;1;1;2;3;5
0;093;2;1;1;2;2;3
0;094;3;1;1;2;3;10
0;095;3;1;2;2;3;6
0;096;3;1;2;2;3;5
0;097;2;1;1;2;2;4
0;098;2;1;1;2;2;4
0;110;8;1;2;3;8;31
0;111;6;1;2;4;7;16
0;112;4;1;2;3;5;13
0;113;3;1;2;3;4;8
0;114;4;1;1;2;4;14
0;115;1;1;1;1;1;3
0;120;14;6;9;11;15;32
0;121;13;2;5;9;16;39
0;122;15;1;2;8;18;53
0;130;26;5;12;19;31;68
0;131;9;1;3;8;13;20
0;132;8;1;3;5;9;31
0;133;10;1;2;6;12;32
0;134;11;2;6;8;13;29
0;135;11;1;3;7;14;33
0;136;10;1;3;6;13;32
0;137;16;3;7;12;20;40
0;138;5;2;3;4;6;10
0;139;10;2;4;7;12;27
0;140;12;2;5;9;14;30
0;141;5;1;2;4;6;11
0;142;10;1;3;7;13;28
0;143;9;1;3;6;10;25
0;144;6;1;1;3;7;20
0;160;15;5;8;10;15;46
0;161;8;1;2;4;9;27
0;162;23;5;12;17;28;59
0;163;16;7;9;12;16;42
0;164;17;16;16;17;18;18
0;165;17;8;11;14;19;38
0;166;13;7;9;10;13;26
0;167;6;1;2;2;8;21
0;168;12;2;4;8;13;36
0;169;16;2;8;11;17;46
0;170;15;2;6;12;19;40
0;171;7;2;3;4;8;21
0;172;47;7;20;34;59;137
0;173;7;1;2;3;7;24
0;174;5;1;2;4;6;14
0;175;3;1;1;2;3;8
0;176;3;1;2;2;3;7
0;177;5;1;2;3;5;16
0;178;14;1;4;8;16;49
0;179;2;1;1;2;2;4
0;180;17;1;3;9;22;59
0;190;8;1;2;5;9;25
0;191;5;1;2;2;6;17
0;192;2;1;1;2;2;6
0;193;25;2;9;21;40;57
0;194;13;2;6;10;15;33
0;195;10;1;4;7;11;26
0;196;3;1;1;1;2;11
0;197;8;1;2;4;9;26
0;198;5;1;1;3;5;15
0;199;7;1;2;5;8;18
0;200;8;1;2;5;10;28
0;201;6;1;2;3;7;19
0;202;5;1;1;3;6;15
0;203;3;1;1;2;4;9
0;204;6;1;1;3;7;18
0;205;9;1;2;6;11;29
0;206;9;1;2;5;11;31
0;207;7;1;2;4;8;21
0;220;12;2;3;7;14;39
0;221;16;4;8;11;18;45
0;222;6;1;2;4;6;19
0;223;10;2;5;7;11;27
0;224;9;1;3;6;11;26
0;225;4;1;2;3;4;8
0;226;3;1;1;2;3;8
0;227;4;1;2;3;5;10
0;228;3;1;1;2;3;5
0;229;11;1;3;6;13;39
0;240;9;1;3;5;11;31
0;241;7;1;2;4;8;20
0;242;7;1;2;5;9;20
0;243;5;1;1;2;5;16
0;244;6;1;3;5;7;15
0;245;7;1;3;5;8;21
0;246;9;1;3;7;12;27
0;247;7;1;3;5;9;23
0;248;9;1;4;7;11;24
0;249;4;1;2;3;4;12
0;250;6;1;2;3;6;18
0;260;15;2;6;10;18;43
0;261;16;2;7;12;20;46
0;262;11;2;4;7;13;33
0;263;4;1;2;3;4;9
0;264;13;1;2;7;17;41
0;280;13;1;4;9;16;39
0;281;10;1;3;6;13;30
0;282;8;1;3;6;10;23
0;283;8;1;2;5;10;28
0;284;7;1;2;5;9;20
0;300;26;4;8;13;30;91
0;301;23;6;10;14;28;67
0;302;11;4;6;8;11;31
0;303;13;5;8;9;12;29
0;304;9;4;5;6;8;22
0;305;43;4;12;26;59;155
0;306;11;3;4;6;9;43
0;307;7;1;2;4;7;16
0;308;23;4;8;13;28;71
0;309;15;1;2;6;16;59
0;310;6;2;3;4;6;14
0;311;6;1;1;2;4;28
0;312;25;1;5;16;33;83
0;313;5;1;2;2;4;15
0;314;3;1;2;2;3;6
