vrai_hop;rdrg;mean;p5;p25;p50;p75;p95
0;001;53;21;49;57;63;68
0;002;49;16;39;54;60;65
0;003;50;16;41;54;61;68
0;004;64;32;55;68;76;84
0;005;59;35;52;59;69;81
0;020;59;15;44;63;77;86
0;021;55;18;44;57;70;83
0;022;52;2;26;61;75;84
0;023;52;21;42;52;64;80
0;024;71;54;66;73;78;85
0;025;55;25;43;54;69;84
0;026;56;10;41;59;76;86
0;040;47;4;16;52;72;86
0;041;62;33;54;64;74;83
0;042;76;48;73;79;84;90
0;043;46;22;36;46;55;73
0;044;72;44;64;76;83;91
0;045;75;50;68;77;84;91
0;046;75;51;68;77;83;90
0;047;74;47;67;77;83;90
0;048;61;31;50;62;74;84
0;049;40;0;15;42;63;82
0;050;46;2;20;50;72;85
0;051;17;1;5;10;28;49
0;052;62;8;52;68;80;89
0;053;39;1;13;41;61;82
0;054;37;8;22;37;50;75
0;055;56;3;36;62;79;88
0;056;40;0;12;39;68;85
0;057;24;1;6;16;38;77
0;058;52;1;43;54;66;82
0;070;52;13;35;54;70;84
0;071;63;28;54;66;75;84
0;072;56;5;47;62;74;85
0;073;75;53;71;78;83;88
0;080;29;0;2;12;54;84
0;081;53;15;38;55;72;83
0;082;56;3;41;62;76;87
0;090;61;36;54;62;70;79
0;091;51;2;45;56;66;79
0;092;32;15;18;27;44;65
0;093;43;15;31;43;56;72
0;094;47;10;32;48;61;79
0;095;25;0;1;28;43;58
0;096;54;23;42;54;67;79
0;097;22;3;9;21;31;47
0;098;37;8;22;37;51;70
0;110;62;46;54;60;69;82
0;111;63;31;52;66;77;86
0;112;68;18;60;74;82;89
0;113;17;0;1;4;26;73
0;114;33;2;13;27;53;78
0;115;44;1;27;49;61;80
0;120;62;38;56;64;71;78
0;121;59;20;49;63;73;82
0;122;62;23;53;66;75;85
0;130;67;17;60;72;80;87
0;131;21;2;14;21;27;40
0;132;1;0;0;0;2;4
0;133;69;21;63;74;82;90
0;134;69;36;59;73;81;88
0;135;65;25;51;69;81;89
0;136;68;48;60;69;77;85
0;137;67;11;58;75;83;92
0;138;3;0;0;0;2;11
0;139;52;1;8;65;81;90
0;140;70;47;63;73;79;87
0;141;16;0;0;1;20;77
0;142;64;29;53;70;78;86
0;143;55;18;33;58;75;86
0;144;46;0;4;52;76;88
0;160;8;0;0;2;4;54
0;161;63;37;56;66;73;81
0;162;71;50;65;73;79;86
0;163;67;37;61;71;77;83
0;165;68;50;61;69;76;82
0;166;67;50;60;68;75;81
0;167;46;0;29;54;67;78
0;168;66;42;59;69;76;84
0;169;71;53;65;72;78;85
0;170;77;60;73;79;84;90
0;171;76;57;72;78;83;89
0;172;74;53;67;75;82;90
0;173;68;47;61;70;77;86
0;174;64;43;54;65;75;85
0;175;64;39;56;66;75;83
0;176;77;53;72;80;85;92
0;177;73;48;67;76;82;91
0;178;71;46;63;73;80;89
0;179;56;31;45;56;67;78
0;180;70;39;61;73;81;88
0;190;71;47;61;74;82;89
0;191;65;41;57;67;75;83
0;192;66;47;58;67;74;82
0;193;64;25;54;68;79;86
0;194;78;57;73;81;86;93
0;195;63;28;49;67;79;87
0;196;70;29;62;75;83;91
0;197;69;39;60;72;80;88
0;198;70;48;62;71;79;86
0;199;68;39;57;71;80;88
0;200;67;0;60;76;83;91
0;201;70;38;62;74;81;88
0;202;69;45;59;71;80;88
0;203;59;30;47;59;73;85
0;204;64;12;52;72;81;88
0;205;64;36;54;66;77;86
0;206;63;22;54;67;76;85
0;207;64;24;51;68;79;88
0;220;55;24;42;55;69;83
0;221;66;35;56;69;78;86
0;222;41;0;0;44;68;85
0;223;59;8;49;63;74;84
0;224;56;20;42;58;72;85
0;225;29;8;14;23;39;65
0;226;50;25;39;49;61;79
0;227;56;30;46;57;69;81
0;228;57;12;46;61;73;84
0;229;57;18;44;60;74;84
0;240;70;48;61;72;79;87
0;241;60;12;46;66;79;88
0;242;57;15;43;60;76;87
0;243;45;0;3;52;73;86
0;244;66;40;55;69;79;87
0;245;45;16;27;42;60;82
0;246;74;45;69;78;84;92
0;247;60;4;46;69;80;90
0;248;55;9;41;58;73;86
0;249;29;0;2;18;52;83
0;250;52;2;28;59;76;87
0;260;61;34;52;63;71;80
0;261;68;36;59;71;79;87
0;262;66;37;56;69;78;86
0;263;56;26;43;56;70;82
0;264;62;36;52;63;73;85
0;280;59;40;50;58;67;80
0;281;70;48;61;71;79;87
0;282;54;26;43;53;67;84
0;283;54;16;43;56;68;82
0;284;66;30;54;70;80;89
0;300;72;48;66;75;81;87
0;301;80;62;76;82;86;93
0;302;68;48;61;70;77;84
