vrai_hop;rmdc;rdrg;SI;ATC1;Nfarm;Sum;p5;p25;p50;p75;p95
0;-p;001;2;A;13;574.56;18.76;35.16;38;50.84;83.88
0;-p;001;2;B;13;11778.54;212.04;457.36;723.74;1142.51;3073.65
0;-p;001;2;C;12;188.6;0.44;1.42;11.2;16.78;83.52
0;-p;001;2;D;5;24.8;4.96;4.96;4.96;4.96;4.96
0;-p;001;2;H;13;1117.08;17.04;31;83.24;124.96;237.76
0;-p;001;2;J;13;15942.05;72.05;241.08;306.28;708.08;10493.99
0;-p;001;2;L;13;11838.76;158.82;294.67;390.42;558.32;6622.13
0;-p;001;2;M;12;395.08;9.32;18.68;29.68;49.68;56
0;-p;001;2;N;13;2139.52;15.72;126.56;139.32;180.08;513.4
0;-p;001;2;R;7;73.56;4.8;4.88;9.6;14;19.24
0;-p;001;2;V;8;1336.72;5.12;6.52;139.6;311.81;415.74
0;-p;001;3;A;34;2348.28;18.32;36.04;52.34;87.76;223
0;-p;001;3;B;34;52584.63;199.16;434.26;754.6;1485.94;6421.14
0;-p;001;3;C;32;1219.23;1.12;6.32;12.08;45.72;150.05
0;-p;001;3;D;15;81.32;3.84;4.96;4.96;4.96;9.96
0;-p;001;3;H;32;3216.59;19.16;37;56.68;134.84;359.56
0;-p;001;3;J;34;84717.91;75.09;194.52;591.09;2173.6;12152.08
0;-p;001;3;L;34;33257.6;79.81;308.24;503.3;726.43;5337.42
0;-p;001;3;M;34;1276.8;9.84;18.68;28.04;46.68;107
0;-p;001;3;N;34;5459.93;30.2;96.76;129;187.44;373.28
0;-p;001;3;R;16;198.96;1.84;8.14;12.54;17.44;27.1
0;-p;001;3;S;1;9.04;9.04;9.04;9.04;9.04;9.04
0;-p;001;3;V;21;6486.3;53.52;77.28;346.46;415.74;556.36
0;-p;001;4;A;153;20215.83;14.24;36.92;75.76;148;419.88
0;-p;001;4;B;153;481314.96;355.14;1308.28;2102.09;4136.35;8913.3
0;-p;001;4;C;151;13528.41;0.92;5.08;22.96;68.4;369.76
0;-p;001;4;D;36;396.11;1.92;4.96;4.96;9.94;51.92
0;-p;001;4;G;8;723.76;0.64;4.4;9.62;138.68;417.72
0;-p;001;4;H;146;44272.4;14.92;37.72;107.12;195.16;1182.84
0;-p;001;4;J;153;513506.74;111.8;403.04;985.89;2863.56;12732.36
0;-p;001;4;L;150;215197.23;175.17;372.41;718.58;1644.04;4268.54
0;-p;001;4;M;148;7684.8;9.32;23.14;37.36;62.8;119.8
0;-p;001;4;N;153;49140.26;48;128.24;219.76;365.68;949.8
0;-p;001;4;P;2;57.36;19.12;19.12;28.68;38.24;38.24
0;-p;001;4;R;94;2977.38;0.4;2.66;11.2;25.69;148.43
0;-p;001;4;S;7;35.16;2.16;2.16;3.64;8.84;9.64
0;-p;001;4;V;112;27991.97;1.4;12.32;113.63;337.77;1039.38
0;-p;002;2;A;4;200;9.52;15.78;26.96;84.22;136.56
0;-p;002;2;B;4;5820.95;166.36;173.47;592.69;2737;4469.21
0;-p;002;2;C;4;190.44;19.6;29.28;49.56;65.94;71.72
0;-p;002;2;D;1;4.96;4.96;4.96;4.96;4.96;4.96
0;-p;002;2;H;4;500.48;35.04;59.42;107.06;190.82;251.32
0;-p;002;2;J;4;1931.73;59.36;68.45;189.83;897.41;1492.7
0;-p;002;2;L;4;10402.56;2201.72;2349.25;2667.75;2852.02;2865.33
0;-p;002;2;M;4;92;2;11.18;26.32;34.82;37.36
0;-p;002;2;N;4;501.2;55.72;58.4;93.94;192.2;257.6
0;-p;002;2;R;2;15.68;2.04;2.04;7.84;13.64;13.64
0;-p;002;2;S;2;5.68;2.16;2.16;2.84;3.52;3.52
0;-p;002;2;V;1;277.16;277.16;277.16;277.16;277.16;277.16
0;-p;002;3;A;24;1659.96;16.92;39.64;61.36;101.56;136.32
0;-p;002;3;B;24;24143.7;258.88;366.36;848.06;1452.2;2268.02
0;-p;002;3;C;24;3775.38;17.1;47.12;90.3;241.44;547.32
0;-p;002;3;D;5;23.68;1.92;4.96;4.96;4.96;6.88
0;-p;002;3;H;24;3854.83;82.72;102.4;137.42;191.57;289.87
0;-p;002;3;J;24;52525.23;39.44;149.1;807.04;2502.19;10137.63
0;-p;002;3;L;24;82966.99;707.6;2000.16;2967.66;4680.84;6750.33
0;-p;002;3;M;23;1151.88;20.36;23.36;33.96;56;130.96
0;-p;002;3;N;24;4683.13;35.96;124.16;197.72;256.52;291.36
0;-p;002;3;R;13;154.73;0.32;2.4;3.68;18.64;46.42
0;-p;002;3;S;5;27.6;1.84;2.16;2.16;6.44;15
0;-p;002;3;V;15;3924.58;4.44;44.92;223.94;531.36;732.96
0;-p;002;4;A;109;21382.97;22.76;80.68;154.04;234.16;586.28
0;-p;002;4;B;109;213591.3;390.92;674.09;1315.34;2210.94;5294.5
0;-p;002;4;C;108;39212.29;8.24;25.42;60.28;340.34;1697.8
0;-p;002;4;D;56;432.12;3.44;4.96;4.96;8;24.52
0;-p;002;4;G;6;41.64;0.88;4.48;6.3;11.24;12.44
0;-p;002;4;H;109;26199.7;72.72;116.28;200.52;362.56;504.56
0;-p;002;4;J;109;491705.52;88.96;1169.56;2421.52;5948.93;16366.76
0;-p;002;4;L;109;338535.42;706.68;1923.84;2668.11;3859.01;7313.13
0;-p;002;4;M;108;8536.4;15.28;32.28;50.82;75.98;217.32
0;-p;002;4;N;109;56468.61;99.12;205.64;293.4;580.28;1512.16
0;-p;002;4;R;84;4365.04;0.52;2.34;7.5;33.74;295.96
0;-p;002;4;S;23;166.76;0.72;2.16;4.32;10.16;20.48
0;-p;002;4;V;95;38697.42;4.12;150.78;346.48;572.6;1039.38
0;-p;003;1;A;45;7207.6;0.48;2.68;27.76;291.12;533.16
0;-p;003;1;B;64;12766.84;5.52;12.08;29.66;213.08;1037.4
0;-p;003;1;C;29;1027.36;0.08;0.76;2.96;14.6;30.08
0;-p;003;1;D;1;4.2;4.2;4.2;4.2;4.2;4.2
0;-p;003;1;H;31;515.76;2.12;4.28;6.88;13.72;104.44
0;-p;003;1;J;55;37186.22;2.12;6.76;33.88;1024.05;3414.36
0;-p;003;1;L;26;75993.81;9.93;537.13;1730.96;5804.86;8188.38
0;-p;003;1;M;49;275.92;0.4;0.68;4.68;7.76;18.68
0;-p;003;1;N;55;2098.59;0.76;4.68;31.94;59.16;104.78
0;-p;003;1;P;1;19.12;19.12;19.12;19.12;19.12;19.12
0;-p;003;1;R;25;176.44;0.12;0.2;0.8;2.44;33.92
0;-p;003;1;S;1;1.84;1.84;1.84;1.84;1.84;1.84
0;-p;003;1;V;11;12166.44;5.12;27.92;43.96;2544;6784
0;-p;003;2;A;63;17994.44;0.48;11.44;236.8;399.08;855.36
0;-p;003;2;B;82;24568.32;5.08;11.2;120.52;470.32;1070.56
0;-p;003;2;C;55;9324.32;0.32;0.68;3.16;12.36;1738.6
0;-p;003;2;G;4;6.84;0.16;0.26;1.46;3.16;3.76
0;-p;003;2;H;55;1457.1;0.48;4.28;9.56;20.6;117.58
0;-p;003;2;J;71;158086.58;3.4;18.56;1006.83;2856.37;7969.79
0;-p;003;2;L;54;68675.2;34.74;346.51;922.86;1386.2;5360.89
0;-p;003;2;M;48;1307.08;0.16;0.64;1.14;8.28;285.04
0;-p;003;2;N;62;1554.23;0.56;3.08;12.24;41.92;72.12
0;-p;003;2;P;16;408.16;2.48;19.12;19.12;28.68;80.64
