vrai_hop;rdrg;SI;N;moy_gemid
0;001;1;3;339.55
0;001;2;52;317.42
0;001;3;93;373.2
0;001;4;129;968.96
0;002;1;1;112.56
0;002;2;3;759.42
0;002;3;69;2260.28
0;002;4;106;2990.44
0;003;1;271;39.16
0;003;2;392;14.69
0;003;3;149;66.92
0;003;4;95;114.93
0;004;1;11;1084.34
0;004;2;35;1876.23
0;004;3;224;2087.82
0;004;4;1145;2864.01
0;005;1;2;264.7
0;005;2;10;302.35
0;005;3;61;464.26
0;005;4;264;311.07
0;006;2;3;53.39
0;006;3;12;100.86
0;006;4;1;387.99
0;020;1;198;315.57
0;020;2;105;513.76
0;020;3;258;432.12
0;020;4;179;637.1
0;021;1;1056;1696.42
0;021;2;1706;873.46
0;021;3;1205;1138.31
0;021;4;694;2117.55
0;022;1;267;1298.24
0;022;2;222;1103.6
0;022;3;84;1735.97
0;022;4;34;1686.77
0;023;1;673;1056.87
0;023;2;375;701.2
0;023;3;166;932.71
0;023;4;49;915.1
0;024;1;2008;2311.96
0;024;2;1561;1835.01
0;024;3;1373;3988.05
0;024;4;261;5063.26
0;026;1;1950;1540.62
0;026;2;719;2804.24
0;026;3;276;2481.55
0;026;4;75;1736.25
0;040;1;118;0.12
0;040;2;158;7.46
0;040;3;89;17.99
0;040;4;26;95.47
0;041;1;279;19.27
0;041;2;1054;3.06
0;041;3;1258;11.64
0;041;4;201;24.35
0;042;1;2168;14.96
0;042;2;5917;5.21
0;042;3;2995;7.37
0;042;4;347;22.6
0;043;1;2462;0.88
0;043;2;969;1.93
0;043;3;177;2.52
0;043;4;19;54.9
0;044;1;479;21.11
0;044;2;791;2.37
0;044;3;1415;18.31
0;044;4;444;99.52
0;045;1;1771;5.34
0;045;2;8282;39.85
0;045;3;4021;65.95
0;045;4;926;116.33
0;046;1;135;3.65
0;046;2;311;4.33
0;046;3;144;43.98
0;046;4;12;11.48
0;047;1;2608;3.92
0;047;2;3692;4.73
0;047;3;793;9.11
0;047;4;77;30.5
0;048;1;1546;1.9
0;048;2;1330;3.52
0;048;3;1006;4.39
0;048;4;70;25.85
0;049;1;90;0.85
0;049;2;381;11.24
0;049;3;141;8.29
0;049;4;55;47.77
0;050;1;215;3.85
0;050;2;454;1.89
0;050;3;232;3.67
0;050;4;46;51.22
0;051;1;802;0.01
0;051;2;310;0.45
0;051;3;33;0.8
0;051;4;8;24.5
0;052;1;1062;0.08
0;052;2;647;1.63
0;052;3;696;5.59
0;052;4;114;27.58
0;053;1;7747;0.09
