vrai_hop;rdrg;SI;cat;NAB;totalEUR;p5;p25;p50;p75;p95
0;001;1;7;6;81;3;8;10.5;18.7;30.3
0;001;2;7;5;131.5;9;10.3;22.3;34.8;55.1
0;001;3;25;22;782.4;12.9;23.7;33.1;42.7;62.1
0;001;4;127;127;11033.9;14;38.1;59.4;93.7;263.3
0;002;2;5;5;73;0.2;2;2;2.4;66.4
0;002;3;19;18;1068.8;1.5;12.3;66.3;96.3;137.1
0;002;4;97;96;12346.1;2.7;54.2;107.3;167.9;309.1
0;003;1;34;23;1009.5;0.4;1.6;49.5;76.8;100.5
0;003;2;117;91;5232.1;1.2;38;59.3;78;116.5
0;003;3;226;205;16083.2;16.9;53;75;97.2;152.7
0;003;4;303;301;35208.8;37.5;68.7;94.8;132.2;251.8
0;004;1;16;14;252.1;0.4;5.7;13.7;26.9;68.2
0;004;2;65;59;1389.8;4.1;11.7;17.1;33;59
0;004;3;202;197;6781.2;3.3;14;27.5;48.1;89
0;004;4;1833;1816;140969.1;12.8;31.7;56.6;102.7;205.3
0;005;1;48;42;582;1.6;6.9;13.9;18.9;28.1
0;005;2;113;103;1705.7;1.1;7.9;14.4;20.8;42.3
0;005;3;146;137;3232.9;2.3;8.2;15.5;32.2;70.3
0;005;4;148;139;6916.9;5.1;16.4;30.9;71.6;136.2
0;020;1;104;78;229.9;0.4;0.4;1;3.7;15.9
0;020;2;137;110;491.1;0.4;0.8;1.6;5.8;18.6
0;020;3;161;135;1392.6;0.4;1.1;3.9;14.5;41.2
0;020;4;237;221;5644.8;0.8;5.4;15.4;30.8;90.7
0;021;1;1098;895;2083.9;0.4;0.4;0.8;1.6;10.9
0;021;2;1342;1062;4746.7;0.4;0.8;1.2;2.8;21.3
0;021;3;764;709;6140.4;0.4;0.8;1.6;9.2;33.1
0;021;4;755;723;21701;0.4;4.6;16;37.5;100.8
0;022;1;155;131;185.6;0.4;0.4;0.7;1.6;5.8
0;022;2;251;230;958.7;0.4;0.4;0.8;2.4;18.7
0;022;3;115;102;1022.9;0.4;0.8;2.6;12.8;41.5
0;022;4;96;89;2498;0.4;2.8;15.1;33.3;101.8
0;023;1;627;503;1055.2;0.4;0.4;0.8;1.2;5.4
0;023;2;339;288;2125.6;0.4;0.8;1.3;5.2;25.2
0;023;3;159;142;2328.4;0.4;1.2;5.1;20.8;71.4
0;023;4;47;44;1578.8;2.8;9.3;20.8;41.2;94.6
0;024;1;1111;783;924.3;0.4;0.4;0.8;1.4;3.2
0;024;2;2360;1908;3012.1;0.4;0.4;0.9;1.6;4.2
0;024;3;709;592;2787.1;0.4;0.7;1.5;4;20.6
0;024;4;107;100;2086.6;0.4;2;11.9;32.1;67.2
0;025;1;2681;573;715;0.3;0.4;0.4;1.2;5
0;025;2;196;80;146.7;0.3;0.4;0.8;2.2;7.2
0;025;3;63;27;238;0.4;1;4.1;11;20.9
0;025;4;7;7;236.7;4;7.4;9.6;64.7;105.4
0;026;1;623;197;575.1;0.4;0.4;0.8;1.6;10
0;026;2;502;294;1247.1;0.3;0.4;0.8;4.6;17.4
0;026;3;334;255;3887;0.4;1.3;7.7;17.5;62.3
0;026;4;101;90;3269.3;0.4;11.7;20.7;54.9;121.9
0;040;1;164;11;48.8;0.4;0.8;5;7;9.5
0;040;2;209;44;326.4;0.5;1.8;4.8;7.2;25.7
0;040;3;131;56;714.4;0.9;5.1;10.3;18.1;32.6
0;040;4;50;29;784.2;1;6.6;21.7;34.7;75.7
0;041;1;375;70;267.8;0.4;0.4;1.1;6;14
0;041;2;1150;241;1988.6;0.4;0.9;5;11;24.8
0;041;3;1066;430;6975.1;0.9;5;9.4;19.1;52
0;041;4;229;148;3148.6;0.8;7;14.7;26.6;65.6
0;042;1;2128;151;1258.2;0.5;3;5.5;9.4;22
0;042;2;4712;923;9294.1;0.9;4;7;12;29
0;042;3;2735;1395;18253.7;1;5.4;9.1;16.2;39.1
0;042;4;372;313;6973.4;2.6;8.6;16;28.4;67.7
0;043;1;1156;48;306.5;0.3;2.3;4.6;8;20.3
0;043;2;670;93;682.3;0.6;3;6.3;10;20
0;043;3;198;111;1495.5;2;5;10;16.6;37.3
0;043;4;22;18;364.1;3.2;8.9;14.8;33.1;62.6
0;044;1;416;43;221.4;1;2.9;4;6;14
0;044;2;1011;182;1735.7;0.8;3.7;7;12;26.3
0;044;3;1163;412;5216.7;0.6;3.4;8;15.5;38.2
0;044;4;526;384;8427.7;1.1;6.5;14.3;27.7;70.4
0;045;1;718;44;353.8;1;3.3;6;10.5;20.4
0;045;2;5039;733;6258.1;0.8;3.3;6.3;10.4;25
0;045;3;3007;1381;18031.9;1.1;5;9;16;37
0;045;4;1593;1278;27412.6;1.2;7.5;14;27.8;66.4
0;046;1;787;32;250.3;0.3;2;7.4;10;25.4
0;046;2;3310;458;3921.1;0.8;3.3;6.9;10.7;21.3
0;046;3;1622;802;9394.8;1;4.9;8.3;13.7;31.5
0;046;4;612;492;10491.5;1.3;8;14.7;26.9;65.4
0;047;1;1371;47;299.8;0.4;2;5;8;13
0;047;2;4706;456;3429.1;0.9;3;5.5;9.7;20
0;047;3;1568;572;6076;1;5;7.6;12.6;25.4
0;047;4;178;132;2800.6;1.5;7.8;14.4;28.3;64.6
0;048;1;1566;114;642;0.4;1.2;3.3;7;23
