vrai_hop;rmdc;rdrg;SI;ATC1;Nfarm;Sum;p5;p25;p50;p75;p95
0;-p;001;1;A;2;45.6;17.88;17.88;22.8;27.72;27.72
0;-p;001;1;B;2;2361.66;605.36;605.36;1180.83;1756.3;1756.3
0;-p;001;1;C;2;6.2;1.8;1.8;3.1;4.4;4.4
0;-p;001;1;H;2;98.44;19;19;49.22;79.44;79.44
0;-p;001;1;J;2;8754.97;132.72;132.72;4377.48;8622.25;8622.25
0;-p;001;1;L;2;2149.49;1018.83;1018.83;1074.74;1130.66;1130.66
0;-p;001;1;M;2;46.88;15.88;15.88;23.44;31;31
0;-p;001;1;N;2;193.76;60.28;60.28;96.88;133.48;133.48
0;-p;001;1;R;1;1.93;1.93;1.93;1.93;1.93;1.93
0;-p;001;1;S;1;3.28;3.28;3.28;3.28;3.28;3.28
0;-p;001;1;V;1;4.96;4.96;4.96;4.96;4.96;4.96
0;-p;001;2;A;17;748.08;13.52;31.28;41.28;54.48;97.92
0;-p;001;2;B;17;11458.55;215.26;342.9;499.62;677.62;2399.32
0;-p;001;2;C;17;555.56;0.8;3.44;8.04;16.6;184
0;-p;001;2;D;3;5.16;1.72;1.72;1.72;1.72;1.72
0;-p;001;2;H;17;1958.93;14.6;43.8;78.4;146.4;375.73
0;-p;001;2;J;17;14115.08;7.76;93.48;189.45;398.55;5489.5
0;-p;001;2;L;17;13735.6;1.65;178.46;235.44;584.74;8661.98
0;-p;001;2;M;17;571.08;3.52;23.24;30.56;38.76;94.08
0;-p;001;2;N;17;2882.72;2.52;59.96;118.04;215.32;600.88
0;-p;001;2;P;1;10.24;10.24;10.24;10.24;10.24;10.24
0;-p;001;2;R;4;23.26;0.4;0.74;1.58;10.89;19.7
0;-p;001;2;V;7;1700.66;9.36;32.44;116.56;665.16;692.92
0;-p;001;3;A;68;3413.28;17.64;24.8;38.96;60.44;130.52
0;-p;001;3;B;68;94867.2;140.86;466.77;874.24;1792.91;3857.85
0;-p;001;3;C;68;2016.08;0.64;4.88;10.88;21.44;141.72
0;-p;001;3;D;16;41.84;1.72;1.72;1.76;3.5;5.16
0;-p;001;3;G;3;51.44;8.48;8.48;9.68;33.28;33.28
0;-p;001;3;H;63;5699.83;11.6;24.4;52.88;89.32;187.6
0;-p;001;3;J;67;167751.87;20.6;109.23;382.28;962.48;14999.94
0;-p;001;3;L;66;37952.35;56.31;150.51;258.48;440.27;2743.14
0;-p;001;3;M;66;2450.96;7.76;15.52;23.7;38.76;88.84
0;-p;001;3;N;68;12116.36;43.08;69.26;140.38;254.14;409.8
0;-p;001;3;P;2;51.12;10.24;10.24;25.56;40.88;40.88
0;-p;001;3;R;42;500.78;0.48;2.4;7.39;12.4;37.44
0;-p;001;3;V;44;15617.52;2;29.26;122.24;401.74;1413.54
0;-p;001;4;A;152;20500.12;14.6;38.22;76.12;176.14;480.2
0;-p;001;4;B;152;553409.1;268.08;875.06;2136.35;4536.93;12562.59
0;-p;001;4;C;150;9547.28;1;4.16;16.02;51.2;272.36
0;-p;001;4;D;31;157.88;1.72;1.72;3.44;5.2;24.76
0;-p;001;4;G;10;98.44;0.12;0.12;2.74;5.72;74.92
0;-p;001;4;H;146;48378.73;12.68;34.08;89.24;252.76;1531.79
0;-p;001;4;J;152;777198.02;32.12;346.35;1195.7;5353.86;24634.03
0;-p;001;4;L;148;160956.03;74.46;231.45;603.65;1515.27;3261.83
0;-p;001;4;M;146;6127;7.76;18.44;27.1;46.52;111.4
0;-p;001;4;N;152;51847.49;26.44;97.5;184.76;399.32;1119.24
0;-p;001;4;P;10;230.52;10.24;10.24;14.56;18.88;92
0;-p;001;4;R;97;1925.5;0.32;1.72;8.52;30.12;79.56
0;-p;001;4;S;7;50.76;1.64;2.12;5.32;15.92;16.24
0;-p;001;4;V;122;55655.44;3.52;54.6;162.35;692.92;1684.64
