vrai_hop;rmdc;rdrg;SI;ATC1;ATC4;Nfarm;Sum
0;12;480;1;A;A02BA;1277;7710.79
0;12;480;1;A;A02BC;243;2165.08
0;12;480;1;A;A02BX;2;8.48
0;12;480;1;A;A03AA;1;0.4
0;12;480;1;A;A03AB;1;1.88
0;12;480;1;A;A03FA;1078;1803.12
0;12;480;1;A;A04AA;65;986.52
0;12;480;1;A;A06AD;2;8.8
0;12;480;1;A;A07AA;8;18.88
0;12;480;1;A;A07DA;26;8.04
0;12;480;1;A;A07EC;5;15.12
0;12;480;1;A;A09AA;1;1.28
0;12;480;1;A;A10AB;97;761.52
0;12;480;1;A;A10AC;2;10.96
0;12;480;1;A;A10AD;7;82.88
0;12;480;1;A;A10AE;4;62.72
0;12;480;1;A;A10BA;49;26.52
0;12;480;1;A;A10BB;32;71.68
0;12;480;1;A;A10BD;1;0.8
0;12;480;1;A;A10BG;4;27.56
0;12;480;1;A;A10BX;7;46.96
0;12;480;1;A;A11CC;1;3.28
0;12;480;1;B;B01AA;11;2.52
0;12;480;1;B;B01AB;2695;55948.47
0;12;480;1;B;B01AC;5;13.12
0;12;480;1;B;B02AA;378;2165.78
0;12;480;1;B;B02AB;2;116.06
0;12;480;1;B;B02BC;505;174795.19
0;12;480;1;B;B02BD;2;949.15
0;12;480;1;B;B03AC;16;688
0;12;480;1;B;B03XA;1;132.5
0;12;480;1;B;B05AA;2054;47802.14
0;12;480;1;B;B05BA;1089;10245.71
0;12;480;1;B;B05BB;2820;80685.86
0;12;480;1;B;B05BC;49;261.84
0;12;480;1;B;B05CA;14;27.76
0;12;480;1;B;B05CB;1009;109782.22
0;12;480;1;B;B05CX;78;1602.93
0;12;480;1;B;B05XA;14;73.92
0;12;480;1;C;C01AA;15;3.76
0;12;480;1;C;C01BA;1;2.36
0;12;480;1;C;C01BC;12;38.4
0;12;480;1;C;C01BD;23;46.76
0;12;480;1;C;C01CA;13;104.84
0;12;480;1;C;C01DA;36;99.16
0;12;480;1;C;C01DX;18;188.44
0;12;480;1;C;C01EA;1;164.64
0;12;480;1;C;C02AC;472;459.36
0;12;480;1;C;C02CA;57;292.12
0;12;480;1;C;C03BA;18;8.76
0;12;480;1;C;C03CA;729;370.8
0;12;480;1;C;C03DA;16;24.56
0;12;480;1;C;C03EA;13;5.84
0;12;480;1;C;C07AA;36;46.64
0;12;480;1;C;C07AB;221;244.56
0;12;480;1;C;C07AG;41;132.12
0;12;480;1;C;C07BB;18;17.76
0;12;480;1;C;C07CB;5;7.52
0;12;480;1;C;C07FB;6;13
0;12;480;1;C;C08CA;205;638.24
0;12;480;1;C;C08DA;3;1.24
0;12;480;1;C;C08DB;14;21.44
0;12;480;1;C;C09AA;119;323.8
0;12;480;1;C;C09BA;20;52.48
0;12;480;1;C;C09CA;47;261.36
0;12;480;1;C;C09DA;22;132.16
0;12;480;1;C;C10AA;210;1070.3
0;12;480;1;C;C10AB;18;21.16
0;12;480;1;C;C10AX;8;56
0;12;480;1;D;D01AC;4;11.68
0;12;480;1;D;D03AX;30;124.48
0;12;480;1;D;D06BA;3;6.36
0;12;480;1;D;D07AB;1;3.32
0;12;480;1;D;D07AC;4;15.08
0;12;480;1;G;G03AC;1;3.92
0;12;480;1;G;G04BD;533;1454.38
0;12;480;1;G;G04CA;27;59.64
0;12;480;1;H;H01BA;2;25.12
0;12;480;1;H;H01CB;1;331.17
0;12;480;1;H;H02AB;449;1657.14
0;12;480;1;H;H03AA;28;8.04
0;12;480;1;H;H03BB;3;0.76
0;12;480;1;H;H04AA;1;18.28
0;12;480;1;J;J01AA;2;3.12
0;12;480;1;J;J01CA;39;4548.8
0;12;480;1;J;J01CE;1;1.96
0;12;480;1;J;J01CF;4;37.84
0;12;480;1;J;J01CR;177;4432.6
0;12;480;1;J;J01DB;2077;15854.14
0;12;480;1;J;J01DC;83;2312.04
0;12;480;1;J;J01DD;4;485.28
0;12;480;1;J;J01DF;4;518.16
0;12;480;1;J;J01DH;3;1414
0;12;480;1;J;J01EE;34;39.12
0;12;480;1;J;J01FA;22;55.64
0;12;480;1;J;J01FF;11;440.28
0;12;480;1;J;J01GB;100;4027.94
0;12;480;1;J;J01MA;825;25763.76
0;12;480;1;J;J01XA;7;201.68
0;12;480;1;J;J01XD;39;886.44
0;12;480;1;J;J01XE;599;598.86
0;12;480;1;J;J01XX;72;353.72
0;12;480;1;J;J02AC;3;97.52
0;12;480;1;J;J04AB;8;26.32
0;12;480;1;J;J04AK;1;5.72
0;12;480;1;J;J05AB;1;15.68
0;12;480;1;L;L01BA;1;0.1
0;12;480;1;L;L01XX;1;1.49
0;12;480;1;L;L02AE;8;2438.96
0;12;480;1;L;L02BB;9;380.35
0;12;480;1;L;L04AX;2;6.48
0;12;480;1;M;M01AB;1294;3917.01
0;12;480;1;M;M01AC;234;293.04
0;12;480;1;M;M01AE;27;63
0;12;480;1;M;M01AH;4;11.72
0;12;480;1;M;M01AX;9;16.92
0;12;480;1;M;M03AC;2387;24910.16
0;12;480;1;M;M03BX;1;1.76
0;12;480;1;M;M04AA;60;32.88
0;12;480;1;M;M05BA;3;43.32
