vrai_hop;rdrg;SI;N;total;p5;p25;p50;p75;p95
0;001;1;6;2415;54.74;63.66;361.39;784.64;789.67
0;001;2;12;5808;68.82;425.62;464.55;563.44;809.99
0;001;3;31;21948;417.36;451.41;676.9;842.63;1382.41
0;001;4;98;114994;448.67;614.62;884.78;1394.79;2413.04
0;002;1;1;7;6.56;6.56;6.56;6.56;6.56
0;002;2;6;2794;132.95;384.21;438.19;606.64;793.89
0;002;3;24;15456;345.3;482.53;582.2;716.69;911.42
0;002;4;76;86620;316.75;681.32;860.78;1297.66;2688.26
0;003;1;40;13965;18.8;167.38;306.27;481.32;887.97
0;003;2;80;38177;93.18;277.52;471.76;613.34;989.69
0;003;3;200;110452;127.1;311.09;481.27;653.88;1181.84
0;003;4;207;184144;229.7;464.92;660.7;1052.18;2387.01
0;004;1;33;2354;0;25.24;34.25;97.04;204.97
0;004;2;73;22806;0;67.13;206.74;439.94;817.95
0;004;3;259;155262;42.16;206.41;448.93;869.29;1794.64
0;004;4;1569;1982531;253.37;582.57;1009.21;1673.57;3229.93
0;005;1;67;5536;7.27;28.48;62.62;107.95;226.59
0;005;2;143;17309;9.44;54.22;97.91;162.3;320.98
0;005;3;128;26109;33.21;88.67;151.28;248.71;475.81
0;005;4;129;54701;43.14;165.51;300.7;564.2;1283.45
0;020;1;124;6353;6.64;21.53;39.27;66.83;126.06
0;020;2;132;11868;10.99;39.78;68.29;120.74;268.49
0;020;3;171;29985;23.47;71.41;128.24;197.94;471.42
0;020;4;197;84903;54.09;175.54;308.06;528.63;1336.91
0;021;1;1235;62226;0;18.32;39.17;70.12;129.47
0;021;2;1194;97890;8.73;32.97;62.13;101.48;225.8
0;021;3;750;129914;32.7;69.72;117.05;204.87;499.36
0;021;4;676;268257;59.85;159.6;280.15;508.53;1076.44
0;022;1;223;4500;0;3.96;11.83;21.4;64.48
0;022;2;282;12719;0;11.23;23.3;47.88;157.98
0;022;3;127;16568;9.94;34.73;85.84;148.86;483.91
0;022;4;96;39822;45.39;128.46;260.51;529.75;1543.38
0;023;1;575;8832;0;1.22;8.32;20.4;54.13
0;023;2;327;11587;0;7.47;23.43;44.78;119.58
0;023;3;200;15993;0;15.04;44.54;106.62;230.4
0;023;4;41;13982;44.55;117.87;225.45;404.63;751.14
0;024;1;1234;34269;0;11.62;21.12;36.13;73.89
0;024;2;2011;89142;4.54;19.22;36.96;60.52;107.5
0;024;3;682;54373;13.11;35.21;62.54;101.28;198.25
0;024;4;118;30922;53.44;111.83;190.73;349.81;716.93
0;025;1;3195;18723;0;0;0;8.28;26.33
0;025;2;208;3810;0;0;6.29;21.18;76.5
0;025;3;45;2101;0;5.97;28.27;61.72;128.41
0;025;4;6;1713;0;39.65;97.28;336.02;1142.41
0;026;1;631;12973;0;0;11.13;23.71;66.78
0;026;2;456;21330;0;13.36;28.7;57.85;145.89
0;026;3;244;25606;10.06;35.8;69.18;121.81;292.98
0;026;4;100;28782;52.84;122.86;214.79;414.48;699.98
0;040;1;213;3167;0;0;5.7;17.48;65.96
0;040;2;267;8918;0;7.17;20.12;41.69;108.04
0;040;3;108;8321;0;23.66;51.95;92.05;248.33
0;040;4;24;6254;46.47;57.03;124.62;456.03;753.93
0;041;1;493;11414;0;9.24;17.77;31.12;65.35
0;041;2;1151;37452;0;12.19;23.75;41.26;89.9
0;041;3;862;46123;0;17.66;36.06;69.19;160.62
0;041;4;184;20041;9.47;32.18;67.27;155.95;300.48
0;042;1;2262;55684;0;2.38;20.26;34.27;74.26
0;042;2;3914;157657;0;20.02;32.92;52.2;102.21
0;042;3;1968;124769;11.4;31.59;50.76;81.83;155.49
0;042;4;313;47669;26.93;60;93.53;165.32;392.99
0;043;1;1402;47476;0;9.67;26.39;50.65;94.82
0;043;2;653;24681;0;13.98;28.39;50.85;106.53
0;043;3;167;9745;1.56;22.46;41.03;76.75;198.45
0;043;4;21;3005;14.2;33.02;100.09;177.55;457.78
0;044;1;478;14763;0;12.88;21.58;41.66;94.04
0;044;2;931;46097;0;17.74;35.98;64.05;134.85
