vrai_hop;rdrg;SI;mean;p5;p25;p50;p75;p95
0;001;1;39;39;39;39;39;39
0;001;2;64;64;64;64;64;64
0;001;3;54;23;52;57;61;66
0;001;4;51;8;47;55;60;69
0;002;2;41;41;41;41;41;41
0;002;3;53;29;51;57;62;65
0;002;4;48;19;38;53;60;65
0;003;1;45;23;34;44;57;66
0;003;2;47;18;37;49;60;69
0;003;3;49;18;41;54;61;68
0;003;4;48;9;40;54;61;69
0;004;1;65;40;57;66;82;82
0;004;2;62;26;56;62;73;86
0;004;3;61;30;52;62;74;83
0;004;4;64;32;55;68;76;84
0;005;1;60;44;55;60;66;78
0;005;2;59;42;51;58;65;77
0;005;3;60;43;54;59;68;80
0;005;4;58;32;50;58;68;79
0;020;1;42;6;15;40;68;85
0;020;2;56;5;38;64;78;85
0;020;3;59;9;46;66;78;87
0;020;4;60;10;46;68;79;86
0;021;1;53;10;41;56;68;82
0;021;2;53;18;43;55;67;81
0;021;3;55;17;44;58;71;81
0;021;4;58;12;48;62;75;84
0;022;1;50;1;26;59;74;83
0;022;2;48;1;18;57;74;82
0;022;3;49;0;18;60;74;82
0;022;4;56;9;44;60;74;85
0;023;1;51;31;43;50;59;74
0;023;2;51;15;42;53;64;79
0;023;3;53;14;37;56;72;82
0;023;4;56;17;43;59;74;85
0;024;1;70;52;64;72;77;84
0;024;2;71;54;65;72;78;84
0;024;3;73;55;68;74;79;86
0;024;4;75;56;70;76;82;86
0;025;1;55;26;42;53;68;83
0;025;2;54;17;42;57;68;79
0;025;3;59;23;49;62;71;86
0;025;4;58;11;44;66;72;86
0;026;1;47;10;34;48;62;78
0;026;2;60;16;45;65;77;86
0;026;3;70;32;61;76;83;89
0;026;4;68;18;63;75;81;91
0;040;1;32;2;9;29;55;76
0;040;2;47;6;28;49;66;82
0;040;3;55;4;42;61;77;85
0;040;4;59;7;44;66;78;92
0;041;1;52;15;40;55;66;79
0;041;2;62;35;54;64;74;83
0;041;3;64;37;55;66;74;84
0;041;4;62;39;54;65;73;83
0;042;1;68;23;62;74;81;87
0;042;2;76;54;73;78;83;90
0;042;3;79;64;76;81;85;92
0;042;4;78;59;75;80;84;91
0;043;1;42;21;32;42;51;66
0;043;2;48;24;38;48;58;73
0;043;3;56;23;48;58;67;80
0;043;4;60;37;52;61;70;85
0;044;1;69;34;60;75;83;90
0;044;2;73;46;67;77;82;90
0;044;3;71;40;61;76;82;90
0;044;4;74;51;68;77;83;90
0;045;1;68;42;59;71;80;87
0;045;2;73;49;65;75;82;90
0;045;3;78;56;73;80;85;92
0;045;4;79;59;74;81;85;92
0;046;1;70;46;61;72;79;86
0;046;2;74;52;67;76;82;89
0;046;3;78;59;74;80;85;93
0;046;4;80;60;76;82;86;93
0;047;1;68;42;59;71;79;87
0;047;2;74;49;68;76;82;90
0;047;3;79;59;74;81;86;93
0;047;4;80;57;74;81;86;94
0;048;1;51;14;39;52;67;82
0;048;2;62;35;52;64;74;83
0;048;3;65;41;55;67;77;85
0;048;4;66;46;54;70;79;86
0;049;1;15;0;3;10;23;51
0;049;2;45;2;26;49;65;81
0;049;3;42;0;15;47;67;83
0;049;4;42;0;5;52;70;86
0;050;1;53;3;30;60;78;88
0;050;2;44;2;21;47;66;83
0;050;3;55;2;37;62;76;86
0;050;4;54;2;31;64;79;86
0;051;1;17;0;4;10;30;44
0;051;2;26;0;6;24;39;65
0;051;3;28;0;3;24;51;77
0;051;4;48;0;24;57;75;84
0;052;1;53;5;40;59;70;84
0;052;2;63;5;52;70;80;90
0;052;3;68;15;59;74;83;91
0;052;4;65;27;55;69;80;89
0;053;1;28;1;7;24;45;69
0;053;2;45;2;22;48;68;83
0;053;3;47;3;24;51;72;85
0;053;4;63;8;52;68;79;88
0;054;1;33;7;20;33;45;64
0;054;2;44;12;30;44;57;78
0;054;3;46;12;33;46;58;83
0;054;4;53;19;34;58;75;85
0;055;1;40;0;16;40;61;82
0;055;2;62;15;49;69;80;90
0;055;3;69;22;58;77;84;93
0;055;4;67;21;55;75;82;90
0;056;1;26;0;2;16;47;78
0;056;2;50;3;29;52;75;86
0;056;3;65;13;52;72;82;90
0;056;4;65;29;56;70;78;88
0;057;1;20;0;5;13;28;67
0;057;2;42;2;15;42;69;85
0;057;3;64;17;52;73;83;90
0;057;4;60;6;28;69;87;95
0;058;1;47;0;39;50;59;74
0;058;2;56;2;47;58;71;83
0;058;3;70;37;63;75;82;90
0;058;4;70;26;63;76;84;92
0;070;1;50;8;32;51;68;84
0;070;2;52;11;32;55;72;86
0;070;3;57;26;41;56;76;90
0;071;1;63;29;55;67;75;85
0;071;2;62;26;52;65;75;84
0;071;3;65;4;56;71;80;85
0;071;4;63;0;60;72;76;84
0;072;1;53;4;42;58;71;83
0;072;2;63;16;54;67;77;86
0;072;3;64;2;52;71;84;92
0;072;4;63;22;57;68;70;90
0;073;1;75;53;72;78;83;89
0;073;2;75;56;71;77;82;88
0;073;3;76;61;71;78;82;86
0;073;4;50;0;31;61;70;76
0;080;1;21;0;2;6;33;82
0;080;2;32;0;3;20;60;88
0;080;3;53;2;25;56;83;91
0;080;4;85;82;82;85;88;88
0;081;1;46;9;32;46;62;80
0;081;2;58;25;45;60;74;85
0;081;3;68;43;58;71;80;86
0;081;4;59;30;53;53;70;88
0;082;1;43;1;20;45;66;84
0;082;2;58;4;46;63;76;86
0;082;3;71;37;63;75;82;91
0;082;4;71;33;61;76;83;92
0;090;1;53;23;40;52;65;78
0;090;2;62;40;55;62;71;84
0;090;3;66;51;58;68;73;80
0;090;4;62;46;57;63;69;82
0;091;1;44;1;21;53;65;78
0;091;2;56;3;51;59;70;81
0;091;3;59;34;52;58;71;82
0;091;4;58;42;50;57;64;77
0;092;1;31;14;18;26;42;62
0;092;2;40;15;24;38;53;76
0;092;3;48;15;26;50;69;85
