vrai_hop;rmdc;N;pdj_ldp;farma;prest;bioclin;reste
0;-p;3182;44742046;20282434;23631257;2863389;8395172
0;01;117993;304587062;25699537;87851149;5201779;45040479
0;02;23791;22167548;1925091;16371359;217207;7594702
0;03;67549;63494829;7918983;33917069;892370;18182406
0;04;122800;339987124;51437698;77010452;8061028;43609089
0;05;196576;402286233;60099791;228854995;11828988;189267081
0;06;175891;313845966;49426751;102965829;6968296;61702007
0;07;44438;102879080;21113484;34687962;2798031;20044471
0;08;214266;507373847;40389930;162836494;5369922;155310928
0;09;53147;102588224;10227682;28429905;1264609;15725285
0;10;40311;82394439;7114342;22159743;1758747;12751626
0;11;61004;109411584;14835410;34614978;2349951;19037272
0;12;25890;45272186;5538738;18400703;629252;7754688
0;13;48949;68338589;7558698;29617116;839985;16406933
0;14;124001;178808091;5644421;62324451;2712221;29522321
0;15;7127;27581327;1369669;9225906;692959;3206080
0;16;13605;27990149;7690436;5810445;819616;6963522
0;17;36834;67911714;37345960;12650438;1850911;17496470
0;18;17828;43460446;9325099;8810780;1327862;6756638
0;19;36559;121205149;3814669;16410092;1238306;13020490
0;20;12549;23848500;781072;3968458;439197;3324579
0;21;23365;36800825;5553377;8609184;894395;6732257
0;22;869;3458733;276995;401151;47125;349387
0;23;41947;83683130;4903288;17636373;974823;13303105
0;24;742;3155681;779045;470614;93964;429377
0;25;1690;10605183;2120943;4467621;350131;2093280
0;FF;12551;64748396;9500981;17966170;1335393;10652638
