vrai_hop;rdrg;SI;ntot;nfarm;Sum;p5;p25;p50;p75;p95
0;001;1;2;2;17665.11;3149.76;3149.76;8832.55;14515.35;14515.35
0;001;2;24;24;54797.17;217.43;1478.19;1872.15;2537.48;7248.94
0;001;3;51;51;230171.8;808.5;1804.6;3338.88;6419.93;11734.72
0;001;4;117;117;878652.09;1551.41;2602.17;4385.43;8366.07;31462.97
0;002;2;15;15;74317.89;2229.84;3121.53;4288.86;5615.67;10326.05
0;002;3;31;31;165013.2;1588.24;3405.18;4627.84;6748.39;10371.31
0;002;4;72;72;711972.45;2730.13;5771.29;8455.1;11146.04;28032.1
0;003;1;84;81;488556.72;55.07;1817.07;5366.15;8345;14700.93
0;003;2;93;91;597154.88;955.26;3719.51;6180.07;9125.37;14276.17
0;003;3;164;164;1334088.49;2442.66;4352;7174.45;9618.8;18795.18
0;003;4;196;195;2470777.68;3031.14;6232.1;9629.45;15887.76;29974.06
0;004;1;28;28;54372;49.86;127.48;989.99;2007.44;8900.21
0;004;2;90;90;213967.31;125.55;816.47;1449.19;3534.9;7127.4
0;004;3;315;315;1304249.02;321.22;1391.25;3109.44;5597.82;12035.6
0;004;4;1525;1524;10856942.14;1167.2;3239.75;5566.63;9174.61;17348.25
0;005;1;82;82;62141.98;89.51;305.22;650.37;1075.39;1683.32
0;005;2;152;151;141417.29;109.46;424.26;718.11;1045.59;3162.26
0;005;3;127;127;165907.87;131.16;614.07;976.21;1628.16;3593.94
0;005;4;141;141;503949.88;669.2;1479.65;2442.42;4845.19;8987.57
0;020;1;166;165;64204.34;32.39;101.31;176.65;317.03;882.05
0;020;2;130;130;62396.48;75.97;210.61;338.77;548.25;1561.48
0;020;3;173;173;143366.54;78.94;234.14;520.55;1046.61;2868.17
0;020;4;211;211;537807.2;252.83;840.17;1743.47;3251.92;7263.74
0;021;1;1282;1276;527245.83;29.61;168.31;335.81;543.06;982.58
0;021;2;1151;1147;720162.48;105.03;295.39;482.25;777.34;1629.72
0;021;3;681;681;850159.69;198.86;456.55;819.91;1423.96;3478.58
0;021;4;537;537;1463626.77;404.3;951.17;1921.86;3574.12;7504.07
