vrai_hop;rdrg;total;p5;p25;p50;p75;p95
0;001;1693176;3790.35;5827.22;7992.14;12624.15;31633.48
0;002;1360826;2892.48;7492.14;9722.1;13231.11;33891.25
0;003;5248530;3174.04;5958.25;8324.6;11780.96;21755.81
0;004;32145626;2733.12;7610.88;13315.35;21665.35;42457.52
0;005;4293889;1664.92;4543.92;7255.77;11670.57;23645.44
0;020;3647423;416.94;1792.42;3509.84;7594.65;18909.86
0;021;22124401;845.4;2179.06;3799.29;6718.57;18078
0;022;3344215;560.78;1480.23;2766.57;5402.16;15445.05
0;023;4505004;445.74;1055.75;2016.81;4039.8;13187.32
0;024;10207454;457.44;1000.15;1465.48;2526.9;7875.58
0;025;2817461;216.03;404.62;488.4;757.98;2243.7
0;026;6043162;361.56;853.62;1655.43;4773.12;15666.99
0;040;2090953;238.13;713.5;1690.8;3835.56;11544.16
0;041;10820492;394.54;1209.88;2536.2;4930;12545.91
0;042;36316569;417.36;1497.3;2968.96;5399.94;12696.46
0;043;4057130;267.94;619.17;1143.6;1986;5437.9
0;044;12654719;222.28;583.74;2371.26;5446.98;14346.05
0;045;39153885;656.43;1729.16;3165.54;6128.07;16522.17
0;046;38314086;408.42;1284.24;2541.99;4817.24;12754.01
0;047;21532314;427.48;1082.07;1808.79;3066.56;7571.97
0;048;12422927;280.39;743.82;1519.28;2857.14;6625.94
0;049;3116440;364.88;1429.5;2670.1;4699.57;11723.84
0;050;2100851;288.29;993;1839.66;3459.48;8753
0;051;1327488;360.69;656.43;1010.64;1531.67;3066.77
0;052;4757971;224.09;497.1;1355.84;2958.9;7788.12
0;053;22470557;220.26;422.7;851.4;1839.66;5588.1
0;054;4684452;211.15;377.9;672.27;1263.3;3122.46
0;055;4223307;230.77;721.38;1882.35;3947.89;9524.97
0;056;2328215;209.15;405.1;801.03;1916;6756.4
0;057;6113460;198.27;223.95;283.8;480.56;1436.96
0;058;23412125;209.39;244.2;362.11;976.8;5553.68
0;070;732623;246.16;547.2;994.2;1624.96;3656.16
0;071;6341926;292.01;696.72;876.3;1390.4;2529.73
0;072;2086810;199.92;280.39;437.62;758.28;1690.8
0;073;6517461;207.78;280.39;454.92;661.14;1121.85
0;080;644099;477.35;998;1514.45;2493.5;5274.15
0;081;962980;290.15;678.01;1214.04;2105.75;4127.01
0;082;4881648;243.23;711.36;1354.5;2364.03;6060.04
0;090;1935734;361.39;845.4;4245.46;8122.64;17826
0;091;1455573;506;1045.75;1702.8;3285.84;9035.4
0;092;2671920;207.78;452.22;693.99;986.44;2355.93
0;093;5505736;220.26;426.38;584.2;832.46;1682.56
0;094;2028456;206.98;292.01;524.74;903.3;2873.92
0;095;505055;371.72;575.12;838.55;1436.96;2875.11
0;096;982272;306.61;580.71;835.2;1218.72;2163.42
0;097;6115484;204.02;287.72;453.26;630.96;1156.48
0;098;10649719;218.81;418.3;569.73;834.8;1682.34
0;110;5335350;293.43;732.74;1323.69;2938.58;11203.09
0;111;5598943;239.22;634.11;1147.55;2013.35;4635.93
0;112;1133410;208.83;422.3;731.7;1216.38;2821.39
0;113;11795839;231.05;497.28;803.85;1224.12;2605.41
0;114;4330138;207.52;267.82;472.41;832.72;2336.02
0;115;3451200;209.15;267.95;489.84;936.72;2535.39
0;120;7506342;1562.05;2899.65;3936.78;5656.23;12282.62
