vrai_hop;rdrg;SI;N;total;p5;p25;p50;p75;p95
0;001;1;2;3617;1773.74;1773.74;1808.59;1843.44;1843.44
0;001;2;37;30005;219.52;290.24;430.65;1418.12;2004.32
0;001;3;86;129318;262.09;610.97;1674.71;1937.4;2801.56
0;001;4;90;276057;887.4;1831.56;2406.69;3567.45;7287.28
0;002;2;7;8036;352.5;719.36;1047.23;1714.84;2096.99
0;002;3;48;81649;569.73;1174.7;1833.81;2163.81;2647.33
0;002;4;84;277754;937.64;1924.85;2703.79;4359.04;7189.76
0;003;1;217;109034;200.61;292.81;429.04;613.28;975.68
0;003;2;450;277701;255.33;390.25;531.58;779.02;1250
0;003;3;142;164541;324.73;551.97;783.57;1259.78;2763.18
0;003;4;118;244328;646.24;1096.59;1628.58;2948.81;4830.53
0;004;1;8;5152;0;25.48;74.1;306.22;4340.88
0;004;2;72;57021;46.2;182.42;451.7;1241.62;2665.6
0;004;3;312;428473;134.68;518.8;1202.75;1900.21;3276.94
0;004;4;1458;3621363;427.3;1258.05;2070.1;3192.29;5962.9
0;005;1;3;3481;1099.6;1099.6;1108.78;1272.17;1272.17
0;005;2;20;31090;358.56;1242.16;1551.61;1811.02;2977.71
0;005;3;118;203660;603;1128.4;1620.46;2199.2;3282.57
0;005;4;443;1027040;903.03;1480.21;2071.62;2916.46;4525.1
0;006;2;2;3626;1689.97;1689.97;1812.95;1935.94;1935.94
0;006;3;2;2047;632.69;632.69;1023.53;1414.38;1414.38
0;006;4;2;2585;635.37;635.37;1292.54;1949.72;1949.72
0;020;1;157;18556;0.4;32.24;83.45;156.81;347.37
0;020;2;96;18665;7.92;64.68;136.68;266.88;607.14
0;020;3;199;77222;53.48;173.4;297;531.85;1083.65
0;020;4;138;129282;177.44;496.73;873.93;1206.7;2051.7
0;021;1;860;64405;0;29.26;61.26;99.38;203.11
0;021;2;1521;181163;18.32;52.33;88.28;138.25;308.56
0;021;3;1240;282605;38.64;86.72;144.66;258.76;713.19
0;021;4;646;523324;110.49;288.34;569.06;1114.49;2331.16
