vrai_hop;rdrg;SI;mean;p5;p25;p50;p75;p95
0;001;1;14.3;1;2;15;26;27
0;001;2;14.5;4;13;14.5;16.5;23
0;001;3;21.9;10;14;18;24;53
0;001;4;35.1;9;18;25.5;41;91
0;002;1;2;2;2;2;2;2
0;002;2;20.7;8;21;23;24;25
0;002;3;22.8;12;15.5;22;28.5;30
0;002;4;38.3;14;21;27;40.5;109
0;003;1;19;2.5;14;19;23;37.5
0;003;2;21.3;6;17;20.5;27;35.5
0;003;3;24.9;14;19;23;29;46
0;003;4;35.8;16;22;29;43;78
0;004;1;12.7;1;4;8;14;53
0;004;2;26.3;2;12;20;36;83
0;004;3;40.5;8;19;33;51;98
0;004;4;65.5;16;36;56;84;149
0;005;1;20.8;4;11;17;24;51
0;005;2;22.8;7;13;20;29;47
0;005;3;27.9;4;16;23.5;36;56
0;005;4;42;8;19;30;55;113
0;020;1;10;2;6;9;12;21
0;020;2;15.6;4;8;12.5;19;39
0;020;3;19.1;1;3;12;27;55
0;020;4;34.7;2;9;25;50;97
0;021;1;11.5;3;7;10;14;27
0;021;2;14.9;3;7;11;17;39
0;021;3;26.4;3;11;18;31;79
0;021;4;35.2;4;12;26;47;100
0;022;1;8.4;2;4;7;10;18
0;022;2;14.6;2;6;10;16;44
0;022;3;23.6;1;7;17;28;76
0;022;4;31.3;3;6.5;22.5;42.5;90
0;023;1;6.6;1;3;5;8;17
0;023;2;13.7;2;5;10;15;38
0;023;3;24.8;4;9;15;30;82
0;023;4;52.5;7;21;30;57;173
0;024;1;5;2;3;4;6;10
0;024;2;7.7;2;4;6;8;18
0;024;3;19.5;3;6;11;22;66
0;024;4;39.8;8;16;32;55;128
0;025;1;2.7;1;2;2;3;6
0;025;2;5.6;1;2;3;5;20
0;025;3;17;2;3;7;19;78
0;025;4;39.8;4;11;22;73;107
0;026;1;5;1;2;3;5;16
0;026;2;12.8;2;3;8;16;40
0;026;3;34.4;3;13;22;38.5;121
0;026;4;56.1;10.5;21.5;41;66.5;169.5
0;040;1;6.4;1;2;4;7;27
0;040;2;12.2;1;3;7;13;43
0;040;3;20.6;1;7;15;25.5;58
0;040;4;39.5;1;13;21;46;96
0;041;1;8.3;1;2;5;9;26
0;041;2;12.2;1;4;8;15;36
0;041;3;18.3;2;7;14;24;50
0;041;4;27.3;2;10;20;35;79
0;042;1;10.5;1;3;7;13;33
0;042;2;17;2;7;12;20;48
0;042;3;25.2;4;11;18;30.5;69
0;042;4;35.5;5;16;28;44;86
0;043;1;4.5;1;2;4;5;11
0;043;2;8.8;2;4;6;10;27
0;043;3;16.8;2;6;12;21;53
0;043;4;25;2;8;19;34;64
0;044;1;7.5;1;1;5;11;24
0;044;2;15.8;1;3;10;20;50
0;044;3;16.4;1;2;9;22;61
0;044;4;29.3;1;6;19;42;89
0;045;1;10;2;5;7;11;26
0;045;2;15.6;3;7;11;17;45
0;045;3;26.2;3;10;18;32;84
0;045;4;38.9;4;14;27;51.5;119
0;046;1;7.8;1;2;5;10;23
0;046;2;13.7;2;5;9;16;42
0;046;3;22.4;2;8;15;26;72
0;046;4;31.8;3;12;24;43;88
0;047;1;6.2;1;3;5;8;14
0;047;2;9.8;2;5;7;11;25
0;047;3;16.1;3;7;12;20;43
0;047;4;29.7;3;12;23;36.5;81
0;048;1;4.4;1;2;3;5;12
0;048;2;9.1;2;4;7;11;22
0;048;3;11.8;1;4;9;15;32
0;048;4;32.4;8;14;20.5;36;98
0;049;1;8.5;2;7;9;10.5;15
0;049;2;11.7;1;3;8;14;33
0;049;3;22.7;1;10;14;24;58
0;049;4;22.9;2;11;16;28;63
0;050;1;7.9;1;3;5;9;17
0;050;2;8.6;1;4;6;11;25
0;050;3;18.3;2;7;12.5;22;53
0;050;4;26.4;3;9;17;31.5;87
0;051;1;3.8;1;2;3;5;8
0;051;2;6.3;2;3;5;8;14
0;051;3;7.9;1;3;5.5;8;36
0;051;4;13.5;4;7;7.5;26;29
0;052;1;3.5;1;1;2;4;10
0;052;2;8.4;1;3;5;10;23
0;052;3;13.6;1;5;10;17;39
0;052;4;17.4;1;4;10;21;62
0;053;1;3.4;1;1;2;4;10
0;053;2;7.2;1;2;5;9;20
0;053;3;10.8;1;3;7;13;32
0;053;4;23.8;3;10;17;31;63
0;054;1;3.1;1;1;2;4;9
0;054;2;5.5;1;2;4;7;15
0;054;3;8.2;1;3;6;10;22
0;054;4;11;2;6.5;10.5;16.5;23
0;055;1;6.4;1;2;5;8;18
0;055;2;11.4;1;4;8.5;15;32
0;055;3;15.6;1;2;11.5;22;47
0;055;4;22.9;1;4;16;33;57
0;056;1;3.7;1;1;2;4;10
0;056;2;9.9;1;3;7;12;31
0;056;3;19.1;1;7;15.5;28;54
0;056;4;22.3;1;13;19;30;64
0;057;1;1.7;1;1;1;2;4
0;057;2;4.3;1;1;2;5;14
0;057;3;11;1;2;7;14;35
0;057;4;39.7;2;4;33;60;82
0;058;1;1.9;1;1;1;1;5
0;058;2;5.9;1;1;2;6;22
