vrai_hop;rdrg;SI;mean;p5;p25;p50;p75;p95
0;001;1;49;36;36;49;62;62
0;001;2;58;49;52;60;64;68
0;001;3;48;4;47;54;59;69
0;001;4;54;24;49;58;63;69
0;002;2;61;53;53;65;66;66
0;002;3;49;25;35;56;60;63
0;002;4;49;16;39;54;60;65
0;003;1;49;20;40;50;59;69
0;003;2;53;29;48;55;63;70
0;003;3;51;20;44;55;61;68
0;003;4;48;14;39;53;61;68
0;004;1;58;18;50;59;74;85
0;004;2;56;25;49;55;67;84
0;004;3;61;23;53;65;74;84
0;004;4;65;33;55;68;76;84
0;005;1;55;32;49;56;61;81
0;005;2;59;42;52;57;67;79
0;005;3;60;44;52;60;70;81
0;005;4;60;30;52;59;70;84
0;020;1;46;5;22;49;68;85
0;020;2;59;14;44;65;76;86
0;020;3;64;24;51;70;79;86
0;020;4;60;18;46;63;79;88
0;021;1;54;15;41;55;70;83
0;021;2;54;21;43;55;68;81
0;021;3;55;15;45;57;69;79
0;021;4;60;14;49;64;76;86
0;022;1;47;2;24;50;72;82
0;022;2;50;1;23;61;74;83
0;022;3;55;0;31;64;77;85
0;022;4;59;9;49;66;76;85
0;023;1;50;26;42;49;58;74
0;023;2;53;19;43;52;66;80
0;023;3;57;15;44;62;75;83
0;023;4;60;22;48;62;73;85
0;024;1;70;51;63;72;78;84
0;024;2;71;55;66;73;78;84
0;024;3;73;55;68;75;80;86
0;024;4;76;57;71;77;82;87
0;025;1;55;24;43;54;68;83
0;025;2;56;30;44;56;68;83
0;025;3;64;38;52;64;79;85
0;025;4;62;43;56;62;69;81
0;026;1;47;9;31;49;63;79
0;026;2;62;15;49;67;79;87
0;026;3;67;11;60;76;83;89
0;026;4;60;6;42;74;83;90
0;040;1;31;3;7;29;53;75
0;040;2;48;4;22;52;73;86
0;040;3;56;5;44;62;76;86
0;040;4;58;6;45;69;79;87
0;041;1;54;14;43;56;67;82
0;041;2;63;35;54;65;74;83
0;041;3;63;39;55;65;75;84
0;041;4;63;33;54;64;75;83
0;042;1;69;32;61;74;81;88
0;042;2;77;53;73;79;84;90
0;042;3;79;62;76;81;85;92
0;042;4;79;61;75;80;85;91
0;043;1;43;21;33;43;51;68
0;043;2;48;23;38;49;58;75
0;043;3;57;26;47;58;70;80
0;043;4;60;32;52;62;73;77
0;044;1;71;35;64;76;84;92
0;044;2;73;48;65;76;83;91
0;044;3;71;42;61;76;83;91
0;044;4;74;47;68;78;84;91
0;045;1;69;43;60;71;80;89
0;045;2;73;48;65;75;82;89
0;045;3;78;56;73;80;86;93
0;045;4;79;59;74;80;86;92
0;046;1;70;46;61;73;81;89
0;046;2;74;52;67;76;82;90
0;046;3;78;56;74;80;85;92
0;046;4;78;54;74;81;85;92
0;047;1;68;39;57;70;80;89
0;047;2;74;49;68;77;83;90
0;047;3;79;60;74;81;86;93
0;047;4;80;62;76;81;86;92
0;048;1;52;14;40;52;66;81
0;048;2;62;36;53;63;74;84
0;048;3;65;40;55;67;77;86
0;048;4;69;43;62;72;78;86
0;049;1;20;0;3;12;33;59
0;049;2;44;2;26;49;63;82
0;049;3;42;0;9;49;68;83
0;049;4;50;0;37;57;74;85
0;050;1;52;4;32;59;76;85
0;050;2;38;2;9;37;62;82
0;050;3;47;2;21;49;72;86
0;050;4;58;0;45;66;77;86
0;051;1;15;2;5;9;26;39
0;051;2;23;0;5;18;35;65
0;051;3;28;0;7;17;43;80
0;051;4;34;0;0;27;71;83
0;052;1;52;3;36;59;70;83
0;052;2;66;15;55;73;82;90
0;052;3;68;24;59;74;82;91
0;052;4;68;25;56;75;83;89
0;053;1;28;1;7;24;46;70
0;053;2;46;2;25;50;69;84
0;053;3;47;2;23;51;71;86
0;053;4;60;6;49;65;78;87
0;054;1;33;7;18;32;45;65
0;054;2;44;12;29;43;57;80
0;054;3;51;14;37;50;70;87
0;054;4;49;26;35;44;72;82
0;055;1;39;0;14;38;61;85
0;055;2;61;11;48;68;80;89
0;055;3;68;21;57;76;83;91
0;055;4;66;18;56;71;81;88
0;056;1;28;0;4;20;47;79
0;056;2;51;4;28;54;76;86
0;056;3;67;22;54;75;84;91
0;056;4;67;17;55;75;82;90
0;057;1;21;0;5;14;30;66
0;057;2;42;2;14;41;72;86
0;057;3;63;6;49;73;84;93
0;057;4;73;23;72;83;86;96
0;058;1;48;0;40;51;60;75
0;058;2;57;10;48;59;71;85
0;058;3;70;24;62;76;83;91
0;058;4;69;15;62;76;84;92
0;070;1;50;15;35;50;68;83
0;070;2;55;13;37;58;75;84
0;070;3;60;31;37;65;79;85
0;070;4;41;2;6;37;74;86
0;071;1;64;33;56;67;75;84
0;071;2;61;24;51;65;74;83
0;071;3;64;0;57;69;77;88
0;071;4;53;0;2;67;81;87
0;072;1;54;5;43;60;72;84
0;072;2;63;18;56;68;77;86
0;072;3;68;30;63;74;78;89
0;072;4;57;0;29;74;83;84
0;073;1;75;53;71;78;83;89
0;073;2;75;55;71;78;82;88
0;073;3;75;53;70;77;84;89
0;073;4;77;49;74;82;85;87
0;080;1;22;0;2;6;42;83
0;080;2;36;0;2;36;66;84
0;080;3;46;0;15;53;71;89
0;080;4;70;57;57;76;78;78
0;081;1;44;9;28;45;60;78
0;081;2;58;22;45;60;74;84
0;081;3;66;28;56;74;80;87
0;081;4;72;54;54;79;83;83
0;082;1;44;1;20;47;68;85
0;082;2;57;6;45;62;75;86
0;082;3;70;33;64;76;82;91
0;082;4;70;44;61;76;85;94
0;090;1;55;23;46;59;65;81
0;090;2;62;42;54;63;71;79
0;090;3;61;47;54;61;68;81
0;090;4;64;50;57;63;71;79
0;091;1;45;1;24;51;63;76
0;091;2;56;4;49;61;70;78
0;091;3;57;4;50;61;69;86
0;091;4;59;43;52;58;65;82
0;092;1;31;15;18;26;42;63
0;092;2;39;14;19;36;53;76
0;092;3;40;15;20;35;61;77
0;092;4;52;2;31;50;79;83
0;093;1;42;16;30;41;54;70
0;093;2;49;14;37;51;64;77
0;093;3;52;7;37;58;73;81
0;093;4;56;0;55;64;68;83
0;094;1;44;9;28;44;58;78
0;094;2;52;12;42;54;65;80
0;094;3;61;27;51;61;71;87
0;094;4;60;21;52;61;73;84
0;095;1;23;0;0;21;41;56
0;095;2;33;0;12;39;48;62
0;095;3;19;0;0;0;43;53
0;095;4;2;1;1;2;3;3
0;096;1;51;22;40;52;63;76
0;096;2;60;32;51;61;73;83
0;096;3;63;8;55;69;78;87
0;096;4;83;83;83;83;83;83
0;097;1;21;3;10;21;30;44
0;097;2;23;2;6;21;34;57
0;097;3;23;1;3;5;46;71
0;097;4;44;3;4;60;71;88
0;098;1;35;8;21;34;48;66
0;098;2;47;6;35;50;63;78
0;098;3;46;1;18;55;70;82
0;098;4;60;12;50;58;77;85
0;110;1;61;46;53;60;68;81
0;110;2;61;46;54;60;68;81
0;110;3;62;45;54;61;70;82
0;110;4;63;47;56;61;70;82
0;111;1;57;25;45;58;71;84
0;111;2;68;38;58;72;79;87
0;111;3;75;48;70;77;83;90
0;111;4;75;52;69;78;81;95
0;112;1;64;16;55;69;79;88
0;112;2;73;45;68;77;82;90
0;112;3;69;7;65;77;84;93
0;112;4;76;9;73;82;85;93
0;113;1;12;0;1;4;20;48
0;113;2;19;0;1;4;32;77
0;113;3;33;0;2;15;68;86
0;113;4;43;0;6;44;76;88
0;114;1;28;2;12;23;41;70
0;114;2;39;1;8;41;65;83
0;114;3;48;2;28;54;70;84
0;114;4;58;5;50;63;71;89
0;115;1;30;0;4;28;51;75
0;115;2;51;2;43;54;64;79
0;115;3;53;0;19;64;79;90
0;115;4;66;3;59;72;80;87
0;120;1;57;24;51;60;67;75
0;120;2;62;41;55;64;71;77
0;120;3;65;47;59;67;73;79
0;120;4;62;18;56;65;73;81
0;121;1;53;18;39;57;69;79
0;121;2;59;20;51;63;73;82
0;121;3;63;27;54;66;75;84
0;121;4;60;8;51;65;75;82
0;122;1;54;18;39;58;69;81
0;122;2;63;33;55;66;74;83
0;122;3;65;28;57;69;78;87
0;122;4;65;17;57;70;78;86
0;130;1;79;62;72;82;86;89
0;130;2;58;0;52;66;75;84
0;130;3;66;2;59;72;81;87
0;130;4;67;25;60;73;80;87
0;131;1;14;0;4;12;22;37
0;131;2;19;1;9;19;26;40
0;131;3;23;4;17;23;29;39
0;131;4;21;1;12;20;29;41
0;132;1;1;0;0;0;0;4
0;132;2;1;0;0;0;2;7
0;132;3;1;0;0;1;2;5
0;132;4;0;0;0;0;0;4
0;133;1;76;52;72;79;85;92
0;133;2;62;1;57;69;77;86
0;133;3;72;41;65;76;83;91
0;133;4;71;36;65;76;83;90
0;134;1;58;26;45;59;73;83
0;134;2;67;35;55;71;80;87
0;134;3;73;42;67;77;83;90
0;134;4;74;46;68;77;84;92
0;135;1;54;18;40;54;68;85
0;135;2;66;32;53;70;80;89
0;135;3;74;45;66;78;84;92
0;135;4;75;43;69;80;86;92
0;136;1;65;46;57;65;74;83
0;136;2;68;48;61;69;77;85
0;136;3;68;49;61;70;77;85
0;136;4;69;49;61;70;77;86
0;137;1;38;0;6;35;64;87
0;137;2;65;8;54;73;82;91
0;137;3;72;30;65;77;84;92
0;137;4;73;37;67;77;84;92
0;138;1;3;0;0;1;2;11
0;138;2;3;0;0;0;2;8
0;138;3;6;0;0;1;2;74
0;138;4;6;0;0;0;1;97
0;139;1;20;0;2;5;35;77
0;139;2;55;1;33;67;80;90
0;139;3;70;4;64;78;85;93
0;139;4;73;36;68;79;85;93
0;140;1;62;3;54;66;75;85
0;140;2;70;47;62;72;79;87
0;140;3;72;51;65;74;80;88
0;140;4;73;54;67;75;81;88
0;141;1;9;0;0;1;8;54
0;141;2;22;0;0;2;49;81
0;141;3;26;0;0;2;61;85
0;141;4;35;0;0;15;72;87
0;142;1;51;2;34;56;70;82
0;142;2;63;33;51;68;77;85
0;142;3;69;37;62;73;81;87
0;142;4;71;39;68;74;81;87
0;143;1;34;17;22;28;43;67
0;143;2;59;20;44;62;76;86
0;143;3;70;33;61;74;82;90
0;143;4;67;21;56;72;82;88
0;144;1;29;0;1;27;52;80
0;144;2;50;0;15;60;78;88
0;144;3;67;1;59;76;84;93
0;144;4;72;13;66;78;85;93
0;160;1;19;0;0;10;38;54
0;160;2;30;0;0;27;63;67
0;160;3;21;0;3;10;48;66
0;160;4;3;0;0;0;3;11
0;161;1;60;33;52;62;69;80
0;161;2;65;39;57;68;74;81
0;161;3;63;39;56;66;73;81
0;161;4;64;20;56;68;75;84
0;162;1;59;37;50;60;71;75
0;162;2;68;48;60;72;77;84
0;162;3;71;51;66;73;78;85
0;162;4;73;52;68;75;81;86
0;163;1;59;23;51;62;72;82
0;163;2;65;36;57;69;76;83
0;163;3;68;41;62;72;78;83
0;163;4;68;36;63;73;78;84
0;165;1;62;44;55;63;69;80
0;165;2;66;48;59;67;74;81
0;165;3;68;50;61;70;76;82
0;165;4;70;53;64;72;78;84
0;166;1;65;49;57;65;71;83
0;166;2;66;48;59;67;74;80
0;166;3;68;51;61;69;75;81
0;166;4;69;51;63;70;76;82
0;167;1;44;3;31;47;60;74
0;167;2;50;5;41;54;66;76
0;167;3;44;0;5;56;72;79
0;167;4;46;0;4;59;70;79
0;168;1;62;31;54;63;75;83
0;168;2;67;46;60;69;76;83
0;168;3;68;45;61;70;77;85
0;168;4;65;1;60;70;77;84
0;169;1;65;41;56;67;78;84
0;169;2;69;54;64;71;76;83
0;169;3;71;54;63;73;79;85
0;169;4;74;60;69;75;81;86
0;170;1;75;57;70;76;81;88
0;170;2;77;59;73;78;84;91
0;170;3;78;63;74;79;84;89
0;170;4;77;56;73;79;84;88
0;171;1;75;55;70;77;82;89
0;171;2;76;58;72;78;83;89
0;171;3;79;60;74;80;85;91
0;171;4;78;62;74;80;84;90
0;172;1;73;49;65;74;81;93
0;172;2;72;53;64;73;81;88
0;172;3;75;53;68;77;84;92
0;172;4;74;54;68;76;81;88
0;173;1;66;45;58;67;75;84
0;173;2;69;49;62;71;77;85
0;173;3;71;48;64;74;80;87
0;173;4;72;48;66;76;82;89
0;174;1;60;42;51;60;69;78
0;174;2;65;43;54;64;76;85
0;174;3;69;48;61;71;79;86
0;174;4;71;48;61;74;81;87
0;175;1;61;30;52;63;72;82
0;175;2;66;47;59;68;75;83
0;175;3;68;46;60;70;78;85
0;175;4;72;49;66;74;81;87
0;176;1;76;51;70;79;85;92
0;176;2;78;55;74;80;85;92
0;176;3;78;59;75;80;85;91
0;176;4;74;18;74;80;87;92
0;177;1;73;47;65;76;82;89
0;177;2;74;49;69;77;82;92
0;177;3;74;49;68;76;82;92
0;177;4;71;31;71;76;80;89
0;178;1;67;38;51;68;82;93
0;178;2;70;47;63;73;79;87
0;178;3;73;48;65;75;82;89
0;178;4;75;60;71;76;81;92
0;179;1;55;31;44;55;66;77
0;179;2;62;38;53;63;73;82
0;179;3;70;43;63;74;80;86
0;179;4;71;13;64;76;85;88
0;180;1;68;38;55;72;82;86
0;180;2;68;36;59;71;80;88
0;180;3;71;44;64;75;81;88
0;180;4;73;45;67;76;82;89
0;190;1;65;43;54;65;76;86
0;190;2;69;45;58;71;79;87
0;190;3;77;55;71;79;85;92
0;190;4;77;55;71;79;85;91
0;191;1;64;41;55;65;74;82
0;191;2;64;42;57;66;75;82
0;191;3;67;39;60;71;77;84
0;191;4;66;38;59;71;79;85
0;192;1;64;45;56;65;73;81
0;192;2;67;48;59;68;75;82
0;192;3;70;52;63;72;77;84
0;192;4;73;56;68;74;80;88
0;193;1;52;1;31;57;70;86
0;193;2;63;18;57;66;77;85
0;193;3;64;23;56;69;81;87
0;193;4;64;30;53;70;79;86
0;194;1;77;52;71;81;86;92
0;194;2;78;56;73;80;85;92
0;194;3;79;59;74;81;86;93
0;194;4;79;59;75;81;86;93
0;195;1;53;23;38;51;67;84
0;195;2;68;34;59;72;81;87
0;195;3;64;29;52;68;80;88
0;195;4;76;49;71;80;84;90
0;196;1;67;1;58;72;83;92
0;196;2;68;28;60;74;82;89
0;196;3;73;40;67;78;84;91
0;196;4;70;35;62;75;83;88
0;197;1;63;29;53;66;77;86
0;197;2;70;43;62;72;80;87
0;197;3;72;44;63;75;82;91
0;197;4;74;47;68;78;84;92
0;198;1;66;45;57;67;75;84
0;198;2;70;49;62;72;78;85
0;198;3;76;54;70;77;83;90
0;198;4;75;49;70;78;83;90
0;199;1;64;35;52;66;78;87
0;199;2;68;41;58;72;80;88
0;199;3;72;39;66;76;83;90
0;199;4;73;31;67;78;82;94
0;200;1;54;0;36;63;77;88
0;200;2;67;0;60;75;83;90
0;200;3;73;15;71;79;85;93
0;200;4;74;3;74;82;86;93
0;201;1;61;24;51;65;75;85
0;201;2;71;45;64;75;81;88
0;201;3;76;54;71;79;84;92
0;201;4;78;58;73;80;85;93
0;202;1;64;41;54;64;74;85
0;202;2;70;46;61;73;80;88
0;202;3;76;54;69;78;84;91
0;202;4;78;64;73;78;85;92
0;203;1;53;24;43;53;65;81
0;203;2;63;38;52;64;76;86
0;203;3;71;44;64;74;82;88
0;203;4;76;51;72;78;84;88
0;204;1;51;5;29;56;74;85
0;204;2;69;26;62;75;82;88
0;204;3;76;52;73;80;84;92
0;204;4;78;55;74;82;84;90
0;205;1;56;34;44;56;68;82
0;205;2;64;37;54;67;76;86
0;205;3;66;38;56;67;78;89
0;205;4;69;35;57;74;81;89
0;206;1;63;38;53;64;76;85
0;206;2;63;32;54;67;76;85
0;206;3;61;11;53;66;76;85
0;206;4;64;22;55;68;77;85
0;207;1;59;21;45;61;76;87
0;207;2;66;29;55;71;80;88
0;207;3;70;40;63;74;81;89
0;207;4;74;45;69;78;83;92
0;220;1;47;22;36;46;59;74
0;220;2;55;28;42;53;68;82
0;220;3;61;21;51;64;74;84
0;220;4;66;35;56;68;79;87
0;221;1;57;26;47;59;70;82
0;221;2;64;36;56;67;76;85
0;221;3;68;40;59;71;79;87
0;221;4;72;43;65;76;82;88
0;222;1;26;0;0;0;51;79
0;222;2;52;0;37;53;72;84
0;222;3;62;3;51;66;80;87
0;222;4;71;47;59;76;85;89
0;223;1;55;2;46;58;70;83
0;223;2;60;18;51;65;74;83
0;223;3;62;12;52;67;79;87
0;223;4;65;20;56;70;80;88
0;224;1;49;19;37;49;62;77
0;224;2;59;20;47;62;74;85
0;224;3;63;23;51;67;79;88
0;224;4;70;29;62;75;82;92
0;225;1;26;8;14;21;35;57
0;225;2;33;8;15;28;48;72
0;225;3;40;4;15;38;59;83
0;225;4;57;6;30;66;79;87
0;226;1;48;25;38;47;58;76
0;226;2;56;24;45;57;70;84
0;226;3;61;15;50;65;77;86
0;226;4;66;33;53;70;81;89
0;227;1;53;26;43;54;65;78
0;227;2;62;38;53;63;73;83
0;227;3;65;39;56;67;76;86
0;227;4;71;50;60;73;80;87
0;228;1;54;6;43;57;69;82
0;228;2;68;39;61;72;79;86
0;228;3;74;51;69;78;83;91
0;228;4;76;47;74;79;85;91
0;229;1;46;14;31;47;62;80
0;229;2;59;23;49;61;74;83
0;229;3;65;29;56;69;78;86
0;229;4;68;34;59;73;82;87
0;240;1;68;46;60;70;79;86
0;240;2;70;49;62;72;79;87
0;240;3;70;48;61;72;80;87
0;240;4;70;48;62;71;80;89
0;241;1;42;2;23;43;62;80
0;241;2;62;19;49;67;79;87
0;241;3;72;42;63;76;83;91
0;241;4;71;36;60;75;83;92
0;242;1;41;4;23;36;58;81
0;242;2;58;12;43;61;76;87
0;242;3;65;37;55;68;79;88
0;242;4;67;25;55;70;81;88
0;243;1;25;0;0;5;51;78
0;243;2;53;0;37;59;76;86
0;243;3;67;4;59;74;82;91
0;243;4;66;5;57;72;82;92
0;244;1;61;37;50;60;74;84
0;244;2;69;43;59;72;80;87
0;244;3;71;41;62;75;83;91
0;244;4;70;42;59;74;83;91
0;245;1;39;14;24;37;52;76
0;245;2;47;16;30;45;65;83
0;245;3;51;16;31;48;72;87
0;245;4;47;17;28;45;65;82
0;246;1;65;26;53;68;80;87
0;246;2;74;46;69;77;84;92
0;246;3;79;56;74;81;86;93
0;246;4;77;56;72;80;85;93
0;247;1;43;2;13;47;69;84
0;247;2;64;7;54;72;81;90
0;247;3;74;40;68;79;86;93
0;247;4;69;39;60;72;82;91
0;248;1;42;3;27;43;55;78
0;248;2;56;15;43;60;74;86
0;248;3;62;22;49;65;78;87
0;248;4;63;30;52;64;78;88
0;249;1;20;0;2;11;33;69
0;249;2;36;0;2;31;69;86
0;249;3;49;0;6;61;79;88
0;249;4;43;0;2;53;76;89
0;250;1;40;1;11;40;67;84
0;250;2;59;2;46;67;78;87
0;250;3;68;17;59;74;82;90
0;250;4;63;7;52;68;80;89
0;260;1;55;30;46;54;65;78
0;260;2;61;36;51;63;71;80
0;260;3;61;34;52;63;71;81
0;260;4;63;39;54;65;72;81
0;261;1;62;30;46;64;78;87
0;261;2;67;33;58;70;79;87
0;261;3;69;40;61;73;80;89
0;261;4;70;47;62;72;79;87
0;262;1;59;30;49;60;72;83
0;262;2;66;37;57;69;76;85
0;262;3;72;43;64;74;81;90
0;262;4;72;45;65;74;82;88
0;263;1;52;25;39;52;65;79
0;263;2;60;29;48;62;74;83
0;263;3;68;34;60;73;80;87
0;263;4;74;50;68;77;82;89
0;264;1;60;32;52;60;71;83
0;264;2;62;38;53;63;74;84
0;264;3;62;42;52;63;73;85
0;264;4;63;33;52;64;74;86
0;280;1;55;35;47;53;64;79
0;280;2;58;38;49;57;66;79
0;280;3;60;41;51;59;69;81
0;280;4;60;42;52;59;68;81
0;281;1;69;48;61;70;77;86
0;281;2;70;48;61;72;79;87
0;281;3;69;46;60;71;79;87
0;281;4;71;50;63;72;79;87
0;282;1;49;20;37;48;59;79
0;282;2;55;29;43;53;66;83
0;282;3;59;32;46;58;75;87
0;282;4;58;31;46;56;74;86
0;283;1;46;11;34;47;59;75
0;283;2;54;16;43;57;69;82
0;283;3;59;25;50;60;72;85
0;283;4;59;27;50;60;72;84
0;284;1;57;24;42;59;73;84
0;284;2;67;33;56;71;80;89
0;284;3;74;46;67;78;84;92
0;284;4;76;47;68;79;86;93
0;300;1;70;43;61;73;80;86
0;300;2;68;43;61;70;77;86
0;300;3;74;50;68;76;82;86
0;300;4;78;58;75;78;83;91
0;301;1;80;63;76;82;86;93
0;301;2;79;59;74;81;86;92
0;301;3;81;64;77;82;86;94
0;301;4;83;68;78;84;88;94
0;302;1;66;46;59;68;75;82
0;302;2;70;50;64;72;77;84
0;302;3;73;53;68;75;81;87
0;302;4;76;57;72;77;82;87
0;303;1;26;12;14;16;34;68
0;303;2;36;10;15;18;65;77
0;303;3;29;13;14;16;50;70
0;303;4;33;12;14;17;63;75
0;304;1;50;30;41;48;58;74
0;304;2;58;35;48;59;69;78
0;304;3;56;23;45;59;71;80
0;304;4;63;26;54;68;76;87
0;305;1;52;29;43;50;62;78
0;305;2;60;11;48;61;75;89
0;305;3;68;40;58;71;79;88
0;305;4;68;42;59;69;80;86
0;306;1;69;45;62;72;78;84
0;306;2;72;53;67;74;79;86
0;306;3;76;56;72;78;83;88
0;306;4;75;55;71;76;83;88
0;307;1;32;0;16;27;46;71
0;307;2;38;0;3;41;62;78
0;307;3;23;0;0;1;52;73
0;307;4;53;7;29;59;74;83
0;308;1;72;34;62;78;85;93
0;308;2;76;27;72;81;86;94
0;308;3;81;55;78;83;87;95
0;308;4;82;62;79;84;87;95
0;309;1;33;2;15;28;49;77
0;309;2;56;9;36;62;78;87
0;309;3;68;14;60;74;82;91
0;309;4;69;17;60;76;84;91
0;310;1;50;29;40;49;59;75
0;310;2;58;34;47;58;70;80
0;310;3;65;27;54;71;78;86
0;310;4;67;35;60;70;78;86
0;311;1;43;9;25;44;58;75
0;311;2;51;10;43;52;60;86
0;311;3;70;70;70;70;70;70
0;312;1;43;4;24;44;61;82
0;312;2;55;18;40;60;72;87
0;312;3;62;25;51;63;77;85
0;312;4;64;31;54;69;81;86
0;313;1;42;16;26;40;54;75
0;313;2;56;17;43;58;71;83
0;313;3;60;20;46;63;79;88
0;313;4;71;46;64;75;82;89
0;314;1;51;17;40;54;63;76
0;314;2;56;18;46;59;69;80
0;314;3;61;30;50;62;75;88
0;314;4;57;0;55;69;74;83
0;315;1;52;13;42;55;66;80
0;315;2;60;10;50;66;77;87
0;315;3;74;42;68;78;83;90
0;315;4;76;56;71;78;84;89
0;316;1;47;15;31;50;62;77
0;316;2;58;20;48;61;72;83
0;316;3;66;18;56;74;83;90
0;316;4;73;49;73;76;78;82
0;317;1;47;18;37;47;57;75
0;317;2;58;27;48;60;72;82
0;317;3;62;7;50;69;79;87
0;317;4;62;20;53;71;76;83
0;318;1;46;17;33;46;60;78
0;318;2;59;23;46;60;73;87
0;318;3;60;15;46;64;76;92
0;318;4;64;28;58;62;77;86
0;319;1;43;13;28;44;57;76
0;319;2;56;15;43;59;73;83
0;319;3;62;15;48;67;78;89
0;319;4;66;6;57;77;84;90
0;320;1;48;17;34;48;61;80
0;320;2;59;18;47;63;75;84
0;320;3;64;19;53;70;79;87
0;320;4;63;12;53;70;78;86
0;340;1;63;2;52;75;84;93
0;340;2;62;1;49;78;85;94
0;340;3;82;58;79;84;88;96
0;340;4;82;69;78;84;87;95
0;341;1;65;17;52;74;83;92
0;341;2;75;31;72;80;85;92
0;341;3;79;50;76;82;87;93
0;341;4;82;65;78;83;88;94
0;342;1;39;5;11;32;67;86
0;342;2;71;24;63;77;84;92
0;342;3;77;48;73;81;86;93
0;342;4;80;56;75;84;88;94
0;343;1;71;40;63;76;83;89
0;343;2;74;51;69;78;83;91
0;343;3;73;45;65;77;83;91
0;343;4;72;45;65;76;82;93
0;344;1;54;21;45;54;68;83
0;344;2;35;0;3;19;66;83
0;344;3;58;2;42;66;80;90
0;344;4;65;7;60;73;83;94
0;345;1;49;21;36;48;63;80
0;345;2;31;0;2;12;61;85
0;345;3;61;3;49;67;81;85
0;345;4;66;6;60;79;83;86
0;346;1;50;3;35;54;70;83
0;346;2;57;15;43;60;75;85
0;346;3;56;3;41;62;77;87
0;346;4;60;24;49;62;75;83
0;347;1;52;22;40;51;67;82
0;347;2;66;33;55;71;80;87
0;347;3;76;49;72;79;85;91
0;347;4;77;53;72;80;85;93
0;348;1;57;4;44;64;77;87
0;348;2;71;35;63;76;83;89
0;348;3;76;50;73;80;85;93
0;348;4;79;54;76;80;86;92
0;349;1;68;39;59;71;79;87
0;349;2;68;35;60;72;80;88
0;349;3;74;51;68;77;83;92
0;349;4;75;44;70;78;84;92
