vrai_hop;rdrg;SI;cat;N;total;p5;p25;p50;p75;p95
0;001;1;1;4;286;56.49;66.48;76.47;76.47;76.47
0;001;1;2;4;138;34.53;34.53;34.53;34.53;34.53
0;001;1;3;4;2175;158.28;250.29;552.8;836.97;910.65
0;001;2;1;16;1399;56.49;76.47;82.15;95.22;152.94
0;001;2;2;16;587;34.53;34.53;34.53;34.53;69.06
0;001;2;3;16;5437;63.89;114.55;326.37;396.14;1231.9
0;001;3;1;36;3028;69.43;76.47;79.93;91.89;109.66
0;001;3;2;36;1243;34.53;34.53;34.53;34.53;34.53
0;001;3;3;36;14580;80.18;314.89;392.64;451.27;875.02
0;001;4;1;150;12859;56.49;73.74;79.39;95.9;127.41
0;001;4;2;150;5283;34.53;34.53;34.53;34.53;34.53
0;001;4;3;152;116294;161.63;398.16;556.68;829.41;2017.02
0;002;2;1;3;205;56.49;56.49;73.65;74.41;74.41
0;002;2;2;3;104;34.53;34.53;34.53;34.53;34.53
0;002;2;3;4;2252;429.51;460.14;502.28;666.02;818.27
0;002;3;1;27;2276;56.49;74.41;78.7;91.89;127.41
0;002;3;2;27;967;34.53;34.53;34.53;34.53;34.53
0;002;3;3;27;15935;323.12;481;568.02;705.28;859.6
0;002;4;1;105;9429;56.49;73.74;79.39;109.66;131.63
0;002;4;2;105;3695;34.53;34.53;34.53;34.53;34.53
0;002;4;3;107;121890;391.86;589.68;784.86;1174.58;3429.7
0;003;1;1;62;4758;49.6;65.54;72.43;83.36;127.41
0;003;1;2;62;2099;24.17;34.53;34.53;34.53;34.53
0;003;1;3;62;18547;92.1;155.95;295.68;356.73;696.87
0;003;2;1;91;6997;29.66;64.25;73.74;83.36;127.41
0;003;2;2;91;3070;24.17;34.53;34.53;34.53;34.53
0;003;2;3;91;34553;112.61;261.92;340.96;484.53;738.38
0;003;3;1;197;14939;24.63;61.97;76.47;91.89;127.41
0;003;3;2;197;6661;24.17;34.53;34.53;34.53;34.53
0;003;3;3;197;98489;241.28;356.22;465.2;606.63;847.5
0;003;4;1;259;19513;24.93;62.81;73.74;91.27;113.88
0;003;4;2;259;8857;24.17;34.53;34.53;34.53;34.53
0;003;4;3;262;184285;295.72;429.28;579;857.88;1474.74
0;004;1;1;15;1060;33.88;53.19;70;76.47;156.36
0;004;1;2;15;552;34.53;34.53;34.53;34.53;69.06
0;004;1;3;15;3299;68.65;99.25;204.63;284.4;569.2
0;004;2;1;62;4867;42.21;59.15;70.11;83.61;146.75
0;004;2;2;61;2244;34.53;34.53;34.53;34.53;69.06
0;004;2;3;62;31046;106.92;266.95;404.22;705.49;929.2
0;004;3;1;230;16606;38.02;57.68;69.72;79.94;116.78
0;004;3;2;225;8025;34.53;34.53;34.53;34.53;34.53
0;004;3;3;230;164438;152.19;330.85;578.37;1005.55;1541.98
0;004;4;1;1770;128062;39.73;56.49;67.49;79.39;123.87
0;004;4;2;1754;63318;34.53;34.53;34.53;34.53;34.53
0;004;4;3;1782;2044312;291.42;593.67;976.5;1496.36;2639.4
0;005;1;1;42;3166;45.91;60.98;74.07;91.89;102.77
0;005;1;2;42;1519;34.53;34.53;34.53;34.53;34.53
0;005;1;3;42;13920;97.6;210.78;331.2;451.63;613.28
0;005;2;1;142;10761;45.51;59.47;73.15;83.36;111.33
0;005;2;2;142;5045;34.53;34.53;34.53;34.53;34.53
0;005;2;3;143;60927;116.9;244.97;353.68;542.24;936.94
0;005;3;1;113;8182;29.24;56.49;70;85.02;109.66
0;005;3;2;113;4005;34.53;34.53;34.53;34.53;34.53
0;005;3;3;113;64539;149.33;310.96;476.04;700.38;1334.34
0;005;4;1;129;9436;47.19;59.98;69.79;79.39;122.42
0;005;4;2;129;4582;34.53;34.53;34.53;34.53;34.53
0;005;4;3;129;103654;227;410.68;694.7;968.1;1674.78
0;020;1;1;116;8628;39.95;61.68;71.33;78.51;115.22
0;020;1;2;116;4133;34.53;34.53;34.53;34.53;34.53
0;020;1;3;116;25953;80.62;154.24;195.91;252.94;414.88
0;020;2;1;159;12281;39.95;61.57;73.74;87;131.63
0;020;2;2;159;5825;34.53;34.53;34.53;34.53;69.06
0;020;2;3;159;56949;110.08;202;274.41;412.25;917.49
0;020;3;1;162;12157;44.09;58.94;72.62;80.43;127.41
0;020;3;2;161;5653;34.53;34.53;34.53;34.53;34.53
0;020;3;3;162;59846;70.29;138.06;289.46;468.32;866.4
0;020;4;1;204;14312;38.02;56.34;65.78;79.04;127.41
0;020;4;2;200;7092;34.53;34.53;34.53;34.53;34.53
0;020;4;3;205;113366;71.72;175.78;422.27;745.74;1408.24
0;021;1;1;1185;87882;47.61;60.31;70.47;80.43;113.88
0;021;1;2;1185;41602;34.53;34.53;34.53;34.53;34.53
0;021;1;3;1188;321685;92.45;168.85;225.95;316.53;553.04
0;021;2;1;1238;94508;42.24;61.05;73.4;83.8;127.41
0;021;2;2;1236;43698;34.53;34.53;34.53;34.53;34.53
0;021;2;3;1238;402217;91.7;177.32;254.7;375.12;827.82
0;021;3;1;750;58644;47.61;59.79;73.74;90.77;127.41
0;021;3;2;745;26819;34.53;34.53;34.53;34.53;34.53
0;021;3;3;751;374219;101.76;236.43;366.9;601.64;1309.63
0;021;4;1;643;46561;39.95;58.58;67.07;80.34;127.41
0;021;4;2;640;23094;34.53;34.53;34.53;34.53;34.53
0;021;4;3;648;475371;106.74;273.04;572.69;985.01;1914.52
0;022;1;1;189;14097;49.92;63.73;70;83.36;107.89
0;022;1;2;189;6664;34.53;34.53;34.53;34.53;34.53
0;022;1;3;189;35571;85.91;124.56;165.18;216.18;391.86
0;022;2;1;281;20950;47.19;57.68;69.43;80.34;127.41
0;022;2;2;281;9979;34.53;34.53;34.53;34.53;34.53
0;022;2;3;281;78560;93.86;158.28;218.67;320.58;637.12
0;022;3;1;126;9249;44.09;56.34;69.43;82.92;122.6
0;022;3;2;125;4468;34.53;34.53;34.53;34.53;34.53
0;022;3;3;127;65503;81.96;182.74;391.86;674.4;1380.95
0;022;4;1;103;7620;48.46;58.58;70.03;79.39;114.32
0;022;4;2;103;3660;34.53;34.53;34.53;34.53;34.53
0;022;4;3;103;62281;95.24;187.2;407.83;826.7;1661.36
0;023;1;1;521;34308;37.55;56.09;65.29;73.74;100.04
0;023;1;2;520;17934;34.53;34.53;34.53;34.53;34.53
0;023;1;3;521;77738;72.86;99.44;125.8;171.68;299.46
0;023;2;1;285;19972;39.27;55.46;65.81;77.96;127.41
0;023;2;2;285;9889;34.53;34.53;34.53;34.53;34.53
0;023;2;3;285;83848;94.17;138.66;213.66;321.48;822.84
0;023;3;1;155;11356;38.02;56.46;67.64;83.61;127.41
0;023;3;2;155;5490;34.53;34.53;34.53;34.53;34.53
0;023;3;3;155;83868;115.05;205.19;392.4;597.82;1627.21
0;023;4;1;45;3438;29.66;60.67;67.07;83.36;155.17
0;023;4;2;45;1623;34.53;34.53;34.53;34.53;34.53
0;023;4;3;45;42213;120.42;396.59;577.5;1254.35;2744.28
0;024;1;1;1067;70376;39.95;52.4;63.2;77.8;100.61
0;024;1;2;1067;36610;34.53;34.53;34.53;34.53;34.53
0;024;1;3;1067;135512;79.25;96.92;117.2;142.38;207.5
0;024;2;1;2070;137000;37.52;52.68;63.92;76.76;102.77
0;024;2;2;2065;70903;34.53;34.53;34.53;34.53;34.53
0;024;2;3;2071;346568;88.38;113.79;140.16;179.77;339.44
0;024;3;1;673;43050;37.87;51.75;60.31;72.9;100.04
0;024;3;2;672;23146;34.53;34.53;34.53;34.53;34.53
0;024;3;3;674;244737;101.44;143.58;228.2;426.5;1115.25
0;024;4;1;90;5984;39.95;49.92;58.38;70.99;104.83
0;024;4;2;89;3132;34.53;34.53;34.53;34.53;34.53
0;024;4;3;90;72630;134.6;368.28;615.16;991.63;2251.22
0;025;1;1;2818;175060;35.22;49.67;60.68;72.38;98.55
0;025;1;2;2816;96692;34.53;34.53;34.53;34.53;34.53
0;025;1;3;2818;257573;60.56;70.83;81.67;94.74;152.85
0;025;2;1;220;15031;34.82;54.05;65.81;79.36;102.77
0;025;2;2;220;7586;34.53;34.53;34.53;34.53;34.53
0;025;2;3;220;31040;68.56;81.06;100.72;148.16;297.46
0;025;3;1;63;4439;39.04;53.39;72.62;83.61;103.3
0;025;3;2;62;2132;34.53;34.53;34.53;34.53;34.53
0;025;3;3;63;17580;76.3;88.53;132.74;409.28;922.78
0;025;4;1;10;799;33.88;49.6;60.6;73.94;241.82
0;025;4;2;10;380;34.53;34.53;34.53;34.53;69.06
0;025;4;3;10;4375;92.14;208.88;392.91;702.67;854.73
0;026;1;1;657;49173;40.27;55.97;70.99;84.9;127.41
0;026;1;2;657;22655;34.53;34.53;34.53;34.53;34.53
0;026;1;3;656;91720;64.31;86.12;110.65;132.08;325.72
0;026;2;1;456;34010;42.83;56.03;69.18;85.53;127.41
0;026;2;2;455;15614;34.53;34.53;34.53;34.53;34.53
0;026;2;3;457;120289;81.88;120.42;193.38;315.87;612.73
0;026;3;1;276;18260;39.56;54.14;61.75;73.4;109.66
0;026;3;2;275;9620;34.53;34.53;34.53;34.53;34.53
0;026;3;3;276;145472;129.04;244.03;387.52;630.25;1447.43
0;026;4;1;98;6792;39.66;54.26;65.78;78.63;113.88
0;026;4;2;98;3512;34.53;34.53;34.53;34.53;34.53
0;026;4;3;98;80016;204;408.9;714.16;1038.94;1753.1
0;040;1;1;197;13159;33.88;53.96;66.18;73.4;106.57
0;040;1;2;197;6989;34.53;34.53;34.53;34.53;34.53
0;040;1;3;197;26461;65;78.79;106.65;150.58;266.23
0;040;2;1;220;15056;35.34;53.53;66.1;79.39;109.04
0;040;2;2;219;7668;34.53;34.53;34.53;34.53;34.53
0;040;2;3;220;49689;67.54;99.76;153.23;275.69;624.97
0;040;3;1;132;9041;36.14;54.35;65.88;79.04;109.66
0;040;3;2;132;4617;34.53;34.53;34.53;34.53;34.53
0;040;3;3;132;52283;75.66;146.97;217.71;385.41;1457.28
0;040;4;1;41;3003;39.44;55.08;65.34;80.69;116.16
0;040;4;2;41;1430;34.53;34.53;34.53;34.53;34.53
0;040;4;3;41;21151;107.24;198.8;361.96;753.23;1427.35
0;041;1;1;421;29600;37.87;56.09;67.03;80.43;110.04
0;041;1;2;421;14924;34.53;34.53;34.53;34.53;34.53
0;041;1;3;421;66280;69.59;90.94;121.64;175.3;380.2
0;041;2;1;1173;81755;39.35;54.46;65.54;78.33;113.88
0;041;2;2;1171;41135;34.53;34.53;34.53;34.53;34.53
0;041;2;3;1174;289877;77.2;124.68;187.48;297.48;594.04
0;041;3;1;887;63554;39.11;54.53;64.12;80.43;128.79
0;041;3;2;886;30515;24.17;34.53;34.53;34.53;34.53
0;041;3;3;891;318582;94.37;187.2;287.98;450.56;844.41
0;041;4;1;181;12660;41.47;55.64;66.61;77.96;109.66
0;041;4;2;181;6235;34.53;34.53;34.53;34.53;34.53
0;041;4;3;183;90492;106.74;255.5;420.35;621.63;1239.44
0;042;1;1;2119;140239;37.55;53.19;64.25;76.47;103.02
0;042;1;2;2119;73061;34.53;34.53;34.53;34.53;34.53
0;042;1;3;2124;448294;65.03;95.07;153.07;251.8;514
0;042;2;1;4349;281761;37.87;52.25;61.7;73.74;100.61
0;042;2;2;4343;149530;34.53;34.53;34.53;34.53;34.53
0;042;2;3;4354;1399415;87.54;154.7;244.4;378.87;805.55
0;042;3;1;2435;157706;37.03;52.19;61.57;73.52;103.02
0;042;3;2;2434;83819;34.53;34.53;34.53;34.53;34.53
0;042;3;3;2440;1070037;114.1;228.36;346.9;527.13;1086.43
0;042;4;1;385;25454;39.44;54.05;64.01;73.52;104.83
0;042;4;2;382;13259;34.53;34.53;34.53;34.53;34.53
0;042;4;3;386;239923;124.56;292.79;476.21;735.08;1590.01
0;043;1;1;1339;88266;37.03;53.93;64.77;76.76;100.04
0;043;1;2;1339;45907;34.53;34.53;34.53;34.53;34.53
0;043;1;3;1341;171287;64.06;85.24;112.28;141.02;245.38
0;043;2;1;690;46226;39.73;54.14;63.81;76.76;103.73
0;043;2;2;690;23745;34.53;34.53;34.53;34.53;34.53
0;043;2;3;690;128900;72.56;109.44;142.53;204.47;453.28
0;043;3;1;175;11647;39.66;52.68;63.73;76.76;102.77
0;043;3;2;175;6067;34.53;34.53;34.53;34.53;34.53
0;043;3;3;175;58363;74.58;144.14;238.23;423.26;948.64
0;043;4;1;29;1926;39.44;49.52;60.93;77.51;118.03
0;043;4;2;29;991;34.53;34.53;34.53;34.53;34.53
0;043;4;3;29;15405;69.39;321;439.3;526.07;1338.39
0;044;1;1;437;29281;38.1;51.75;61.9;76.76;116.87
0;044;1;2;436;15538;34.53;34.53;34.53;34.53;34.53
0;044;1;3;437;75323;58.88;74.85;124.11;215.97;458.55
0;044;2;1;906;61609;39.04;53.14;64.18;77.96;116.66
0;044;2;2;897;31396;34.53;34.53;34.53;34.53;34.53
0;044;2;3;907;272958;64.04;102.96;199.6;353.16;825.82
0;044;3;1;1114;76274;35.44;53.96;63.92;77.74;126.25
0;044;3;2;1092;38805;34.53;34.53;34.53;34.53;34.53
0;044;3;3;1117;378031;62.18;83.72;197.49;402.42;1094.14
0;044;4;1;448;30327;35.22;54.92;65.54;78.7;103.3
0;044;4;2;441;15285;34.53;34.53;34.53;34.53;34.53
0;044;4;3;449;241461;73.63;164.01;401.58;718.53;1496.02
0;045;1;1;746;46265;37.55;49.03;60.31;71.62;98.8
0;045;1;2;744;25267;24.17;34.53;34.53;34.53;34.53
0;045;1;3;747;138059;75.54;117.61;157.02;216;378
0;045;2;1;4384;285479;39.13;50.69;62.27;73.94;103.02
0;045;2;2;4378;151367;34.53;34.53;34.53;34.53;34.53
0;045;2;3;4388;1311410;95.24;153.77;217.12;329.93;780.15
0;045;3;1;2534;164754;39.34;51.96;61.57;73.74;109.66
0;045;3;2;2530;87503;34.53;34.53;34.53;34.53;34.53
0;045;3;3;2540;1166999;97.88;203.99;319.05;534.6;1370.5
0;045;4;1;1297;84717;37.87;51.78;61.9;74.69;106.57
0;045;4;2;1296;44967;34.53;34.53;34.53;34.53;34.53
0;045;4;3;1302;780255;109.65;262.83;473.48;756.86;1558.22
0;046;1;1;1106;68972;37.87;50.69;60.93;70.6;94.99
