vrai_hop;rdrg;SI;N;total;p5;p25;p50;p75;p95
0;001;1;2;1420;618.35;618.35;710.06;801.77;801.77
0;001;2;24;15356;162.31;476.24;585.98;747.5;1148.9
0;001;3;51;34125;413.66;485.41;583.06;727.67;1344.91
0;001;4;117;139286;410.47;597.8;852.9;1312.33;3686.61
0;002;2;15;8823;322.44;364.89;513.01;765.27;1078.3
0;002;3;31;21628;397.2;498.79;638.78;807.48;1503.58
0;002;4;72;88740;484.94;742.16;998;1359.67;2836.8
0;003;1;84;24680;2.14;128.99;298.18;430.78;572.91
0;003;2;93;36242;79.45;223.64;360.57;561.33;766.08
0;003;3;164;89650;152.94;341.45;452.28;707.05;1111.17
0;003;4;196;160772;170.99;401.27;631.56;1041.44;2105.13
0;004;1;28;7229;0;25.82;103.78;236.38;1184.05
0;004;2;90;35892;16.03;91.16;261.67;572.96;1285.01
0;004;3;315;205103;43.71;241.28;497.61;912.76;1640.49
0;004;4;1525;1886157;248.13;585.89;995.55;1590.21;3128.96
0;005;1;82;5945;8.69;27.07;56.23;109.19;193.13
0;005;2;152;17030;3.26;49.73;92.02;152.1;277.25
0;005;3;127;24968;15.87;69.99;160.23;261.09;558.79
0;005;4;141;72770;72.91;216.8;368.54;620.41;1508.56
0;020;1;166;13872;8.84;19.95;40.31;82.95;173.89
0;020;2;130;13304;9.6;35.87;77.42;138.2;267.68
0;020;3;173;31044;16.85;68.92;133.09;227.61;474.24
0;020;4;211;92828;58.37;206.06;328.35;568.22;1167.83
0;021;1;1282;71270;0;21.44;42.24;70.09;146.08
0;021;2;1151;96425;13.28;39;66.32;101.9;214.95
0;021;3;681;123609;32.75;75.55;121.63;214.65;515.64
0;021;4;537;222183;53.53;154.41;291.42;562.62;1160.11
0;022;1;250;4842;0;3.48;12.27;23.72;61.32
0;022;2;296;14319;0;12.13;27.03;65.9;165.41
0;022;3;109;14833;10.2;35.96;79.03;166.85;481.33
0;022;4;67;24630;33.53;138.57;267.59;413.52;1396.73
0;023;1;733;11366;0;1.19;8.09;20.75;49.64
0;023;2;326;13347;0;11.52;25.07;49.56;130.85
0;023;3;175;17116;0;8.75;59.33;129.19;321.72
0;023;4;36;13366;39.06;119.24;242.95;420.43;1314.23
0;024;1;1296;39612;1.66;13.4;24.76;42.02;75.79
0;024;2;1792;87057;6.3;22.11;41.75;64.35;114.02
0;024;3;548;45640;12;37.73;60.63;102.69;237.48
0;024;4;104;32271;36.43;107.49;181.79;376.73;1020.17
0;025;1;3501;22303;0;0;0;10.2;27.3
0;025;2;182;3381;0;0;12.39;24.95;72.86
0;025;3;41;2251;1.19;14.03;35.77;69.32;168.02
0;025;4;9;1428;0;46.14;94.04;220.68;494.35
0;026;1;678;13033;0;0;11.24;22.97;77.51
0;026;2;414;18441;0;12.9;30.2;60.86;129.04
0;026;3;214;25760;11.41;42.53;75.55;139.29;408.46
0;026;4;74;20299;10.81;81.3;175.43;342.28;611.98
0;040;1;226;3980;0;0;8.47;23.58;79.9
0;040;2;226;6779;0;6.88;19.45;41.06;105.74
0;040;3;123;8127;6.56;22.26;46.29;81.05;193.88
0;040;4;40;6881;6.19;38.85;100.57;238.58;665.77
0;041;1;525;12850;0;9.17;18.23;31.06;62.24
0;041;2;1115;39454;0;13.62;25.36;45.27;98.05
0;041;3;692;38797;1.92;19.75;39.26;72.08;155.4
0;041;4;156;15107;6.53;36.11;64.07;125.92;270.67
0;042;1;2404;63394;0;7.66;22.17;36.4;75.13
0;042;2;3376;136732;0;20.78;34.02;53.21;98.74
0;042;3;1447;96044;12.1;32.36;53.95;82.99;169.4
0;042;4;247;36706;22.43;54.37;103.21;182.2;381.01
0;043;1;1372;49535;0;12.22;27.75;52.88;97.31
0;043;2;588;25965;0;15.35;31.82;60.02;121.46
0;043;3;165;9895;3.76;17.4;40.69;80.83;175.47
0;043;4;30;5197;11.79;88.62;125.51;212.89;450.07
0;044;1;587;22337;0;13.74;23.49;46.27;132.92
0;044;2;888;46543;0;20.25;38.04;70.27;146.45
0;044;3;1060;79504;1.84;24.22;51.01;94.35;236.29
0;044;4;323;56902;24.04;57.56;109.41;205.62;601.06
0;045;1;661;22294;0.52;16.87;25.82;44.57;85.56
0;045;2;3165;151383;10.82;23.87;37.69;59.48;117.98
0;045;3;1620;128076;15.66;36.42;62.95;100.96;196.27
0;045;4;785;123539;23.84;61.54;112.01;197.84;412.65
0;046;1;1936;57880;0;13.78;24.69;39.57;76.91
0;046;2;5333;239954;4.86;21.73;36.54;58.62;109.99
0;046;3;2396;179102;13.79;36.4;58.98;93.46;186.16
0;046;4;812;117649;19.86;53.29;101.3;175.6;429.87
0;047;1;2049;60343;0;16.54;24.78;37.92;69.65
0;047;2;4844;188815;8.46;20.93;32.99;50.34;89.77
0;047;3;1455;91983;15.44;32.42;51.96;78.71;144.26
0;047;4;138;19880;29.36;63.47;107.76;182.23;385.66
0;048;1;1890;43318;0;0;15.44;33.21;76.46
0;048;2;2117;100257;0.96;24.96;41.47;62.29;106.29
0;048;3;1567;91163;0;24.51;47.89;78.19;145.98
0;048;4;73;13007;18.94;91.55;127.93;213.07;436.3
0;049;1;218;13595;6.33;34.08;51.38;80.01;153.51
0;049;2;398;29249;0;26.34;55.74;103.61;198.73
0;049;3;154;19788;25.96;55.83;90.55;153.55;373.57
0;049;4;100;26934;20.62;67.17;194.95;326.38;866.15
0;050;1;280;9783;0;15.08;29.07;48.03;88.59
0;050;2;297;22236;1.98;28.21;58.72;97.27;206.12
0;050;3;103;11554;14.04;44.38;84.96;161.17;324.15
0;050;4;46;16785;69.27;94.98;234.26;438.21;1106.95
0;051;1;1090;44201;8.39;22.99;34.24;50.48;89.48
0;051;2;240;16134;13.71;32.14;56.92;88.86;181.78
0;051;3;43;3852;10.84;21.35;44.87;123.66;278.26
0;051;4;14;3179;16.92;47.63;125.62;193.03;1660.49
0;052;1;604;15628;0;8.69;19.39;32.9;85.94
0;052;2;622;28566;0;19.47;33.8;57.81;130.27
0;052;3;563;44954;0;29.37;55.76;96.31;227.18
0;052;4;249;63217;19.67;81.08;151.87;309.56;828.82
0;053;1;6895;171866;0;9.13;18.64;31.66;74.61
0;053;2;3777;157537;0;16.87;30.48;54.2;113.28
0;053;3;1910;115984;0;16.28;40.59;78.18;188.83
0;053;4;303;73491;33.46;90.64;157.49;311.93;805.88
0;054;1;3328;71447;0;8.09;16.79;28.03;62.92
0;054;2;1201;40372;0;14.14;25.67;44.13;90.25
0;054;3;134;5455;0;17.62;31.04;58.34;115.68
0;054;4;6;1148;8.32;29.43;86.01;421.38;516.79
0;055;1;570;13580;0;0;14.24;29.57;81.68
0;055;2;441;22683;0;16.45;36.35;67.42;149.06
0;055;3;239;23435;0;31;61.14;119.66;313.57
0;055;4;130;29393;12.33;69.69;149.47;300.11;695.57
0;056;1;1022;12459;0;0;4.44;16.91;48.34
0;056;2;310;9736;0;10.05;20.98;43.45;91.67
0;056;3;121;11779;7.47;25.63;52.45;105.09;304.68
0;056;4;21;4567;34.46;55.26;176.33;270.28;652.38
0;057;1;11119;67529;0;0;0;10.43;24.97
0;057;2;1096;21079;0;0;12.83;25.41;65.95
0;057;3;167;7940;0;13.48;30.88;59.41;147.54
0;057;4;28;7172;12.45;42.57;95.18;293.04;1218.59
0;058;1;10466;93641;0;0;0;10.72;46.63
0;058;2;5140;137689;0;0;19.33;36.93;91.1
0;058;3;1753;98909;0;19.03;39.7;75.14;156.55
0;058;4;266;45686;6.53;51.99;100.91;211.34;560.6
0;070;1;374;3074;0;0;4.87;14.76;24.98
0;070;2;162;2935;0;0;11.46;24.07;68.61
0;070;3;23;1649;0;6.46;18.11;54.84;395.14
0;070;4;1;505;504.52;504.52;504.52;504.52;504.52
0;071;1;3603;21746;0;0;0;11.34;21.38
0;071;2;1886;18680;0;0;7;14.59;30.03
0;071;3;56;1685;0;0.42;11.45;42.24;131.2
0;071;4;3;635;10.67;10.67;187.81;436.08;436.08
0;072;1;3168;10354;0;0;0;1.71;18.79
0;072;2;374;4235;0;0;1.69;12.11;45.5
0;072;3;33;1737;0;3.02;24.26;68.09;193.5
0;072;4;3;339;17;17;33.34;288.57;288.57
0;073;1;10795;29254;0;0;0;0;16.94
0;073;2;2580;13632;0;0;0;7;24.34
0;073;3;195;4498;0;0;8.39;31.88;96.64
0;073;4;14;2712;0;64.42;164.41;217.5;716.74
0;080;1;216;2735;0;0;8.65;19.2;44.1
0;080;2;61;1379;0;4.71;14.87;34.79;62.08
0;080;3;11;617;19.97;27.92;33.38;76.78;183.83
0;081;1;308;12835;0;12.24;31.64;64.79;104.62
0;081;2;297;13122;0;16.22;33.78;60.31;117.83
0;081;3;55;2897;2.37;27.08;43.81;72.62;123.54
0;081;4;3;213;50.92;50.92;72.11;89.75;89.75
0;082;1;1059;20535;0;0;10.6;30.87;73.72
0;082;2;1220;46509;0;13.56;30.8;53.67;103.07
0;082;3;368;21894;9.88;32.36;51.94;74.68;141.93
0;082;4;21;3660;32.67;53.09;170.42;222.25;400.69
0;090;1;80;652;0;0;0;13.77;34.74
0;090;2;169;10857;0;12.59;45.99;89.94;193.44
0;090;3;48;6103;7.73;46.84;79.69;179.48;316.9
0;090;4;79;18518;20.54;75.21;121.97;234.82;1279.71
0;091;1;261;2938;0;0;5.89;15.38;46.94
0;091;2;131;5208;0;7.59;24.99;48.87;146.01
0;091;3;44;5897;10.89;45.45;91.28;178.24;351.38
0;091;4;61;16002;27.13;92.2;173.67;341.21;734.18
0;092;1;2376;16733;0;0;0;10.55;27.46
0;092;2;317;7630;0;0;11.81;27.14;81.18
0;092;3;56;2689;1.08;12.99;27.77;69.3;153.4
0;092;4;6;1094;29.33;50.6;224.06;282.26;284.16
0;093;1;7036;26385;0;0;0;3.92;21.48
0;093;2;771;10135;0;0;5.74;18.14;46.81
0;093;3;50;2299;0;10.7;29.7;70.17;163.73
0;093;4;9;3092;6.36;92.26;174.55;642.12;1002.85
0;094;1;2079;13637;0;0;0;8.62;27.42
0;094;2;340;5806;0;0;9.21;23.27;66.83
0;094;3;60;3630;0;8.12;38.9;76.41;237.03
0;094;4;14;5737;0;35.84;401.71;531.74;1565.29
0;095;1;347;2781;0;0;0;12.64;35.07
0;095;2;80;1595;0;0;5;22.28;73.36
0;095;3;5;75;0;0;12.01;15.03;47.72
0;095;4;1;6;5.87;5.87;5.87;5.87;5.87
0;096;1;773;3576;0;0;0;6.53;22.04
0;096;2;196;2715;0;0;6.96;19.95;45.48
0;096;3;11;270;0;4.63;11.57;41.22;79.58
0;096;4;2;153;20.21;20.21;76.62;133.04;133.04
0;097;1;11012;29833;0;0;0;0;17.32
0;097;2;731;8139;0;0;0;16.03;48.46
0;097;3;53;1697;0;6.08;23.87;36.98;115.13
0;097;4;5;3872;47.96;110.42;350.24;1207.36;2155.54
0;098;1;13823;52445;0;0;0;1.6;21.73
0;098;2;1699;19773;0;0;0.32;15.92;45.51
0;098;3;122;4867;0;6.01;19.25;43.7;136.8
0;098;4;20;3988;3.6;56.23;144.54;243.03;793.09
0;110;1;610;9898;0;1.28;12.05;21.85;47.77
0;110;2;802;19698;0;9.03;16.08;29.15;84.12
0;110;3;467;19811;0;12.56;25.24;55.56;135.06
0;110;4;67;9633;16.19;47.29;91.8;179.38;338.03
0;111;1;2001;49104;0;12.39;19.81;32.2;63.64
0;111;2;1355;47519;1.9;18.63;29.29;44.78;82.85
0;111;3;245;11107;6.62;24.56;37.7;58.77;105.17
0;111;4;9;2124;22.54;37.49;79.59;313.19;899.43
0;112;1;672;7505;0;2.27;8.22;15.67;34.08
0;112;2;241;6627;0;9.4;20.87;38.37;78.91
0;112;3;110;5352;5.53;18.8;33.83;60.44;109.93
0;112;4;17;1721;26.57;49.44;99.47;140.99;205.92
0;113;1;6624;140623;0;8.77;17.81;29.3;54.84
0;113;2;3753;112211;0;12.74;23.91;39.64;79.76
0;113;3;605;29458;5.2;19.77;34.75;60.57;143.81
0;113;4;48;5802;11.92;46.26;97.4;142.66;235.82
0;114;1;4920;30266;0;0;0;9.92;27.44
0;114;2;853;16558;0;0;12.51;27.4;68.56
0;114;3;218;11257;0;13.48;35.85;71.48;153.18
0;114;4;28;3385;18.68;37.03;75.4;134.98;312.52
0;115;1;2440;29450;0;0;5.76;17.66;45.07
0;115;2;1707;18477;0;0;0;16.97;51.15
0;115;3;161;8072;0;17.48;34.99;66.47;139.24
0;115;4;30;5880;31.3;70.65;113.72;208.21;669.28
0;120;1;310;21698;6.41;40.05;66.81;93.82;152.55
0;120;2;610;62899;31.12;63.64;91.17;126.77;219.58
0;120;3;334;52362;47.63;91.15;126.37;189.14;384.43
0;120;4;224;95830;57.6;132.56;245.91;522.39;1437.53
0;121;1;1169;40457;0;7.4;21.41;48.42;115.36
0;121;2;1584;91721;0;20.95;42.78;78.59;160.05
0;121;3;838;108534;16.73;52.29;93.65;162.3;364.62
0;121;4;376;143528;41.59;133.26;251.31;488.9;1094.15
0;122;1;165;4853;0;4.9;15.91;36.6;101.76
0;122;2;192;12692;0;21.16;43.58;76.83;197.22
0;122;3;116;13982;13.67;47.34;87.87;163.31;343.14
0;122;4;98;35484;30.43;112.52;222.7;451.86;1349.59
0;130;1;22;3848;6.82;22.47;152.69;207.99;482.78
0;130;2;75;15938;28.42;82.91;169.6;290.85;580.3
0;130;3;323;102272;80.55;163.53;263.83;402.87;749.7
0;130;4;925;450045;117.53;233.58;382.82;631.76;1170.6
0;131;1;75;3063;0;13.2;29.75;54.7;101.18
0;131;2;189;8075;2.64;19.93;32.85;54.3;108.81
0;131;3;279;16452;9.18;30.19;43.95;69.32;167.74
0;131;4;106;10667;3.94;32.17;66.49;117.24;299.42
0;132;1;16;353;0;9.82;17.17;32.65;71
0;132;2;21;590;8.64;15.61;24.2;33.8;61.64
0;132;3;13;378;0;12.76;21.23;54.48;62.52
0;132;4;9;1089;42.67;64.99;105.19;162.01;227.68
0;133;1;819;47461;8.06;29.83;49.08;73.78;134.22
0;133;2;658;36420;0;19.62;39.11;73.4;159.84
0;133;3;1126;121466;15.09;43.75;79.14;132.38;285.02
0;133;4;382;85040;30.62;75.35;148.83;250.27;607.04
0;134;1;682;31260;7;24.19;38.64;59.83;102.16
0;134;2;1852;116240;15.13;32.52;53.2;81.25;142.5
0;134;3;1358;121902;19.07;44.71;75.75;113.99;213.28
0;134;4;411;67424;27.02;73.08;128.91;202.59;421.49
0;135;1;591;8341;0;0;11.96;18.49;40.95
0;135;2;581;18377;0;12.39;21.9;41.38;92.57
0;135;3;285;19293;6.48;25.2;50.72;94.58;166.26
0;135;4;60;9340;27.77;69.04;107.66;180.51;492.6
0;136;1;1147;29660;0;7.74;19.65;34.72;78.89
0;136;2;4714;159343;0;12.47;24.29;43.12;99.63
0;136;3;3162;166322;0.47;18.51;37.95;68.35;153.23
0;136;4;387;43451;18.46;45.94;83.34;150.12;287.06
0;137;1;696;37051;7.94;23.93;44.4;69.99;130.86
0;137;2;1782;133677;13.91;38.43;61.84;96.02;173.66
0;137;3;1890;193946;21.84;52.25;81.51;129.49;249
0;137;4;1338;239855;28.39;73.06;123.87;218.5;525.31
0;138;1;223;5444;0;11.16;21.27;34.09;58.53
0;138;2;88;2663;1.64;13.74;21.73;40.53;83.08
0;138;3;45;1928;4.08;19.06;36.07;69.24;91.72
0;138;4;19;1369;2.37;22.12;44.26;97.43;271.11
0;139;1;8412;292642;2.94;15.58;27.93;46.41;87.92
0;139;2;8629;514138;11.98;31.25;50.5;76.59;135.87
0;139;3;6151;528703;18.65;44.96;71;106.6;207.5
0;139;4;2287;341337;23.63;58.4;104.52;184.05;433.73
0;140;1;4809;179266;0;19.44;31.27;49.31;88.95
0;140;2;8853;446661;8.04;26.55;42.5;65.33;116.34
0;140;3;6778;504705;15.45;37.71;61.32;92.43;181.69
0;140;4;2127;337478;27.05;64.68;110.29;194.32;449.41
0;141;1;6647;147588;0;9.03;18.83;30.72;57.01
0;141;2;3274;115549;1.31;15.71;29.12;47.29;89.6
0;141;3;1263;62797;3.44;20.71;38.6;66.61;124.67
0;141;4;174;22474;8.31;43.61;92.04;160.96;299.13
0;142;1;244;10715;1.16;18.39;33.62;64.26;108.82
0;142;2;556;31530;3.91;25.96;46.3;73.81;151.43
0;142;3;355;30132;17.33;38.48;62.92;100.84;225.31
0;142;4;108;20986;23.59;68.81;123.2;234.3;527.79
0;143;1;814;14563;0;5.22;14.21;24.52;56.35
0;143;2;1242;53065;0;17.09;34.34;57.83;110.76
0;143;3;583;46200;12.24;36.77;65.22;102.98;190.17
0;143;4;146;20964;16.83;64.53;95.88;178.99;371.95
0;144;1;10500;199143;0;0;15.22;28.7;57.06
0;144;2;7814;303589;0;16.18;30.87;52.46;99.37
0;144;3;3608;263797;8.42;32.28;55.3;91.1;187.46
0;144;4;681;118946;22.12;59.98;106.72;198.34;500.44
0;160;1;6;1007;10.04;118.42;195.26;237.21;250.87
0;160;2;11;1367;21.08;86.96;104.72;172.13;228.15
0;160;3;18;3530;85.84;123.21;162.01;267.89;355.55
0;160;4;64;17580;76.34;122.38;185.35;371.77;762.59
0;161;1;119;3356;0;10.33;23.33;39.68;68.55
0;161;2;160;8876;1.96;16.85;30.16;60.79;216.72
0;161;3;145;15788;9.9;37.8;64.6;131.65;335.7
0;161;4;61;20112;43.78;123;216.17;364.38;1095.13
0;162;1;23;3300;15.44;117.37;149.3;174.86;313.75
0;162;2;85;16467;108.37;140.03;182.39;222.17;342
0;162;3;326;94843;136.12;203.75;257.43;347.14;521.91
0;162;4;298;176476;162.57;287.39;424.68;699.9;1709.81
0;163;1;181;29623;90.69;116.63;139.03;173.6;284.49
0;163;2;450;78376;101.88;127.73;150.64;199.82;314.67
0;163;3;1004;243850;114.05;167.12;219.04;292.06;455.46
0;163;4;705;296296;122.87;191.97;288.76;456.98;1356.64
0;164;2;1;215;215.49;215.49;215.49;215.49;215.49
0;164;3;1;268;268.02;268.02;268.02;268.02;268.02
0;165;1;36;5568;10.77;132.05;149.02;181.65;289.47
0;165;2;646;129196;105.4;143.57;182.39;246.83;342.3
0;165;3;1387;340675;122.91;169.92;218.02;290.02;473.94
0;165;4;579;265301;157.97;249.82;333.4;545.1;1195.12
0;166;1;329;45150;74.95;104.08;121.66;147.38;273.26
0;166;2;2475;421273;82.5;115.6;147.54;208.66;320.94
0;166;3;1760;383267;105.85;151.5;197.7;256.39;408.93
0;166;4;577;222561;120.87;202.06;290.85;440.71;966.66
0;167;1;215;10640;6.69;15.12;21.15;41.65;216.41
0;167;2;153;13492;10.86;20.4;44.64;122.46;296.04
0;167;3;124;18801;19.92;58.98;128.39;211.44;445.99
0;167;4;63;26278;114.38;191.49;326.07;508.21;1061.32
0;168;1;614;33385;0.79;19.72;42.26;75.4;141.95
0;168;2;1056;92619;10.51;39.92;72.82;114.75;214.96
0;168;3;621;100067;31.15;72.9;126.22;201.81;420.84
0;168;4;503;184520;65.55;136.12;246.37;465.59;1063.56
0;169;1;158;10643;9.22;32.47;59.4;89.77;153.17
0;169;2;307;32434;25.77;58.73;98.26;141.22;211.98
0;169;3;220;35073;34.59;86.28;125.95;207.26;383.11
0;169;4;185;74363;77.52;173.23;285.63;448.41;1245.25
0;170;1;24;962;0;20.29;39.93;52.81;79.79
0;170;2;116;9306;16.98;43.4;66.16;112.07;186.13
0;170;3;92;10579;19.23;53.5;98.86;137.16;329.93
0;170;4;38;12061;97.02;147.45;236.96;365.83;1075
0;171;1;1557;40725;0;12.31;21.21;33.72;71.95
0;171;2;2183;87828;1.86;16.59;30.44;52.91;105.1
0;171;3;896;67808;11.46;31.19;57.55;98.12;209.61
0;171;4;145;32380;32.66;86.49;144.22;263.6;638.48
0;172;1;92;5319;5.89;22.62;46.51;73.33;183.51
0;172;2;253;23446;10.2;33.39;61.33;110.25;280.2
0;172;3;311;48771;21.95;65.66;124.54;195.12;429.74
0;172;4;152;52997;80.89;149.75;268.17;453.63;878.55
0;173;1;5868;125809;0;5.06;15.13;28.6;65.62
0;173;2;4869;190325;0;10.87;26.14;49.57;123.25
0;173;3;1916;182379;7.38;33.81;68.19;122.81;271.17
0;173;4;500;166769;44.91;129.2;228.87;428.11;946.41
0;174;1;1023;58096;9.13;28.58;48.82;77.48;132
0;174;2;1227;94139;13.05;42.25;66.78;101.46;170.58
0;174;3;369;42498;22.15;63.74;97.1;149.7;269.88
0;174;4;201;51353;22.88;97.52;181.05;338.01;734.5
0;175;1;9122;200073;0;10.04;19.04;28.94;54.34
0;175;2;6278;201289;0.4;13.59;25.19;40.58;85.14
0;175;3;1318;85201;4.13;22.82;47.84;87.02;186.31
0;175;4;247;61547;21.68;81.43;158.07;299.27;681.61
0;176;1;949;17847;0;8.2;15.72;24.87;49.48
0;176;2;712;20267;0;11.83;20.92;34.27;78.57
0;176;3;230;12911;8.56;21.55;40.9;73.41;165.09
0;176;4;24;5283;30.78;81.57;174.59;258.79;526.14
0;177;1;463;7435;0;4.63;12.31;20.48;46.65
0;177;2;305;8299;1.19;9.26;19.58;32.2;74.01
0;177;3;118;8245;1.04;24.99;40.53;80.73;207.14
0;177;4;13;4624;54.16;108.61;154.94;587.4;1239.48
0;178;1;121;2444;0;5.14;15.37;26.69;54.77
0;178;2;272;11591;0;9.91;26.93;54.89;129.73
0;178;3;149;15015;6.88;27.55;68.66;136.35;285.22
0;178;4;23;6191;60.86;134.39;188.55;308.1;515
0;179;1;13643;78633;0;0;0;9.26;27.12
0;179;2;563;7221;0;0;8.89;19.22;41.65
0;179;3;32;1521;0;14.22;36.14;65.15;130.51
0;179;4;5;1067;10.99;52.12;142.19;357.82;503.94
0;180;1;320;8547;0;5.14;16.4;32.26;95.58
0;180;2;350;14636;0;7.87;24.96;57.04;147.38
0;180;3;213;22929;4.5;36.23;82.62;148.12;326.03
0;180;4;85;37134;42.52;130.31;244.59;466.8;1448.99
0;190;1;2320;127176;0;28.51;48.9;73.79;126.38
0;190;2;5193;364207;5.59;36.64;61.88;94.34;158.75
0;190;3;2004;196182;15.78;51.59;82.39;124.57;231.32
0;190;4;1271;217902;11.25;54.28;114.36;215.44;498.17
0;191;1;3017;75897;0;13.18;20.62;30.83;68
0;191;2;2134;80860;0;16.54;26.71;46.42;109.27
0;191;3;1685;140884;8.33;30.68;61.29;106.03;238.17
0;191;4;264;70462;29.17;96.65;196.26;334.99;694.04
0;192;1;12946;255027;0;8.56;16.69;26.21;52.42
0;192;2;8122;234844;0;12.84;22.11;36.18;82.48
0;192;3;899;49973;4.56;20.78;40.92;76.98;147.35
0;192;4;65;9843;16.67;40.04;90.49;156.05;526.2
0;193;1;9;734;6.13;10.28;27.9;187.51;209.81
0;193;2;62;9123;38.45;75.9;124.5;192.64;344.6
0;193;3;78;12963;28.78;83.83;138.23;227.7;360.91
0;193;4;59;18497;78.31;162.96;296.83;410.72;636.32
0;194;1;1863;82538;9.2;23.91;37.18;56.76;104.76
0;194;2;7282;433937;14.44;32.42;50.18;75.45;135.56
0;194;3;5815;518722;19.79;46.34;72.26;111.35;219.51
0;194;4;1265;236993;33.13;80.19;135.74;233.77;473.94
0;195;1;537;14760;0;11.75;22.99;37.39;70.21
0;195;2;468;23862;3.78;23.01;42;66.8;139.47
0;195;3;412;25900;11.23;30.42;53.92;85.49;140.46
0;195;4;59;6667;29.64;61.18;97.67;157.1;243.44
0;196;1;249;3486;0;0;0;16.6;57.95
0;196;2;318;6527;0;0;0;25.27;102.66
0;196;3;411;24250;0;0;25.99;77.67;220.08
0;196;4;316;63990;13.31;61.95;132.18;278.34;649.99
0;197;1;3400;63368;0;5.67;14.64;24.66;55.13
0;197;2;4010;119661;0;11.11;21.26;39.06;87.23
0;197;3;1797;88949;0.79;15.8;33.52;64.44;154.98
0;197;4;216;29472;16.65;53.15;101.55;185.24;398.41
0;198;1;1982;53154;0;11.21;23.53;36.75;69.68
0;198;2;2374;87971;0;18.94;31.35;48.3;89.07
0;198;3;688;39902;7.66;28.34;47.31;75.68;149.56
0;198;4;102;13051;19.27;56.98;98.3;167.22;282.36
0;199;1;1232;44287;0;17.38;29;50.1;87.07
0;199;2;1852;89442;8.28;24.43;41.58;63.63;111.25
0;199;3;548;34410;10.29;33.58;54.01;81.92;137.84
0;199;4;28;6515;31.63;89.54;163.63;281.74;512.66
0;200;1;310;8570;0;11.97;23.48;37.56;65.54
0;200;2;743;30048;0;19.27;32.34;51.76;98.36
0;200;3;421;25851;9.67;29.26;50.6;82.49;145.11
0;200;4;83;14267;17.04;54.46;106.26;214.2;480.39
0;201;1;6274;173789;0;15.5;24.64;36.46;63.86
0;201;2;7579;305797;4.23;21.69;33.6;51.98;93.95
0;201;3;3051;200036;8.9;32.14;53.54;83.15;159.1
0;201;4;531;87410;23.85;66.3;108.9;209.1;489.51
0;202;1;3417;110369;0;18.8;29.36;42.77;71.85
0;202;2;3326;140372;4.44;23.49;36.52;55.13;93.77
0;202;3;881;55769;11.41;33.37;54.86;83.53;136.91
0;202;4;93;16527;19.41;58.63;132.49;209.21;526.41
0;203;1;2801;86913;3.47;19.65;28.16;39.95;63.2
0;203;2;1800;72802;7.73;23.87;36.06;51.78;84.63
0;203;3;234;14257;15.36;30.39;51.73;82.43;144.33
0;203;4;19;2390;0;55.08;92.98;126.75;475.6
0;204;1;3416;88646;0;14.61;22.53;33.23;60.05
0;204;2;3209;119578;3.84;20.16;31.57;48.16;86.2
0;204;3;886;49487;11.41;27.66;47.64;71.7;129.4
0;204;4;79;11337;25.43;43.96;89.59;171.38;465.57
0;205;1;164;6230;0;14.31;28.39;46.35;100.84
0;205;2;438;20326;0;21.41;37.52;59.6;114.61
0;205;3;309;20349;10.66;30.95;52.84;80.89;186.08
0;205;4;61;9878;16.37;72.06;97.81;144.16;541.6
0;206;1;169;3974;0;6.21;15.52;33.25;69.08
0;206;2;387;14855;0;12.85;26.34;50.71;119.98
0;206;3;254;18475;4.75;25.39;57.34;91.81;175.48
0;206;4;109;18628;12.87;61.99;129.13;239.22;521.4
0;207;1;2499;92380;0;17.05;30.7;50.66;90.7
0;207;2;1744;93136;1.78;23.94;42.94;71.54;135.64
0;207;3;732;56892;8.73;35.64;61.59;97.85;201.46
0;207;4;251;39967;19.47;63.02;107.18;192.03;441.38
0;220;1;2662;46412;0;0;10.07;24.37;60.35
0;220;2;957;71341;4.15;26.59;53.14;97.29;203.43
0;220;3;1099;168380;27.07;72.21;117.81;188.44;395.8
