vrai_hop;rdrg;SI;ntot;nfarm;Sum;p5;p25;p50;p75;p95
0;001;1;1;1;768.68;768.68;768.68;768.68;768.68;768.68
0;001;2;1;1;8249.61;8249.61;8249.61;8249.61;8249.61;8249.61
0;001;3;28;28;128854.8;807.87;1747;2075.19;4269.77;18626.42
0;001;4;143;143;1209164.05;1622.96;2874.95;5334.05;12059.14;25185.98
0;002;2;1;1;2900.74;2900.74;2900.74;2900.74;2900.74;2900.74
0;002;3;15;15;94584.38;1935.64;3206.6;5196.59;7703.95;19765.64
0;002;4;123;123;1438940.48;3729.76;5721.88;8771.36;12015.11;38659.91
0;003;1;43;43;113507.36;53;91.7;141.72;4086.55;13799.11
0;003;2;71;71;304659.22;47.19;235.6;3531.79;5486.81;13506.83
0;003;3;182;182;1236819.89;2332.97;4040.1;5173.01;8195.52;14981.43
0;003;4;396;396;4962143.09;2636.17;4822.08;8223.02;14913.86;38640.42
0;004;1;5;5;4876.45;269.86;284.22;456.64;1370.91;2494.82
0;004;2;45;45;66846.13;60.04;333.93;783.56;1898.11;4707.44
0;004;3;164;164;557785.35;309.64;1236.49;2540.68;4832.16;8972.7
0;004;4;2130;2128;17668672.98;1303.54;3519.03;6261.12;10264.77;22828.02
0;005;1;54;54;30590.6;48.64;199.18;395.7;548.8;2045.49
0;005;2;135;135;95296.37;72.4;326.63;491.9;836.08;1997.87
0;005;3;129;129;145600.73;183.48;486;749.77;1256.5;3244.15
0;005;4;184;184;677803.02;604.48;1207.98;2242.49;4631.72;11876.09
0;020;1;108;108;21765.14;32.96;88.44;158.64;261.43;562.76
0;020;2;169;169;62409.19;47.98;126.76;223.99;468.73;1108.15
0;020;3;164;164;116758.3;99.92;279.89;478.35;1032.65;1747.74
0;020;4;240;240;551823.11;340.66;778.98;1569.68;2948.9;6561.21
0;021;1;1100;1093;380439.03;35.48;130.84;287.32;491.8;829.22
0;021;2;1482;1479;793945.79;86.51;259.2;433.84;629.99;1290.48
0;021;3;838;838;833835.28;196.95;460.17;714.95;1137.39;2531.16
0;021;4;799;799;2020805.88;333.97;881.07;1762.92;3269.45;7444.36
0;022;1;148;148;17276.14;34.44;59.63;79.45;110.95;285.73
0;022;2;293;292;54826.16;40.92;68.94;111.01;176.2;620.12
0;022;3;116;116;78048.79;33.56;121.78;253.7;704.72;3163.04
0;022;4;94;94;230501.76;145.93;623.2;1624.87;3419.65;6064.78
0;023;1;586;577;74092.94;7.99;45.92;81.44;145.67;375.82
0;023;2;342;339;135547.93;24.8;76.48;154.24;325.94;1335.85
0;023;3;187;185;166121.79;68.22;250.25;497.33;1261.16;2482.1
0;023;4;56;56;152431.44;429.21;987.68;1934.74;3672.28;8080.62
0;024;1;1052;1051;135847.38;48.3;81.68;112.4;154.9;263.92
0;024;2;2356;2356;399834.25;59.98;94.2;128.38;188.72;345.11
0;024;3;715;715;283300.35;78.68;146;244.48;422.71;1202.62
0;024;4;100;100;174377.32;199.65;477.16;983.68;2097.39;5965.9
0;025;1;2402;2341;120757.03;4.24;18.72;37.06;57.8;126.59
0;025;2;255;254;34493.98;6.4;32.04;59.22;130.52;448.96
0;025;3;54;54;49142.18;7.04;32.16;91.58;404.93;5151.42
0;025;4;13;13;6359.22;20.8;61.56;171.64;658.3;3033.31
0;026;1;689;673;78532.17;6.84;55.64;71.52;120.6;309.01
0;026;2;561;555;143502.5;10.95;55.92;108.72;209.92;760.91
0;026;3;338;338;180789.25;30.34;144.54;282.09;566.68;1844.57
0;026;4;114;114;203649.44;135.6;447.56;804.12;2064.14;6093.57
0;040;1;159;128;15840.48;2.84;17.38;44.37;107.38;657.99
0;040;2;200;179;40072.07;1.7;15.45;63.88;183.33;909.15
0;040;3;146;141;56076.63;14.53;55.02;147.4;337.2;1654.77
0;040;4;52;50;51582.38;19.44;163.51;617.51;1453.21;2945.87
0;041;1;339;321;51023.43;10.68;68.89;111.68;182.12;366.16
0;041;2;1301;1283;391410.01;15.07;76.44;151.93;294.68;924.42
0;041;3;1059;1053;640192.16;44.48;150.32;303.64;641.48;2297.16
0;041;4;257;257;385044.63;117.84;395.4;784.43;1571.08;4330.36
0;042;1;2029;1576;146657.12;1.25;9.93;36.43;80.82;249.92
0;042;2;5824;5521;648498.69;3.48;24.44;62.95;132.64;368.59
0;042;3;3379;3339;809334.76;10.12;55.68;128.01;267.96;812.65
0;042;4;529;527;449682.93;53.36;185.27;388.78;1036.26;3222.59
0;043;1;1173;972;231275.02;4.48;91.22;207.82;333.26;480.84
0;043;2;763;711;185885.76;4.64;74.97;240.33;374.59;568.24
0;043;3;206;202;69315.34;11.94;68.22;215.53;435.36;1202.46
0;043;4;29;29;23772.37;37.76;114.74;406.48;857.23;3781.48
0;044;1;337;316;31560.43;3.04;12.19;41.13;121.07;341.02
0;044;2;947;932;154265.33;4.02;31.36;85.82;197.92;642.99
0;044;3;1239;1222;434519.53;6.72;50.25;158.53;388.2;1127.28
0;044;4;583;581;654424.72;41.4;267.83;629.59;1377.4;3786.17
0;045;1;884;855;80278.38;3.64;18.72;58.24;108.04;301.16
0;045;2;6886;6824;1039158.99;8.48;41.47;91.77;170.94;532.64
0;045;3;4004;3996;1245129.48;20.91;82.86;166.78;368.92;1085.56
0;045;4;2092;2090;2004715.43;50.86;256.84;598.98;1230.11;2933.76
0;046;1;363;341;29707.07;2.56;23.72;71.28;95.58;193.84
0;046;2;1506;1479;169108.74;5.52;34.05;79.84;133.44;329.32
0;046;3;659;657;154133.16;13.56;60.52;128.64;249.17;900.28
0;046;4;194;194;196290.38;39.93;221.33;512.52;1231.16;3014.95
0;047;1;1267;1202;52336.33;2;8.96;25.46;64;130.62
