vrai_hop;rdrg;SI;N;total;p5;p25;p50;p75;p95
0;001;1;1;75;75.16;75.16;75.16;75.16;75.16
0;001;2;4;2106;0;0;358.98;1053.13;1388.29
0;001;3;33;42870;0;335.16;780.18;2051.78;4298.35
0;001;4;163;569136;0;657.2;1898.77;3853.11;13555.42
0;002;1;1;389;389.03;389.03;389.03;389.03;389.03
0;002;2;5;7921;0;184.84;670.32;2490.95;4575.24
0;002;3;27;17542;0;184.84;462.1;959.73;2012.6
0;002;4;80;259301;131.56;536.62;1279.68;3711.66;12691.69
0;003;1;43;36528;0;0;463.1;1329.76;3749.81
0;003;2;88;92643;0;184.84;763.66;1343.34;3432.16
0;003;3;173;355040;0;681.82;1351.11;2280.62;7332.91
0;003;4;342;1625683;429.22;1241.25;2453.13;5527.74;16737.12
0;004;1;16;277;0;0;0;0;184.84
0;004;2;59;5309;0;0;0;49.21;739.36
0;004;3;214;45835;0;0;92.42;369.68;855.16
0;004;4;2034;2531549;0;135.7;554.52;1386.3;4900.27
0;005;1;37;820;0;0;0;0;184.84
0;005;2;126;13367;0;0;0;173.16;554.52
0;005;3;130;20407;0;0;92.42;240.36;628.14
0;005;4;175;77290;0;0;184.84;542.8;1832.32
0;020;1;111;3242;0;0;0;0;0
0;020;2;151;5965;0;0;0;0;277.26
0;020;3;184;26450;0;0;0;184.84;906.94
0;020;4;249;62088;0;0;110.43;369.68;999.54
0;021;1;1090;19109;0;0;0;0;49.21
0;021;2;1395;42652;0;0;0;0;184.84
0;021;3;817;54206;0;0;0;36.81;369.68
0;021;4;811;153757;0;0;0;184.84;855.16
0;022;1;148;264;0;0;0;0;0
0;022;2;291;3243;0;0;0;0;49.21
0;022;3;130;7390;0;0;0;0;184.84
0;022;4;95;7143;0;0;0;36.81;462.1
0;023;1;574;3218;0;0;0;0;0
0;023;2;351;13236;0;0;0;0;209.97
0;023;3;183;31854;0;0;0;184.84;964.84
0;023;4;65;23344;0;0;184.84;462.1;1623.65
0;024;1;1040;3360;0;0;0;0;0
0;024;2;2298;23616;0;0;0;0;73.62
0;024;3;748;24978;0;0;0;0;184.84
0;024;4;99;26796;0;0;36.81;277.26;1361.73
0;025;1;2422;2689;0;0;0;0;0
0;025;2;236;2095;0;0;0;0;0
0;025;3;56;958;0;0;0;0;128.65
0;025;4;12;18184;0;0;18.4;538.67;16016.03
0;026;1;668;5521;0;0;0;0;0
0;026;2;459;6239;0;0;0;0;49.21
0;026;3;308;8700;0;0;0;27.51;166.04
0;026;4;94;30647;0;0;43.01;277.26;924.2
0;040;1;154;1718;0;0;0;0;36.81
0;040;2;188;2317;0;0;0;0;53.8
0;040;3;133;4226;0;0;0;0;209.97
0;040;4;41;981;0;0;0;0;184.84
0;041;1;359;5253;0;0;0;0;86.02
0;041;2;1240;24026;0;0;0;0;89.22
0;041;3;1012;38521;0;0;0;36.81;184.84
0;041;4;245;28201;0;0;0;36.81;369.68
0;042;1;2029;50149;0;0;0;0;36.81
0;042;2;5129;138124;0;0;0;0;73.62
0;042;3;2929;99776;0;0;0;36.81;184.84
0;042;4;442;35342;0;0;0;36.81;450.96
0;043;1;1138;1314;0;0;0;0;0
0;043;2;744;4826;0;0;0;0;36.81
0;043;3;196;2424;0;0;0;0;36.81
0;043;4;26;904;0;0;0;36.81;184.84
0;044;1;339;1365;0;0;0;0;0
0;044;2;948;3826;0;0;0;0;36.81
0;044;3;1211;28726;0;0;0;0;73.62
0;044;4;525;45968;0;0;0;0;369.68
0;045;1;896;2601;0;0;0;0;36.81
0;045;2;6456;49391;0;0;0;0;36.81
0;045;3;3720;70133;0;0;0;0;98.42
0;045;4;1963;90782;0;0;0;0;277.26
0;046;1;478;2330;0;0;0;0;36.81
0;046;2;2072;15882;0;0;0;0;36.81
0;046;3;817;12405;0;0;0;0;91.84
0;046;4;285;16495;0;0;0;36.81;369.68
0;047;1;1268;4940;0;0;0;0;36.81
0;047;2;4596;33723;0;0;0;0;36.81
0;047;3;1528;31085;0;0;0;0;92.42
0;047;4;153;11669;0;0;0;55.03;369.68
0;048;1;1418;3963;0;0;0;0;36.81
0;048;2;2478;30655;0;0;0;0;73.62
0;048;3;2056;28959;0;0;0;0;73.62
0;048;4;101;27031;0;0;0;73.62;338.55
0;049;1;108;398;0;0;0;0;35.74
0;049;2;337;2818;0;0;0;0;36.81
0;049;3;153;5014;0;0;0;0;173.16
0;049;4;126;8980;0;0;0;49.21;381.83
0;050;1;215;528;0;0;0;0;36.81
0;050;2;283;2350;0;0;0;0;36.81
0;050;3;142;6576;0;0;0;0;173.16
0;050;4;66;11536;0;0;0;92.42;1776.42
0;051;1;743;222;0;0;0;0;0
0;051;2;230;196;0;0;0;0;0
0;051;3;33;214;0;0;0;0;49.21
0;051;4;12;804;0;0;0;36.81;542.84
0;052;1;596;2786;0;0;0;0;36.81
0;052;2;585;4334;0;0;0;0;36.81
0;052;3;585;10483;0;0;0;0;92.42
0;052;4;237;27813;0;0;0;36.81;278.97
0;053;1;5980;7286;0;0;0;0;0
0;053;2;4595;20847;0;0;0;0;36.81
0;053;3;2578;31944;0;0;0;0;67.85
0;053;4;518;75295;0;0;0;36.81;462.1
0;054;1;2724;2449;0;0;0;0;0
0;054;2;1507;5618;0;0;0;0;18.22
0;054;3;218;2112;0;0;0;0;36.81
0;054;4;9;2450;0;0;49.21;110.64;1773.31
0;055;1;511;582;0;0;0;0;0
0;055;2;582;4660;0;0;0;0;36.81
0;055;3;436;21917;0;0;0;0;209.97
0;055;4;195;22341;0;0;0;92.42;485.48
0;056;1;781;627;0;0;0;0;0
0;056;2;382;2670;0;0;0;0;36.81
0;056;3;106;4159;0;0;0;0;277.26
0;056;4;33;3481;0;0;0;173.16;595.16
0;057;1;8348;1215;0;0;0;0;0
0;057;2;1346;6726;0;0;0;0;0
0;057;3;183;4839;0;0;0;0;184.84
0;057;4;34;1347;0;0;0;36.81;277.26
0;058;1;12001;8488;0;0;0;0;0
0;058;2;7113;24200;0;0;0;0;0
0;058;3;1627;35076;0;0;0;0;73.62
0;058;4;234;13441;0;0;0;36.81;369.68
0;070;1;328;36225;0;0;0;0;946.05
0;070;2;169;1929;0;0;0;0;0
0;070;3;25;1064;0;0;0;0;272.69
0;070;4;4;676;0;0;14.69;338.16;646.94
0;071;1;2992;9879;0;0;0;0;0
0;071;2;2084;300801;0;0;0;0;867.63
0;071;3;77;5226;0;0;0;0;867.63
0;071;4;9;1176;0;0;36.81;92.42;867.63
0;072;1;1887;9972;0;0;0;0;0
0;072;2;478;2204;0;0;0;0;0
0;072;3;60;1430;0;0;0;0;184.84
0;072;4;5;1004;0;0;283.59;350.88;369.68
0;073;1;4077;2013;0;0;0;0;0
0;073;2;1690;2158;0;0;0;0;0
0;073;3;157;1088;0;0;0;0;36.81
0;073;4;15;406;0;0;0;0;184.84
0;080;1;200;37;0;0;0;0;0
0;080;2;102;0;0;0;0;0;0
0;080;3;19;283;0;0;0;0;135.7
0;080;4;1;92;92.42;92.42;92.42;92.42;92.42
0;081;1;238;380;0;0;0;0;0
0;081;2;294;1000;0;0;0;0;36.81
0;081;3;82;2559;0;0;0;36.81;91.84
0;081;4;7;129;0;0;0;36.81;92.42
0;082;1;794;1180;0;0;0;0;0
0;082;2;1356;9885;0;0;0;0;36.81
0;082;3;513;12201;0;0;0;0;110.43
0;082;4;28;5627;0;0;18.4;203.24;628.14
0;090;1;64;37;0;0;0;0;0
0;090;2;118;1379;0;0;0;0;73.62
0;090;3;28;924;0;0;0;0;184.84
0;090;4;113;20227;0;0;0;184.84;1149.68
0;091;1;255;476;0;0;0;0;0
0;091;2;168;2943;0;0;0;0;67.85
0;091;3;37;2981;0;0;0;0;369.68
0;091;4;94;16189;0;0;0;184.84;889.68
0;092;1;3030;37851;0;0;0;0;0
0;092;2;381;7296;0;0;0;0;92.42
0;092;3;49;3534;0;0;0;92.42;421.42
0;092;4;8;2268;0;0;110.82;468.66;1109.04
0;093;1;6180;47090;0;0;0;0;0
0;093;2;1010;11591;0;0;0;0;0
0;093;3;58;6582;0;0;0;0;612.42
0;093;4;11;930;0;0;0;0;745.48
0;094;1;1308;3007;0;0;0;0;0
0;094;2;450;5195;0;0;0;0;36.81
0;094;3;90;7107;0;0;0;36.81;646.94
0;094;4;25;4032;0;0;0;184.84;646.94
0;095;1;399;652;0;0;0;0;0
0;095;2;117;0;0;0;0;0;0
0;095;3;4;0;0;0;0;0;0
0;095;4;2;0;0;0;0;0;0
0;096;1;794;556;0;0;0;0;0
0;096;2;220;240;0;0;0;0;0
0;096;3;13;285;0;0;0;0;247.9
0;096;4;2;277;0;0;138.63;277.26;277.26
0;097;1;7013;1549;0;0;0;0;0
0;097;2;1200;4192;0;0;0;0;0
0;097;3;85;2889;0;0;0;0;184.84
0;097;4;10;491;0;0;0;0;399.06
0;098;1;11549;150649;0;0;0;0;0
0;098;2;1859;42243;0;0;0;0;73.62
0;098;3;143;7971;0;0;0;0;406.49
0;098;4;32;6983;0;0;18.4;185.41;1251.5
0;110;1;372;4349;0;0;0;0;36.81
0;110;2;755;18817;0;0;0;36.81;173.16
0;110;3;600;37275;0;0;0;36.81;234.21
0;110;4;150;50781;0;0;36.81;209.97;1745.45
0;111;1;1812;2168;0;0;0;0;0
0;111;2;1722;10607;0;0;0;0;36.81
0;111;3;354;6433;0;0;0;0;110.43
0;111;4;26;2329;0;0;0;36.81;184.84
0;112;1;564;1341;0;0;0;0;0
0;112;2;330;7076;0;0;0;0;184.84
0;112;3;130;30737;0;0;184.84;277.26;942.64
0;112;4;22;8587;0;0;138.63;561.62;1808.5
0;113;1;6167;2778;0;0;0;0;0
0;113;2;4819;10714;0;0;0;0;0
0;113;3;844;27803;0;0;0;0;92.42
