vrai_hop;rdrg;mean;p5;p25;p50;p75;p95
0;001;29;2;15;21;34;85
0;002;41;15;23;30;42;145
0;003;25;6;17;22;30;52
0;004;58;12;29;49;75;138
0;005;29;4;14;22;38;72
0;020;19;1;6;12;24;56
0;021;20;2;8;12;22;65
0;022;16;2;6;9;19;57
0;023;13;2;4;7;14;44
0;024;9;2;4;5;8;30
0;025;3;1;2;2;3;8
0;026;15;1;3;6;17;57
0;040;12;1;2;6;12;52
0;041;14;2;4;9;18;42
0;042;18;2;6;13;22;56
0;043;7;1;2;5;7;22
0;044;17;1;2;9;21;62
0;045;20;3;7;12;24;67
0;046;16;2;5;10;18;54
0;047;10;2;4;7;12;29
0;048;9;1;3;6;11;24
0;049;15;1;6;10;16;49
0;050;11;1;4;7;14;36
0;051;5;1;3;4;6;11
0;052;9;1;2;5;12;30
0;053;6;1;2;3;7;21
0;054;4;1;1;3;5;11
0;055;11;1;2;7;14;38
0;056;7;1;2;3;7;22
0;057;2;1;1;1;2;6
0;058;4;1;1;1;2;19
0;070;5;1;2;3;5;13
0;071;3;1;2;3;4;7
0;072;2;1;1;2;2;5
0;073;2;1;1;2;2;3
0;080;6;2;4;5;8;13
0;081;6;1;3;4;7;14
0;082;8;1;3;5;9;22
0;090;19;2;4;15;26;60
0;091;8;2;3;4;10;28
0;092;3;1;2;2;3;7
0;093;3;1;2;2;3;5
0;094;4;1;1;2;3;10
0;095;3;1;2;3;4;6
0;096;4;1;2;3;4;7
0;097;2;1;1;2;2;4
0;098;3;1;2;2;3;5
0;110;10;1;2;5;10;36
0;111;6;1;2;5;8;17
0;112;4;1;2;3;5;12
0;113;4;1;2;3;5;9
0;114;3;1;1;2;3;9
0;115;3;1;1;2;4;10
0;120;16;6;10;13;18;36
0;121;13;2;4;9;17;39
0;122;19;1;3;11;23;71
0;130;24;5;11;19;30;60
0;131;9;1;3;7;13;20
0;132;9;1;2;5;11;33
0;133;12;1;4;9;15;35
0;134;13;2;7;10;15;30
0;135;10;1;3;6;12;33
0;136;11;1;3;6;13;33
0;137;17;3;8;13;22;46
0;138;6;2;4;5;7;14
0;139;11;2;5;8;13;29
0;140;13;2;6;10;15;32
0;141;6;1;3;5;7;14
0;142;11;2;4;8;14;31
0;143;9;1;4;6;11;26
0;144;7;1;2;4;8;21
0;160;14;6;8;10;14;30
0;161;10;2;3;5;13;29
0;162;24;8;13;19;30;59
0;163;16;7;10;12;17;38
0;165;18;8;12;15;21;41
0;166;13;7;9;11;14;25
0;167;9;2;2;4;11;26
0;168;15;3;7;11;16;42
0;169;17;2;9;12;18;51
0;170;18;4;8;14;22;47
0;171;8;2;4;6;10;23
0;172;49;8;21;36;65;139
0;173;10;1;2;5;11;32
0;174;7;1;3;6;9;16
0;175;4;1;2;2;3;11
0;176;5;1;2;3;4;15
0;177;6;1;2;3;6;21
0;178;17;2;6;13;22;47
0;179;2;1;2;2;2;5
0;180;20;1;4;12;26;66
0;190;9;1;3;7;11;26
0;191;6;1;2;2;7;18
0;192;3;1;2;2;3;8
0;193;28;3;11;26;41;67
0;194;14;2;6;10;17;37
0;195;11;3;6;9;13;27
0;196;5;1;1;1;4;22
0;197;8;1;2;4;9;25
0;198;6;1;2;4;8;20
0;199;7;1;3;6;9;18
0;200;9;1;3;6;11;28
0;201;7;1;2;4;8;20
0;202;6;1;2;4;7;15
0;203;4;1;1;2;5;11
0;204;6;1;2;3;7;18
0;205;11;1;4;7;13;32
0;206;9;1;2;5;11;30
0;207;8;1;2;5;9;23
0;220;13;2;4;8;16;42
0;221;19;6;10;14;21;48
0;222;9;2;4;5;9;27
0;223;12;2;6;9;14;30
0;224;9;2;3;7;11;25
0;225;4;2;3;3;5;9
0;226;4;1;2;2;4;10
0;227;5;1;2;4;6;12
0;228;3;1;2;3;4;7
0;229;13;1;4;8;15;41
0;240;10;1;3;5;11;32
0;241;8;1;3;5;9;22
0;242;8;1;3;5;10;24
0;243;5;1;2;3;6;17
0;244;7;1;3;6;9;18
0;245;8;1;3;6;10;23
0;246;11;1;4;9;14;30
0;247;8;1;3;5;10;25
0;248;10;2;5;8;12;25
0;249;4;1;2;3;5;11
0;250;6;1;2;3;6;17
0;260;18;3;8;13;22;51
