vrai_hop;rdrg;SI;N;total;p5;p25;p50;p75;p95
0;001;1;1;18452;18451.81;18451.81;18451.81;18451.81;18451.81
0;001;2;18;301588;934.84;17552.61;18385.29;19240.76;26289.28
0;001;3;57;1100368;16876.89;17904.34;18419.46;19339.14;27501.73
0;001;4;127;3390455;16968.97;20097.83;23984.79;30889.66;46856.33
0;002;2;11;182230;1060.75;14026.16;15820.42;16855.53;30032.39
0;002;3;35;696104;11684.25;16060.87;17203.31;25440.87;30447.24
0;002;4;118;2925179;16347.1;17728.95;21578.92;30565.61;41314.03
0;003;1;71;267203;207.78;644;1645.1;3125.9;19536.17
0;003;2;190;1126621;190.93;1813.44;3414.9;8241.49;19468.38
0;003;3;278;1854635;391.61;3093.98;3767.96;9337.84;21099.29
0;003;4;243;2702806;864.88;3726.76;9131.87;16572.11;28252.94
0;004;1;11;25767;356.62;476.67;709.94;4046.03;9643.81
0;004;2;59;220053;416.89;1613.48;3254.77;4572.21;9885.53
0;004;3;221;1474856;1402.36;3729.63;5744.99;8923;14376.08
0;004;4;1940;22124201;3638.77;6927.62;9805.74;14237.98;24572.84
0;005;1;34;123537;628.75;1707.25;2963.22;5942.23;6480.38
0;005;2;134;582641;552.25;1511.98;4394.99;6336.89;9030.03
0;005;3;122;578429;965.38;2332.54;4882.32;6423.95;9604.03
0;005;4;174;1135494;1174.39;3291.66;6016.38;8235.16;14805.11
0;020;1;132;258926;475.7;1084.43;2112.46;2531.21;3908.06
0;020;2;223;580162;743.04;1480.78;2313.65;3299.77;5193.6
0;020;3;190;672590;1283.49;2593.72;3191.15;4242.99;6999.53
0;020;4;270;1542116;2273.62;3737.26;5228.1;6981.14;11366.81
0;021;1;1211;4504288;675.13;2265.85;3806.28;5076.24;6349.57
0;021;2;1935;7761015;1323.38;2317.03;4159.67;5367.69;6862.03
0;021;3;700;3643338;1776.62;3583.17;5200.91;6372.72;9508.1
0;021;4;686;4819859;2567.43;4633.18;6438.56;8617.76;13788.42
0;022;1;174;330316;461.93;1562.13;1706.76;2007.71;3495.81
0;022;2;346;726819;500.53;1598.98;1823.42;2410.88;4080.2
0;022;3;120;364077;809.65;1985.01;2773.96;3788.35;6396.08
0;022;4;123;585004;1819.24;3161.78;3988.67;5950.95;11238.51
0;023;1;566;622383;116.01;305.02;619.84;1577.66;3802.14
0;023;2;404;833450;136.61;611.91;1824.07;2851.73;5050.69
0;023;3;192;606124;468.46;1879.97;2711.91;4205.33;7020.21
0;023;4;55;261672;752.01;2756.58;4342.43;6324.12;11523.63
0;024;1;1049;1634146;994.43;1399.38;1545.42;1669.29;2183.85
0;024;2;2365;4055685;1284.84;1483.96;1597.63;1789.86;2659.11
0;024;3;619;1720267;1438.61;1779.81;2352.53;3191.57;5861.19
0;024;4;104;506881;1649.46;2867.32;4200.31;6338.03;9925.18
0;025;1;2046;1081417;174.45;309.7;440.55;515.37;1271.25
