vrai_hop;rmdc;rdrg;SI;ATC1;ATC4;Nfarm;Sum
0;-p;001;1;A;A02BA;5;17.76
0;-p;001;1;A;A02BC;4;14.8
0;-p;001;1;A;A03FA;4;10.44
0;-p;001;1;A;A04AA;2;25.44
0;-p;001;1;A;A05AA;4;32.6
0;-p;001;1;A;A10AB;5;42.12
0;-p;001;1;B;B01AA;1;0.08
0;-p;001;1;B;B01AB;5;210.08
0;-p;001;1;B;B01AC;2;0.76
0;-p;001;1;B;B02AA;2;12.48
0;-p;001;1;B;B05AA;5;1289.16
0;-p;001;1;B;B05BA;5;166.92
0;-p;001;1;B;B05BB;5;540.6
0;-p;001;1;B;B05BC;3;13.8
0;-p;001;1;B;B05XA;2;6.72
0;-p;001;1;C;C02AC;1;0.44
0;-p;001;1;C;C03CA;1;0.68
0;-p;001;1;C;C03DA;1;2.12
0;-p;001;1;C;C07AA;1;0.08
0;-p;001;1;C;C07AB;2;2.04
0;-p;001;1;C;C08CA;3;132.92
0;-p;001;1;H;H02AB;5;578.12
0;-p;001;1;J;J01CR;3;240.36
0;-p;001;1;J;J01DB;4;39.16
0;-p;001;1;J;J01DD;1;3.68
0;-p;001;1;J;J01XE;1;1.28
0;-p;001;1;J;J02AC;1;3.08
0;-p;001;1;L;L04AA;4;512.34
0;-p;001;1;L;L04AD;5;346.79
0;-p;001;1;M;M01AB;1;1.4
0;-p;001;1;M;M03AC;5;93.04
0;-p;001;1;N;N01AB;5;396.6
0;-p;001;1;N;N01AH;5;62.96
0;-p;001;1;N;N01AX;5;71.8
0;-p;001;1;N;N02AB;1;6.44
0;-p;001;1;N;N02AC;4;2.52
0;-p;001;1;N;N02AX;5;16.44
0;-p;001;1;N;N02BE;3;32.2
0;-p;001;1;N;N03AX;1;59.8
0;-p;001;1;N;N05CD;5;1.8
0;-p;001;1;P;P01AB;2;19.68
0;-p;001;1;R;R03AK;1;2.44
0;-p;001;1;R;R03BB;1;1.08
0;-p;001;1;R;R06AD;1;0.2
0;-p;001;2;A;A02BA;5;14.6
0;-p;001;2;A;A02BC;18;123.76
0;-p;001;2;A;A03FA;13;32.36
0;-p;001;2;A;A04AA;3;40.72
0;-p;001;2;A;A05AA;5;43.24
0;-p;001;2;A;A07AA;7;78
0;-p;001;2;A;A10AB;16;133.68
0;-p;001;2;A;A10AD;1;6.16
0;-p;001;2;A;A10BA;1;2.16
0;-p;001;2;A;A10BX;1;0.04
0;-p;001;2;B;B01AB;18;551.28
0;-p;001;2;B;B01AC;2;0.52
0;-p;001;2;B;B02AA;8;37.2
0;-p;001;2;B;B02BC;7;6622.72
0;-p;001;2;B;B02BD;1;274.43
0;-p;001;2;B;B05AA;18;6946.92
0;-p;001;2;B;B05BA;18;414.64
0;-p;001;2;B;B05BB;18;1449.76
0;-p;001;2;B;B05BC;8;36.8
0;-p;001;2;B;B05CB;1;2.29
0;-p;001;2;B;B05XA;3;23.44
0;-p;001;2;C;C01BD;1;5.8
0;-p;001;2;C;C01CA;6;36.36
0;-p;001;2;C;C01DA;1;3.96
0;-p;001;2;C;C02AC;9;17.76
0;-p;001;2;C;C03CA;13;20.36
0;-p;001;2;C;C03DA;6;14.92
0;-p;001;2;C;C07AA;2;1.16
0;-p;001;2;C;C07AB;5;5.24
0;-p;001;2;C;C08CA;7;242.4
0;-p;001;2;C;C09AA;1;2.44
0;-p;001;2;D;D01AC;4;10.04
0;-p;001;2;H;H02AB;18;1890.64
0;-p;001;2;H;H03AA;1;0.6
0;-p;001;2;J;J01CA;5;64.36
0;-p;001;2;J;J01CR;5;502.92
0;-p;001;2;J;J01DB;5;21.6
0;-p;001;2;J;J01DC;8;87.24
0;-p;001;2;J;J01DD;6;229.52
0;-p;001;2;J;J01EE;7;6.4
0;-p;001;2;J;J01FF;1;2.68
0;-p;001;2;J;J01GB;5;46.08
0;-p;001;2;J;J01MA;3;59.4
0;-p;001;2;J;J01XD;2;74.44
0;-p;001;2;J;J01XE;1;1.68
0;-p;001;2;J;J02AC;3;127.84
0;-p;001;2;J;J05AB;8;2926.24
0;-p;001;2;J;J05AF;1;43.1
0;-p;001;2;J;J06BB;4;92545.64
0;-p;001;2;L;L04AA;17;4452.12
0;-p;001;2;L;L04AD;18;2010.7
0;-p;001;2;M;M01AB;5;4.48
0;-p;001;2;M;M03AC;17;236.36
0;-p;001;2;N;N01AB;13;965.44
0;-p;001;2;N;N01AH;14;111.64
0;-p;001;2;N;N01AX;18;314.2
0;-p;001;2;N;N02AA;3;7.16
0;-p;001;2;N;N02AB;1;10.76
0;-p;001;2;N;N02AC;14;26.04
0;-p;001;2;N;N02AX;16;79.68
0;-p;001;2;N;N02BE;13;244.6
0;-p;001;2;N;N03AX;1;38.04
0;-p;001;2;N;N05CD;10;3.52
0;-p;001;2;P;P01AB;1;9.84
0;-p;001;2;R;R03AK;9;61.36
0;-p;001;2;R;R03BA;1;25.52
0;-p;001;2;R;R03BB;1;1.72
0;-p;001;2;R;R05CB;4;4.2
0;-p;001;2;R;R06AE;1;0.32
0;-p;001;2;V;V03AB;1;165.36
0;-p;001;2;V;V03AE;1;0.72
0;-p;001;2;V;V03AK;5;3658.58
0;-p;001;2;V;V07AB;1;1.76
0;-p;001;2;V;V08AB;1;239.88
0;-p;001;3;A;A01AB;1;2.88
0;-p;001;3;A;A02BA;16;46.76
0;-p;001;3;A;A02BC;83;1008.36
0;-p;001;3;A;A03FA;60;129.24
0;-p;001;3;A;A04AA;7;70.16
0;-p;001;3;A;A05AA;32;327.96
0;-p;001;3;A;A06AD;10;139.68
0;-p;001;3;A;A07AA;33;592.44
0;-p;001;3;A;A07EC;1;13.28
0;-p;001;3;A;A09AA;1;0.76
0;-p;001;3;A;A10AB;68;970.32
0;-p;001;3;A;A10AC;8;453.88
0;-p;001;3;A;A10AD;5;87.36
0;-p;001;3;A;A10AE;10;220.84
0;-p;001;3;A;A10BA;6;6.12
