vrai_hop;rdrg;N;moy_gemid
0;001;173;617.16
0;002;139;3189.78
0;003;692;44.07
0;004;2344;927.24
0;005;502;205.83
0;020;681;261.4
0;021;4219;1106.35
0;022;651;681.63
0;023;1171;991.49
0;024;4223;259.69
0;025;2724;338.59
0;026;1702;1515.56
0;040;557;91
0;041;2956;7.36
0;042;11761;3.33
0;043;2171;5.78
0;044;3106;8.54
0;045;13866;7.61
0;046;2722;9.28
0;047;7558;1.83
0;048;6408;17.23
0;049;763;3
0;050;672;2.66
0;051;929;0.14
0;052;2085;7.8
0;053;14341;0.89
0;054;4577;0.16
0;055;1941;5.16
0;056;1338;1.73
0;057;9361;0.09
0;058;23618;6.33
0;070;555;43.79
0;071;5436;191.02
0;072;2131;69.77
0;073;5411;201.35
0;080;362;1.36
0;081;793;0.58
0;082;2686;4.63
0;090;262;217.11
0;091;564;6613.14
0;092;3645;209.01
0;093;6734;12.03
0;094;1711;10.3
0;095;579;3.15
0;096;1031;10.71
0;097;8572;0.33
0;098;13335;25.09
0;110;1875;35.77
0;111;4279;0.26
0;112;1084;3.86
0;113;12632;0.26
0;114;4268;6.98
0;115;6229;2.05
0;120;1683;414.44
0;121;4194;223.19
0;122;605;221.13
0;130;1751;49.57
0;131;733;13.72
0;132;80;0.18
0;133;4209;7.45
0;134;4228;5.27
0;135;1527;8.4
0;136;9535;31.33
0;137;6673;14.5
0;138;474;0.27
0;139;28149;3.49
0;140;22804;4.08
0;141;13182;0.71
0;142;1325;7.76
0;143;3217;47.1
0;144;22824;3.34
0;160;146;2190.63
0;161;890;4972.29
0;162;924;4538.5
0;163;2938;4345.8
0;164;1;4774.82
0;165;2559;1714.12
0;166;3935;1386.11
0;167;861;2989.58
0;168;3481;1706.61
0;169;762;1142.91
0;170;439;4861.53
0;171;6641;4981.26
0;172;945;465.65
0;173;16687;1106.27
0;174;5343;1928.66
0;175;21964;1530.93
0;176;2229;3750.48
0;177;739;1823.5
0;178;640;11.39
0;179;6596;14.01
0;180;1033;82.51
0;190;9278;61.04
0;191;9262;80.54
0;192;21056;47.93
0;193;210;25.4
0;194;19230;11.65
0;195;810;9.37
0;196;1212;24.18
0;197;7138;50.03
0;198;4712;102.97
0;199;3523;5.37
0;200;1300;27.45
0;201;19306;80.4
0;202;4686;20.55
0;203;5434;1.08
0;204;7527;2.36
0;205;537;22.58
0;206;1402;83.85
0;207;6067;50.31
0;220;5255;373.68
0;221;14199;660.54
0;222;656;64.8
0;223;1644;192.53
0;224;2107;96.57
0;225;13366;23.55
0;226;9554;77.57
0;227;8588;85.11
0;228;17587;74.24
0;229;2199;115.04
0;240;7277;112.5
0;241;9568;7.51
0;242;838;21.14
0;243;10681;14.64
0;244;8551;2.06
0;245;2830;2.88
0;246;1283;8.65
0;247;7412;8.93
0;248;745;12.21
0;249;29000;0.69
0;250;26976;8.68
0;260;1793;433.7
0;261;701;358.3
0;262;901;107.26
0;263;16532;214.73
0;264;1005;195
0;280;4174;26.5
0;281;4906;154.37
0;282;5572;44.99
0;283;3495;32.43
0;284;8107;100.06
0;300;309;2674.62
0;301;5861;1525.47
0;302;32985;1956.14
0;303;251;5718.54
0;304;7025;2667.47
0;305;254;180.45
0;306;2079;1279.67
0;307;359;180
0;308;9433;369.67
0;309;1907;241.63
0;310;20631;305.89
0;311;74;1.45
0;312;968;76.64
0;313;22010;80.58
0;314;10945;59.47
0;315;27672;75.92
0;316;5627;51.49
0;317;7585;10.8
0;318;4206;16.36
0;319;3116;20.07
0;320;4883;367.49
0;340;1198;36.43
0;341;3233;2.63
0;342;9234;4.16
0;343;6383;11.24
0;344;501;3.38
0;345;379;6.62
0;346;3058;6.6
0;347;20003;4.36
0;348;3946;22.21
0;349;2164;14.11
0;350;3850;3.13
0;351;4203;4.5
0;360;1025;55.76
0;361;3202;25.67
0;362;6067;33.56
0;363;11614;24.4
0;364;7522;34.04
0;380;1490;3.81
0;381;1364;2.51
0;382;1140;6.34
0;383;9064;1.52
0;384;7342;2.01
0;385;3523;3
0;400;313;154.52
0;401;442;173.21
0;402;332;90.07
0;403;9469;565.09
0;404;6246;127.36
0;405;867;400.87
0;420;10799;2.83
0;421;4752;5.06
0;422;13978;2.88
0;423;523;18.01
0;424;2985;4.95
0;440;429;52.86
0;441;989;732.27
0;442;1630;244.37
0;443;2949;159.08
0;444;508;243.26
0;445;1697;113.23
0;446;14612;51.38
0;447;2470;424.6
0;460;5445;19.3
0;461;1358;27.48
0;462;676;3.43
0;463;15289;4.53
0;464;2041;21.37
0;465;10363;27.26
0;466;1784;16.92
0;467;2171;4.59
0;468;5079;16.39
0;480;4613;151.24
0;481;1347;191.15
0;482;8825;6.31
0;483;3632;14.69
0;484;2544;14.84
0;500;1045;10.86
0;501;3591;1.38
0;510;1940;165.07
0;511;538;156.76
0;512;738;127.86
0;513;22033;104.77
0;514;8701;301.07
0;515;1752;24.04
0;516;1714;47.44
0;517;1637;7.27
0;518;848;90.57
0;530;1066;37.01
0;531;918;1.2
0;532;2034;33.59
0;540;22536;0.76
0;541;458;3.46
0;542;604;9.42
0;543;408;20.61
0;544;2140;2.3
0;560;90599;0.04
0;561;1312;1.87
0;562;1356;121.73
0;563;7151;0.05
0;564;1042;0.53
0;565;828;0.07
0;566;9964;3.61
0;580;285;35.56
0;581;31;5.54
0;583;9;1910.09
0;590;11;87.76
0;591;59;30.03
0;592;31;220.81
0;593;139;9.74
0;600;24;172.19
0;601;135;5.62
0;602;212;9.17
0;603;199;2.96
0;610;18;856.84
0;611;150;22.51
0;612;175;2.97
0;613;67;1.34
0;614;395;0.89
0;620;37;414.42
0;621;142;3.66
0;622;126;5.02
0;623;66;0
0;624;269;0.23
0;625;174;0.5
0;626;222;0.14
0;630;96;1134.89
0;631;115;230.19
0;632;204;34.19
0;633;554;3.52
0;634;252;3.43
0;635;64;4.47
0;636;522;0.96
0;637;1340;0.47
0;638;1967;0.19
0;639;359;0.32
0;640;422;0.98
0;650;239;350.89
0;651;803;56.98
0;660;2230;5.8
0;661;1604;2.21
0;662;342;1.99
0;663;8983;4.83
0;664;1661;6.55
0;680;440;317.74
0;681;1158;102.36
0;682;1188;104.22
0;683;975;121.53
0;690;1210;33.66
0;691;3754;33.49
0;692;1019;25
0;693;28173;27.85
0;694;1701;28.37
0;710;878;366.13
0;711;1350;73.12
0;720;5546;21.52
0;721;2774;5.66
0;722;1876;2.19
0;723;5713;0.47
0;724;2144;6.54
0;740;630;537.07
0;750;492;0.3
0;751;5065;1.84
0;752;742;0.19
0;753;812;7.7
0;754;5564;0.44
0;755;1621;0.23
0;756;2711;0.79
0;757;4868;2.67
0;758;950;0.63
0;759;485;2.79
0;760;5444;0.17
0;770;979;0.37
0;771;1213;1.47
0;772;228;3.39
0;773;438;0.86
0;774;155;0.01
0;775;9133;1.73
0;776;1521;0.8
0;790;1168;38.25
0;791;3772;174.09
0;792;1181;185.68
0;810;1303;2.18
0;811;928;3.67
0;812;11245;1.46
0;813;4358;61.64
0;814;423;0.7
0;815;1748;2.72
0;830;45;7.21
0;831;27;74.27
0;832;281;8.22
0;833;61;18.09
0;840;719;0.25
0;850;3389;626.88
0;860;6331;8.15
0;861;4879;5.4
0;862;30696;12.29
0;870;5;171.83
0;871;9;176.93
0;872;39;193.05
0;873;55;73.37
0;890;53;13.7
0;891;213;25.84
0;892;92;5.53
0;893;325;3.36
0;894;160;3.58
0;910;553;1052.08
0;911;524;307.61
0;930;661;37.85
0;931;124;19.38
0;950;6036;717.37
0;951;592;17.19
0;952;3737;58.17
0;955;197;0
0;956;1831;2.87
