vrai_hop;rdrg;mean;p5;p25;p50;p75;p95
0;001;32;10;15;22;37;103
0;002;36;16;22;26;36;85
0;003;25;5;18;22;30;50
0;004;60;11;31;50;79;143
0;005;30;6;16;24;37;72
0;020;21;1;7;12;27;65
0;021;20;3;8;13;22;63
0;022;16;2;6;10;19;53
0;023;13;2;4;7;14;43
0;024;10;3;4;6;10;31
0;025;3;1;2;2;3;8
0;026;14;1;3;5;16;56
0;040;13;1;3;6;15;50
0;041;15;2;5;10;19;45
0;042;18;2;5;12;22;53
0;043;8;1;3;5;8;25
0;044;17;1;2;10;21;58
0;045;22;3;8;14;26;68
0;046;17;2;5;11;20;56
0;047;11;2;5;7;12;30
0;048;9;1;3;6;11;26
0;049;13;1;5;10;15;37
0;050;9;1;3;6;11;30
0;051;5;2;3;4;6;10
0;052;11;1;2;6;12;36
0;053;6;1;2;3;7;21
0;054;4;1;1;3;5;11
0;055;11;1;2;7;14;36
0;056;6;1;2;3;7;21
0;057;2;1;1;1;2;6
0;058;6;1;1;1;4;25
0;070;5;1;2;3;6;14
0;071;4;1;2;3;4;8
0;072;2;1;1;2;2;6
0;073;2;1;1;2;2;4
0;080;6;2;3;5;7;13
0;081;6;1;3;4;7;15
0;082;7;1;3;5;9;20
0;090;19;2;3;15;23;55
0;091;10;2;4;6;12;30
0;092;3;1;2;3;4;8
0;093;3;1;2;2;3;6
0;094;3;1;1;2;3;10
0;095;4;1;2;3;4;7
0;096;4;1;2;3;4;7
0;097;2;1;1;2;2;4
0;098;3;1;2;2;3;6
0;110;9;1;3;5;10;35
0;111;7;1;3;5;8;17
0;112;4;1;2;3;5;11
0;113;4;1;2;3;5;9
0;114;3;1;1;2;3;8
0;115;3;1;1;2;4;9
0;120;17;7;11;13;19;41
0;121;14;2;5;10;18;43
0;122;19;1;4;11;23;73
0;130;24;4;11;19;30;58
0;131;9;2;4;9;14;21
0;132;15;1;4;7;18;41
0;133;12;1;5;9;15;33
0;134;13;2;7;11;16;31
0;135;10;1;3;6;12;29
0;136;11;1;3;6;13;34
0;137;18;2;8;14;22;47
0;138;7;2;4;5;7;16
0;139;11;2;5;8;13;30
0;140;13;2;6;10;15;34
0;141;6;1;3;5;8;14
0;142;10;2;4;8;14;27
0;143;9;1;4;7;11;26
0;144;7;1;2;4;9;22
0;160;16;5;9;12;16;44
0;161;12;2;4;7;16;35
0;162;26;9;14;21;32;60
0;163;17;8;10;13;18;38
0;164;18;12;12;18;23;23
0;165;18;8;12;15;21;39
0;166;13;7;9;11;14;23
0;167;9;2;2;5;12;29
0;168;16;3;8;12;18;43
0;169;15;3;9;12;18;38
0;170;19;5;10;16;22;42
0;171;9;2;4;6;11;26
0;172;49;8;19;36;64;135
0;173;11;2;3;6;13;33
0;174;8;1;3;7;9;17
0;175;4;1;2;2;4;11
0;176;5;1;2;3;6;16
0;177;6;1;2;3;6;17
0;178;21;2;6;13;25;65
0;179;3;1;2;2;3;5
0;180;20;1;5;11;25;67
0;190;10;1;4;8;12;25
0;191;6;1;2;3;8;20
0;192;3;1;2;2;3;9
0;193;31;4;14;31;44;67
0;194;14;2;7;11;17;37
0;195;11;2;6;9;14;27
0;196;5;1;1;1;5;22
0;197;7;1;2;3;8;23
0;198;7;1;2;4;8;19
0;199;8;1;3;6;9;20
0;200;10;1;3;6;11;31
0;201;7;1;2;4;8;20
0;202;6;1;2;4;7;15
0;203;4;1;1;3;5;11
0;204;6;1;2;4;7;18
0;205;11;1;4;7;13;30
0;206;9;1;2;5;10;29
0;207;8;1;3;5;10;23
0;220;13;3;4;7;16;41
