vrai_hop;rdrg;SI;mean;p5;p25;p50;p75;p95
0;001;1;10;10;10;10;10;10
0;001;2;12.9;2;10;12;16;30
0;001;3;18.8;10;15;16;22;37
0;001;4;53.5;15;24;39;65;152
0;002;2;19.6;0;16;19;23;32
0;002;3;22.7;14;19;22;26;34
0;002;4;43.4;18;25;32.5;46;115
0;003;1;9.9;1;2;3;16;28
0;003;2;18.5;2;16;19;23;32
0;003;3;24.7;14;19;23;28;40
0;003;4;39.5;18;25;33;47;78
0;004;1;11.6;1;2;12;16;31
0;004;2;18.7;3;9;14;30;52
0;004;3;41.9;9;18;32;54;117
0;004;4;68;16;36;56;88;163
0;005;1;15.7;6;11;16;18;28
0;005;2;19.7;4;11;17;21;42
0;005;3;25.6;8;15;23;31;61
0;005;4;38.9;7;17;34;49;95
0;020;1;8;2;4;6;9;23
0;020;2;15.4;4;7;11;18;42
0;020;3;23.2;1;6;15.5;28;79
0;020;4;32;3;10;24;45;86
0;021;1;9.3;3;6;8;10;21
0;021;2;11;3;5;8;12;29
0;021;3;20;2;8;15;24;57
0;021;4;38.6;4;14;29;48;114
0;022;1;7.8;2;4;6;8;23
0;022;2;11;2;5;7;12;31
0;022;3;23.3;1;5;14.5;27.5;70
0;022;4;41;4;10;26;49;167
0;023;1;4.9;1;2;4;6;13
0;023;2;11.3;2;5;7;12;33
0;023;3;30.5;4;11;18;37.5;86
0;023;4;41.5;3;15;25;50;153
0;024;1;4.1;2;3;4;5;8
0;024;2;5.5;2;3;4;6;12
0;024;3;21.5;3;5;12;23;78
0;024;4;46.7;3;16;38;59;129
0;025;1;2.5;1;1;2;2;5
0;025;2;3.9;1;2;2;4;12
0;025;3;8.3;1;2;3;13;33
0;025;4;44.7;2;7;20;44;233
0;026;1;4.8;1;2;2;4;12
0;026;2;11.9;2;2;7;15;38
0;026;3;25.2;5;12;18;28;78
0;026;4;49.6;4;14;36.5;67;159
0;040;1;5.1;1;1;2;6;18
0;040;2;10.6;1;2;5;11;33
0;040;3;19.9;2;4;12;21;74
0;040;4;29.2;1;4;14.5;29.5;135
