vrai_hop;rdrg;SI;total;p5;p25;p50;p75;p95
0;001;1;5632;5631.83;5631.83;5631.83;5631.83;5631.83
0;001;2;67829;212.18;1318.8;1933.84;3864.37;20810.66
0;001;3;256744;859.38;1725.99;2988.41;5726.41;15177.7
0;001;4;1760824;1795.86;4021.98;8912.69;16389.85;51938.91
0;002;2;44037;179.33;3150.97;4230.98;5528.01;6372.69
0;002;3;204114;1813.37;4262.94;5801.31;7982.18;10461.65
0;002;4;1232888;3691.75;5368.07;7577.27;12652.74;25522.39
0;003;1;136651;27.64;62.44;95.77;1874.72;9384.12
0;003;2;884842;42.08;1748.89;3195.54;5410.24;14343.31
0;003;3;1908114;983.11;3068.43;4770.87;8190.93;18258.12
0;003;4;3843462;2511.86;5045.24;10554.63;19159.33;44922.14
0;004;1;6156;25.72;31.04;231.36;937.89;2853.44
0;004;2;80699;84.4;300.6;639.48;1952.35;5690.95
0;004;3;815412;285.6;1113.92;2527.4;4738.95;10404.15
0;004;4;14852490;1238.67;3315.61;5424.58;9196.83;21138.79
0;005;1;24431;117.16;251.08;396.15;674.15;2011.88
0;005;2;94487;91.76;270.86;457.62;914.52;1855.71
0;005;3;129604;154.4;410.98;709.4;1253.76;2841.93
0;005;4;466571;290.82;915.85;1839.62;3227.53;7730.67
0;020;1;22779;16.48;66.96;117.65;217.6;371.1
0;020;2;77704;53.32;124.15;211;357;983.96
0;020;3;116532;82.49;241.26;464.12;907.09;1673.3
0;020;4;515626;226.8;760.33;1331.58;2309.26;5465.02
0;021;1;511909;48.92;154.28;312.77;482.34;1256.53
0;021;2;1166444;93.84;248.6;394.32;607.1;1646.66
0;021;3;992511;178.52;418.21;696.52;1210.88;2856.12
0;021;4;1722593;337.9;911.44;1742.55;3017.05;6711.6
0;022;1;18651;31.2;55.04;70.74;106.08;221.36
0;022;2;55138;33.32;66.96;96.94;157.48;438.88
0;022;3;65082;59.8;127.6;293.43;719.6;1910.66
0;022;4;234024;111.94;672.15;1382.3;2509.68;4943.3
0;023;1;94792;2.48;42.76;69.54;120.56;400.38
0;023;2;151044;8.88;80.96;192.59;389.01;1279.08
0;023;3;130710;41.04;211.44;447.96;948.73;2259.82
0;023;4;135673;252.96;780.17;1403.15;3046.38;9171.08
0;024;1;115025;41.16;69.52;94.94;128.76;211.8
0;024;2;340543;50.04;80.96;112.38;160.12;304.36
0;024;3;248105;72.48;135.72;230.28;439.28;1290.58
0;024;4;163179;153.24;606.07;1056.25;2019.61;4314.58
0;025;1;112857;2.32;16.56;34.82;52.32;115.2
0;025;2;20972;4.64;30.86;53.16;98.28;283.58
0;025;3;44456;5.6;19.64;69.4;419.44;1439.68
0;025;4;12865;19.04;248.59;677.72;1842.57;6137.92
0;026;1;70427;5.12;48.96;66.08;130.04;310.88
0;026;2;82025;10.04;57.84;105.82;239.56;711.33
0;026;3;85254;31.76;115.08;216.8;447.5;1172
0;026;4;259395;98.04;398.54;1224.42;2811.56;8223.64
0;040;1;14756;0;0.8;14.88;66.8;503.72
0;040;2;52146;0;5.58;59.48;164.82;749
0;040;3;61004;2.12;48.96;140.15;405.64;1898.64
0;040;4;66986;11.28;102.95;512.08;1569.82;5363.28
0;041;1;57792;4.84;56.02;108.4;192.26;471.88
0;041;2;451008;12.16;73.28;148.98;289.2;1226.4
0;041;3;710099;23.04;124.22;278.32;704.8;2815.76
0;041;4;400202;111.12;414.44;848.32;1858.71;5418.92
0;042;1;268180;0;3.11;26.02;73.56;283.64
0;042;2;727446;1.04;21.3;58.85;124.47;371.97
0;042;3;791268;8.64;52.36;120.54;249.07;900.24
0;042;4;377133;22.39;138.64;350.04;948.89;3247.09
0;043;1;285002;0;47.98;178.76;321.62;522.7
0;043;2;206706;0.04;70.22;197.64;377.92;1130.49
0;043;3;52514;5.92;84.36;224.12;434.27;1202.36
0;043;4;19196;0;65.6;674.16;1463.66;4261.47
0;044;1;45897;0;7.96;40.96;125.68;716.12
0;044;2;185719;1.32;19.32;81.88;198.36;718
0;044;3;362869;2.96;43;139.64;355.28;983.43
0;044;4;602621;58.96;251.8;661.96;1491.01;3769.92
0;045;1;70048;1.84;14.68;49.52;100.44;302.76
0;045;2;1229992;6.36;33.28;75.82;148.82;653.52
0;045;3;1227177;17.44;74.96;158.84;357.08;1042.63
0;045;4;1747197;66.72;239.96;582.28;1165.6;2592.68
0;046;1;10252;0;13.6;49.64;89.4;162.12
0;046;2;82365;2.96;28.08;65.32;111.44;298.48
0;046;3;62045;12.6;61.63;106.44;238.8;1027.8
0;046;4;43346;32.52;256;549.28;1164.35;3167.4
0;047;1;53238;0.4;6.32;17.5;49.86;124.76
0;047;2;310010;2.16;14.48;40.44;82.52;185.56
0;047;3;205909;8.2;38.04;84.12;161.72;549.84
0;047;4;60209;41.88;151.4;306.56;739.96;2580.66
0;048;1;251758;0;6;24.44;75.94;318.32
0;048;2;289137;0.04;16.28;46;99;412.8
0;048;3;4653536;0;43.6;456.4;3571.68;7781.96
0;048;4;162809;47.54;206.12;648.72;1771.14;7465.75
0;049;1;29594;30.72;102.16;253.18;432.28;697.8
0;049;2;915228;0;101.06;788.74;6687.08;9250.24
0;049;3;279391;22.44;119.84;445.88;2785.42;8091.31
0;049;4;390309;27.04;472.7;1385.7;4720.56;13621.29
0;050;1;41322;1.08;38.28;117.72;312.2;793.68
0;050;2;132486;0;53.04;144.28;434.56;1760.95
0;050;3;108204;33.8;222.8;623.28;1108.24;1986.2
0;050;4;126892;99.56;643.28;1589.1;2178.54;5481.24
0;051;1;68332;3.92;15.1;40.38;76.8;232.94
0;051;2;58771;6;30.12;71;189.49;796.84
