vrai_hop;rmdc;rdrg;SI;ATC1;ATC4;Nfarm;Sum
0;12;480;1;A;A01AB;1;3.43
0;12;480;1;A;A02BA;1452;9283.47
0;12;480;1;A;A02BC;146;1139.03
0;12;480;1;A;A02BX;4;33.32
0;12;480;1;A;A03AB;1;3.39
0;12;480;1;A;A03FA;1152;2023.25
0;12;480;1;A;A04AA;98;1561.87
0;12;480;1;A;A06AD;3;33.86
0;12;480;1;A;A07AA;7;15.92
0;12;480;1;A;A07BC;1;0.08
0;12;480;1;A;A07DA;19;6.15
0;12;480;1;A;A07EC;3;17.39
0;12;480;1;A;A10AB;95;846.89
0;12;480;1;A;A10AC;2;50.81
0;12;480;1;A;A10AD;4;49.54
0;12;480;1;A;A10AE;1;11.12
0;12;480;1;A;A10BA;54;25.81
0;12;480;1;A;A10BB;35;55.71
0;12;480;1;A;A10BD;2;12.03
0;12;480;1;A;A10BG;3;34.89
0;12;480;1;A;A10BX;5;11.98
0;12;480;1;B;B01AA;5;1.32
0;12;480;1;B;B01AB;2708;57757.65
0;12;480;1;B;B01AC;7;42.18
0;12;480;1;B;B02AA;418;2608.94
0;12;480;1;B;B02AB;1;23.21
0;12;480;1;B;B02BC;253;86900.85
0;12;480;1;B;B03AC;7;330.83
0;12;480;1;B;B03XA;2;739.52
0;12;480;1;B;B05AA;2075;55796.27
0;12;480;1;B;B05BA;1065;11156.29
0;12;480;1;B;B05BB;2879;91583.48
0;12;480;1;B;B05BC;32;198.6
0;12;480;1;B;B05CA;31;65.51
0;12;480;1;B;B05CB;1184;120834.43
0;12;480;1;B;B05CX;118;2462.3
0;12;480;1;B;B05XA;12;43.9
0;12;480;1;C;C01AA;11;1.24
0;12;480;1;C;C01BC;8;25.57
0;12;480;1;C;C01BD;31;103.34
0;12;480;1;C;C01CA;15;75
0;12;480;1;C;C01DA;28;108.62
0;12;480;1;C;C01DX;31;370.53
0;12;480;1;C;C01EA;6;493.92
0;12;480;1;C;C02AC;531;575.59
0;12;480;1;C;C02CA;34;169.9
0;12;480;1;C;C03BA;12;9.77
0;12;480;1;C;C03CA;587;346.32
0;12;480;1;C;C03DA;19;27.71
0;12;480;1;C;C03EA;19;14.99
0;12;480;1;C;C07AA;20;23.03
0;12;480;1;C;C07AB;197;288.34
0;12;480;1;C;C07AG;36;117.83
0;12;480;1;C;C07BB;16;30.06
0;12;480;1;C;C07CB;9;20.38
0;12;480;1;C;C07FB;7;33.9
0;12;480;1;C;C08CA;178;605
0;12;480;1;C;C08DA;2;1
0;12;480;1;C;C08DB;12;23.94
0;12;480;1;C;C09AA;117;339.24
0;12;480;1;C;C09BA;14;37.58
0;12;480;1;C;C09CA;44;264.68
0;12;480;1;C;C09DA;12;136.39
0;12;480;1;C;C10AA;191;992.49
0;12;480;1;C;C10AB;16;21.48
0;12;480;1;C;C10AX;4;34.34
0;12;480;1;D;D01AC;7;22.93
0;12;480;1;D;D01BA;3;35.04
0;12;480;1;D;D03AX;49;286.75
0;12;480;1;D;D05AX;2;68.08
0;12;480;1;D;D06BA;1;1.86
0;12;480;1;D;D07AB;1;3.32
0;12;480;1;D;D07AC;3;16.01
0;12;480;1;G;G03HA;1;0.94
0;12;480;1;G;G04BD;458;680.99
0;12;480;1;G;G04CA;23;48.3
0;12;480;1;H;H01BA;4;50.23
0;12;480;1;H;H02AB;451;1745.83
0;12;480;1;H;H03AA;14;4.24
0;12;480;1;H;H03BB;2;1.07
0;12;480;1;H;H05BA;1;13.12
0;12;480;1;J;J01AA;7;36.35
0;12;480;1;J;J01CA;62;4369.3
0;12;480;1;J;J01CF;1;3.12
0;12;480;1;J;J01CR;242;7532.89
0;12;480;1;J;J01DB;2044;19253.34
0;12;480;1;J;J01DC;74;1780.73
0;12;480;1;J;J01DD;6;781.46
0;12;480;1;J;J01DE;1;531.24
0;12;480;1;J;J01DF;3;386.14
0;12;480;1;J;J01DH;1;565.6
0;12;480;1;J;J01EE;45;79.35
0;12;480;1;J;J01FA;36;175.69
0;12;480;1;J;J01FF;8;94.44
0;12;480;1;J;J01GB;123;4337.97
0;12;480;1;J;J01MA;961;34542.3
0;12;480;1;J;J01XA;5;245.44
0;12;480;1;J;J01XD;47;644.7
0;12;480;1;J;J01XE;588;695.58
0;12;480;1;J;J01XX;53;1865.56
0;12;480;1;J;J02AC;8;269.17
0;12;480;1;J;J04AB;2;9.04
0;12;480;1;J;J05AB;1;255.91
0;12;480;1;J;J07AM;1;3.2
0;12;480;1;L;L01XX;1;2.02
0;12;480;1;L;L02AE;11;3590.38
0;12;480;1;L;L02BB;12;528.01
0;12;480;1;L;L04AA;1;11.48
0;12;480;1;M;M01AB;1229;4109.41
0;12;480;1;M;M01AC;278;617.96
0;12;480;1;M;M01AE;38;72.29
0;12;480;1;M;M01AX;5;7.31
0;12;480;1;M;M03AB;1;0.28
0;12;480;1;M;M03AC;2383;23411.39
0;12;480;1;M;M03BX;1;1.36
0;12;480;1;M;M04AA;49;29.56
0;12;480;1;M;M05BA;1;7.04
0;12;480;1;N;N01AB;1994;70737.4
0;12;480;1;N;N01AH;2551;20564.9
0;12;480;1;N;N01AX;2538;29100.62
0;12;480;1;N;N02AA;5;5.93
0;12;480;1;N;N02AB;79;39.36
0;12;480;1;N;N02AC;1243;1431.56
0;12;480;1;N;N02AD;5;9.2
0;12;480;1;N;N02AX;840;2461.98
0;12;480;1;N;N02BA;10;5.59
0;12;480;1;N;N02BE;2796;51723
0;12;480;1;N;N03AA;2;2.33
0;12;480;1;N;N03AB;3;29.95
0;12;480;1;N;N03AF;2;1.95
0;12;480;1;N;N03AG;3;54.8
0;12;480;1;N;N03AX;6;122.73
0;12;480;1;N;N04BA;5;105.99
0;12;480;1;N;N04BB;1;1.96
0;12;480;1;N;N04BC;2;70.63
0;12;480;1;N;N04BD;1;71.48
0;12;480;1;N;N04BX;1;85.4
0;12;480;1;N;N05AA;2;1.58
0;12;480;1;N;N05AD;32;64.83
0;12;480;1;N;N05AF;1;5.38
0;12;480;1;N;N05AH;7;160.54
0;12;480;1;N;N05AL;44;271.85
0;12;480;1;N;N05AN;1;0.58
0;12;480;1;N;N05AX;30;108.85
0;12;480;1;N;N05CD;733;986.97
0;12;480;1;N;N06AA;2;3.76
0;12;480;1;N;N06AB;40;233.38
0;12;480;1;N;N06AX;30;337.94
0;12;480;1;N;N06DA;2;29.89
0;12;480;1;N;N07AA;3;14.34
0;12;480;1;N;N07BB;1;2
0;12;480;1;N;N07CA;5;9.34
0;12;480;1;P;P01AB;3;86.92
0;12;480;1;R;R01AD;3;32.21
0;12;480;1;R;R03AC;23;110.38
0;12;480;1;R;R03AK;314;2713.19
0;12;480;1;R;R03BA;21;308.72
0;12;480;1;R;R03BB;20;210.17
0;12;480;1;R;R03DA;13;8.92
0;12;480;1;R;R03DC;2;4.64
0;12;480;1;R;R05CB;165;356.22
0;12;480;1;R;R06AD;40;10.34
0;12;480;1;R;R06AE;37;30.44
0;12;480;1;R;R06AX;3;17.65
0;12;480;1;S;S01AA;37;102.53
0;12;480;1;S;S01AX;2;5.27
0;12;480;1;S;S01CA;33;112.16
0;12;480;1;S;S01EA;1;9.04
0;12;480;1;S;S01EB;1;1.66
0;12;480;1;S;S01ED;2;11.03
0;12;480;1;S;S03AA;6;17.12
0;12;480;1;S;S03CA;221;560.47
0;12;480;1;V;V03AB;14;38.95
0;12;480;1;V;V03AE;2;16.62
0;12;480;1;V;V03AF;1;2.67
0;12;480;1;V;V07AB;99;3319.86
0;12;480;1;V;V08AA;685;6171.82
0;12;480;1;V;V08AB;196;11752.03
0;12;480;1;V;V08CA;3;252.79
0;12;480;2;A;A02BA;885;6921.68
0;12;480;2;A;A02BC;95;1163.64
0;12;480;2;A;A02BX;3;24.99
0;12;480;2;A;A03AB;1;1.19
0;12;480;2;A;A03FA;606;1168.77
0;12;480;2;A;A04AA;64;1171.56
0;12;480;2;A;A06AD;1;4.4
0;12;480;2;A;A07AA;6;24.52
0;12;480;2;A;A07DA;14;7.39
0;12;480;2;A;A07EC;3;4.68
0;12;480;2;A;A09AA;1;33.66
0;12;480;2;A;A10AB;103;1162.29
0;12;480;2;A;A10AC;6;90.53
0;12;480;2;A;A10AD;7;90
0;12;480;2;A;A10AE;1;11.13
0;12;480;2;A;A10BA;47;21.38
0;12;480;2;A;A10BB;45;81.37
0;12;480;2;A;A10BD;4;4.43
0;12;480;2;A;A10BG;3;30.46
0;12;480;2;A;A10BX;2;6.12
0;12;480;2;A;A11CC;1;0.93
0;12;480;2;B;B01AA;6;3.21
0;12;480;2;B;B01AB;1411;36913.97
0;12;480;2;B;B01AC;7;74.7
0;12;480;2;B;B02AA;194;1133.18
0;12;480;2;B;B02BC;204;74332.62
0;12;480;2;B;B02BD;3;2784.37
0;12;480;2;B;B03AC;8;201.03
0;12;480;2;B;B03XA;3;451.37
0;12;480;2;B;B05AA;1231;47262.65
0;12;480;2;B;B05BA;660;16257.57
0;12;480;2;B;B05BB;1450;55489
0;12;480;2;B;B05BC;28;135.52
0;12;480;2;B;B05CA;10;24.66
0;12;480;2;B;B05CB;283;20080.28
0;12;480;2;B;B05CX;37;773.58
0;12;480;2;B;B05XA;18;179.42
0;12;480;2;C;C01AA;6;1.79
0;12;480;2;C;C01BA;1;0.24
0;12;480;2;C;C01BC;5;26.88
0;12;480;2;C;C01BD;27;111.39
0;12;480;2;C;C01CA;18;137.4
0;12;480;2;C;C01CE;1;42.44
0;12;480;2;C;C01DA;40;337.33
0;12;480;2;C;C01DX;30;314.9
0;12;480;2;C;C01EA;1;82.32
0;12;480;2;C;C01EB;1;8.78
0;12;480;2;C;C02AC;245;291.06
