vrai_hop;rdrg;total;p5;p25;p50;p75;p95
0;001;2188817;3432.59;5285.71;7699.86;12676.71;36231.63
0;002;1506103;4896.48;7663.26;9170.7;12947.44;29407.85
0;003;4558285;1606.64;5367.02;7392.41;10079.97;18512.19
0;004;31312793;2790.81;7744.13;12662.55;20527.26;39763.54
0;005;4353262;1770.16;4535.61;7062.13;10824.12;20571.35
0;020;3847840;333.94;1892.83;3375.93;7067.73;17750.16
0;021;20385239;767.85;2252.86;3708.76;6359.09;17076.19
0;022;3281648;586.52;1554.09;2697.97;5316.12;14768.9
0;023;4291990;456.04;908.68;1764.31;3735.88;11178.65
0;024;9419320;613.68;1039.96;1492.72;2585.87;7661.44
0;025;2814303;207.46;393;493.76;727.84;2022.96
0;026;4975340;336.06;838.37;1495.01;4193.11;13953.36
0;040;2039308;271.84;712.67;1657;3582.37;11773.78
0;041;9951845;424.94;1253.58;2590.6;4990.91;11798.72
0;042;30395774;374.05;1377.14;2857.22;5128.15;11925.95
0;043;4137784;263.31;663.44;1117.01;2015.99;6298.71
0;044;11299519;213.79;601.56;2410.38;5106.63;13517.61
0;045;31369782;626.55;1776.1;3300.66;6276.17;15354.71
0;046;40641650;385.32;1253.35;2448.1;4641.94;12753.51
0;047;21350910;415.89;1045.49;1759.54;2933.25;6952.01
0;048;12474651;265.57;698.07;1477.25;2779.4;6380.03
0;049;3060801;311.55;1209.97;2406.25;3876.19;10146.21
0;050;1804101;265.57;696.45;1493.68;2875.41;8494.18
0;051;1719185;369.8;670.95;991.21;1481.04;2738.73
0;052;5074589;221.12;531.13;1447.2;2988.7;8553.23
0;053;20426753;213.79;413.64;831.78;1767.01;5035.54
0;054;4879760;207.98;369.01;685.22;1301.13;3011.92
0;055;3944504;209.87;545.12;1613.51;3696.18;9261.38
0;056;2271800;204.93;395.78;819.49;1793.56;5187.17
0;057;6612514;184.24;219.73;287.61;501.5;1465.78
0;058;24671772;204.31;248.74;347.43;1137.09;6126.74
0;070;805407;236.75;546.58;987.09;1663.56;3827.31
0;071;6201285;251.86;631.62;839.39;1265.06;2639.32
0;072;2312921;208.28;293.26;425.8;677.93;1609.13
0;073;7578469;201.74;292.96;446.8;620.18;1049.19
0;080;469827;485.03;889.81;1330.94;1989.66;3985.01
0;081;1044297;261.03;642.55;1119.88;1957.2;4160.89
0;082;4829433;229.43;683.6;1290.82;2213.21;5060.21
0;090;2069434;382.36;841.76;3985.51;7172.56;16237.83
0;091;1412463;601.56;1023.8;1791.65;3420.19;8639.34
0;092;2446122;223.4;451.96;703;1039.57;2054.04
0;093;5773851;221.37;421.32;579.42;816.64;1711.45
0;094;2193207;202.21;309.25;511.9;870.33;2688.29
0;095;499532;349.04;560.5;806.4;1385.63;3000.15
0;096;966665;334.02;554.78;794.99;1147.62;2075.46
0;097;6146472;201.99;267.87;442.2;607.14;1038.84
0;098;11784980;220.83;414.13;590.97;864.16;1738.42
0;110;4852975;341.77;704.71;1247.67;2646.32;9701.26
0;111;5690293;244.15;639.11;1121.02;1930.52;4241.88
0;112;1081036;207.97;415.69;744.42;1206.62;2700.16
0;113;10553248;221.15;463.76;736.64;1122.14;2348.07
0;114;4382890;200.52;258.4;449.14;814.28;2022.96
0;115;3455273;193.18;250.74;454.49;884.48;2276.46
0;120;7135672;1645.81;2763.72;3690.74;5197.32;11456.69
0;121;14499730;418.2;1102.75;2466.66;4479.04;11229.19
0;122;2683555;369.31;1071.09;2651.57;6035.41;15921.45
0;130;7799417;1026.88;2624.82;4493.32;7429.03;15290.01
0;131;1936826;490.48;1107.94;2583.1;4243.22;6504.48
0;132;207702;369.31;1087.19;2053.74;4534.05;12436.32
0;133;8708747;236.12;1066.64;2136.44;3741.91;8195.76
0;134;13885787;501.88;1707.64;2585.18;3949.69;7741.02
0;135;3499964;221.56;653.54;1440.44;2805.16;7098.06
0;136;24846682;295.34;726.63;1503.25;3293.01;8494.17
0;137;24483640;575.17;1807.61;3233.9;5368.19;11595.02
0;138;618364;484.92;893.6;1281.8;1866.61;4386.92
0;139;67575523;529.13;1153.95;1935.19;3227.07;7173.25
0;140;68880043;449.58;1465.57;2330.27;3648;7932.56
0;141;17008297;289.49;718.69;1180.72;1844.4;3574.42
0;142;3170965;352.45;926.63;1951.93;3301.97;6989.98
0;143;6418473;352.38;947.55;1599.96;2858.37;6482.45
0;144;38675300;212.84;415.89;1029.7;2095.94;5399.94
