vrai_hop;rdrg;total;p5;p25;p50;p75;p95
0;001;2440746;816.52;2214.5;5056.51;11131.64;47604.93
0;002;1919380;2201.99;4799.88;6512.31;10742.96;35430.68
0;003;7408427;74.84;2966.15;4689.5;8440.63;26440.33
0;004;7225159;657.84;2244.04;4552.32;8285.54;20936.49
0;005;2660802;779.03;1836.17;3166.35;5451.3;12250.48
0;006;79919;2682.67;5173.55;9065.04;13406.36;21946.53
0;020;694516;44.64;132.44;343.81;1031.4;3293.8
0;021;3139502;65.84;223.68;399.53;749.79;2729.37
0;022;544585;27.56;56.32;111.16;553.08;2799.45
0;023;468178;6.04;36.08;61.12;203.19;1197.7
0;024;1094702;38.94;67.2;110.28;212.8;808.63
0;026;552945;3.68;24.7;41.66;77.94;402.56
0;040;119251;0;16.84;62.4;219.92;953.11
0;041;1237137;12.76;68.52;140.7;331.96;1808.51
0;042;1869551;0;15.24;46.8;111.88;507.56
0;043;5131899;0;84.64;302;2998.73;7175.94
0;044;979518;0.4;21.92;94.24;285.12;1270.03
0;045;3855366;4.76;31.64;82.12;220.84;992.72
0;046;133706;2.26;26.32;59.46;115.7;451.94
0;047;489478;0.6;8.68;27.72;66.02;192
0;048;1318261;0;9.16;40.9;98.92;2270.04
0;049;1604497;4.56;157.96;606.51;4608.98;8973.05
0;050;443969;0.2;52.24;207.8;544.05;2005.3
0;051;142532;0.44;15.82;41.09;85.52;501.57
0;052;396823;0;3.64;28.14;97.08;675.96
0;053;1323885;0;0.4;11.34;53.58;346.12
0;054;286597;0;3.68;15.84;48.68;131.4
0;055;633682;0.12;16.16;56.7;167.56;1102.83
0;056;100357;0;7.28;32.18;92.74;421.44
0;057;129775;0;0;0.56;8.72;56.24
0;058;847422;0;0;0;22.72;177.54
0;070;39594;19.28;35.44;51.68;82.76;241.76
0;073;407098;6.6;16.49;28.36;39.83;77.45
0;080;143764;7.28;26.16;75.4;235.59;653.43
0;082;216881;0;4.08;27.68;74.92;312
0;089;372445;41.92;73.08;99.6;180.57;655.97
0;090;258089;37.48;245.32;521.52;1050.21;3759.72
0;091;188995;33.04;101.04;175.35;289.84;1000.96
0;092;395500;31.82;57.36;79.2;118.9;240.28
0;093;489549;23.04;37.12;48.6;65.24;191.15
0;095;50903;20;35.6;47.48;66.76;158.99
0;097;426859;15.76;28.64;38.08;50.96;128.16
0;098;1228268;18.76;33.76;46.6;69.36;205.47
0;110;666308;6.92;33.08;86.8;279.44;1907.82
0;111;234087;0;4.28;15.44;45.16;113.48
0;113;833071;0;3.88;16.96;49.88;149.88
0;114;898317;0;14.08;35.16;81.48;610.85
