vrai_hop;rdrg;SI;cat;NAB;totalEUR;p5;p25;p50;p75;p95
0;001;1;2;2;207.4;62;62;103.7;145.4;145.4
0;001;2;37;37;2747.8;10.4;17.7;60.9;93.2;250.8
0;001;3;86;86;41347.4;26.6;65.5;96;231.2;1037.2
0;001;4;90;89;235209.9;63.7;194.5;484.7;1223.8;14297.8
0;002;2;7;7;2632.4;27.5;27.6;77.6;891.8;1251.6
0;002;3;48;48;31208.5;12;46.5;142.4;512.2;2591.4
0;002;4;84;84;424299.9;116.6;423.7;1278.1;3876.3;27293.4
0;003;1;217;216;169264.3;47.6;160.9;318.3;576.2;4047.7
0;003;2;450;449;481096;73.9;267;453;813.3;4322.7
0;003;3;142;142;423722.1;246.7;469.2;756.6;1743;11718.2
0;003;4;118;117;962851.9;431.1;1396.7;5116.7;11113.5;27093.9
0;004;1;8;4;1906;6.5;10.4;36.1;942.6;1827.3
0;004;2;72;66;21341.5;4.7;23.7;128.4;443.3;1313.3
0;004;3;312;298;169634.7;8.6;98.8;358.1;737.9;2097.9
0;004;4;1458;1436;2680274.8;46.5;400.6;860.3;1835;6612.4
0;005;1;3;3;544.1;139;139;164.8;240.3;240.3
0;005;2;20;20;28759.7;56.4;281.8;760;1548.5;6145.4
0;005;3;118;117;119809.7;68.8;320.6;621.7;1207.3;3663.4
0;005;4;443;438;868095.4;187;516.6;934.8;1885.5;7062.1
0;006;2;2;2;626.9;261.6;261.6;313.4;365.2;365.2
0;006;3;2;2;1177.5;253.7;253.7;588.7;923.8;923.8
0;006;4;2;2;342.4;132.7;132.7;171.2;209.7;209.7
0;020;1;157;141;1991;2.4;2.7;3.7;8.8;65.1
0;020;2;96;84;3780;2.6;3.7;8.7;45.4;230.1
0;020;3;199;192;19252;2.7;4.9;22.5;74.3;507.8
0;020;4;138;136;60313;8;58.4;199.3;536.9;1866.9
0;021;1;860;803;8871.7;2.6;2.8;4.7;9.3;29.5
0;021;2;1521;1439;35381;2.6;2.8;5.4;10.6;58.3
0;021;3;1240;1172;110847;2.7;3;7.5;22.4;441.3
0;021;4;646;631;238048.4;2.7;12.3;131.6;428.4;1737
0;022;1;177;171;961.6;1.9;2.7;3.9;8;13.4
0;022;2;165;157;3334.8;1.4;2.8;5.5;10.3;108.7
0;022;3;80;79;6590.8;1.4;4;8.1;18.3;553.7
0;022;4;26;26;6455.4;4.1;15.2;114.7;383;840.9
0;023;1;543;468;4672.7;2.7;2.8;5.4;8.3;16.6
0;023;2;335;272;6453.8;2.5;2.7;5.3;10.7;86
0;023;3;164;148;22273.2;2.6;7.5;21.7;155.4;746.2
0;023;4;57;56;31540.1;5.6;50;248.3;667.1;1811.7
0;024;1;1563;1091;6374.2;2.6;2.7;2.8;8;11.8
0;024;2;1442;1118;7676.6;2.6;2.7;2.8;8;14.3
0;024;3;1386;771;28118.3;2.6;2.8;6.7;18.9;221.7
0;024;4;339;268;56862.8;2.7;16.1;63.8;233.1;859.2
0;026;1;1334;738;5575.4;2;2.7;2.8;7.6;15.4
0;026;2;597;406;7416.8;2.3;2.8;4.1;8.8;48
