vrai_hop;rdrg;SI;N;moy_gemid
0;001;1;4;335.77
0;001;2;46;366.31
0;001;3;94;629.05
0;001;4;115;1044.34
0;002;2;7;801.03
0;002;3;77;2117.25
0;002;4;108;3703.49
0;003;1;287;17.89
0;003;2;381;19.37
0;003;3;159;42.93
0;003;4;94;141.65
0;004;1;11;2774.38
0;004;2;46;1973.23
0;004;3;227;1778.45
0;004;4;1145;2925.38
0;005;1;2;104.61
0;005;2;11;112.24
0;005;3;69;167.41
0;005;4;252;246.5
0;006;2;1;401.2
0;006;3;7;266.48
0;006;4;2;493.36
0;020;1;283;268.94
0;020;2;102;512.4
0;020;3;253;481.33
0;020;4;187;739.15
0;021;1;1177;1457.86
0;021;2;1768;800.88
0;021;3;1130;854.14
0;021;4;601;1298.72
0;022;1;241;1193.99
0;022;2;234;1239.6
0;022;3;82;1188.72
0;022;4;24;1300.34
0;023;1;844;1350.56
0;023;2;459;772.49
0;023;3;146;966.6
0;023;4;36;1178.28
0;024;1;2111;1063.78
0;024;2;1560;828.97
0;024;3;1142;2160.13
0;024;4;216;2806.02
0;026;1;2036;1824.54
0;026;2;755;3037.96
0;026;3;294;3036.64
0;026;4;67;1083.56
0;040;1;124;27.46
0;040;2;181;10.97
0;040;3;99;223.59
0;040;4;16;30.61
0;041;1;340;13.9
0;041;2;1111;8.57
0;041;3;1195;9.96
0;041;4;202;15.6
0;042;1;2212;6.68
0;042;2;6057;2.42
0;042;3;2882;6.81
0;042;4;310;22.59
0;043;1;2279;2.2
0;043;2;918;2.41
0;043;3;146;7.48
0;043;4;26;39.87
0;044;1;506;18.88
0;044;2;914;2.33
0;044;3;1477;14.25
0;044;4;439;35.78
0;045;1;1891;3.1
0;045;2;8295;13.78
0;045;3;3859;24.45
0;045;4;915;42.54
0;046;1;141;5.02
0;046;2;288;5.38
0;046;3;153;6.54
0;046;4;12;0
0;047;1;2876;0.23
0;047;2;3804;2.46
0;047;3;827;14.8
0;047;4;74;22.66
0;048;1;1654;2.7
0;048;2;1321;4.38
0;048;3;951;2.98
0;048;4;54;58.76
0;049;1;104;0.61
0;049;2;376;1.34
0;049;3;140;15.44
0;049;4;67;140.93
0;050;1;234;0.24
0;050;2;430;13.06
0;050;3;175;31.97
0;050;4;68;16.77
0;051;1;917;0.03
0;051;2;319;0.97
0;051;3;27;29.5
0;051;4;4;60.05
0;052;1;1024;0.33
0;052;2;641;3.61
0;052;3;651;15.14
0;052;4;138;38.94
0;053;1;7536;0.12
0;053;2;5320;2.04
0;053;3;2709;2.76
0;053;4;499;21.44
0;054;1;4549;0.18
0;054;2;1636;1.54
0;054;3;197;2.85
0;054;4;10;30.54
0;055;1;1009;3.64
0;055;2;1396;4.53
0;055;3;723;26.14
0;055;4;190;39.36
0;056;1;114;0
0;056;2;124;0.91
0;056;3;42;1.35
0;056;4;5;28.03
0;057;1;6677;0.3
0;057;2;1630;1.68
0;057;3;257;4.08
0;057;4;38;70.25
0;058;1;11227;7.5
0;058;2;4865;19.41
0;058;3;1690;11.32
0;058;4;226;27.87
0;070;1;306;156.83
0;070;2;186;234.83
0;070;3;23;253.49
0;070;4;1;179.53
