vrai_hop;rdrg;N;moy_gemid
0;194;19776;12.73
0;195;1010;9.56
0;196;679;26.06
0;197;4873;62.61
0;198;2609;61.06
0;199;2571;6.59
0;200;1241;24.12
0;201;19271;56.09
0;202;2060;13.38
0;203;6754;1.64
0;204;9099;5.72
0;205;304;91.72
0;206;1469;102.7
0;207;5485;30.52
0;220;4474;462.63
0;221;15039;806.91
0;222;694;108.49
0;223;2423;227.82
0;224;2303;131.16
0;225;13030;103.79
0;226;8489;105.09
0;227;9287;89.52
0;228;15316;125.17
0;229;2023;158.37
0;240;6899;141.99
0;241;8694;16.56
0;242;830;24.68
0;243;8744;35.12
0;244;9325;6.05
0;245;2915;10.17
0;246;1571;10.01
0;247;8266;19.14
0;248;785;32
0;249;26828;2.42
0;250;30273;20.59
0;260;2171;565.45
0;261;546;420.82
0;262;794;149.42
0;263;18143;233.46
0;264;900;230.6
0;280;3918;47.45
0;281;4712;236.93
0;282;6066;75.62
0;283;4018;52.08
0;284;10053;180.32
0;300;576;3008.77
0;301;5896;1537.37
0;302;39821;2175.28
0;303;293;5538.97
0;304;9185;2769.58
0;305;217;129.35
0;306;2958;1920.62
0;307;308;396.38
0;308;9979;699.51
0;309;2311;374.58
0;310;23774;410.85
0;311;73;28.1
0;312;779;146.19
0;313;21589;184.29
0;314;13662;218.91
0;315;31193;172.64
0;316;5612;109.56
0;317;7504;21.71
0;318;3922;35.55
0;319;3107;44.44
0;320;5170;852.13
0;340;1342;57.91
0;341;3678;3.07
0;342;8388;8.18
0;343;5507;22.39
0;344;404;5.85
0;345;406;19.73
0;346;2859;10.61
0;347;18145;7.96
0;348;3325;49.82
0;349;2064;16.18
0;350;4779;4.06
0;351;4240;8.64
0;360;981;82.47
0;361;3056;28.45
0;362;6339;100.54
0;363;12850;55.21
0;364;7558;42.94
0;380;1113;4.32
0;381;1144;3.12
0;382;1092;12.1
0;383;9688;2.82
0;384;7292;2.01
0;385;3354;9.87
0;400;1254;342.17
0;401;523;185.09
0;402;446;319.77
0;403;11793;882.93
0;404;7002;259.12
0;405;1575;743.97
0;420;13009;3.77
0;421;5778;10.16
0;422;11116;3.92
0;423;503;10.14
0;424;2785;6.35
0;440;452;143.97
0;441;1207;920.46
0;442;1893;322.06
0;443;3042;205.88
0;444;516;270.54
0;445;1758;201.47
0;446;16530;77.32
0;447;2261;433.65
0;460;4304;39.57
0;461;1172;36.38
0;462;806;7.26
0;463;17514;7.44
0;464;1648;35.52
0;465;10190;47
0;466;2483;27.61
0;467;3333;6.62
0;468;6804;29.11
0;480;4618;521.63
0;481;1201;365.33
0;482;8055;32.51
0;483;2914;20.02
0;484;1885;26.92
0;500;1058;21.8
0;501;3832;5.27
0;510;2062;317.66
0;511;502;334.72
0;512;769;214.23
0;513;20376;143.59
0;514;8864;302.69
0;515;1564;38.09
0;516;1079;64.53
0;517;1121;16.19
0;518;890;127.49
0;530;976;52.94
0;531;869;3.37
0;532;1748;27.59
0;540;24402;1.28
0;541;356;15.22
0;542;517;15.87
0;543;384;73.24
0;544;1785;3.8
0;560;94633;0.1
0;561;1589;5.38
0;562;1473;135.08
0;563;6190;0.35
0;564;1142;1.32
0;565;819;0
0;566;11613;4.84
0;580;158;2.99
0;581;26;19.47
0;583;8;2907.14
0;590;16;412.12
0;591;81;20.88
0;592;25;267.41
0;593;164;18
0;600;32;538.47
0;601;146;9.16
0;602;240;10.21
0;603;337;4.23
0;610;24;492.73
0;611;154;11.8
0;612;244;14.24
0;613;33;28.48
0;614;657;2.09
0;620;41;933.39
0;621;128;30.66
0;622;151;10.55
0;623;36;10.04
0;624;467;1.09
0;625;137;1.6
0;626;205;1.98
0;630;88;1439.31
0;631;120;325.02
0;632;196;41.71
0;633;498;5.92
0;634;251;5.95
0;635;28;0
0;636;319;0.66
0;637;1800;2.03
0;638;2351;0.77
0;639;199;1.61
0;640;280;1.79
0;650;251;399.64
0;651;823;71.44
0;660;3;0
0;661;1383;6.04
0;662;489;0.16
0;663;9185;14.91
0;664;4404;8.27
0;680;420;386.33
0;681;1072;209
0;682;1268;160.7
0;683;1070;152.4
0;690;967;37.57
0;691;2945;33.59
0;692;797;26.21
0;693;28774;32.86
0;694;2017;39.35
0;710;1126;464.75
0;711;1372;134.03
0;720;8149;30.31
0;721;3016;14.21
0;722;2978;2.41
0;723;6652;1.11
0;724;2650;7.3
0;740;377;509.46
0;750;392;0.47
0;751;3725;1.62
0;752;513;1.66
0;753;714;0.64
0;754;4253;6.56
0;755;1415;0.91
0;756;2702;0.7
0;757;4669;5.22
0;758;1079;0.92
0;759;319;9.47
0;760;3374;0.88
0;770;747;0.97
0;771;1193;6.91
0;772;177;1.62
0;773;421;2.48
0;774;164;0.26
0;775;8995;2.5
0;776;1191;1.1
0;790;1199;81.85
0;791;3886;400.28
0;792;973;284.58
0;810;1235;6.68
0;811;1111;2.53
0;812;12167;1.36
0;813;5104;90.02
0;814;470;5.29
0;815;1922;3.2
0;830;38;38.64
0;831;20;102.58
0;832;216;8.6
0;833;47;12.13
0;840;677;1.67
0;850;4525;1774.75
0;860;3507;28.92
0;861;10388;6.47
0;862;34741;18.93
0;870;3;264.91
0;871;7;1227.72
0;872;35;298.89
0;873;65;285.34
0;890;50;41.82
0;891;171;22.78
0;892;94;5.93
0;893;372;9.1
0;894;164;10.37
0;910;541;1363.68
0;911;512;531.9
0;930;745;26.79
0;931;103;13.05
0;950;8507;853.9
0;951;521;38.82
0;952;3903;68.86
0;955;161;0.95
0;956;415;74.16
