vrai_hop;rdrg;N;moy_gemid
0;001;239;840.6
0;002;168;2303.53
0;003;925;95.93
0;004;2124;1204.61
0;005;446;336.61
0;020;862;339.88
0;021;4643;2083.4
0;022;707;973.81
0;023;1314;1156.84
0;024;3982;213.19
0;025;2226;484.69
0;026;1262;1464.16
0;040;559;34.1
0;041;2836;10.62
0;042;11988;5.49
0;043;1873;1.95
0;044;3119;21.54
0;045;14911;6.96
0;046;1003;14.41
0;047;7130;2.19
0;048;4802;3.6
0;049;696;4.98
0;050;670;3.9
0;051;900;0.53
0;052;2659;3.05
0;053;14758;1.43
0;054;5495;0.88
0;055;2551;6.52
0;056;1702;3.22
0;057;8348;0.47
0;058;15226;6.63
0;070;576;178.83
0;071;5787;259.46
0;072;1735;88.8
0;073;4477;217.67
0;080;387;0.78
0;081;850;0.26
0;082;2206;9.06
0;090;301;337.84
0;091;574;5644.27
0;092;4018;385.39
0;093;6673;74.42
0;094;1696;18.3
0;095;808;14.77
0;096;1126;2.5
0;097;7763;2.21
0;098;11966;56.16
0;110;1745;48.82
0;111;4829;2.14
0;112;1108;9.74
0;113;13984;0.95
0;114;4188;14.48
0;115;35466;0.51
0;120;1732;383.75
0;121;4482;254.69
0;122;775;188.49
0;130;1607;71.89
0;131;856;25.13
0;132;80;1.79
0;133;1457;23.67
0;134;4821;4.47
0;135;1790;6.08
0;136;8250;34.16
0;137;6523;13.01
0;138;642;0.58
0;139;34456;4.73
0;140;24552;4.48
0;141;14968;2.43
0;142;1568;5.47
0;143;3630;49.74
0;144;27028;4.27
0;160;95;2533.03
0;161;1491;14658.67
0;162;917;4506.37
0;163;3719;4186.03
0;165;2091;1752.7
0;166;3563;1455.57
0;167;1020;3360.16
0;168;3640;2621.71
0;169;755;1258.86
0;170;433;4781.32
0;171;7391;4477.61
0;172;728;608.9
0;173;18713;1173.56
0;174;6854;1741.25
0;175;22837;1784.94
0;176;2588;4746.6
0;177;814;1567.04
0;178;386;52.2
0;179;4161;10.58
0;180;883;132.73
0;190;8897;59.8
0;191;9993;90.09
0;192;21580;64.36
0;193;186;15.69
