vrai_hop;rdrg;N;moy_gemid
0;001;215;645.66
0;002;139;2183.42
0;003;927;44.21
0;004;1850;2432.5
0;005;584;277.06
0;006;6;279.03
0;020;590;505.1
0;021;4267;1222.58
0;022;448;1386.32
0;023;1099;1207.81
0;024;4730;3635.01
0;026;2263;2382.26
0;040;336;26.99
0;041;2468;12.23
0;042;9211;5.46
0;043;2643;2.19
0;044;3024;26.76
0;045;14013;32.31
0;046;529;6.41
0;047;6356;1.2
0;048;2978;5.54
0;049;499;13.63
0;050;755;8.5
0;051;403;0.94
0;052;2145;6.01
0;053;14134;3.01
0;054;4614;0.4
0;055;3227;12.07
0;056;250;2.46
0;057;6923;0.6
0;058;14897;12.03
0;070;424;193.5
0;073;7461;280.28
0;080;442;5.89
0;082;2335;3.36
0;089;1452;462.11
0;090;269;681.9
0;091;714;7265.18
0;092;4601;423.27
0;093;3018;92.77
0;095;134;2.98
0;097;4090;5.74
0;098;9284;65.42
0;110;1194;62.85
0;111;4581;1.75
0;113;14575;1.34
0;114;2983;11.41
0;115;47767;2.68
0;120;3062;1001.51
0;121;3934;442.42
0;130;2234;48.96
0;131;637;31.12
0;132;93;3.19
0;133;4036;8.33
0;134;5380;7.39
0;135;3099;18.44
0;136;6213;47.9
0;137;7471;17.49
0;138;4098;0.34
0;139;50553;3.6
0;140;21316;11.09
0;141;3106;2.53
0;142;1717;20.5
0;143;4748;36.61
0;144;17791;3.59
0;160;66;3493.98
0;161;1651;13052.46
0;162;498;5220.72
0;163;2670;5072.8
0;165;950;1971.04
0;166;3578;1795.15
0;167;2803;3243.41
0;169;1706;1434.02
0;170;406;5282.24
0;171;6565;4633.32
0;174;8858;1806.83
0;175;26351;2438.4
0;176;1995;5835.51
0;177;701;1821.23
0;180;1945;132.64
0;181;15444;1441.5
0;182;3972;2432.96
0;190;5867;84.07
0;191;8978;101.22
0;192;10460;113.56
0;193;216;27.15
0;194;21080;16.2
0;196;952;45.52
0;197;3921;58.77
0;198;3209;25.07
0;199;1987;9.52
0;200;936;86.29
0;201;14943;61.68
0;203;3306;1.57
0;204;8859;26.74
0;205;295;37.23
0;206;1049;114.73
0;207;4278;35.16
0;220;2838;697.23
0;221;14438;996.8
0;222;3926;258.76
0;223;3856;279.62
0;224;1533;138.09
0;225;12501;191.43
0;226;4680;111.19
0;227;5907;631.4
0;228;10474;497.48
0;229;2818;381.03
0;240;5526;172.54
0;241;5728;47.54
0;242;604;61.92
0;243;4930;128.52
0;244;8103;11.89
0;245;2864;12.01
0;246;1197;16.46
0;247;6783;11.62
0;248;4006;8.45
0;249;17828;3.29
0;251;4176;3.79
0;252;2211;95.95
0;253;2591;46.14
0;254;15969;45.31
0;260;2638;797.93
0;261;1738;667.79
0;262;367;228.98
0;263;17026;236.29
0;264;2574;306.61
0;279;1378;53.48
0;280;3456;36.13
0;281;4086;292.89
0;282;6316;66.62
0;283;2320;60.53
0;284;9530;212.03
0;301;26066;1832.84
0;302;20369;2674.18
0;303;271;5500.1
0;304;5999;2517.71
0;305;1098;298.22
0;308;10696;799.2
0;309;2889;518.71
0;310;13921;136.09
0;312;505;110.2
0;313;14681;531.39
0;314;10804;314.9
0;315;27605;634.59
0;316;3644;252.65
0;317;5720;213.8
0;320;8960;377.99
0;321;5497;1105.28
0;322;1069;1705.31
0;340;1465;23.55
0;341;3090;4
0;342;6781;16.91
0;343;1880;32.87
0;344;1349;17.25
0;346;2749;12.43
0;347;13164;7.91
0;349;1968;23.34
0;351;9745;15.35
0;361;3789;46
0;362;4714;233.06
0;363;12134;72.12
0;364;5432;105.76
0;380;1435;10.11
0;381;567;9.97
0;382;766;57.49
0;383;9435;3.78
0;384;5519;3.71
0;385;3526;4.96
0;401;563;236.67
0;403;9667;1078.4
0;404;5249;345
0;405;345;440.23
0;420;8400;3.06
0;421;5019;19.4
0;422;3699;4.49
0;423;396;19.24
0;424;2655;5.86
0;425;3792;8.14
0;440;335;156.32
0;441;1458;565.18
0;442;2172;407.08
0;443;9021;196.9
0;444;665;92.02
