vrai_hop;rmdc;rdrg;SI;ATC1;Nfarm;Sum;p5;p25;p50;p75;p95
0;-p;001;1;A;2;98.24;39.04;39.04;49.12;59.2;59.2
0;-p;001;1;B;2;1797.6;352.62;352.62;898.8;1444.98;1444.98
0;-p;001;1;C;2;89.96;2.28;2.28;44.98;87.68;87.68
0;-p;001;1;D;2;4.68;1.56;1.56;2.34;3.12;3.12
0;-p;001;1;H;2;16.44;8.12;8.12;8.22;8.32;8.32
0;-p;001;1;J;2;13091.28;47.92;47.92;6545.64;13043.36;13043.36
0;-p;001;1;L;2;2889.87;1051.96;1051.96;1444.93;1837.91;1837.91
0;-p;001;1;M;2;34.16;15.72;15.72;17.08;18.44;18.44
0;-p;001;1;N;2;218.44;76.52;76.52;109.22;141.92;141.92
0;-p;001;1;V;2;68.89;31.48;31.48;34.44;37.41;37.41
0;-p;001;2;A;37;963.48;1.64;13;17.6;30.16;73.8
0;-p;001;2;B;37;20971.26;104.4;203.16;311.36;584.58;2311.91
0;-p;001;2;C;29;287.72;0.08;0.92;3.56;6.16;51
0;-p;001;2;D;3;6.48;1.56;1.56;1.64;3.28;3.28
0;-p;001;2;H;37;1644.47;8.68;28.72;40.44;50.24;58.63
0;-p;001;2;J;37;29237.37;8.2;59.16;167.27;522.48;6806.25
0;-p;001;2;L;37;30067.64;25.58;54.89;106.52;1750.48;1951.36
0;-p;001;2;M;36;577.68;4.64;10.04;14.04;16.96;59.88
0;-p;001;2;N;37;2527.94;8.68;31.44;59.04;95.88;172.88
0;-p;001;2;P;2;0.28;0.08;0.08;0.14;0.2;0.2
0;-p;001;2;R;6;108.45;2.72;8.68;13.56;20.56;49.36
0;-p;001;2;V;17;1239.4;1.76;34.8;47.6;104.52;165.36
0;-p;001;3;A;86;4523.88;8.04;21.28;29.62;45.52;111.2
0;-p;001;3;B;86;158895.16;191.84;489.04;1456.74;2328.06;4851.27
0;-p;001;3;C;83;938.04;0.16;0.88;3.52;10.2;58.16
0;-p;001;3;D;24;96.84;1.44;1.56;1.64;3.26;7.84
0;-p;001;3;G;1;0.04;0.04;0.04;0.04;0.04;0.04
0;-p;001;3;H;84;7659.6;6.84;10.86;19.12;43.98;329.62
0;-p;001;3;J;86;128859.01;47.2;168.87;373.44;626.34;12494.7
0;-p;001;3;L;85;92392.74;35.11;80.38;984.6;1861.26;2638.88
0;-p;001;3;M;80;1305.08;5.4;8.96;13.66;20.44;34.68
0;-p;001;3;N;86;8931.72;10.12;41.88;74.5;105.12;238.04
0;-p;001;3;P;4;86;0.28;1.22;6;41.78;73.72
0;-p;001;3;R;37;408.64;0.28;4.64;5.28;9.84;54.28
0;-p;001;3;S;2;16.56;8.28;8.28;8.28;8.28;8.28
0;-p;001;3;V;60;5959.58;14.3;31.72;79.14;165.36;314.58
0;-p;001;4;A;89;13288.24;13.4;32.64;55.28;118.4;671.4
0;-p;001;4;B;90;403589.45;833.24;1573.56;2476.97;4891.88;11400.11
0;-p;001;4;C;88;8956.94;1.12;5.26;15.16;60.5;545.12
0;-p;001;4;D;28;173.6;1.56;1.64;3.12;6;16.32
0;-p;001;4;G;5;6.32;0.12;0.36;0.56;2.6;2.68
0;-p;001;4;H;86;46082.84;9.2;21.92;51.72;239.24;1941.67
0;-p;001;4;J;89;445913.79;86.96;563.06;934.22;2285.07;26702.32
0;-p;001;4;L;89;172885.13;77.18;291.15;1856.42;2094.27;3726.55
0;-p;001;4;M;89;4114.43;8.12;13.44;20.04;31.2;117.4
0;-p;001;4;N;89;41773;39.56;84.12;135.8;268.8;1249.12
0;-p;001;4;P;18;710.68;0.28;1.48;14.56;36.56;236.6
0;-p;001;4;R;55;2144.8;0.16;2.28;6.64;16.6;58.72
0;-p;001;4;S;11;211.56;0.28;2.36;7.6;19.2;125.56
0;-p;001;4;V;80;15109.15;16.98;34.08;102.06;243.56;653.41
0;-p;002;2;A;7;213.04;14.96;16.76;20.84;51.48;68.04
0;-p;002;2;B;7;3756.9;158.36;245.6;366.48;765.81;1497.09
0;-p;002;2;C;7;182.44;2.08;5.2;7.76;22.56;116.44
0;-p;002;2;D;1;1.64;1.64;1.64;1.64;1.64;1.64
0;-p;002;2;H;7;532.23;56.24;58.24;75.76;92.12;95.84
0;-p;002;2;J;7;4913.13;387.88;404.34;600.41;1007.45;1458.33
0;-p;002;2;L;7;19244.39;1573.04;1661.89;2729.11;2919.35;5512.75
0;-p;002;2;M;7;90.8;6.96;8.08;11.16;18.84;24.48
0;-p;002;2;N;7;816.92;8;61.72;96.2;149;288.84
0;-p;002;2;R;5;62.6;1.6;5.2;14.72;15.48;25.6
0;-p;002;2;S;3;16.92;0.28;0.28;8.32;8.32;8.32
0;-p;002;2;V;5;304.44;1.76;1.76;13.84;83.12;203.96
0;-p;002;3;A;48;2689.36;9.16;31.24;56.5;71.58;100.6
0;-p;002;3;B;48;57458.84;176.96;403.25;1100.19;1829.46;3033.27
0;-p;002;3;C;48;5719;1.24;7.5;19.58;90.1;694.24
0;-p;002;3;D;22;51.32;1.56;1.56;1.64;3.12;4.92
0;-p;002;3;G;1;4.76;4.76;4.76;4.76;4.76;4.76
0;-p;002;3;H;48;4142.78;35.52;53.14;69.02;89.86;223.24
0;-p;002;3;J;48;53458.83;16.44;96.1;649.12;1424.34;4024.64
0;-p;002;3;L;48;110634.46;261.48;1856.99;2277.56;2934.57;4407.21
0;-p;002;3;M;46;571.24;3.16;6.44;10.84;15.72;26.92
0;-p;002;3;N;48;8608.12;44.56;79.14;120.54;248.92;473.32
0;-p;002;3;P;1;4.04;4.04;4.04;4.04;4.04;4.04
0;-p;002;3;R;27;731.87;1.44;1.64;5.04;18.64;190.27
0;-p;002;3;S;8;69.12;4;4.3;7.84;12.4;16.04
0;-p;002;3;V;41;9537.95;1.76;3.48;16.6;53.68;2699.47
0;-p;002;4;A;84;9581.64;18.32;38.66;69.46;115.06;382.16
0;-p;002;4;B;84;219543.84;355.07;759.98;1409.25;3639.54;8690.81
0;-p;002;4;C;83;34924.96;1.08;9.24;30.4;116.2;2063.56
0;-p;002;4;D;46;459.57;1.56;1.56;1.64;4.84;32.88
0;-p;002;4;G;6;13.28;0.44;1;1.56;4.32;4.4
0;-p;002;4;H;84;12687.48;52.96;70.53;118.02;184.28;289.91
0;-p;002;4;J;84;525858.89;242.16;881.33;2461.24;4938.25;28828.24
