vrai_hop;rdrg;total;p5;p25;p50;p75;p95
0;001;1624226;1444.96;2593.88;4360.83;10062.3;24732.27
0;002;1074697;2518.66;4290.75;6801.57;10972.75;25104.34
0;003;5694653;176.73;3545.56;5747.09;10218.98;26982.69
0;004;18186562;775.57;3103.88;5695.93;9744.29;22262.07
0;005;909526;136.64;478.06;960.02;2131.99;7533.47
0;020;896877;65.88;197.84;464.37;1355.59;4377.38
0;021;4295544;66.08;269.4;523.47;1005.66;3813.2
0;022;377180;39.57;78.53;126.02;398.73;2693.05
0;023;549180;10.64;63.44;132.06;380.71;2120.89
0;024;1034700;63.88;100.95;146.21;238.95;672.1
0;025;197282;2.71;17.63;39.94;64.62;164.74
0;026;529473;5.13;57.45;111.75;253.44;1322.7
0;040;123959;0;10.28;58.39;239.48;1163.53
0;041;1546707;17.08;104.88;233.24;520.03;2253.53
0;042;2035040;0;20.41;72.5;176.78;721.54
0;043;515553;0;24.16;193.79;347.98;631.45
0;044;1291778;3.85;38.2;132.64;379.11;1674.37
0;045;4378680;10.44;57.8;131.6;313.76;1347.72
0;046;785056;4.93;40.96;91.92;184.68;866.24
0;047;836887;2.28;19.67;56.64;115.09;365.18
0;048;2811374;0;13.96;52.63;142.05;3178.17
0;049;1594089;4.87;185.11;638.25;3110.86;8222.44
0;050;557721;1.21;68.76;286.23;785.1;3057.94
0;051;159435;0.53;18.21;63.56;147.93;704.66
0;052;543931;0;7.38;50.46;168.86;1222.92
0;053;1695137;0;3.08;20.89;87.38;477.96
0;054;228779;0;5.48;17.93;56.65;165.04
0;055;577066;1.64;27.31;94.31;261.71;1351.23
0;056;144264;0;3.42;24.28;84.86;400.1
0;057;154159;0;0;2.73;11.73;61.6
0;058;912001;0;0;0;0;181.99
0;070;77801;33.73;57.8;84.5;133.88;402.98
0;071;368523;9.93;34.05;58.44;80.19;150.06
0;072;162861;3.62;25.98;46.81;66.85;141.63
0;073;212586;6.38;13.38;24.01;42.36;75.36
0;080;40568;6.81;29.57;63.85;145.59;455.97
0;081;87850;0;16.1;76.15;190.98;436.15
0;082;373994;0;11.1;42;128.77;538.99
0;090;287721;34.52;97.01;368.7;800.05;4239.68
0;091;229872;63.52;130.9;204.76;346.35;1459.38
0;092;598546;49.9;87.62;131.69;194.26;339.42
0;093;737599;34.86;56.25;76.27;106.63;202.28
0;094;290643;24.85;47.73;71.88;124.26;418.84
0;095;43627;32.07;50.4;71.64;99.77;181.29
0;096;94164;31.18;50.9;71.64;101.69;190.13
0;097;588810;18.78;36.76;50.5;69.32;141.67
0;098;1390299;28.59;50.9;71.46;105.29;189.44
0;110;953052;3.21;52.65;136.15;442.7;2190.71
0;111;241950;0;7.84;26.38;75.13;197.22
0;112;106076;0;6.05;21.19;62.08;314.02
0;113;985230;0;6.85;28.63;81.91;265.17
0;114;600748;0;19.5;52.33;116.43;794.09
0;115;383872;0;0;4.08;39.05;189.01
0;120;1507704;126.98;259.6;420.98;776.58;2995.11
0;121;2879986;25.87;87.16;213.78;634.41;2848.93
0;122;574977;28.05;83.05;284.56;1073.42;4180.75
0;130;4875590;343.96;1017.9;1869.01;3433.09;8386.54
0;131;919987;3.86;285.75;913.33;1854.18;3958.11
0;132;6115;0;7.02;35.45;73.79;180.8
0;133;1946056;0;53.67;194.85;500.61;1833.07
0;134;1759055;37.16;114.66;197.85;378.89;1445.17
0;135;265281;0.86;24.16;69.65;164.82;666.96
0;136;5248573;3.4;74.85;227.38;645.09;2092.03
0;137;5308019;26.75;172.46;402.75;1010.38;2807.44
0;138;46043;4.15;19.73;41.6;73.24;182.23
0;139;12164138;19.31;71.33;187.88;398.52;1403.32
