vrai_hop;rdrg;mean;p5;p25;p50;p75;p95
0;001;53;23;48;57;63;68
0;002;53;26;49;58;62;66
0;003;49;9;42;53;61;68
0;004;63;30;55;66;76;83
0;005;60;38;52;59;68;80
0;020;56;11;39;61;77;86
0;021;54;17;44;56;69;82
0;022;52;2;29;60;74;83
0;023;52;18;42;52;64;79
0;024;72;54;66;73;79;85
0;025;56;24;43;55;70;85
0;026;56;11;44;59;75;85
0;040;47;3;22;50;71;86
0;041;62;31;53;64;73;83
0;042;77;53;73;80;84;90
0;043;46;22;36;47;56;73
0;044;73;43;65;77;84;90
0;045;75;50;68;78;84;91
0;046;75;51;68;77;83;90
0;047;74;47;66;77;83;90
0;048;61;28;50;63;75;85
0;049;41;0;16;44;64;81
0;050;49;2;28;53;74;86
0;051;19;0;5;13;31;51
0;052;61;5;50;67;80;89
0;053;37;1;10;38;60;82
0;054;38;9;23;37;50;75
0;055;60;6;45;67;81;90
0;056;43;0;12;45;71;87
0;057;24;0;5;14;38;78
0;058;51;6;39;52;66;84
0;070;53;18;36;53;72;86
0;071;63;28;55;66;75;85
0;072;58;5;47;63;76;85
0;073;76;54;71;78;83;89
0;080;24;0;2;8;41;83
0;081;54;14;38;57;74;84
0;082;54;2;34;62;77;88
0;090;60;29;54;61;71;82
0;091;53;3;44;58;67;80
0;092;31;14;17;25;42;64
0;093;43;16;30;43;56;72
0;094;48;10;34;50;63;81
0;095;27;0;1;33;46;57
0;096;54;26;43;55;66;79
0;097;22;3;10;22;31;48
0;098;38;8;23;37;51;70
0;110;62;45;54;61;69;82
0;111;63;29;51;66;78;87
0;112;68;16;60;73;82;89
0;113;16;0;1;4;25;71
0;114;33;1;11;27;54;80
0;115;49;1;42;52;62;76
0;120;62;39;56;64;72;78
0;121;59;19;50;64;73;83
0;122;62;25;54;65;75;84
0;130;66;19;59;71;79;87
0;131;22;3;15;22;28;41
0;132;1;0;0;0;1;4
0;133;70;17;64;75;83;90
0;134;68;34;56;73;81;89
0;135;67;30;54;71;82;90
0;136;68;49;60;69;77;86
0;137;67;7;58;75;84;91
0;138;3;0;0;1;2;7
0;139;52;1;9;64;81;90
0;140;70;48;62;72;80;87
0;141;15;0;0;1;21;76
0;142;64;22;54;70;78;87
0;143;57;19;35;61;76;87
0;144;47;0;5;53;77;89
0;160;8;0;0;0;4;58
0;161;63;37;56;65;73;80
0;162;71;48;64;74;79;86
0;163;68;36;62;72;78;84
0;165;68;49;61;69;76;83
0;166;67;50;61;68;75;81
0;167;49;0;37;55;68;80
0;168;66;42;60;69;77;84
0;169;72;56;65;73;79;86
0;170;77;58;73;79;84;89
0;171;77;57;72;79;84;89
0;172;74;52;65;76;83;90
0;173;69;48;61;70;78;86
0;174;65;44;55;64;75;85
0;175;64;38;56;66;75;83
0;176;77;53;72;79;85;91
0;177;72;44;66;75;82;89
0;178;71;47;63;73;80;88
0;179;56;32;45;57;68;79
0;180;70;43;62;73;80;87
0;190;71;46;61;74;82;90
0;191;66;42;58;68;76;84
0;192;66;47;58;67;75;82
0;193;63;20;52;69;78;87
0;194;79;58;74;81;86;93
0;195;64;28;51;67;79;88
0;196;69;31;61;74;83;89
0;197;69;39;60;72;81;89
0;198;70;49;62;72;79;87
0;199;68;39;57;71;80;88
0;200;68;0;63;77;84;90
0;201;70;39;62;74;81;89
0;202;69;44;58;72;81;89
0;203;60;30;48;60;74;85
0;204;64;12;53;73;82;89
0;205;66;36;56;69;78;88
0;206;63;26;54;67;77;85
0;207;63;22;50;67;79;88
0;220;56;25;43;56;70;84
0;221;65;35;56;68;78;86
0;222;43;0;0;48;68;85
0;223;59;13;49;63;73;84
0;224;57;19;44;59;73;86
0;225;29;8;15;24;40;66
0;226;50;24;39;50;61;79
0;227;57;29;47;58;69;81
0;228;58;20;48;62;73;84
0;229;57;20;43;60;73;85
0;240;71;49;63;73;80;88
0;241;60;11;46;65;79;88
0;242;59;17;45;63;78;88
0;243;43;0;2;51;72;87
0;244;66;40;54;68;79;88
0;245;45;15;27;42;60;82
0;246;74;42;67;78;85;92
0;247;60;4;46;68;81;90
0;248;53;10;39;56;71;84
0;249;32;0;3;24;58;84
0;250;53;2;30;61;77;88
0;260;61;34;53;63;72;80
0;261;66;31;56;70;80;88
0;262;66;32;56;69;79;88
0;263;54;25;41;55;68;82
0;264;62;31;52;64;74;85
0;280;59;40;51;58;66;80
0;281;70;50;62;71;79;88
0;282;54;25;43;52;65;83
0;283;56;19;45;57;69;83
0;284;65;28;53;69;80;89
0;300;71;49;63;73;80;87
0;301;80;60;76;82;87;93
0;302;68;47;61;70;77;84
0;303;30;12;15;18;47;73
0;304;53;30;42;52;63;77
0;305;64;27;54;65;76;88
0;306;71;51;65;74;79;86
0;307;29;0;2;25;49;71
0;308;77;41;73;82;87;94
0;309;47;7;23;48;71;87
0;310;54;31;43;52;65;79
0;311;46;9;26;48;61;80
0;312;56;16;43;58;74;86
0;313;45;17;28;44;60;79
0;314;52;18;42;55;65;77
0;315;55;13;45;57;70;83
0;316;50;16;35;53;65;79
0;317;50;19;39;49;61;78
0;318;49;17;35;50;63;81
0;319;45;13;29;46;59;78
0;320;53;17;39;54;71;83
0;340;68;2;63;80;87;94
0;341;76;34;72;81;86;93
0;342;52;5;16;60;80;89
0;343;73;43;66;77;84;90
0;344;47;0;12;53;75;86
0;345;42;0;6;50;70;84
0;346;57;5;44;60;76;86
0;347;60;27;46;61;77;87
0;348;68;12;59;75;83;90
0;349;69;42;60;72;81;89
0;350;61;16;46;65;81;90
0;351;54;2;38;58;78;88
0;360;64;28;50;66;80;89
0;361;59;18;45;62;78;88
0;362;61;38;50;60;73;84
0;363;50;21;41;51;61;76
0;364;47;17;30;47;63;83
0;380;74;43;64;78;85;92
0;381;57;3;42;63;78;87
0;382;68;42;58;69;80;89
0;383;52;4;36;55;73;87
0;384;58;3;36;69;83;91
0;385;45;0;20;47;69;86
0;400;70;50;62;71;78;87
0;401;52;21;42;53;65;78
0;402;66;40;58;68;78;86
0;403;41;22;32;40;49;61
0;404;52;26;41;52;63;76
0;405;61;23;48;65;77;86
0;420;58;14;46;62;75;86
0;421;43;0;17;45;66;85
0;422;45;0;3;58;80;90
0;423;39;0;16;45;59;78
0;424;58;14;45;61;76;87
0;440;52;21;45;55;62;70
0;441;68;43;61;70;77;85
0;442;67;44;60;69;77;85
0;443;50;2;34;55;70;82
0;444;68;42;60;71;78;85
0;445;65;35;55;69;77;86
0;446;63;30;52;66;77;86
0;447;65;35;57;69;77;85
0;460;73;40;65;77;84;90
0;461;73;48;66;76;83;90
0;462;41;4;15;44;66;80
0;463;47;0;13;51;78;89
0;464;51;24;39;50;62;80
0;465;48;22;36;47;60;78
0;466;63;26;51;66;78;87
0;467;67;14;59;74;82;89
0;468;64;20;55;69;79;88
0;480;66;53;61;66;72;80
0;481;37;1;3;44;64;82
0;482;71;55;65;72;78;86
0;483;40;2;18;41;61;79
0;484;62;3;60;69;75;84
0;500;74;49;68;77;83;90
0;501;61;12;49;66;77;87
0;510;60;40;50;60;71;81
0;511;61;33;50;63;73;84
0;512;66;42;57;67;77;86
0;513;47;26;38;46;54;74
0;514;61;39;51;61;71;81
0;515;47;19;32;44;62;82
0;516;38;22;31;37;42;70
0;517;54;26;38;51;70;85
0;518;52;24;35;51;68;81
0;530;69;40;60;72;81;89
0;531;35;16;24;32;43;76
0;532;42;15;27;37;51;83
0;540;31;22;27;30;34;39
0;541;32;23;28;31;35;41
0;542;30;22;27;30;33;38
0;543;31;22;28;31;34;39
0;544;31;19;26;31;36;41
0;560;30;21;26;29;33;38
0;561;30;21;26;29;33;39
0;562;31;22;27;31;35;40
0;563;28;20;25;28;32;38
0;564;31;20;26;30;36;41
0;565;28;19;24;28;32;39
0;566;29;20;25;29;33;39
0;580;0;0;0;0;0;0
0;581;0;0;0;0;0;0
0;582;0;0;0;0;0;0
0;583;0;0;0;0;0;0
0;590;0;0;0;0;0;0
0;591;0;0;0;0;0;0
0;592;0;0;0;0;0;0
0;593;0;0;0;0;0;0
0;600;0;0;0;0;0;0
0;601;0;0;0;0;0;0
0;602;0;0;0;0;0;0
0;603;0;0;0;0;0;0
0;610;0;0;0;0;0;0
0;611;0;0;0;0;0;0
0;612;0;0;0;0;0;0
0;613;0;0;0;0;0;0
0;614;0;0;0;0;0;0
0;620;0;0;0;0;0;0
0;621;0;0;0;0;0;0
0;622;0;0;0;0;0;0
0;623;0;0;0;0;0;0
0;624;0;0;0;0;0;0
0;625;0;0;0;0;0;0
0;626;0;0;0;0;0;0
0;630;0;0;0;0;0;0
0;631;0;0;0;0;0;0
0;632;0;0;0;0;0;0
0;633;0;0;0;0;0;0
0;634;0;0;0;0;0;0
0;635;0;0;0;0;0;0
0;636;0;0;0;0;0;0
0;637;0;0;0;0;0;0
0;638;0;0;0;0;0;0
0;639;0;0;0;0;0;0
0;640;0;0;0;0;0;0
0;650;43;8;19;42;64;81
0;651;47;3;29;51;67;82
0;660;44;0;0;46;85;85
0;661;34;1;5;18;64;84
0;662;17;2;7;16;24;37
0;663;69;19;60;76;83;91
0;664;48;2;27;55;68;80
0;680;62;27;53;65;75;83
0;681;61;17;52;66;77;86
0;682;61;36;52;62;71;82
0;683;62;34;53;64;74;83
0;690;53;3;33;62;76;86
0;691;67;28;60;71;79;88
0;692;60;37;53;60;70;83
0;693;59;19;53;63;71;79
0;694;69;39;61;73;82;89
0;710;61;9;51;66;77;86
0;711;54;19;41;57;70;83
0;720;66;3;59;74;82;90
0;721;52;12;38;54;69;83
0;722;37;0;2;38;68;84
0;723;16;0;1;4;24;72
0;724;43;0;9;46;72;86
0;740;67;24;52;76;84;90
0;750;45;22;31;42;59;79
0;751;58;24;43;57;76;88
0;752;45;13;27;40;62;87
0;753;57;27;44;57;71;83
0;754;56;22;41;54;74;86
0;755;46;11;28;44;63;84
0;756;49;14;31;48;69;85
0;757;77;23;76;82;87;93
0;758;25;1;6;13;41;85
0;759;30;12;16;23;42;64
0;760;43;1;30;44;57;82
0;770;46;25;37;46;54;67
0;771;48;27;39;48;56;67
0;772;49;26;40;48;57;71
0;773;40;22;30;38;47;70
0;774;31;18;24;30;37;45
0;775;51;21;42;51;60;76
0;776;58;17;37;64;79;88
0;790;55;10;41;58;73;85
0;791;49;17;37;49;63;80
0;792;45;4;25;47;64;83
0;810;45;0;16;46;75;88
0;811;45;2;23;48;65;82
0;812;40;3;24;40;53;80
0;813;55;12;42;58;72;85
0;814;26;0;3;15;44;83
0;815;43;0;8;42;78;89
0;830;48;2;32;52;64;82
0;831;51;34;35;44;72;75
0;832;43;2;19;48;66;80
0;833;43;1;22;49;68;80
0;840;28;1;3;21;49;83
0;850;55;22;42;56;71;85
0;860;73;30;67;78;84;91
0;861;53;0;37;58;75;87
0;862;35;0;0;36;65;84
0;870;45;37;40;44;48;57
0;871;41;28;38;44;46;50
0;872;43;19;33;42;50;67
0;873;45;27;36;44;50;70
0;890;44;24;38;44;50;63
0;891;45;27;37;45;50;64
0;892;46;31;37;44;54;65
0;893;42;26;35;42;49;64
0;894;42;18;36;42;48;64
0;910;53;18;28;51;78;89
0;911;43;17;24;40;58;81
0;930;51;14;27;50;74;88
0;931;40;10;21;35;58;88
0;950;61;20;47;65;78;88
0;951;78;61;73;79;85;89
0;952;61;11;47;67;80;88
0;955;5;0;0;0;0;35
0;956;44;19;33;44;54;71
