vrai_hop;rdrg;SI;N;moy_gemid
0;001;1;2;809.99
0;001;2;34;541.03
0;001;3;91;808.11
0;001;4;116;1580.02
0;002;2;8;2789.97
0;002;3;66;1850.6
0;002;4;91;3544.11
0;003;1;323;54.41
0;003;2;389;17.93
0;003;3;82;97.72
0;003;4;72;149.22
0;004;1;1;342.82
0;004;2;19;888.4
0;004;3;118;1991.23
0;004;4;950;3037.09
0;005;1;2;70.85
0;005;2;19;108
0;005;3;154;141.61
0;005;4;503;280.72
0;006;3;4;61.97
0;006;4;5;532.72
0;020;1;281;225.01
0;020;2;107;297.14
0;020;3;288;372.07
0;020;4;167;601.05
0;021;1;1228;831.08
0;021;2;1418;858.67
0;021;3;849;768.85
0;021;4;451;1316.09
0;022;1;261;1039.51
0;022;2;320;1066.09
0;022;3;211;1625.89
0;022;4;137;3472.77
0;023;1;925;2195.83
0;023;2;520;1570.71
0;023;3;218;2064.16
0;023;4;47;2394.17
0;024;1;1759;1753.6
0;024;2;1771;1192.27
0;024;3;780;1258.95
0;024;4;128;2190.34
0;026;1;2168;1357.77
0;026;2;800;3502.98
0;026;3;294;2958.81
0;026;4;43;2669.61
0;040;1;113;0.21
0;040;2;189;10.74
0;040;3;106;17.19
0;040;4;23;68
0;041;1;322;5.01
0;041;2;1031;10.1
0;041;3;1248;11.52
0;041;4;136;30.38
0;042;1;1842;2.02
0;042;2;6202;2.28
0;042;3;3288;5.13
0;042;4;322;33.13
0;043;1;1876;0.7
0;043;2;888;3.08
0;043;3;148;8.06
0;043;4;13;15.16
0;044;1;477;26.74
0;044;2;982;2.05
0;044;3;1445;67.21
0;044;4;295;34.98
0;045;1;1329;1.51
0;045;2;8006;5.77
0;045;3;4970;14.02
0;045;4;989;41.39
0;046;1;180;35.26
0;046;2;543;11.54
0;046;3;324;9
0;046;4;25;4.68
0;047;1;1987;0.46
0;047;2;4096;2.4
0;047;3;1094;3.54
0;047;4;82;64.56
0;048;1;1616;7.2
0;048;2;1175;1.98
0;048;3;1128;3.93
0;048;4;55;17.02
0;049;1;111;0.65
0;049;2;345;1.21
0;049;3;145;19.19
0;049;4;75;44.95
0;050;1;189;0.44
0;050;2;286;2.88
0;050;3;176;2.87
0;050;4;59;22.81
0;051;1;947;0.04
0;051;2;408;0.07
0;051;3;48;0.45
0;051;4;5;77.07
0;052;1;958;0.07
0;052;2;773;1.72
0;052;3;825;6.73
0;052;4;181;27.88
0;053;1;7072;0.16
0;053;2;5074;0.55
0;053;3;2716;4.92
0;053;4;391;19.74
0;054;1;4223;0.45
0;054;2;1701;1.07
0;054;3;186;3.58
0;054;4;8;0
0;055;1;784;3
0;055;2;1007;2.8
0;055;3;741;10.79
0;055;4;211;47.26
0;056;1;342;0.03
0;056;2;328;4.87
0;056;3;126;27.5
0;056;4;34;61.4
0;057;1;7025;0.11
0;057;2;1552;1
0;057;3;239;2.15
0;057;4;24;30.76
0;058;1;9632;8.22
0;058;2;4946;31.09
0;058;3;1269;8.43
0;058;4;192;34.69
0;070;1;330;120.35
0;070;2;176;155.38
0;070;3;23;238.23
0;070;4;1;76.36
0;073;1;8132;239.95
0;073;2;2990;242.89
0;073;3;209;262.45
0;073;4;12;628.19
0;080;1;253;3.61
0;080;2;328;1.05
0;080;3;84;1.85
0;080;4;11;54.5
0;082;1;1149;6.71
0;082;2;1193;7.18
0;082;3;297;20.41
0;082;4;27;107.58
0;089;1;1337;676.25
0;089;2;201;1052.3
0;089;3;131;819.39
0;089;4;33;911.48
0;090;1;15;4.32
0;090;2;143;507.06
0;090;3;79;631.32
0;090;4;26;665.97
0;091;1;133;19.1
0;091;2;397;10021.73
0;091;3;75;985.53
0;091;4;23;304.85
0;092;1;2675;248.43
0;092;2;598;456.27
0;092;3;80;446.15
0;092;4;13;755.94
0;093;1;5711;80.84
0;093;2;615;82.44
0;093;3;50;62.55
0;093;4;8;73.42
0;095;1;717;20.46
0;095;2;110;13.72
0;095;3;11;5.89
0;095;4;1;170.56
0;097;1;6366;3.05
0;097;2;1047;3.85
0;097;3;70;11.9
0;097;4;17;79.61
0;098;1;11996;63.97
0;098;2;1832;39.18
0;098;3;266;151.46
0;098;4;71;184.35
0;110;1;384;29.34
0;110;2;606;36.99
0;110;3;661;76.13
0;110;4;131;128.3
0;111;1;2702;0.22
0;111;2;2005;0.46
0;111;3;365;2.38
0;111;4;10;35.1
0;113;1;8860;0.26
0;113;2;6590;1.59
0;113;3;1021;2.7
0;113;4;77;22.93
0;114;1;2276;10.58
0;114;2;1163;7.49
0;114;3;468;4.16
0;114;4;53;28.42
0;115;1;32118;0.64
0;115;2;12636;3.25
0;115;3;857;3.61
0;115;4;112;31.63
0;120;1;656;553.94
0;120;2;992;524.14
0;120;3;526;537.25
0;120;4;212;697.05
0;121;1;1285;268.45
0;121;2;1772;356.78
0;121;3;859;338.85
0;121;4;282;462.17
0;130;1;13;0
0;130;2;137;13.66
0;130;3;540;47.13
0;130;4;719;77.2
0;131;1;38;13.61
0;131;2;191;17.15
0;131;3;454;28.44
0;131;4;79;51.01
0;132;1;20;0
0;132;2;51;0.42
0;132;3;33;1.78
0;132;4;11;19.63
0;133;1;174;13.97
0;133;2;322;2.04
0;133;3;502;18.1
0;133;4;165;55.01
0;134;1;883;2.83
0;134;2;2271;3.86
0;134;3;1599;8.33
0;134;4;388;30.19
0;135;1;1108;7.18
0;135;2;825;16.94
0;135;3;691;34.48
0;135;4;120;40.72
0;136;1;589;36.65
0;136;2;2930;28.38
0;136;3;3939;39.91
0;136;4;430;60.15
0;137;1;698;4.84
0;137;2;2159;6.41
0;137;3;3271;17.76
0;137;4;955;36.77
0;138;1;4971;0.16
0;138;2;4149;0.18
0;138;3;1024;1.08
0;138;4;42;11.74
0;139;1;6971;1.17
0;139;2;11378;2.17
0;139;3;11098;6.99
0;139;4;2414;21.32
0;140;1;3633;1.35
