vrai_hop;rdrg;N;moy_gemid
0;001;224;649.6
0;002;152;3582.87
0;003;740;44.11
0;004;2335;998.33
0;005;484;194.39
0;020;793;276.19
0;021;4302;1161.39
0;022;733;824.22
0;023;1337;1012.07
0;024;4120;229.67
0;025;2436;444.03
0;026;1610;1713.78
0;040;607;30.21
0;041;2936;7.49
0;042;12101;4.18
0;043;2171;1.47
0;044;3055;16.33
0;045;14159;6.58
0;046;2080;12.99
0;047;7606;3.72
0;048;6091;13.22
0;049;755;4.21
0;050;674;2.16
0;051;1768;0.07
0;052;2076;4.78
0;053;14261;1.21
0;054;5131;0.18
0;055;2121;4.19
0;056;1450;1.81
0;057;9158;0.12
0;058;24648;3.35
0;070;553;106.27
0;071;5306;226.3
0;072;2345;96.73
0;073;5545;214.21
0;080;356;3.44
0;081;724;0.4
0;082;2636;7.41
0;090;310;213.7
0;091;597;6254.91
0;092;3738;219.72
0;093;6891;11.75
0;094;1728;4.73
0;095;617;2.23
0;096;1028;1.63
0;097;8250;0.81
0;098;13019;17.32
0;110;2037;38.15
0;111;4410;0.23
0;112;989;1
0;113;13176;0.81
0;114;4191;6.53
0;115;6949;0.97
0;120;1702;378.86
0;121;4029;212.73
0;122;614;250.9
0;130;1812;46.98
0;131;761;10.19
0;132;100;0.02
0;133;3713;9.03
0;134;4445;5.99
0;135;1581;7.13
0;136;9308;34.92
0;137;6857;12.01
0;138;565;0.03
0;139;30290;3.59
0;140;24516;3.89
0;141;13047;0.75
0;142;1409;9.58
0;143;3290;48.89
0;144;23597;3.6
0;160;116;2606.65
0;161;1075;4961.59
0;162;950;4626.51
0;163;2946;4263.44
0;165;2475;1734.4
0;166;3805;1439.61
0;167;934;3234.47
0;168;3414;1698.07
0;169;707;1147.72
0;170;452;5158.94
0;171;6430;4991.03
0;172;828;462.88
0;173;17330;1160.7
0;174;6003;1952.08
0;175;21596;1493.61
0;176;2586;3872.29
0;177;732;2046.49
0;178;538;9.08
0;179;5725;25.44
0;180;961;83.76
0;190;9948;68.69
0;191;9215;75.39
0;192;21009;53.47
0;193;218;5.55
0;194;19181;12.01
0;195;722;11.24
0;196;1082;31.54
0;197;6730;49.4
0;198;4288;82.95
0;199;3318;2.54
0;200;1266;44.22
0;201;18989;71.81
0;202;3742;14.99
0;203;5788;0.4
0;204;8000;5.62
0;205;436;17.96
0;206;1367;75.71
0;207;5640;47.02
0;220;4839;362.05
0;221;14274;670.2
0;222;676;94.77
0;223;1768;197.17
0;224;2141;96.35
0;225;12806;26.14
0;226;9195;86.48
0;227;8716;74.08
0;228;17420;80
0;229;2197;121.28
0;240;7209;115.68
0;241;9259;9.28
0;242;848;21.2
