vrai_hop;rdrg;SI;N;total;p5;p25;p50;p75;p95
0;001;2;40;796346;17945.05;18687.81;19225.71;20003.16;25623.21
0;001;3;94;1987227;13621.01;19556.1;20114.38;21877.74;31426.98
0;001;4;99;2959582;17821.5;22053.67;25590.97;33314.45;65943.08
0;002;1;2;25692;6763.85;6763.85;12845.98;18928.11;18928.11
0;002;2;5;94745;17681.46;18268.65;18840.39;19156.98;20797.21
0;002;3;70;1379281;15998.03;17559.15;18875.35;20223.14;27395.46
0;002;4;118;3633395;14478.79;20051.83;24039.2;36344.72;72330.55
0;003;1;244;2433932;450.4;3206.46;3698.23;12857.9;34396.44
0;003;2;441;4320371;1020.35;3341.24;3843.39;11204.01;34092.19
0;003;3;146;1643183;1800.89;3522.32;4898.38;14201.01;39734.55
0;003;4;125;2920357;6935.82;12168.41;20245.67;31838.35;47859.54
0;004;1;9;49729;25.79;180.56;4816.86;9574.08;14038.72
0;004;2;42;352161;1074.86;4178.4;7526.84;12574.97;18137.59
0;004;3;228;2381190;1147.67;4596.05;8842.19;15221.57;23240.22
0;004;4;1119;22758262;4053.68;11869.73;17629.32;26025.52;44499.66
0;005;2;7;66544;1632.69;2058.62;8458.17;17879.64;17952.7
0;005;3;73;836423;4198.13;8183.85;10001.78;14547.14;22001.09
0;005;4;244;3969781;5736.87;9409.92;14731.59;19543.8;35572.54
0;006;2;3;46176;947.12;947.12;19958.13;25270.98;25270.98
0;006;3;4;81409;19623.75;19692.46;19921.45;21012.1;21942.47
0;006;4;4;109056;22238.65;23882.12;26691.5;30646.04;33434.68
0;020;1;180;493963;655.92;1917.07;2605.2;3259.94;5475.42
0;020;2;114;397789;782.14;2084.41;3008.52;4607.47;7053.29
0;020;3;211;1045071;1400.71;2847.28;4244.33;6254.63;10649.67
0;020;4;218;2203595;2826.19;6258.55;9377.57;12896.98;20858.94
0;021;1;1078;4134983;681.9;2820.1;4122.14;4852.03;5840.66
0;021;2;1638;7448727;1422.04;3965.77;4417.33;5152.5;7807.04
0;021;3;1249;7263040;2314.72;4353.27;5078.27;6467.85;11486.64
0;021;4;748;7258942;2817.44;5526.56;8296.48;12354.19;20834
0;022;1;222;434439;1583.06;1699.64;1818.79;1981.28;3508.05
0;022;2;191;415643;901.56;1760.35;1902.57;2415.53;3688.72
0;022;3;77;272470;1720.66;2087.21;2516.16;3795.71;10391.25
0;022;4;27;165480;1313.79;3015.16;3609.13;8386.99;17039.57
0;023;1;714;831865;145.56;555.43;833.86;1595.59;2806.29
0;023;2;413;900271;211.44;863.3;1799.09;2689.6;5296.3
0;023;3;180;672561;860.72;2156.92;3230.15;4903.04;7504.47
0;023;4;53;387405;2161.31;3867.65;5888.04;10445.8;14845.72
0;024;1;1874;3392041;1069.95;1453.02;1582.09;1917.15;3204.88
0;024;2;1724;3394848;1080.46;1498.04;1659.89;2166.27;3675.8
0;024;3;1506;4038428;950.67;1605.95;2308.22;3132.23;5580.07
0;024;4;305;1338109;1113.09;2228.46;3446.62;5489.45;10127.21
0;026;1;1782;1136145;0;228.75;480.47;720.69;1812.35
0;026;2;751;732466;150.37;310.28;534.54;1164.11;3425.39
0;026;3;304;704075;309.11;921.45;1803.39;3012.49;6926.22
0;026;4;79;413049;1097.34;2582.44;4047.83;7890.45;11551.78
0;040;1;115;66659;38.14;187.17;401.13;689.95;1249.87
0;040;2;168;145335;87.65;271.4;608.95;1048.96;2660.55
0;040;3;88;141021;140.14;491.81;1103.94;1590.59;5929.08
0;040;4;18;63706;218.71;1667.4;2078.13;4197.2;14229
0;041;1;265;302877;30.75;254.56;582.19;1242.42;3680.37
0;041;2;987;961470;77.37;292.24;536.34;1037.44;3605
0;041;3;1244;1707985;137.25;411.15;797.74;1715.13;4447.26
0;041;4;264;441505;179.75;538.87;1028.87;2302.12;4806.62
0;042;1;1911;929437;30.75;156.38;344.75;627.41;1311.75
0;042;2;5567;4113971;120.24;393.1;626.05;935.9;1717.02
0;042;3;3115;3242286;261.74;582.71;905.83;1315.62;2232.34
0;042;4;363;664942;171.9;833.5;1305.05;2024.47;5174.26
0;043;1;1989;515890;25.79;51.58;125.71;344.42;843.22
0;043;2;1028;374959;25.79;51.58;146.3;404.25;1490.43
0;043;3;153;132552;51.58;132.7;591.42;1241.89;2977.68
0;043;4;21;58066;532.5;888.09;1449.49;2543.35;7003.77
0;044;1;441;391174;42.04;291.38;645.3;1026.98;2482.72
0;044;2;756;852085;92.25;438.33;874.42;1330.45;3056.27
0;044;3;1389;1816693;66.58;510.61;964.57;1729.81;3637.99
0;044;4;461;1016139;92.25;473.95;1240.66;2666.71;6969.85
0;045;1;1654;1544750;311.48;625.72;835.72;1075.55;1829.84
0;045;2;7857;9610412;390.93;728.62;991.88;1363.38;2842.49
0;045;3;4201;6571294;415.39;844.87;1225.23;1835.02;3923.47
0;045;4;911;2257495;368.99;1064.92;1873.28;3107.48;6615.23
0;046;1;125;78017;12.67;245.44;542.72;908.32;1516.87
0;046;2;309;243542;145.51;497.56;764.36;1024.69;1518.09
0;046;3;126;142338;318.97;649.95;923.36;1416.52;2839.91
0;046;4;9;17879;755.74;1082.95;1425.9;2334.84;6231.17
0;047;1;2682;1801474;197.55;463.84;644.93;852.5;1205.11
0;047;2;3749;2904776;243.4;524.64;718.1;942.14;1432.18
0;047;3;923;944989;307.83;627.57;876.67;1261.02;2130.15
0;047;4;90;193134;427.29;895.99;1504.03;2355.05;6159.42
0;048;1;1476;726905;25.79;153.23;364.66;571.38;1214.03
0;048;2;1449;719812;25.79;70.8;350.12;723.83;1422.44
