vrai_hop;rdrg;SI;ntot;nfarm;Sum;p5;p25;p50;p75;p95
0;001;1;2;2;18309.56;1798.18;1798.18;9154.78;16511.38;16511.38
0;001;2;37;37;87632.17;468.39;875.13;2117.44;2734.06;7066.98
0;001;3;86;86;410072.89;555.87;1424.14;3349.02;5364.32;14971.36
0;001;4;90;90;1154959.93;2256.64;3880.55;6267.74;10803.43;44586.12
0;002;2;7;7;30135.45;2750.17;2754.4;3827.41;5680.8;7106.03
0;002;3;48;48;253681.69;1549.95;3583.27;5204.34;6580.94;8948.4
0;002;4;84;84;1080574.33;3432.39;4959.76;7659.6;14182.92;48816.62
0;003;1;217;217;1588085.58;1569.76;2513.98;3843.15;10446;21986.4
0;003;2;450;449;3768743.19;1766.45;2841.48;4834.93;12011.87;19694.57
0;003;3;142;142;1731114.65;1815.41;3458.3;8030.25;15063.49;39074.65
0;003;4;118;117;2759909.71;5831.44;11583.1;18152.12;29734.3;56159.09
0;004;1;8;8;8992.06;0.04;57.02;164.85;742.02;7064.23
0;004;2;72;72;127053.83;177.2;492.18;906.58;2076.58;5663.88
0;004;3;312;310;970097.3;300.24;1017.84;2427.02;4089.84;7941.24
0;004;4;1458;1452;9377728.81;831.68;2472.54;4672.9;8050.53;18271.92
0;005;1;3;3;9147.52;1391.36;1391.36;2747.28;5008.88;5008.88
0;005;2;20;20;101134.71;519.28;1991.98;3193.29;6181.01;15663.32
0;005;3;118;118;457873.59;770.08;2026.88;3084.18;5206.64;8962.64
0;005;4;443;440;2645078.02;1233.31;2736.82;4389.04;6952.91;14878.63
0;006;2;2;2;19915.28;7848.32;7848.32;9957.64;12066.96;12066.96
0;006;3;2;2;15122.11;4124.86;4124.86;7561.05;10997.25;10997.25
0;006;4;2;2;7773.41;2871.81;2871.81;3886.7;4901.6;4901.6
0;020;1;157;157;39765.6;30.52;74.44;145.09;278.86;928.32
0;020;2;96;96;37371.8;38.74;115.68;219.22;476.42;1462.55
0;020;3;199;199;151819.88;81.24;248;490.6;925.06;2355.66
0;020;4;138;137;245578.11;288.36;763.91;1448.28;2479.76;4512.72
0;021;1;860;859;255297.99;36.56;100.04;226.11;379.63;709.42
0;021;2;1521;1518;850590.22;72.92;206.99;359.99;540.2;1724.56
0;021;3;1240;1238;1158760.58;121.68;342.49;528.01;1031.08;2647.4
0;021;4;646;645;1385256.95;243.24;680.76;1373.68;2604.63;6035.74
0;022;1;177;176;11780.12;22.76;34.6;48.7;78.22;173.68
0;022;2;165;165;24530.98;26.04;50.84;81.12;160.68;513.2
0;022;3;80;80;53737.98;36.5;69.68;135.42;299.48;2621.92
0;022;4;26;26;38881.49;60.16;596.5;1225.34;2257;3407.82
0;023;1;543;533;77194.08;10.68;31.88;45.56;100.96;341.2
0;023;2;335;330;117788.13;19.2;58.4;149.75;325.72;1176.26
0;023;3;164;164;199748.43;58.36;192.72;415.15;919.3;4810.5
0;023;4;57;56;276844.87;238.52;786.14;1501.61;3060.2;40054.96
0;024;1;1563;1562;199770.33;29.2;52.72;83.04;162.8;353.04
0;024;2;1442;1441;228560.23;34.92;61.96;103.6;195.52;399.12
0;024;3;1386;1385;545730.52;49.84;110.36;213.36;486.84;1162.92
0;024;4;339;339;375393.29;78.36;289.92;696.48;1155.76;2628.44
0;026;1;1334;1314;94494.88;2.68;17.8;33.04;55.28;207.04
0;026;2;597;592;104152.32;7.56;26.72;52.11;126.54;453.56
0;026;3;260;258;182248.2;19.76;73.52;192.74;479;2420.32
0;026;4;72;72;126427.33;101.24;320.02;834.85;1515.51;7522.85
0;040;1;90;75;13455.59;2.64;21.84;43.88;133.84;402.76
0;040;2;137;128;67074.62;1.84;18.43;53.36;221.44;2440.27
0;040;3;95;92;42975.61;20.68;47.96;146.88;432.31;1626.72
0;040;4;14;14;16325.89;45.68;184.84;432.98;1154.96;8198.05
0;041;1;275;264;39606.32;4.56;31.38;62.34;117.98;375.7
0;041;2;910;899;369802.97;9.24;48.4;84.68;148.24;908.42
0;041;3;1083;1080;701460.75;21.88;69.84;131.12;284.46;3285.97
0;041;4;200;200;232957.85;19.82;110.6;262.06;789.58;5018.48
