vrai_hop;rdrg;SI;cat;NAB;totalEUR;p5;p25;p50;p75;p95
0;001;1;B-107a;1;3.4;3.4;3.4;3.4;3.4;3.4
0;001;1;B-110;1;0.4;0.4;0.4;0.4;0.4;0.4
0;001;1;B-112ap;1;4;4;4;4;4;4
0;001;1;B-116p;1;0.7;0.7;0.7;0.7;0.7;0.7
0;001;1;B-131;1;5;5;5;5;5;5
0;001;1;B-134o;1;22.5;22.5;22.5;22.5;22.5;22.5
0;001;2;B-107a;14;55.2;1.1;2.6;3.1;4.5;13
0;001;2;B-108b;8;54;0.9;3.3;7.1;9.9;12.6
0;001;2;B-110;10;9.2;0.4;0.8;0.8;1.2;1.6
0;001;2;B-111;11;27.3;0.3;0.7;2;3.7;7.7
0;001;2;B-112ap;14;70.7;2;3;3.5;7;11
0;001;2;B-114;2;4.7;2;2;2.3;2.7;2.7
0;001;2;B-116p;8;11.3;0.3;0.8;1.5;2;2.3
0;001;2;B-119a;1;7;7;7;7;7;7
0;001;2;B-120;1;3.3;3.3;3.3;3.3;3.3;3.3
0;001;2;B-124p;7;10.3;0.5;0.5;0.8;2.5;4.5
0;001;2;B-125bis;1;5;5;5;5;5;5
0;001;2;B-125o;1;3;3;3;3;3;3
0;001;2;B-125p;2;3;1;1;1.5;2;2
0;001;2;B-131;17;120.5;2;4;5;7.5;33
0;001;2;B-132;2;11;1.7;1.7;5.5;9.3;9.3
0;001;2;B-134o;13;298.5;2;5;22.5;37.5;67.5
0;001;2;B-134p;7;43;1;2;3;8;19
0;001;3;B-105;1;0.3;0.3;0.3;0.3;0.3;0.3
0;001;3;B-106;1;4.8;4.8;4.8;4.8;4.8;4.8
0;001;3;B-107a;44;144.7;1;2.6;2.9;3.6;6.5
0;001;3;B-107b;6;24.3;0.3;0.3;1.1;10.3;11.1
0;001;3;B-108b;31;200.9;0.3;2.9;5.4;6.6;24.3
0;001;3;B-109;5;61.5;3;5.5;9;13;31
0;001;3;B-110;25;29.6;0.4;0.4;0.8;1.6;2.8
0;001;3;B-111;28;62.3;0.3;1.3;1.8;3;5
0;001;3;B-112ap;40;129.7;1.3;3;3.3;3.5;5.5
0;001;3;B-112b;5;43.6;2.4;5.6;7.2;10;18.4
0;001;3;B-112c;1;5.5;5.5;5.5;5.5;5.5;5.5
0;001;3;B-114;7;106.3;1;6;10.3;13.7;52
0;001;3;B-116p;42;53;0.5;0.7;1;1.3;3
0;001;3;B-119a;1;2.4;2.4;2.4;2.4;2.4;2.4
0;001;3;B-119b;1;8.9;8.9;8.9;8.9;8.9;8.9
0;001;3;B-120;2;3.3;0;0;1.7;3.3;3.3
0;001;3;B-121;5;10.7;1.3;2;2;2;3.3
0;001;3;B-123;1;1;1;1;1;1;1
0;001;3;B-124p;16;77.5;0.5;1;2;7;19.5
0;001;3;B-125o;22;133.5;1;2.5;4.5;7;18
0;001;3;B-125p;9;22;1;1;2;3;6
0;001;3;B-126b;2;11.5;1;1;5.8;10.5;10.5
0;001;3;B-131;56;406.5;1;3;6;10;20
0;001;3;B-132;14;48;0.3;0.7;1.5;4.3;18
0;001;3;B-134o;65;1771;5;8;22.5;39;67.5
0;001;3;B-134p;27;203;1;1;3;8;29
0;001;3;B-259;1;15.5;15.5;15.5;15.5;15.5;15.5
0;001;4;B-105;1;0.3;0.3;0.3;0.3;0.3;0.3
0;001;4;B-106;10;123.3;0.3;1.8;8.4;22;30.3
0;001;4;B-107a;48;279.1;0.5;2.4;3.5;6.4;16
0;001;4;B-107b;18;124.9;0.3;2.3;6.9;10.3;18.3
0;001;4;B-108b;58;572.9;0.6;2.9;6.3;14.6;32.3
0;001;4;B-109;11;101;0.5;1;5;10;35
0;001;4;B-110;32;38.8;0.4;0.4;0.8;1.6;4
0;001;4;B-111;42;150;0.3;2;2.5;4;10.3
0;001;4;B-112ap;51;337.2;1;2.7;3.7;6.8;31
0;001;4;B-112b;31;210.8;0.8;2;4;8.8;24.8
0;001;4;B-114;47;763.4;1.3;5.7;10.3;19.7;54.3
0;001;4;B-115;2;33.2;13.2;13.2;16.6;20;20
0;001;4;B-116o;1;2.5;2.5;2.5;2.5;2.5;2.5
0;001;4;B-116p;43;503.7;0.5;1;3;11;82.7
0;001;4;B-118;5;55.5;4.5;7.5;10;13;20.5
0;001;4;B-119a;14;48.1;0.4;0.8;2.8;5.5;12
0;001;4;B-119b;3;9.3;0.7;0.7;2.7;6;6
0;001;4;B-120;2;9;3.3;3.3;4.5;5.7;5.7
