vrai_hop;rdrg;SI;total;p5;p25;p50;p75;p95
0;001;1;131691.84;28530.43;29098.53;33025.93;36747.38;37109.55
0;001;2;1634495.11;25039.94;29599.31;32522.54;41955.55;50163.53
0;001;3;4357836.56;24566.86;31473.75;41047.43;49307.5;94105.02
0;001;4;10148246.62;33483.26;54225.52;74287.26;103711.1;196655.18
0;002;2;312891.94;34684.27;39750.08;42913.4;51904.5;55022.6
0;002;3;3610898.46;32921.24;41076.65;44491.32;51149.19;65933.24
0;002;4;8933141.06;39797.2;51054.64;67619.33;101074.72;176715.62
0;003;1;9523093.28;14836.07;19624.06;27637.38;39438.44;70426.5
0;003;2;14762638.25;15011.87;22016.63;32062.05;46616.78;90383.68
0;003;3;8491043.18;18051.18;30939.34;45174.65;70026.04;104360.98
0;003;4;9663718.84;31191.53;59849.12;82963.77;126676.46;214462.89
0;004;1;242277.08;2466.72;14278.25;19773.76;29297.27;53447.41
0;004;2;1269816.9;4693.04;13039.66;22125.69;38549.26;64941.29
0;004;3;9596292.35;8312.18;23170.73;37351.74;56023.96;86268.29
0;004;4;76832028.24;13257.89;38022.29;58712.32;87312.23;146844.31
0;005;1;27989.83;13125.29;13125.29;13994.91;14864.54;14864.54
0;005;2;273294.69;9276.84;11627.57;17868.38;36110.29;61978.73
0;005;3;2460331.64;12114.16;21020.68;28995.57;41594.71;84345.15
0;005;4;14705130.35;18464.78;33174.19;48571.56;77154.84;129291.23
0;006;2;39336.28;39336.28;39336.28;39336.28;39336.28;39336.28
0;006;3;278700.11;26631.33;34652.59;39550.45;47520.47;48187.2
0;006;4;127976.78;61529.97;61529.97;63988.39;66446.81;66446.81
0;020;1;2885846.33;2851.99;5424.38;7343.61;10821.61;27836.94
0;020;2;1425205.02;3693.33;6785.56;10516.95;17154.94;38852.83
0;020;3;4695661.97;4243.91;8053.95;14123.34;22200.9;47655.59
0;020;4;6275649.97;7335.79;18171.03;29798.07;45619.68;73576.77
0;021;1;12321267.36;3266.39;6813.17;8667.73;11276.04;26484.98
0;021;2;21933759.1;4686.21;8182.29;10105.27;13055.78;29144.85
0;021;3;22396614.99;6211.13;9960.45;13827.84;23157.28;52513.37
0;021;4;21153617.86;6574.23;16690.9;27070.92;45567.5;92318.45
0;022;1;1637033.94;3234.29;5288.23;6243.07;7341.28;11562.16
0;022;2;2490860.64;3748.81;5580.35;6979.2;10250.31;31584.87
0;022;3;1620650.49;4860.53;7851.77;11865.14;26804.88;55404.51
0;022;4;934798.7;8023.15;15909.19;36210.44;56582.4;82597.88
0;023;1;4077084.42;959.94;1847.91;3267.58;5372.49;14161.88
0;023;2;4074806.07;1309.15;3796.78;6428.92;10916.23;25439.69
0;023;3;3311581.93;4475.82;9096.14;15483.17;28838.82;60888.05
0;023;4;1442045.29;7505.02;19993.34;33671.67;44250.28;129950.58
0;024;1;11026357.6;2315.08;3088.38;3799.5;4948.25;14636.39
0;024;2;9854572.71;2605.48;3480.6;4329.84;6233.82;19011.29
0;024;3;15206030.87;2366.75;5862.67;9853.64;15188.17;37458.07
0;024;4;5698023.77;4403.99;12472.32;20225.89;34358.27;69324.02
0;026;1;8258816.34;965.29;1208.41;1804.84;3807.46;13110.95
0;026;2;5630864.27;1007.71;1612.04;3843.35;11151.61;21279.61
0;026;3;6122189.64;3620.56;10642.58;15006.76;25725.11;51632.98
0;026;4;2714805.3;7630.4;17829.77;29484.14;59415.3;105111.95
0;040;1;959128.95;780.84;1587.58;2777.38;5007.81;18015.86
